id,gene_ontology_i_ds
evm.TU.HiC_scaffold_57.236,GO:0000122; GO:0000288; GO:0000932; GO:0001829; GO:0003723; GO:0005615; GO:0005634; GO:0005778; GO:0005829; GO:0010606; GO:0016020; GO:0017148; GO:0019904; GO:0030014; GO:0030015; GO:0030331; GO:0033147; GO:0035195; GO:0042974; GO:0048387; GO:0060090; GO:0060213; GO:0061014; GO:0070016; GO:0090503; GO:1900153; GO:2000036
evm.TU.HiC_scaffold_103.195,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_71.16,GO:0003723; GO:0004386; GO:0008270; GO:0031048; GO:0031380
evm.TU.HiC_scaffold_52.285,GO:0000165; GO:0000278; GO:0001933; GO:0001965; GO:0003723; GO:0004721; GO:0004722; GO:0005524; GO:0005634; GO:0005654; GO:0005829; GO:0005886; GO:0006302; GO:0006351; GO:0006470; GO:0008017; GO:0008289; GO:0010288; GO:0016576; GO:0016791; GO:0032991; GO:0035970; GO:0042802; GO:0043123; GO:0043204; GO:0043231; GO:0043278; GO:0043531; GO:0044877; GO:0046872; GO:0048156; GO:0051879; GO:0070262; GO:0070301; GO:0071276; GO:0101031; GO:0106306; GO:0106307; GO:1901215; GO:1904550; GO:1990635; GO:2000324
evm.TU.HiC_scaffold_21.111,GO:0005634; GO:0005938; GO:0007274; GO:0007399; GO:0010629; GO:0016567; GO:0019005; GO:0031594; GO:0045495; GO:0045732; GO:0045886
evm.TU.HiC_scaffold_26.120,GO:0003964
evm.TU.HiC_scaffold_26.165,GO:0003964
evm.TU.HiC_scaffold_89.262,GO:0003697; GO:0004176; GO:0004252; GO:0005524; GO:0005739; GO:0005759; GO:0005777; GO:0006515; GO:0007005; GO:0017171; GO:0034599; GO:0043565; GO:0045732; GO:0051131; GO:0070407
evm.TU.HiC_scaffold_94.51,GO:0003964
evm.TU.HiC_scaffold_15.426,GO:0000165; GO:0005634; GO:0005737; GO:0034504; GO:0034605; GO:0042470; GO:0046827
evm.TU.HiC_scaffold_19.342,GO:0000079; GO:0000463; GO:0001649; GO:0003723; GO:0003924; GO:0005525; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0008156; GO:0008285; GO:0016020; GO:0022408; GO:0030336; GO:0031397; GO:0031965; GO:0033342; GO:0048471; GO:0050821
evm.TU.HiC_scaffold_35.25,GO:0002950; GO:0005783; GO:0005789; GO:0005829; GO:0005887; GO:0006686; GO:0016021; GO:0030148; GO:0030173; GO:0030176; GO:0033188; GO:0046513; GO:0047493; GO:1905373; GO:2000303
evm.TU.HiC_scaffold_92.339,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_95.56,GO:0003964
evm.TU.HiC_scaffold_46.113,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_40.20,GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0030097; GO:0046872
evm.TU.HiC_scaffold_81.167,GO:0003676; GO:0003964; GO:0004519; GO:0005634; GO:0006313; GO:0008233; GO:0015074
evm.TU.HiC_scaffold_81.78,GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0006281; GO:0006302; GO:0006914; GO:0006974; GO:0007626; GO:0008289; GO:0010506; GO:0016236; GO:0016567; GO:0019985; GO:0030433; GO:0030970; GO:0031593; GO:0032434; GO:0032510; GO:0034098; GO:0035861; GO:0036297; GO:0036503; GO:0043009; GO:0043161; GO:0051228; GO:0071712; GO:0097352; GO:0140603; GO:1905634; GO:2000058
evm.TU.HiC_scaffold_47.26,GO:0003677; GO:0005634
evm.TU.HiC_scaffold_6951.3,GO:0003964
evm.TU.HiC_scaffold_68.319,GO:0003964
evm.TU.HiC_scaffold_17.269,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_55.55,GO:0003677; GO:0003729; GO:0005634; GO:0005737; GO:0090263; GO:1990904
evm.TU.HiC_scaffold_74.308,GO:0003677; GO:0005634
evm.TU.HiC_scaffold_2.93,GO:0005388; GO:0005524; GO:0006874; GO:0008553; GO:0016021; GO:0033017; GO:0046872; GO:0070588
evm.TU.HiC_scaffold_66.142,GO:0004252; GO:0005787; GO:0006465; GO:0008233; GO:0016021
evm.TU.HiC_scaffold_48.273,GO:0000122; GO:0000159; GO:0000775; GO:0000922; GO:0001932; GO:0001933; GO:0003231; GO:0004722; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0006470; GO:0007498; GO:0007507; GO:0008022; GO:0010288; GO:0010469; GO:0010719; GO:0014069; GO:0019899; GO:0019901; GO:0019903; GO:0019904; GO:0031698; GO:0031952; GO:0032516; GO:0032869; GO:0035307; GO:0035970; GO:0042176; GO:0042308; GO:0042802; GO:0043005; GO:0043065; GO:0043195; GO:0043280; GO:0043422; GO:0044325; GO:0044877; GO:0045121; GO:0045202; GO:0046872; GO:0046982; GO:0048156; GO:0050811; GO:0051321; GO:0051721; GO:0071277; GO:0071333; GO:0071345; GO:0071361; GO:0071372; GO:0071383; GO:0071902; GO:0106306; GO:0106307; GO:1901020; GO:1904528; GO:1990405
evm.TU.HiC_scaffold_95.224,GO:0003723; GO:0004521; GO:0005847; GO:0008270; GO:0098789
evm.TU.HiC_scaffold_31.32,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_29.241,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_19.238,GO:0003964
evm.TU.HiC_scaffold_81.178,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_57.116,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_86.134,GO:0000226; GO:0000278; GO:0005200; GO:0005525; GO:0005737; GO:0005874
evm.TU.HiC_scaffold_103.196,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_90.70,GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0008233; GO:0008270; GO:0015074; GO:0032197
evm.TU.HiC_scaffold_14.4,GO:0003677; GO:0005634
evm.TU.HiC_scaffold_104.72,GO:0004505; GO:0004510; GO:0005506; GO:0006559; GO:0006571; GO:0006726; GO:0007616; GO:0042427
evm.TU.HiC_scaffold_20.156,GO:0000278; GO:0003725; GO:0005198; GO:0005739; GO:0005764; GO:0005768; GO:0005819; GO:0005829; GO:0006886; GO:0006898; GO:0006914; GO:0019904; GO:0030117; GO:0030130; GO:0030132; GO:0031623; GO:0032051; GO:0033572; GO:0042147; GO:0042470; GO:0042802; GO:0045334; GO:0048268; GO:0050750; GO:0051301; GO:0060236; GO:0071439; GO:0072583; GO:0097718; GO:0150093; GO:1900126; GO:1903077; GO:1990381; GO:1990498; GO:1990763
evm.TU.HiC_scaffold_31.104,GO:0005319; GO:0008289; GO:0045735; GO:0048477
evm.TU.HiC_scaffold_43.35,GO:0000245; GO:0000381; GO:0000398; GO:0000974; GO:0003723; GO:0005634; GO:0005829; GO:0007438; GO:0007443; GO:0008347; GO:0008366; GO:0016607; GO:0071007; GO:0071011; GO:0071013; GO:0071014
evm.TU.HiC_scaffold_84.54,GO:0000272; GO:0004568; GO:0005576; GO:0006032; GO:0008061
evm.TU.HiC_scaffold_26.173,GO:0004842; GO:0005737; GO:0007219; GO:0008270; GO:0016567
evm.TU.HiC_scaffold_85.47,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_19.79,GO:0005886; GO:0006513; GO:0006915; GO:0008283; GO:0009887; GO:0019005; GO:0031146; GO:0031625; GO:0070936; GO:1990452
evm.TU.HiC_scaffold_49.114,GO:0003964
evm.TU.HiC_scaffold_66.257,GO:0003883; GO:0005524; GO:0005737; GO:0006241; GO:0006541; GO:0019856; GO:0030903; GO:0042802; GO:0044210; GO:0097268
evm.TU.HiC_scaffold_104.272,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_92.435,GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_13.54,GO:0003964
evm.TU.HiC_scaffold_2.123,GO:0004930; GO:0005886; GO:0016021; GO:0042562; GO:0042923
evm.TU.HiC_scaffold_39.36,GO:0000159; GO:0005829; GO:0005856; GO:0016020; GO:0019888; GO:0070262
evm.TU.HiC_scaffold_19.354,GO:0001664; GO:0001867; GO:0002752; GO:0003823; GO:0005102; GO:0005576; GO:0005581; GO:0005615; GO:0007186; GO:0030246; GO:0031232; GO:0032757; GO:0033691; GO:0034394; GO:0034774; GO:0038187; GO:0043654; GO:0046597; GO:0046872; GO:0062023; GO:0097367; GO:1904813
evm.TU.HiC_scaffold_69.96,GO:0003677; GO:0005634
evm.TU.HiC_scaffold_57.218,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_89.47,GO:0003964
evm.TU.HiC_scaffold_90.16,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_76.392,GO:0003964
evm.TU.HiC_scaffold_100.151,GO:0003964
evm.TU.HiC_scaffold_74.149,GO:0000287; GO:0003723; GO:0004826; GO:0005524; GO:0005739; GO:0005829; GO:0006432; GO:0009328
evm.TU.HiC_scaffold_57.233,GO:0001818; GO:0003723; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006915; GO:0008143; GO:0010494; GO:0017148; GO:0035925; GO:0048024; GO:0097165; GO:1903608; GO:1904037; GO:1990904
evm.TU.HiC_scaffold_6.114,GO:0003964
evm.TU.HiC_scaffold_78.90,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_24.107,GO:0004176; GO:0004222; GO:0005524; GO:0005739; GO:0005743; GO:0008053; GO:0016021; GO:0034982; GO:0042407; GO:0046872; GO:0065003
evm.TU.HiC_scaffold_6958.5,GO:0003924; GO:0005525; GO:0005786; GO:0005829; GO:0006616; GO:0008312; GO:0016607; GO:0030593; GO:0030851; GO:0030942; GO:0031017
evm.TU.HiC_scaffold_79.123,GO:0005789; GO:0006487; GO:0006488; GO:0006490; GO:0016021; GO:0042281; GO:0046527
evm.TU.HiC_scaffold_61.144,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_72.195,GO:0000049; GO:0004831; GO:0005524; GO:0005737; GO:0006437
evm.TU.HiC_scaffold_57.99,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_67.363,GO:0003964
evm.TU.HiC_scaffold_78.261,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_50.165,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_84.53,GO:0000272; GO:0004568; GO:0005576; GO:0006032; GO:0008061
evm.TU.HiC_scaffold_79.616,GO:0003677; GO:0005634; GO:0014883
evm.TU.HiC_scaffold_26.329,GO:0000139; GO:0005789; GO:0016021; GO:0030433; GO:0030968; GO:0046872; GO:0061630
evm.TU.HiC_scaffold_79.203,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_25.171,GO:0003746; GO:0003924; GO:0005525; GO:0042256; GO:0043022; GO:0046039; GO:1990904
evm.TU.HiC_scaffold_95.326,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_50.180,GO:0005634; GO:0120293
evm.TU.HiC_scaffold_31.12,GO:0003964
evm.TU.HiC_scaffold_9.44,GO:0003964
evm.TU.HiC_scaffold_27.147,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_99.123,GO:0003964
evm.TU.HiC_scaffold_17.6,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_24.225,GO:0000184; GO:0000381; GO:0000398; GO:0000785; GO:0003723; GO:0003729; GO:0003730; GO:0005634; GO:0005654; GO:0005703; GO:0005737; GO:0006405; GO:0006406; GO:0007293; GO:0007297; GO:0007314; GO:0008069; GO:0008298; GO:0009953; GO:0010468; GO:0016325; GO:0017148; GO:0019094; GO:0030720; GO:0033119; GO:0035062; GO:0045451; GO:0048477; GO:0071011; GO:0071013
evm.TU.HiC_scaffold_87.67,GO:0003677; GO:0005634
evm.TU.HiC_scaffold_98.156,GO:0003677; GO:0005634
evm.TU.HiC_scaffold_100.213,GO:0005634; GO:0005654; GO:0005730; GO:0006364; GO:0031965; GO:0032040; GO:0034388
evm.TU.HiC_scaffold_8.117,GO:0005576
evm.TU.HiC_scaffold_38.54,GO:0000738; GO:0000956; GO:0003723; GO:0004534; GO:0005634; GO:0006353; GO:0006397; GO:0008409; GO:0046872
evm.TU.HiC_scaffold_90.342,GO:0001937; GO:0004725; GO:0005001; GO:0005737; GO:0005886; GO:0005911; GO:0005912; GO:0006470; GO:0007156; GO:0007165; GO:0010596; GO:0010842; GO:0016021; GO:0016525; GO:0030027; GO:0031175; GO:0031290; GO:0042311; GO:0042493; GO:0042802; GO:0045296; GO:0048471
evm.TU.HiC_scaffold_9.33,GO:0005085; GO:0005829; GO:0006897; GO:0007165; GO:0016020; GO:0032483; GO:0032794; GO:0043087; GO:0051223
evm.TU.HiC_scaffold_24.1,GO:0007165; GO:0015031; GO:0030176
evm.TU.HiC_scaffold_8.15,GO:0001525; GO:0003723; GO:0005634; GO:0005667; GO:0005737; GO:0005829; GO:0006474; GO:0016020; GO:0016604; GO:0017196; GO:0030154; GO:0031415; GO:0043022; GO:0043066; GO:0043231; GO:0045893; GO:0050821
evm.TU.HiC_scaffold_84.403,GO:0000287; GO:0005524; GO:0005768; GO:0005802; GO:0005886; GO:0006890; GO:0006897; GO:0016021; GO:0045332; GO:0140326
evm.TU.HiC_scaffold_89.128,GO:0003676; GO:0003964; GO:0004519; GO:0005634; GO:0006313; GO:0008233; GO:0015074
evm.TU.HiC_scaffold_101.34,GO:0003964
evm.TU.HiC_scaffold_24.89,GO:0000463; GO:0000466; GO:0005654; GO:0030687; GO:0043021; GO:0070545
evm.TU.HiC_scaffold_18.318,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_8.158,GO:0000070; GO:0002168; GO:0003723; GO:0003724; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0007276; GO:0007283; GO:0010468; GO:0016246; GO:0016442; GO:0030154; GO:0035072; GO:0036098; GO:0043025; GO:0043186; GO:0048477; GO:0140603
evm.TU.HiC_scaffold_50.202,GO:0004842; GO:0005634; GO:0005737; GO:0005829; GO:0006511; GO:0008270; GO:0031624; GO:0043161; GO:0051402; GO:0061630
evm.TU.HiC_scaffold_98.1,GO:0003964
evm.TU.HiC_scaffold_15.423,GO:0005887; GO:0007275; GO:0009897; GO:0012505; GO:0016020; GO:0030154; GO:0033081
evm.TU.HiC_scaffold_10.143,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_57.216,GO:0005519; GO:0005768; GO:0005794; GO:0007318; GO:0015031; GO:0031532
evm.TU.HiC_scaffold_103.57,GO:0004708; GO:0004714; GO:0005524; GO:0106310; GO:0106311
evm.TU.HiC_scaffold_102.65,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_72.253,GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006310; GO:0015074; GO:0046872
evm.TU.HiC_scaffold_84.353,GO:0003743; GO:0005829; GO:0005850; GO:0005851; GO:0006413; GO:0033290; GO:0043022; GO:0043614
evm.TU.HiC_scaffold_84.11,GO:0005739; GO:0005789; GO:0005886; GO:0007053; GO:0007283; GO:0016006; GO:0016021; GO:0042284; GO:0046513; GO:0050251; GO:0070938
evm.TU.HiC_scaffold_46.39,GO:0005634; GO:0005737; GO:0006400; GO:0008251; GO:0046872
evm.TU.HiC_scaffold_68.86,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_51.33,GO:0003964
evm.TU.HiC_scaffold_46.302,GO:0016021
evm.TU.HiC_scaffold_84.105,GO:0003964
evm.TU.HiC_scaffold_84.417,GO:0005509; GO:0005516; GO:0005543; GO:0005794; GO:0005829; GO:0005886; GO:0007268; GO:0007528; GO:0010808; GO:0016020; GO:0016081; GO:0016082; GO:0016188; GO:0017075; GO:0019992; GO:0030672; GO:0030742; GO:0031267; GO:0031594; GO:0035249; GO:0035556; GO:0042734; GO:0043065; GO:0043195; GO:0048786; GO:0050714; GO:0060478; GO:0061789; GO:0071333; GO:0097151; GO:0098831; GO:0099011; GO:0099525
evm.TU.HiC_scaffold_30.52,GO:0000776; GO:0005730; GO:0035267; GO:0043968; GO:0043972; GO:0043981; GO:0043982; GO:0043983; GO:0044154; GO:0070776; GO:1990467; GO:1990468
evm.TU.HiC_scaffold_4.133,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_80.159,GO:0000290; GO:0000900; GO:0000932; GO:0003723; GO:0003724; GO:0003729; GO:0005524; GO:0005737; GO:0005783; GO:0007279; GO:0010494; GO:0030707; GO:0033962; GO:0034063; GO:0035195; GO:0036464; GO:0043025; GO:0043186; GO:0046959; GO:0050688; GO:0060148; GO:0071598; GO:0071683; GO:0090328; GO:0098794; GO:0140603; GO:0150011; GO:1905618; GO:1990120; GO:1990124; GO:2000766
evm.TU.HiC_scaffold_45.27,GO:0003677; GO:0005634
evm.TU.HiC_scaffold_88.86,GO:0005524; GO:0005634; GO:0005829
evm.TU.HiC_scaffold_81.199,GO:0004438; GO:0004725; GO:0005634; GO:0005774; GO:0005829; GO:0030424; GO:0031642; GO:0031901; GO:0032288; GO:0042802; GO:0046855; GO:0046856; GO:0048471; GO:0048666; GO:0052629; GO:0060304
evm.TU.HiC_scaffold_64.18,GO:0000287; GO:0002090; GO:0003924; GO:0005525; GO:0005770; GO:0005794; GO:0005829; GO:0005886; GO:0006878; GO:0006886; GO:0007015; GO:0012505; GO:0014069; GO:0016192; GO:0019003; GO:0019904; GO:0030017; GO:0031252; GO:0032991; GO:0034315; GO:0034379; GO:0043005; GO:0045807; GO:0045956; GO:0048471; GO:0050714; GO:0055108; GO:0060292; GO:0060999; GO:0070142; GO:0097061; GO:0097212; GO:0098586; GO:0098974; GO:0098978; GO:1902307; GO:1902824; GO:1902953; GO:1903725; GO:1990386; GO:1990583
evm.TU.HiC_scaffold_68.164,GO:0002119; GO:0003924; GO:0005525; GO:0005634; GO:0005654; GO:0005730; GO:0007281; GO:0040014; GO:0042127
evm.TU.HiC_scaffold_77.56,GO:0005730; GO:0006364; GO:0019843
evm.TU.HiC_scaffold_25.100,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_85.88,GO:0003964
evm.TU.HiC_scaffold_59.323,GO:0003677; GO:0005634
evm.TU.HiC_scaffold_94.338,GO:0003964
evm.TU.HiC_scaffold_47.210,GO:0000027; GO:0005524; GO:0005634; GO:0005654; GO:0005730; GO:0005829; GO:0006364; GO:0016020; GO:0016887; GO:0030687; GO:0045111; GO:0051082; GO:0065003
evm.TU.HiC_scaffold_21.24,GO:0005576; GO:0005783; GO:0005811; GO:0006986; GO:0030433; GO:0030970; GO:0031625; GO:0034098; GO:0034389; GO:0035473; GO:0035578; GO:0043130; GO:0055102
evm.TU.HiC_scaffold_26.41,GO:0003964
evm.TU.HiC_scaffold_79.197,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_74.216,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_79.68,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_50.175,GO:0000122; GO:0005694; GO:0016740; GO:0031519; GO:0035102; GO:0036353; GO:0046872; GO:0071339
evm.TU.HiC_scaffold_64.120,GO:0005737; GO:0005739; GO:0005759; GO:0005829; GO:0006879; GO:0008198; GO:0016226; GO:0051537; GO:0051539; GO:0060090; GO:1902958; GO:1904234; GO:1904439
evm.TU.HiC_scaffold_12.199,GO:0000398; GO:0000974; GO:0001650; GO:0005634; GO:0005662; GO:0016607; GO:0031965; GO:0034504; GO:0071007; GO:0071013; GO:0080008; GO:1900087
evm.TU.HiC_scaffold_92.135,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_92.166,GO:0003964
evm.TU.HiC_scaffold_92.417,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_20.30,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_68.226,GO:0003677; GO:0005634
evm.TU.HiC_scaffold_104.204,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_16.221,GO:0003676; GO:0003964; GO:0004519; GO:0005634; GO:0006313; GO:0008233; GO:0015074
evm.TU.HiC_scaffold_43.274,GO:0003964
evm.TU.HiC_scaffold_66.20,GO:0003964; GO:0046872
evm.TU.HiC_scaffold_97.126,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_97.80,GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0005737; GO:0006310; GO:0015074; GO:0046872
evm.TU.HiC_scaffold_52.281,GO:0003964
evm.TU.HiC_scaffold_21.260,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_87.190,GO:0000027; GO:0005524; GO:0005634; GO:0005654; GO:0005730; GO:0005829; GO:0006364; GO:0016020; GO:0016887; GO:0030687; GO:0045111; GO:0051082; GO:0065003
evm.TU.HiC_scaffold_84.291,GO:0003964
evm.TU.HiC_scaffold_19.13,GO:0003964
evm.TU.HiC_scaffold_1029.1,GO:0000122; GO:0000978; GO:0000981; GO:0003682; GO:0005634; GO:0006355; GO:0030154; GO:0043433; GO:0046872
evm.TU.HiC_scaffold_22.94,GO:0003677; GO:0005634; GO:0046872
evm.TU.HiC_scaffold_98.97,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_79.246,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_91.68,GO:0003746; GO:0005643; GO:0005789; GO:0015031; GO:0043022; GO:0045901; GO:0045905; GO:0051028
evm.TU.HiC_scaffold_52.131,GO:0000122; GO:0000978; GO:0000981; GO:0003682; GO:0005634; GO:0006355; GO:0030154; GO:0043433; GO:0046872
evm.TU.HiC_scaffold_8.6,GO:0000792; GO:0004839; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005765; GO:0006511; GO:0006974; GO:0010008; GO:0016567; GO:0030057; GO:0030867; GO:0032446
evm.TU.HiC_scaffold_66.105,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_104.120,GO:0003743; GO:0003924; GO:0005525; GO:0005737; GO:0046872
evm.TU.HiC_scaffold_82.98,GO:0005634; GO:0005635; GO:0005643; GO:0005654; GO:0005737; GO:0005829; GO:0006606; GO:0006610; GO:0007079; GO:0007080; GO:0008139; GO:0010494; GO:0019894; GO:0019899; GO:0019904; GO:0030953; GO:0031267; GO:0031291; GO:0031965; GO:0032991; GO:0040001; GO:0044877; GO:0045184; GO:0051879; GO:0061608; GO:0061676; GO:0071782; GO:0090307
evm.TU.HiC_scaffold_60.86,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_101.40,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_81.100,GO:0003964
evm.TU.HiC_scaffold_19.208,GO:0015031
evm.TU.HiC_scaffold_29.126,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_21.64,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_102.107,GO:0003964
evm.TU.HiC_scaffold_18.248,GO:0004198; GO:0005509; GO:0005737; GO:0006508; GO:0007298; GO:0016020; GO:0016322; GO:0016540
evm.TU.HiC_scaffold_20.207,GO:0003676; GO:0008270; GO:0015074
evm.TU.HiC_scaffold_65.241,GO:0003964
evm.TU.HiC_scaffold_65.174,GO:0003723; GO:0005737; GO:0006417; GO:1990904
evm.TU.HiC_scaffold_21.70,GO:0003964
evm.TU.HiC_scaffold_47.39,GO:0003964
evm.TU.HiC_scaffold_72.230,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_89.60,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_29.250,GO:0003964
evm.TU.HiC_scaffold_78.86,GO:0004993; GO:0005887; GO:0007187; GO:0007192; GO:0007210; GO:0007268; GO:0007619; GO:0008227; GO:0016021; GO:0016543; GO:0016545; GO:0016546; GO:0030425; GO:0030594; GO:0045202; GO:0060179; GO:0060180
evm.TU.HiC_scaffold_15.310,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_28.280,GO:0001708; GO:0005112; GO:0005509; GO:0005768; GO:0005769; GO:0005886; GO:0007015; GO:0007219; GO:0007298; GO:0007400; GO:0007422; GO:0007423; GO:0007475; GO:0007476; GO:0007480; GO:0007498; GO:0008284; GO:0008347; GO:0008356; GO:0008407; GO:0008587; GO:0009986; GO:0016021; GO:0016330; GO:0030139; GO:0030707; GO:0030713; GO:0030718; GO:0030720; GO:0031410; GO:0036011; GO:0042051; GO:0043208; GO:0045179; GO:0045466; GO:0045931; GO:0046331; GO:0046667; GO:0048018; GO:0048056; GO:0048100; GO:0048190; GO:0048477; GO:0048665; GO:0048800; GO:0048863; GO:0050768; GO:0090175
evm.TU.HiC_scaffold_89.196,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_28.153,GO:0000272; GO:0004563; GO:0006032; GO:0102148
evm.TU.HiC_scaffold_20.200,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_44.86,GO:0042302
evm.TU.HiC_scaffold_19.309,GO:0003964
evm.TU.HiC_scaffold_84.329,GO:0003964
evm.TU.HiC_scaffold_90.222,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_75.76,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_73.176,GO:0000776; GO:0001667; GO:0005634; GO:0005654; GO:0005829; GO:0007049; GO:0015630; GO:0016846; GO:0030496; GO:0031508; GO:0031965; GO:0032467; GO:0033044; GO:0034508; GO:0046872; GO:0051233; GO:0051301
evm.TU.HiC_scaffold_10.61,GO:0010339; GO:0031362; GO:0098631
evm.TU.HiC_scaffold_51.174,GO:0005615; GO:0031409
evm.TU.HiC_scaffold_56.325,GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0046872
evm.TU.HiC_scaffold_6951.43,GO:0004862; GO:0005813; GO:0005930; GO:0005952; GO:0008603; GO:0010738; GO:0019904; GO:0030552; GO:0031588; GO:0031625; GO:0034236; GO:0043949; GO:0044853
evm.TU.HiC_scaffold_7.109,GO:0001656; GO:0001657; GO:0003148; GO:0003180; GO:0003184; GO:0003272; GO:0005886; GO:0007156; GO:0007411; GO:0007417; GO:0007420; GO:0008046; GO:0009986; GO:0016021; GO:0016199; GO:0021510; GO:0021891; GO:0030673; GO:0031290; GO:0032870; GO:0035481; GO:0035904; GO:0042802; GO:0050772; GO:0050925; GO:0051964; GO:0060412; GO:0061364; GO:0070062
evm.TU.HiC_scaffold_94.20,GO:0003964
evm.TU.HiC_scaffold_24.10,GO:0003964
evm.TU.HiC_scaffold_10.98,GO:0042302
evm.TU.HiC_scaffold_15.308,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_80.117,GO:0003964
evm.TU.HiC_scaffold_43.257,GO:0003964
evm.TU.HiC_scaffold_103.245,GO:0003964
evm.TU.HiC_scaffold_70.14,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_44.15,GO:0042302
