"Treatment","gene","mean","sd","cv","DEG","change_in_treatment","spid","protein_names","evalue"
"Low","g23092",11.6131814045719,0.166964300608314,0.014377137047268,"DEG","Up-regulated",NA,NA,NA
"Low","g23170",9.1320775640297,0.14872773796928,0.0162862981535662,"DEG","Up-regulated","P21328","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",3.09e-21
"Low","g23245",9.07310368829545,0.131236014948237,0.0144642913226634,"DEG","Up-regulated","P08548","LINE-1 reverse transcriptase homolog (EC 2.7.7.49)",3.33e-24
"Low","g23290",11.2897896486077,0.160917019096206,0.014253323056028,"DEG","Up-regulated",NA,NA,NA
"Low","g23336",9.12650264044463,0.258108731914921,0.0282812312759432,"DEG","Up-regulated",NA,NA,NA
"Low","g23337",11.2640977423816,0.182150314515247,0.0161708748167108,"DEG","Up-regulated","Q95SX7","Probable RNA-directed DNA polymerase from transposon BS (EC 2.7.7.49) (Reverse transcriptase)",5.67e-16
"Low","g23338",10.2552262602579,0.197275227568381,0.0192365553486501,"DEG","Up-regulated",NA,NA,NA
"Low","g23362",10.2259908887239,0.171339636090904,0.0167553088943036,"DEG","Up-regulated",NA,NA,NA
"Low","g23416",9.25007002646751,0.250793975679753,0.0271126569812064,"DEG","Up-regulated",NA,NA,NA
"Low","g23440",7.94910047540794,0.188859348641106,0.0237585811407691,"DEG","Up-regulated",NA,NA,NA
"Low","g23441",8.94052649516005,0.167010066404621,0.0186801153707259,"DEG","Up-regulated",NA,NA,NA
"Low","g23483",8.12575750753461,0.168493077602652,0.020735676328812,"DEG","Up-regulated",NA,NA,NA
"Low","g23484",9.00809590689672,0.198004888170533,0.0219807704332875,"DEG","Up-regulated",NA,NA,NA
"Low","g23548",7.94114243533184,0.199551462068404,0.0251288103309364,"DEG","Up-regulated","Q66JG9","Sprouty-related, EVH1 domain-containing protein 1 (Spred-1)",1.56e-17
"Low","g23549",9.20791375614276,0.230041682075635,0.0249830404766954,"DEG","Up-regulated",NA,NA,NA
"Low","g23550",8.71748459023567,0.161231917449159,0.0184952340070383,"DEG","Up-regulated",NA,NA,NA
"Low","g2358",12.2328821503802,0.201750160421232,0.0164924469917306,"DEG","Up-regulated",NA,NA,NA
"Low","g2359",10.9165191008825,0.220738967148022,0.0202206367348524,"DEG","Up-regulated",NA,NA,NA
"Low","g23666",9.09961959771271,0.16096602466035,0.0176893135951321,"DEG","Up-regulated",NA,NA,NA
"Low","g23737",8.20334719030635,0.240739377018259,0.0293464815560572,"DEG","Up-regulated","Q9UQ26","Regulating synaptic membrane exocytosis protein 2 (Rab-3-interacting molecule 2) (RIM 2) (Rab-3-interacting protein 3)",1.3e-17
"Low","g23795",9.40137835852603,0.157441776800035,0.0167466695622618,"DEG","Up-regulated","Q6NT04","Tigger transposable element-derived protein 7",8.12e-28
"Low","g2391",10.6285463390579,0.221306250108582,0.0208218737585331,"DEG","Up-regulated","Q9VXE5","Serine/threonine-protein kinase PAK mbt (EC 2.7.11.1) (Protein mushroom bodies tiny) (p21-activated kinase-related protein)",2.3e-45
"Low","g23922",9.8420979188497,0.16523609533604,0.0167887067064815,"DEG","Up-regulated",NA,NA,NA
"Low","g23949",9.62032120589152,0.283696735488984,0.029489320514085,"DEG","Up-regulated",NA,NA,NA
"Low","g2400",8.75703373900035,0.176960700354695,0.020207835852748,"DEG","Up-regulated",NA,NA,NA
"Low","g2401",9.65322915569805,0.197316725845375,0.0204404891526794,"DEG","Up-regulated",NA,NA,NA
"Low","g2402",10.14040355522,0.161130347774481,0.0158899344485689,"DEG","Up-regulated",NA,NA,NA
"Low","g24124",9.35121285475057,0.20816222763535,0.0222604522930521,"DEG","Up-regulated",NA,NA,NA
"Low","g2417",11.5078045992969,0.149134675195044,0.0129594375632826,"DEG","Up-regulated","P21328","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",9.56e-26
"Low","g24178",9.10608257221507,0.195225027529509,0.0214389696097408,"DEG","Up-regulated",NA,NA,NA
"Low","g24179",11.6237485657817,0.181448030811989,0.0156101131906913,"DEG","Up-regulated",NA,NA,NA
"Low","g24202",12.8149864799207,0.355944565365663,0.027775648918817,"DEG","Up-regulated","Q9NBX4","Probable RNA-directed DNA polymerase from transposon X-element (EC 2.7.7.49) (Reverse transcriptase)",1.82e-22
"Low","g24238",9.92508606877031,0.231725216412155,0.0233474263907179,"DEG","Up-regulated",NA,NA,NA
"Low","g24246",9.23229953540241,0.211481040353629,0.0229066485053565,"DEG","Up-regulated",NA,NA,NA
"Low","g24260",8.59227363311955,0.193420591442257,0.0225109906528935,"DEG","Up-regulated",NA,NA,NA
"Low","g24355",11.0882854076997,0.126716237675183,0.0114279379557809,"DEG","Up-regulated",NA,NA,NA
"Low","g24432",10.9552874513691,0.236820403664914,0.0216169958767552,"DEG","Up-regulated","Q9W6H5","SUMO-conjugating enzyme UBC9-A (EC 2.3.2.-) (RING-type E3 SUMO transferase UBC9-A) (SUMO-protein ligase A) (Ubiquitin carrier protein 9-A) (Ubiquitin carrier protein I-A) (Ubiquitin-conjugating enzyme E2 I-A) (Ubiquitin-protein ligase I-A)",3.94e-20
"Low","g24436",11.1982914494824,0.188894786517093,0.0168681791654766,"DEG","Up-regulated",NA,NA,NA
"Low","g2446",9.23339355384649,0.214712122812472,0.0232538688576776,"DEG","Up-regulated",NA,NA,NA
"Low","g24477",8.65980090397624,0.225734765111506,0.0260669693927787,"DEG","Up-regulated",NA,NA,NA
"Low","g2449",11.6619193734859,0.201193198466678,0.0172521513846256,"DEG","Up-regulated",NA,NA,NA
"Low","g2450",9.92580452055686,0.174267096349818,0.0175569744486607,"DEG","Up-regulated",NA,NA,NA
"Low","g2471",8.60217830452027,0.159755834122482,0.0185715557696047,"DEG","Up-regulated",NA,NA,NA
"Low","g24721",10.6490878362536,0.131413482626785,0.0123403510842876,"DEG","Up-regulated",NA,NA,NA
"Low","g24804",10.5876209883467,0.198550528509805,0.0187530823712277,"DEG","Up-regulated",NA,NA,NA
"Low","g24805",8.17989522411071,0.221943428660712,0.0271327960297732,"DEG","Up-regulated","Q960X4","Histone acetyltransferase Tip60 (EC 2.3.1.48)",2.48e-23
"Low","g24832",8.03870293303832,0.15199805556025,0.0189082812023756,"DEG","Up-regulated",NA,NA,NA
"Low","g24859",9.50495684795304,0.228624531711559,0.0240531898638545,"DEG","Up-regulated",NA,NA,NA
"Low","g24916",10.6632715277326,0.201439780935868,0.0188909923574554,"DEG","Up-regulated","Q95SX7","Probable RNA-directed DNA polymerase from transposon BS (EC 2.7.7.49) (Reverse transcriptase)",1.1e-22
"Low","g24917",10.5760626096776,0.212331400494166,0.0200766020711595,"DEG","Up-regulated",NA,NA,NA
"Low","g24918",9.66336986817689,0.204707378566254,0.0211838500811596,"DEG","Up-regulated",NA,NA,NA
"Low","g24935",10.4444544209861,0.225813957910277,0.0216204646799499,"DEG","Up-regulated",NA,NA,NA
"Low","g24947",9.47859560194447,0.171006086379842,0.0180412894020673,"DEG","Up-regulated",NA,NA,NA
"Low","g24990",9.66119200137937,0.215080770636451,0.0222623430530873,"DEG","Up-regulated","Q9NBX4","Probable RNA-directed DNA polymerase from transposon X-element (EC 2.7.7.49) (Reverse transcriptase)",3.98e-25
"Low","g24996",9.81284210628598,0.180769799635458,0.0184217577005197,"DEG","Up-regulated",NA,NA,NA
"Low","g25045",11.521643861462,0.21254443785646,0.0184474056317074,"DEG","Up-regulated","Q08BB5","CTD small phosphatase-like protein 2-A (CTDSP-like 2-A) (EC 3.1.3.-)",5.47e-11
"Low","g25080",12.1828930964719,0.142626463186369,0.0117071094736663,"DEG","Up-regulated",NA,NA,NA
"Low","g25179",10.8823100772876,0.179900206293197,0.0165314354227661,"DEG","Up-regulated","Q9QYS1","Protein Wnt-16",7.11e-15
"Low","g25209",9.65778692302148,0.163969513905754,0.0169779593619835,"DEG","Up-regulated",NA,NA,NA
"Low","g25419",10.2579094203758,0.167462490148728,0.0163252065587641,"DEG","Up-regulated",NA,NA,NA
"Low","g25584",12.0934799462352,0.185093978682152,0.0153052702369407,"DEG","Up-regulated",NA,NA,NA
"Low","g25609",11.7478686097659,0.339758793834844,0.0289208881304993,"DEG","Up-regulated",NA,NA,NA
"Low","g25610",12.6375510214034,0.33438477552693,0.0264596182409555,"DEG","Up-regulated",NA,NA,NA
"Low","g25670",8.11273684488843,0.145948827108408,0.0179900852078501,"DEG","Up-regulated",NA,NA,NA
"Low","g25683",9.43324878545939,0.199110049953988,0.0211072616107507,"DEG","Up-regulated",NA,NA,NA
"Low","g25757",10.7069284018863,0.131302521278671,0.0122633229951869,"DEG","Up-regulated",NA,NA,NA
"Low","g25797",10.0959168189247,0.165457770665384,0.0163885829918125,"DEG","Up-regulated",NA,NA,NA
"Low","g25977",10.7722505600116,0.241112768651147,0.0223827664709357,"DEG","Up-regulated","O75325","Leucine-rich repeat neuronal protein 2 (Glioma amplified on chromosome 1 protein) (Leucine-rich repeat neuronal protein 5)",1.26e-23
"Low","g26052",10.3726354831244,0.143944421807473,0.0138773238529072,"DEG","Up-regulated",NA,NA,NA
"Low","g26056",10.0981910202257,0.128509324284278,0.0127259747836901,"DEG","Up-regulated",NA,NA,NA
"Low","g26071",8.6531734779788,0.228133000677414,0.0263640849519524,"DEG","Up-regulated",NA,NA,NA
"Low","g26322",10.0590246193334,0.119299614382215,0.0118599584847344,"DEG","Up-regulated","Q0IHQ9","2-phosphoxylose phosphatase 1 (EC 3.1.3.-) (Acid phosphatase-like protein 2)",2.18e-37
"Low","g2638",12.1596319443567,0.188256436961914,0.0154820834893185,"DEG","Up-regulated",NA,NA,NA
"Low","g26382",10.5293928005225,0.164790061520118,0.0156504809576427,"DEG","Up-regulated","Q5RCM6","Suppressor of cytokine signaling 6 (SOCS-6)",9.95e-17
"Low","g26384",9.06397525081785,0.198292876288287,0.0218770319645781,"DEG","Up-regulated","Q9NBX4","Probable RNA-directed DNA polymerase from transposon X-element (EC 2.7.7.49) (Reverse transcriptase)",1.81e-23
"Low","g2642",10.048092637462,0.216122136005389,0.0215087722419702,"DEG","Up-regulated",NA,NA,NA
"Low","g26437",8.37646232614025,0.235496531570349,0.0281140799541878,"DEG","Up-regulated",NA,NA,NA
"Low","g26468",9.80005702599101,0.200494148850711,0.020458467570033,"DEG","Up-regulated","Q58EX7","Puratrophin-1 (Pleckstrin homology domain-containing family G member 4) (PH domain-containing family G member 4) (Purkinje cell atrophy-associated protein 1)",2.25e-40
"Low","g26469",10.0266465116217,0.209882408153524,0.0209324631032172,"DEG","Up-regulated",NA,NA,NA
"Low","g26610",12.5482024213857,0.227830696238391,0.018156440945685,"DEG","Up-regulated",NA,NA,NA
"Low","g26637",11.0340486857612,0.182775177996894,0.0165646521238169,"DEG","Up-regulated","Q9VGI8","Bloom syndrome protein homolog (Dmblm) (EC 3.6.4.12) (Bloom syndrome helicase ortholog) (Mutagen-sensitive protein 309) (RecQ helicase homolog)",2.34e-17
"Low","g26714",11.2282475221113,0.136684477679966,0.0121732690173421,"DEG","Up-regulated",NA,NA,NA
"Low","g26715",11.7653404429391,0.142433012318588,0.012106153069635,"DEG","Up-regulated",NA,NA,NA
"Low","g26845",7.86349610444978,0.209147551790314,0.0265972728939183,"DEG","Up-regulated","P21328","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",5.8e-24
"Low","g26926",9.70590822724398,0.178352894318477,0.0183757037613286,"DEG","Up-regulated","P21329","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",4.35e-21
"Low","g27042",11.2031701729363,0.29460892407279,0.0262969248458335,"DEG","Up-regulated",NA,NA,NA
"Low","g27198",7.41775900046632,0.216482189946359,0.0291843115869294,"DEG","Up-regulated",NA,NA,NA
"Low","g27199",10.7993144514389,0.216649667454152,0.0200614278275123,"DEG","Up-regulated",NA,NA,NA
"Low","g27265",10.9042085198226,0.15621921612172,0.0143265066728806,"DEG","Up-regulated",NA,NA,NA
"Low","g27277",10.4010143905772,0.154504423224895,0.0148547456452775,"DEG","Up-regulated","P21328","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",8.05e-32
"Low","g27291",9.5111795602564,0.137680343830165,0.0144756329073503,"DEG","Up-regulated",NA,NA,NA
"Low","g27328",11.2363994680894,0.263618813689825,0.0234611464676459,"DEG","Up-regulated",NA,NA,NA
"Low","g27466",13.1419706367711,0.289835218311986,0.0220541672419378,"DEG","Up-regulated",NA,NA,NA
"Low","g27471",6.69964602816393,0.194906048571007,0.029091991987586,"DEG","Up-regulated","Q96MW7","Tigger transposable element-derived protein 1",9.14e-16
"Low","g27472",6.94454845291825,0.195508874856042,0.0281528563277408,"DEG","Up-regulated","P17141","Zinc finger protein 37 (Zfp-37) (Male germ cell-specific zinc finger protein)",2.36e-59
"Low","g27480",11.4779293041624,0.186681288593493,0.0162643699613827,"DEG","Up-regulated",NA,NA,NA
"Low","g27566",9.01383528722175,0.112084104667804,0.012434674153265,"DEG","Up-regulated",NA,NA,NA
"Low","g27568",9.00428562777947,0.143020804927687,0.0158836370634943,"DEG","Up-regulated","Q10126","Putative uncharacterized transposon-derived protein F52C9.6",6.92e-16
"Low","g27569",8.91092146123017,0.148912321104533,0.0167112146316656,"DEG","Up-regulated",NA,NA,NA
"Low","g27607",9.45819178098724,0.156860400880114,0.0165846077677801,"DEG","Up-regulated","Q10126","Putative uncharacterized transposon-derived protein F52C9.6",8.7e-12
"Low","g27618",11.8731054753129,0.300289597987745,0.0252915800851024,"DEG","Up-regulated",NA,NA,NA
"Low","g27676",11.3947424751875,0.261929542343977,0.022986876878906,"DEG","Up-regulated","C9J069","Apical junction component 1 homolog",1.42e-22
"Low","g27803",9.96808633567389,0.087032435176626,0.00873110768163729,"DEG","Up-regulated",NA,NA,NA
"Low","g27855",10.0901466608337,0.0838453582859549,0.00830962731309073,"DEG","Up-regulated",NA,NA,NA
"Low","g27884",12.8330955079319,0.252530467037995,0.0196780634011421,"DEG","Up-regulated",NA,NA,NA
"Low","g27896",11.8433556306488,0.168192555011713,0.0142014273873914,"DEG","Up-regulated",NA,NA,NA
"Low","g27963",8.60911683868482,0.160373952248882,0.018628386076519,"DEG","Up-regulated",NA,NA,NA
"Low","g27973",9.71121239507396,0.23493474335164,0.0241921125595823,"DEG","Up-regulated",NA,NA,NA
"Low","g28014",10.0228702432991,0.242411339667919,0.024185820407082,"DEG","Up-regulated",NA,NA,NA
"Low","g28063",9.52053429230265,0.164432317263293,0.0172713329120863,"DEG","Up-regulated",NA,NA,NA
"Low","g28065",8.4012766122269,0.123037662080493,0.0146451149937652,"DEG","Up-regulated",NA,NA,NA
"Low","g28074",12.8036944229789,0.282036578492495,0.0220277498958678,"DEG","Up-regulated",NA,NA,NA
"Low","g28103",9.16560489941233,0.198562026097798,0.0216638212400503,"DEG","Up-regulated",NA,NA,NA
"Low","g28104",11.0022446150442,0.188205432490796,0.0171060941722244,"DEG","Up-regulated",NA,NA,NA
"Low","g28105",12.5300023532632,0.202538751076074,0.0161643027164577,"DEG","Up-regulated",NA,NA,NA
"Low","g28199",8.65707115752421,0.134640822125266,0.0155526990220294,"DEG","Up-regulated",NA,NA,NA
"Low","g28295",11.8167640902255,0.320221150274659,0.0270988866181679,"DEG","Up-regulated",NA,NA,NA
"Low","g28322",8.883390510933,0.190282294893708,0.021420007896706,"DEG","Up-regulated","P21329","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",1.69e-46
"Low","g28330",11.2037001516987,0.134646789327291,0.0120180643451865,"DEG","Up-regulated",NA,NA,NA
"Low","g28338",8.43598297451802,0.144014038814385,0.0170713998889517,"DEG","Up-regulated",NA,NA,NA
"Low","g28339",10.5836732981878,0.109977727479432,0.0103912625022413,"DEG","Up-regulated","P21329","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",5.79e-36
"Low","g28356",9.21004480771068,0.118826125153411,0.0129017966398958,"DEG","Up-regulated","P21328","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",1.42e-24
"Low","g28357",11.8743785143032,0.173451829164038,0.0146072343032613,"DEG","Up-regulated",NA,NA,NA
"Low","g28380",11.1645517807797,0.16412446382178,0.0147004973459238,"DEG","Up-regulated",NA,NA,NA
"Low","g28387",10.699246685159,0.24720340565557,0.0231047486734247,"DEG","Up-regulated",NA,NA,NA
"Low","g28388",10.7889412723572,0.209012832018121,0.0193728769803985,"DEG","Up-regulated",NA,NA,NA
"Low","g28389",10.8303945772577,0.189249408132514,0.0174739162809369,"DEG","Up-regulated","Q9HAV4","Exportin-5 (Exp5) (Ran-binding protein 21)",1.76e-13
"Low","g28394",9.10043584290862,0.0836041379394386,0.00918682790391692,"DEG","Up-regulated",NA,NA,NA
"Low","g28395",10.3688971639598,0.113231231315773,0.0109202772026076,"DEG","Up-regulated","P21329","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",5.47e-36
"Low","g28417",13.2210339778679,0.219285203508021,0.0165860857687156,"DEG","Up-regulated",NA,NA,NA
"Low","g28418",11.7447925540538,0.226573356311135,0.0192913885254561,"DEG","Up-regulated",NA,NA,NA
"Low","g28419",10.9259241702941,0.190948748582256,0.0174766679327152,"DEG","Up-regulated",NA,NA,NA
"Low","g2843",10.9842972814913,0.201754013006728,0.0183674938720646,"DEG","Up-regulated","P21329","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",1.59e-19
"Low","g28561",9.90630131256495,0.21261659861973,0.0214627631354249,"DEG","Up-regulated",NA,NA,NA
"Low","g28564",11.0162897496233,0.232495846537193,0.021104732339229,"DEG","Up-regulated","Q08832","Gamma-aminobutyric acid receptor subunit beta-like (GABA(A) receptor)",1.33e-18
"Low","g28822",10.8501452541918,0.138687070750329,0.0127820473828909,"DEG","Up-regulated","P21329","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",3.97e-24
"Low","g28881",9.72397007890246,0.199228265310512,0.020488366756986,"DEG","Up-regulated","P21329","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",1.89e-33
"Low","g28886",10.5372735643474,0.134714776122275,0.012784595113681,"DEG","Up-regulated",NA,NA,NA
"Low","g28887",10.0477995002486,0.144161769101501,0.0143475961177305,"DEG","Up-regulated",NA,NA,NA
"Low","g28947",10.8196102193816,0.128811502926107,0.0119053736977847,"DEG","Up-regulated",NA,NA,NA
"Low","g28964",10.7260730570191,0.105011402459241,0.00979029341875696,"DEG","Up-regulated",NA,NA,NA
"Low","g28974",9.36489381623106,0.174228359112553,0.0186044137319084,"DEG","Up-regulated",NA,NA,NA
"Low","g29008",10.7326486476374,0.187534877570324,0.0174733081951402,"DEG","Up-regulated","Q9NBX4","Probable RNA-directed DNA polymerase from transposon X-element (EC 2.7.7.49) (Reverse transcriptase)",1.28e-18
"Low","g29009",9.33532267557144,0.225866105481775,0.0241947829048072,"DEG","Up-regulated",NA,NA,NA
"Low","g29100",9.87926998340948,0.161919059194056,0.0163897797576107,"DEG","Up-regulated",NA,NA,NA
"Low","g29239",11.838498542475,0.283915945758518,0.0239824285773964,"DEG","Up-regulated",NA,NA,NA
"Low","g29240",13.1571707033939,0.257079606345454,0.019539125252752,"DEG","Up-regulated",NA,NA,NA
"Low","g29261",11.9353548007316,0.11644576148813,0.0097563720083958,"DEG","Up-regulated",NA,NA,NA
"Low","g29346",8.85044597629489,0.177795342681064,0.0200888568957171,"DEG","Up-regulated",NA,NA,NA
"Low","g29418",8.71641874005849,0.258118631678399,0.0296129223911823,"DEG","Up-regulated","Q9NBX4","Probable RNA-directed DNA polymerase from transposon X-element (EC 2.7.7.49) (Reverse transcriptase)",4.25e-38
"Low","g2947",7.84064639268602,0.167685573836973,0.0213867027587668,"DEG","Up-regulated","P21328","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",3.26e-34
"Low","g29482",8.08836475049068,0.198030636973463,0.0244833959746251,"DEG","Up-regulated",NA,NA,NA
"Low","g29486",11.5191916419181,0.31081286650656,0.0269821768895239,"DEG","Up-regulated",NA,NA,NA
"Low","g295",11.3249571955513,0.305018730231977,0.0269333230108628,"DEG","Up-regulated",NA,NA,NA
"Low","g2955",8.03701937514695,0.204192030713276,0.0254064375338827,"DEG","Up-regulated",NA,NA,NA
"Low","g2956",10.5796685146685,0.247490984522924,0.0233930755183664,"DEG","Up-regulated",NA,NA,NA
"Low","g29717",10.2685319493092,0.302124210483197,0.0294223372897546,"DEG","Up-regulated",NA,NA,NA
"Low","g29750",7.57706852644356,0.197790351207613,0.0261038092129344,"DEG","Up-regulated",NA,NA,NA
"Low","g29753",8.08125009857303,0.0980537707519422,0.0121334904322855,"DEG","Up-regulated",NA,NA,NA
"Low","g29825",10.8839590395705,0.261226072239616,0.0240010157415959,"DEG","Up-regulated",NA,NA,NA
"Low","g29826",11.0972008494875,0.170405930897168,0.0153557580157737,"DEG","Up-regulated",NA,NA,NA
"Low","g29973",12.2307314658022,0.217776602001575,0.0178056891045717,"DEG","Up-regulated",NA,NA,NA
"Low","g30011",9.82319199172681,0.126366154673892,0.012864062392379,"DEG","Up-regulated",NA,NA,NA
"Low","g30021",13.2459569296176,0.170375230874542,0.0128624327996709,"DEG","Up-regulated",NA,NA,NA
"Low","g30089",9.76723089726618,0.185600851777318,0.0190024023932174,"DEG","Up-regulated","Q9V4A7","Plexin-B",2.93e-81
"Low","g30162",9.36867473677225,0.176146716308527,0.0188016684598033,"DEG","Up-regulated",NA,NA,NA
"Low","g30391",11.4260023809011,0.160966374704286,0.0140877245897784,"DEG","Up-regulated",NA,NA,NA
"Low","g30480",9.1440922070362,0.130184519176208,0.0142370085765357,"DEG","Up-regulated","Q95SX7","Probable RNA-directed DNA polymerase from transposon BS (EC 2.7.7.49) (Reverse transcriptase)",4.23e-16
"Low","g30482",9.19363041049182,0.169467194048266,0.0184331092812769,"DEG","Up-regulated",NA,NA,NA
"Low","g30492",9.40739203039922,0.265362006628146,0.0282078184655907,"DEG","Up-regulated",NA,NA,NA
"Low","g30535",12.7419148180838,0.273671174957654,0.0214780257806503,"DEG","Up-regulated","P08548","LINE-1 reverse transcriptase homolog (EC 2.7.7.49)",3.57e-22
"Low","g30570",11.5011121721427,0.276159791682771,0.0240115727548219,"DEG","Up-regulated",NA,NA,NA
"Low","g30571",9.71904921368619,0.281474831472242,0.0289611489029064,"DEG","Up-regulated",NA,NA,NA
"Low","g30620",10.7901285416415,0.250197679553573,0.0231876458735413,"DEG","Up-regulated",NA,NA,NA
"Low","g30637",10.8734693979208,0.13917417375851,0.0127994266287375,"DEG","Up-regulated","Q10126","Putative uncharacterized transposon-derived protein F52C9.6",5.66e-13
"Low","g3066",8.31863990225268,0.180343532682037,0.0216794493812865,"DEG","Up-regulated",NA,NA,NA
"Low","g30877",9.62516022857633,0.163754074749473,0.0170131271439305,"DEG","Up-regulated",NA,NA,NA
"Low","g30904",12.4427910712428,0.177589347552829,0.0142724688163627,"DEG","Up-regulated",NA,NA,NA
"Low","g30988",9.59113717810511,0.171749159023441,0.017907069394807,"DEG","Up-regulated",NA,NA,NA
"Low","g31009",8.02173229865464,0.177767926036177,0.0221607901408018,"DEG","Up-regulated",NA,NA,NA
"Low","g31016",11.7886812194051,0.225621709253691,0.019138842170259,"DEG","Up-regulated",NA,NA,NA
"Low","g3107",11.956230455364,0.284981310900296,0.0238353812235564,"DEG","Up-regulated",NA,NA,NA
"Low","g31141",10.8593255329729,0.103117038259174,0.00949571296542059,"DEG","Up-regulated",NA,NA,NA
"Low","g31270",10.6357118274877,0.134251261767128,0.0126226870325838,"DEG","Up-regulated",NA,NA,NA
"Low","g31281",11.1792375355764,0.154366843223882,0.0138083516637544,"DEG","Up-regulated",NA,NA,NA
"Low","g31291",11.2229966387884,0.17298047782621,0.0154130383705509,"DEG","Up-regulated",NA,NA,NA
"Low","g313",13.5484532423569,0.330699004945316,0.0244086169121831,"DEG","Up-regulated",NA,NA,NA
"Low","g3130",9.80054422453087,0.182918345130808,0.0186641007825832,"DEG","Up-regulated",NA,NA,NA
"Low","g31325",10.8885225242779,0.261197245036102,0.0239883091993166,"DEG","Up-regulated",NA,NA,NA
"Low","g31326",10.0208190802949,0.266924829577184,0.0266370271170817,"DEG","Up-regulated",NA,NA,NA
"Low","g31362",8.70208643021228,0.122222561660925,0.0140452019916267,"DEG","Up-regulated",NA,NA,NA
"Low","g31363",9.58235199870921,0.150445688585234,0.0157002882596569,"DEG","Up-regulated",NA,NA,NA
"Low","g31458",9.96618861524872,0.259519362113216,0.0260399809929485,"DEG","Up-regulated",NA,NA,NA
"Low","g31470",9.50676215240151,0.193671766860325,0.0203720008721794,"DEG","Up-regulated",NA,NA,NA
"Low","g31517",11.1357723872893,0.170359789197894,0.0152984259441534,"DEG","Up-regulated",NA,NA,NA
"Low","g31559",10.7986360980627,0.153548281514318,0.0142192291804208,"DEG","Up-regulated",NA,NA,NA
"Low","g31560",8.87704596214913,0.200374153872854,0.0225721658677031,"DEG","Up-regulated",NA,NA,NA
"Low","g31598",8.54915736580099,0.176651580863252,0.0206630400289399,"DEG","Up-regulated","Q9NBX4","Probable RNA-directed DNA polymerase from transposon X-element (EC 2.7.7.49) (Reverse transcriptase)",5.3e-35
"Low","g31648",11.245921711902,0.147328989950982,0.0131006593968245,"DEG","Up-regulated","P14599","Amyloid-beta-like protein",1.13e-21
"Low","g31687",11.4473394113826,0.335953204335416,0.0293477106131197,"DEG","Up-regulated",NA,NA,NA
"Low","g31688",12.2204275255092,0.264620501997786,0.0216539479854866,"DEG","Up-regulated","O94967","WD repeat-containing protein 47 (Neuronal enriched MAP-interacting protein) (Nemitin)",1.01e-22
"Low","g31767",12.0934930299718,0.213893078880826,0.0176866252248814,"DEG","Up-regulated",NA,NA,NA
"Low","g31812",10.9026961194201,0.243991542369066,0.0223790097143462,"DEG","Up-regulated",NA,NA,NA
"Low","g31819",10.6836856244626,0.249533843705499,0.0233565318633241,"DEG","Up-regulated",NA,NA,NA
"Low","g31826",8.85503333833335,0.207160512983011,0.0233946621167665,"DEG","Up-regulated","Q9VIL0","Protein brunelleschi (NIK- and IKBKB-binding protein)",1.93e-23
"Low","g31845",9.62600808276358,0.158922616274383,0.0165097114928618,"DEG","Up-regulated",NA,NA,NA
"Low","g31851",11.4030752944162,0.159716680847669,0.0140064567429348,"DEG","Up-regulated","P21329","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",5.38e-33
"Low","g31868",10.7099947174535,0.165046511422698,0.0154105128692296,"DEG","Up-regulated",NA,NA,NA
"Low","g31969",9.94897050386515,0.218022515088942,0.0219140779444708,"DEG","Up-regulated",NA,NA,NA
"Low","g3201",11.3683891858045,0.219947539314655,0.0193472914869329,"DEG","Up-regulated",NA,NA,NA
"Low","g32046",9.09235737039101,0.21350542057952,0.0234818553519238,"DEG","Up-regulated",NA,NA,NA
"Low","g32047",11.4368877822042,0.157864480133165,0.0138030977604591,"DEG","Up-regulated",NA,NA,NA
"Low","g3207",9.28665194305874,0.2753869951164,0.0296540665898689,"DEG","Up-regulated",NA,NA,NA
"Low","g32097",9.05896878802486,0.136203089147782,0.0150351648553896,"DEG","Up-regulated",NA,NA,NA
"Low","g32118",9.67205232622196,0.104766935815223,0.0108319240096736,"DEG","Up-regulated",NA,NA,NA
"Low","g32259",10.2258587855663,0.124920194109853,0.0122161078819294,"DEG","Up-regulated",NA,NA,NA
"Low","g32260",9.9051335646615,0.134311942674332,0.0135598315557819,"DEG","Up-regulated",NA,NA,NA
