gene	gene_ontology_i_ds
evm.TU.HiC_scaffold_33.164	GO:0005634; GO:0005737; GO:0008233; GO:0030145; GO:0070006
evm.TU.HiC_scaffold_16.224	GO:0005506; GO:0005737; GO:0005789; GO:0006082; GO:0006805; GO:0007304; GO:0007480; GO:0007552; GO:0008395; GO:0016021; GO:0016712; GO:0020037; GO:0035074; GO:0035210; GO:0043231; GO:0046344
evm.TU.HiC_scaffold_16.225	GO:0003964
evm.TU.HiC_scaffold_16.226	GO:0001700; GO:0005506; GO:0005737; GO:0005783; GO:0005789; GO:0006082; GO:0006697; GO:0006805; GO:0007298; GO:0008395; GO:0016712; GO:0020037; GO:0035302; GO:0043231; GO:0048477
evm.TU.HiC_scaffold_16.227	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_35.127	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_98.90	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_59.278	GO:0000165; GO:0004721; GO:0004725; GO:0005654; GO:0005737; GO:0005829; GO:0008138; GO:0008330; GO:0017017; GO:0035335; GO:0043407; GO:0043409; GO:0106306; GO:0106307
evm.TU.HiC_scaffold_60.262	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_26.238	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_26.239	GO:0000287; GO:0005509
evm.TU.HiC_scaffold_26.240	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_26.241	GO:0003964
evm.TU.HiC_scaffold_56.309	GO:0000278; GO:0000776; GO:0003777; GO:0005524; GO:0005737; GO:0005794; GO:0005868; GO:0005875; GO:0005881; GO:0005938; GO:0006886; GO:0007018; GO:0007051; GO:0007052; GO:0007097; GO:0007098; GO:0007279; GO:0007282; GO:0007294; GO:0007298; GO:0007312; GO:0007349; GO:0007405; GO:0008088; GO:0008090; GO:0008298; GO:0008569; GO:0016319; GO:0030071; GO:0030286; GO:0030723; GO:0031122; GO:0034063; GO:0034501; GO:0035011; GO:0035149; GO:0040001; GO:0040003; GO:0045169; GO:0045197; GO:0045198; GO:0045478; GO:0045505; GO:0046604; GO:0048134; GO:0048311; GO:0048477; GO:0048813; GO:0050658; GO:0051237; GO:0051293; GO:0051642; GO:0051683; GO:0051959; GO:0072382; GO:0098958; GO:1904115; GO:1904801; GO:1990904
evm.TU.HiC_scaffold_53.94	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_49.166	GO:0004348; GO:0005764; GO:0005765; GO:0005783; GO:0005794; GO:0005802; GO:0006680; GO:0006914; GO:0007040; GO:0008203; GO:0030259; GO:0032006; GO:0046527; GO:0050295
evm.TU.HiC_scaffold_49.167	GO:0004674; GO:0004712; GO:0005524; GO:0007614; GO:0007616; GO:0010628; GO:0018105; GO:0018107; GO:0046872; GO:0072375; GO:0106310
evm.TU.HiC_scaffold_49.168	GO:0002181; GO:0003735; GO:0005634; GO:0005737; GO:0005829; GO:0006412; GO:0006464; GO:0006511; GO:0016567; GO:0019941; GO:0022625; GO:0022627; GO:0031386; GO:0031625
evm.TU.HiC_scaffold_49.170	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_49.171	GO:0003723; GO:0003735; GO:0005525; GO:0005654; GO:0005739; GO:0005743; GO:0005763; GO:0097190
evm.TU.HiC_scaffold_49.173	GO:0001530; GO:0003723; GO:0005654; GO:0006396; GO:0046872
evm.TU.HiC_scaffold_15.279	GO:0004180; GO:0004181; GO:0006508; GO:0016021; GO:0046872
evm.TU.HiC_scaffold_103.211	GO:0003964; GO:0006310; GO:0009036; GO:0032197; GO:0032199; GO:0046872; GO:0090305
evm.TU.HiC_scaffold_63.36	GO:0003964; GO:0006310; GO:0009036; GO:0032197; GO:0032199; GO:0046872; GO:0090305
evm.TU.HiC_scaffold_56.311	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_76.236	GO:0020003
evm.TU.HiC_scaffold_28.185	GO:0003964; GO:0006310; GO:0009036; GO:0032197; GO:0032199; GO:0046872; GO:0090305
evm.TU.HiC_scaffold_28.186	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_31.104	GO:0005319; GO:0008289; GO:0045735; GO:0048477
evm.TU.HiC_scaffold_69.233	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_22.131	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_22.133	GO:0018024; GO:0035098; GO:0045814; GO:0048511; GO:0070734; GO:1990841
evm.TU.HiC_scaffold_29.201	GO:0004022; GO:0005737; GO:0006069; GO:0008270; GO:0106321; GO:0106322
evm.TU.HiC_scaffold_29.202	GO:0003964
evm.TU.HiC_scaffold_29.203	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_11.149	GO:0003680; GO:0003700; GO:0005634; GO:0006355; GO:0006357; GO:0007455; GO:0007478; GO:0007548; GO:0046660; GO:0048070; GO:0048071; GO:0048086; GO:0048092
evm.TU.HiC_scaffold_86.142	GO:0001640; GO:0001641; GO:0005246; GO:0005887; GO:0007216; GO:0007268; GO:0010467; GO:0014047; GO:0014048; GO:0014059; GO:0030424; GO:0030425; GO:0035095; GO:0042220; GO:0042734; GO:0043005; GO:0046928; GO:0051896; GO:0051966; GO:0090461; GO:0097110; GO:0097449; GO:0099055; GO:2001023
evm.TU.HiC_scaffold_66.136	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_102.168	GO:0004181; GO:0005615; GO:0006508; GO:0008238; GO:0008270
evm.TU.HiC_scaffold_65.162	GO:0005524; GO:0005635; GO:0005654; GO:0005737; GO:0006413; GO:0008494; GO:0042788; GO:0043022; GO:0045727
evm.TU.HiC_scaffold_50.243	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_50.244	GO:0005615; GO:0008285; GO:0017147; GO:0030154; GO:0030178; GO:0030510; GO:0043433; GO:0051898; GO:0060070; GO:0090090; GO:2000057
evm.TU.HiC_scaffold_50.245	GO:0000122; GO:0000977; GO:0000981; GO:0002119; GO:0005634; GO:0006357; GO:0009792; GO:0018991; GO:0019538; GO:0040034; GO:0046872
evm.TU.HiC_scaffold_62.152	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_85.205	GO:0000723; GO:0000781; GO:0003684; GO:0005634; GO:0005654; GO:0005737; GO:0005813; GO:0006289; GO:0006303; GO:0008409; GO:0008800; GO:0010833; GO:0016233; GO:0016604; GO:0031627; GO:0031848; GO:0031860; GO:0035312; GO:0036297; GO:0042803; GO:0044877
evm.TU.HiC_scaffold_24.143	GO:0002209; GO:0005615; GO:0006942; GO:0007204; GO:0007218; GO:0008344; GO:0008345; GO:0010459; GO:0045822; GO:0048018; GO:0071855; GO:1900075
evm.TU.HiC_scaffold_24.145	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_102.169	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_46.238	GO:0003964; GO:0006310; GO:0009036; GO:0032197; GO:0032199; GO:0046872; GO:0090305
evm.TU.HiC_scaffold_46.239	GO:0003677; GO:0005634
evm.TU.HiC_scaffold_77.171	GO:0003723; GO:0004521; GO:0016829; GO:0046872
evm.TU.HiC_scaffold_89.201	GO:0010628; GO:0016180; GO:0032039; GO:0034472; GO:0045666
evm.TU.HiC_scaffold_89.202	GO:0003964
evm.TU.HiC_scaffold_89.204	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_9.130	GO:0003964
evm.TU.HiC_scaffold_9.131	GO:0003723; GO:0009629; GO:1990904
evm.TU.HiC_scaffold_9.133	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_61.86	GO:0005524; GO:0005739; GO:0005743; GO:0006879; GO:0015232; GO:0016021; GO:0016226; GO:0034755; GO:0042626; GO:0042803; GO:0055072; GO:0055085; GO:0070455; GO:0140466; GO:0140481; GO:1903331; GO:1903427
evm.TU.HiC_scaffold_61.87	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_16.228	GO:0005524; GO:0005737; GO:0005777; GO:0005829; GO:0005886; GO:0009609; GO:0015226; GO:0015651; GO:0015697; GO:0015879; GO:0016021; GO:0016323; GO:0016324; GO:0030165; GO:0031231; GO:0031526; GO:0060731; GO:0070715; GO:1901235; GO:1902270
evm.TU.HiC_scaffold_80.200	GO:0004656; GO:0005506; GO:0005654; GO:0005783; GO:0005788; GO:0005829; GO:0009055; GO:0018401; GO:0031418; GO:0043231
evm.TU.HiC_scaffold_15.282	GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_49.174	GO:0003964; GO:0004519; GO:0046872
evm.TU.HiC_scaffold_37.61	GO:0003924; GO:0003925; GO:0005525; GO:0005829; GO:0005886; GO:0005923; GO:0016020; GO:0019003; GO:0019904; GO:0030168; GO:0030336; GO:0031954; GO:0032486; GO:0044291; GO:0045121; GO:0055037; GO:0055038; GO:0061097; GO:0070062; GO:0070527
evm.TU.HiC_scaffold_79.354	GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_69.234	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_26.242	GO:0001736; GO:0005509; GO:0005886; GO:0007156; GO:0007560; GO:0016021; GO:0016327; GO:0030054; GO:0035331; GO:0035332; GO:0042067; GO:0090251; GO:0098609
evm.TU.HiC_scaffold_15.283	GO:0003723; GO:0003724; GO:0005524; GO:0009507; GO:0016740; GO:0016887; GO:0046872
evm.TU.HiC_scaffold_57.210	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_87.110	GO:0003746; GO:0005759; GO:0006414; GO:0070125
evm.TU.HiC_scaffold_87.111	GO:0003964
evm.TU.HiC_scaffold_87.112	GO:0003723; GO:0005730
evm.TU.HiC_scaffold_87.113	GO:0003697; GO:0005657; GO:0006974; GO:0008233; GO:0018142; GO:0045830; GO:0097681
evm.TU.HiC_scaffold_6949.27	GO:0004567; GO:0005537; GO:0005886; GO:0006464; GO:0006516; GO:0009313; GO:0035577; GO:0043202
evm.TU.HiC_scaffold_100.195	GO:0003779; GO:0005509; GO:0005886; GO:0005925; GO:0030018; GO:0030036; GO:0030054; GO:0030864; GO:0031532; GO:0042995; GO:0045214; GO:0051015; GO:0051017; GO:0055001
evm.TU.HiC_scaffold_46.245	GO:0005524; GO:0005634; GO:0005829; GO:0005832; GO:0005856; GO:0006457; GO:0016887; GO:0051082
evm.TU.HiC_scaffold_46.246	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_69.235	GO:0006884; GO:0015379; GO:0016021; GO:0055064; GO:0055075; GO:1902476; GO:1990573
evm.TU.HiC_scaffold_69.236	GO:0000502; GO:0005634; GO:0005654; GO:0005769; GO:0005770; GO:0005771; GO:0005783; GO:0005793; GO:0005813; GO:0016020; GO:0030134; GO:0030139; GO:0030433; GO:0031410; GO:0043248; GO:0060090; GO:0070628
evm.TU.HiC_scaffold_69.239	GO:0000977; GO:0000981; GO:0005634; GO:0006357; GO:0006915; GO:0046872
evm.TU.HiC_scaffold_15.284	GO:0007186; GO:0016021; GO:0019236
evm.TU.HiC_scaffold_15.285	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_15.287	GO:0003735; GO:0005840; GO:0006412
evm.TU.HiC_scaffold_917.1	GO:0005509; GO:0006887; GO:0007269; GO:0008021; GO:0008289; GO:0015031; GO:0016079; GO:0016192; GO:0030659; GO:0035249; GO:0045202; GO:0045956; GO:1990504
evm.TU.HiC_scaffold_92.285	GO:0003964
evm.TU.HiC_scaffold_92.286	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_92.287	GO:0003677; GO:0003887; GO:0003964; GO:0004523; GO:0006260; GO:0046872
evm.TU.HiC_scaffold_82.164	GO:0000122; GO:0000978; GO:0000981; GO:0005634; GO:0005667; GO:0030425; GO:0030514; GO:0043025; GO:0045892; GO:0046332; GO:1990837
evm.TU.HiC_scaffold_56.315	GO:0004222; GO:0008270; GO:0031012
evm.TU.HiC_scaffold_32.136	GO:0004342; GO:0005737; GO:0005975; GO:0006043; GO:0006044; GO:0006046; GO:0006048; GO:0006091; GO:0019262; GO:0042802
evm.TU.HiC_scaffold_13.147	GO:0002039; GO:0004197; GO:0004843; GO:0005634; GO:0005737; GO:0005769; GO:0006281; GO:0006511; GO:0006914; GO:0006974; GO:0010506; GO:0016579; GO:0030330; GO:0043124; GO:0044325; GO:0071347
evm.TU.HiC_scaffold_83.130	GO:0005794; GO:0005905; GO:0006886; GO:0008542; GO:0016182; GO:0016192; GO:0030121; GO:0035615; GO:0036465; GO:0043231; GO:0045444; GO:0050885; GO:0060612; GO:0098793
evm.TU.HiC_scaffold_19.228	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_47.142	GO:0004500; GO:0005507; GO:0005615; GO:0005789; GO:0006589; GO:0016021; GO:0030667; GO:0042420; GO:0042421
evm.TU.HiC_scaffold_29.205	GO:0000166; GO:0003677; GO:0004386; GO:0005524; GO:0005634; GO:0005667; GO:0005700; GO:0006325; GO:0006333; GO:0006334; GO:0006338; GO:0006355; GO:0006357; GO:0007283; GO:0008094; GO:0008623; GO:0016584; GO:0016589; GO:0016590; GO:0016887; GO:0031010; GO:0031213; GO:0031491; GO:0035041; GO:0035063; GO:0035076; GO:0035092; GO:0042752; GO:0042766; GO:0045892; GO:0045893; GO:0045944; GO:0140297; GO:0140658
evm.TU.HiC_scaffold_36.66	GO:0003676; GO:0008270; GO:0015074
evm.TU.HiC_scaffold_14.101	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_37.62	GO:0000209; GO:0004842; GO:0005128; GO:0005135; GO:0006914; GO:0008270; GO:0008285; GO:0010498; GO:0019904; GO:0030336; GO:0030971; GO:0031267; GO:0042802; GO:0043408; GO:0045619; GO:0045637; GO:0045732; GO:0048471; GO:0051865; GO:0051896; GO:0061630; GO:0071782; GO:0097191; GO:1901525; GO:2000379
evm.TU.HiC_scaffold_37.63	GO:0004438; GO:0004722; GO:0004725; GO:0005737; GO:0006470; GO:0008138; GO:0010506; GO:0016020; GO:0019898; GO:0019903; GO:0042149; GO:0046856; GO:0046872; GO:0052629; GO:0060304; GO:1904562; GO:2000785
evm.TU.HiC_scaffold_37.64	GO:0000139; GO:0005085; GO:0005829; GO:0006886; GO:0034066; GO:0042147
evm.TU.HiC_scaffold_37.68	GO:0000165; GO:0000196; GO:0000935; GO:0004674; GO:0004708; GO:0004713; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0050850; GO:0060237; GO:0106310; GO:1903340
evm.TU.HiC_scaffold_37.69	GO:0003964; GO:0046872
evm.TU.HiC_scaffold_26.245	GO:0003677; GO:0005634; GO:0007010; GO:0008270; GO:0022604
evm.TU.HiC_scaffold_26.247	GO:0003964
evm.TU.HiC_scaffold_2.223	GO:0000502; GO:0005634; GO:0005654; GO:0005829; GO:0005839; GO:0010498; GO:0019773; GO:0043161
evm.TU.HiC_scaffold_76.237	GO:0003964
evm.TU.HiC_scaffold_76.239	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_18.215	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_85.206	GO:0003964
evm.TU.HiC_scaffold_79.358	GO:0046872
evm.TU.HiC_scaffold_53.97	GO:0007399; GO:0016021; GO:0030154; GO:0030215
evm.TU.HiC_scaffold_40.41	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_51.152	GO:0001932; GO:0001934; GO:0002162; GO:0005509; GO:0005576; GO:0005604; GO:0005615; GO:0007009; GO:0007268; GO:0007416; GO:0007528; GO:0009887; GO:0009888; GO:0009986; GO:0016021; GO:0030154; GO:0030548; GO:0031012; GO:0032092; GO:0033691; GO:0035374; GO:0036122; GO:0042030; GO:0042383; GO:0043083; GO:0043087; GO:0043113; GO:0043395; GO:0043525; GO:0043547; GO:0044295; GO:0044325; GO:0045202; GO:0045213; GO:0045887; GO:0045944; GO:0050431; GO:0050731; GO:0050807; GO:0051491; GO:0055117; GO:0061098; GO:0062023; GO:0070507; GO:0071340; GO:0086036; GO:0098978; GO:1902667; GO:1903277; GO:1903407; GO:2000541
evm.TU.HiC_scaffold_36.68	GO:0002088; GO:0003382; GO:0003412; GO:0005509; GO:0005634; GO:0005886; GO:0005887; GO:0005911; GO:0005925; GO:0007015; GO:0007155; GO:0007156; GO:0007163; GO:0007267; GO:0009653; GO:0016324; GO:0016477; GO:0030027; GO:0030175; GO:0048471; GO:0070062; GO:0098609
evm.TU.HiC_scaffold_3.139	GO:0005509; GO:0005576; GO:0005604; GO:0005615; GO:0005938; GO:0030054; GO:0031012; GO:0032154; GO:0050896; GO:0062023
evm.TU.HiC_scaffold_52.233	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_92.293	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_68.221	GO:0003964; GO:0046872
evm.TU.HiC_scaffold_50.252	GO:0005739; GO:0016491; GO:0045111
evm.TU.HiC_scaffold_67.213	GO:0016791
evm.TU.HiC_scaffold_53.103	GO:0005634; GO:0005681; GO:0005737; GO:0017070; GO:0033120; GO:0036002; GO:0045292; GO:0046872
evm.TU.HiC_scaffold_53.104	GO:0005794; GO:0005829; GO:0006891; GO:0030008; GO:0030425; GO:0034498; GO:0043087; GO:0043204; GO:0048193; GO:1990071
evm.TU.HiC_scaffold_53.105	GO:0005634; GO:0005737; GO:0007507; GO:0008168; GO:0032259; GO:0046872
evm.TU.HiC_scaffold_53.106	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_53.107	GO:0003964
evm.TU.HiC_scaffold_53.108	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_53.111	GO:0001726; GO:0002862; GO:0004435; GO:0004629; GO:0005168; GO:0005509; GO:0005737; GO:0005829; GO:0005886; GO:0007173; GO:0008180; GO:0009395; GO:0010634; GO:0016477; GO:0019722; GO:0019901; GO:0030027; GO:0032587; GO:0038095; GO:0042995; GO:0043536; GO:0045766; GO:0046488; GO:0050429; GO:0050852; GO:0051281; GO:0071364; GO:1905564; GO:2000353
evm.TU.HiC_scaffold_53.113	GO:0001701; GO:0001726; GO:0004435; GO:0005509; GO:0005737; GO:0005886; GO:0007173; GO:0008180; GO:0009395; GO:0010634; GO:0030027; GO:0035556; GO:0035924; GO:0046488; GO:0050429; GO:0071364
evm.TU.HiC_scaffold_85.209	GO:0004139; GO:0005576; GO:0005654; GO:0005829; GO:0006098; GO:0009264; GO:0016052; GO:0034774; GO:0046121; GO:0046386; GO:1904813
evm.TU.HiC_scaffold_74.235	GO:0008198; GO:0016702; GO:0017172; GO:0019448; GO:0042412
evm.TU.HiC_scaffold_74.237	GO:0005654; GO:0005793; GO:0005794; GO:0005801; GO:0010629; GO:0015297; GO:0015786; GO:0016021; GO:0033116; GO:0036065; GO:0036066; GO:0045747
evm.TU.HiC_scaffold_32.140	GO:0042302
evm.TU.HiC_scaffold_32.141	GO:0042302
evm.TU.HiC_scaffold_92.295	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006310; GO:0015074; GO:0046872
evm.TU.HiC_scaffold_9.136	GO:0003677; GO:0005634
evm.TU.HiC_scaffold_59.287	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_1234.1	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_80.201	GO:0005576; GO:0008061; GO:0090729
evm.TU.HiC_scaffold_81.219	GO:0004888; GO:0005109; GO:0005524; GO:0005634; GO:0005737; GO:0005886; GO:0005887; GO:0007165; GO:0007169; GO:0007409; GO:0007411; GO:0007416; GO:0016020; GO:0016021; GO:0016301; GO:0017147; GO:0022008; GO:0022038; GO:0030182; GO:0031175; GO:0033278; GO:0033674; GO:0035567; GO:0036518; GO:0042813; GO:0043235; GO:0043410; GO:0048705; GO:0048843; GO:0060070; GO:0071679; GO:1904929; GO:1904938; GO:1904948; GO:1904953
evm.TU.HiC_scaffold_30.110	GO:0000786; GO:0003677; GO:0005634; GO:0031507; GO:0046982
evm.TU.HiC_scaffold_13.148	GO:0000285; GO:0005524; GO:0005768; GO:0008270; GO:0008333; GO:0010008; GO:0012506; GO:0016308; GO:0016887; GO:0035556; GO:0046854; GO:0097352
evm.TU.HiC_scaffold_90.219	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_36.69	GO:0003964
evm.TU.HiC_scaffold_88.82	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_49.176	GO:0005743; GO:0008121; GO:0022904; GO:0045275; GO:0046872
evm.TU.HiC_scaffold_56.321	GO:0003964
evm.TU.HiC_scaffold_56.322	GO:0003693; GO:0004803; GO:0006313; GO:0015074; GO:0016740; GO:0046872
evm.TU.HiC_scaffold_54.117	GO:0005634; GO:0005829; GO:0006281; GO:0006974; GO:0010499; GO:0016504; GO:0016607; GO:0035093; GO:0070577; GO:0070628; GO:1990111
evm.TU.HiC_scaffold_88.83	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_81.220	GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0046872; GO:0071333
evm.TU.HiC_scaffold_81.221	GO:0005576
evm.TU.HiC_scaffold_64.81	GO:0005096; GO:0007165; GO:0016324; GO:0043087; GO:0045179; GO:0046580
evm.TU.HiC_scaffold_57.215	GO:0004359; GO:0005739; GO:0005759; GO:0006520; GO:0006537; GO:0006543; GO:0042981; GO:0072593
evm.TU.HiC_scaffold_81.223	GO:0003964
evm.TU.HiC_scaffold_24.150	GO:0000139; GO:0001503; GO:0001707; GO:0005783; GO:0005789; GO:0005794; GO:0006024; GO:0006487; GO:0008217; GO:0008375; GO:0010467; GO:0015012; GO:0015014; GO:0015020; GO:0016021; GO:0016757; GO:0030154; GO:0030210; GO:0033692; GO:0042044; GO:0042311; GO:0042328; GO:0042803; GO:0043541; GO:0044344; GO:0046872; GO:0046982; GO:0050508; GO:0050509; GO:0050891; GO:0051923; GO:0055078; GO:0060047; GO:0060350
evm.TU.HiC_scaffold_47.144	GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_92.297	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_86.143	GO:0003964
evm.TU.HiC_scaffold_18.217	GO:0005737; GO:0030031; GO:0030317; GO:0031965; GO:0036126; GO:2000059
evm.TU.HiC_scaffold_18.218	GO:0001653; GO:0004383; GO:0004672; GO:0005524; GO:0005525; GO:0005737; GO:0005886; GO:0006182; GO:0007165; GO:0007168; GO:0016021; GO:0035556
evm.TU.HiC_scaffold_18.219	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_18.220	GO:0001653; GO:0004383; GO:0004672; GO:0005524; GO:0005525; GO:0005886; GO:0006182; GO:0007165; GO:0007168; GO:0016021; GO:0035556; GO:0046872
evm.TU.HiC_scaffold_43.178	GO:0005509; GO:0005518; GO:0005604; GO:0005615; GO:0048856; GO:0050840
evm.TU.HiC_scaffold_104.231	GO:0000278; GO:0000902; GO:0003779; GO:0004721; GO:0004725; GO:0005737; GO:0005856; GO:0006470; GO:0007097; GO:0007409; GO:0008064; GO:0008138; GO:0010591; GO:0016319; GO:0030036; GO:0030833; GO:0030837; GO:0045177; GO:0048749; GO:0050770; GO:0106306; GO:0106307
evm.TU.HiC_scaffold_78.224	GO:0000398; GO:0003723; GO:0005681; GO:0005737; GO:0009950; GO:0045292; GO:0045752; GO:0071013
evm.TU.HiC_scaffold_68.222	GO:0001662; GO:0001975; GO:0005253; GO:0005313; GO:0005314; GO:0005783; GO:0005886; GO:0005887; GO:0006750; GO:0006801; GO:0006811; GO:0006836; GO:0006882; GO:0006919; GO:0007212; GO:0007215; GO:0007268; GO:0007420; GO:0007613; GO:0007625; GO:0007626; GO:0009410; GO:0009986; GO:0010460; GO:0010467; GO:0010842; GO:0015108; GO:0015175; GO:0015183; GO:0015501; GO:0015813; GO:0016020; GO:0016021; GO:0016324; GO:0016595; GO:0018105; GO:0019221; GO:0022008; GO:0030424; GO:0030425; GO:0030534; GO:0031901; GO:0031902; GO:0032148; GO:0032279; GO:0033229; GO:0035633; GO:0036293; GO:0036475; GO:0042417; GO:0042802; GO:0042883; GO:0043025; GO:0043083; GO:0043197; GO:0043198; GO:0043204; GO:0043278; GO:0043524; GO:0043679; GO:0045121; GO:0046872; GO:0048514; GO:0048678; GO:0050808; GO:0051938; GO:0055038; GO:0060013; GO:0060047; GO:0060291; GO:0061744; GO:0070062; GO:0070633; GO:0070777; GO:0070778; GO:0070779; GO:0071242; GO:0071288; GO:0071314; GO:0071407; GO:0071577; GO:0071944; GO:0072347; GO:0090313; GO:0090461; GO:0097049; GO:0097386; GO:0097440; GO:0098712; GO:0098793; GO:0098877; GO:0099544; GO:0140009; GO:0140010; GO:0150002; GO:0150104; GO:1902476; GO:1903926; GO:1990635; GO:1990708
evm.TU.HiC_scaffold_4.128	GO:0005730; GO:0006364; GO:0030490; GO:0030515; GO:0030692; GO:0032040; GO:0042274
evm.TU.HiC_scaffold_83.133	GO:0001664; GO:0001867; GO:0002752; GO:0003823; GO:0005102; GO:0005576; GO:0005581; GO:0005615; GO:0006508; GO:0007186; GO:0030246; GO:0031232; GO:0032757; GO:0033691; GO:0034394; GO:0034774; GO:0038187; GO:0043654; GO:0046597; GO:0046872; GO:0062023; GO:0097367; GO:1903028; GO:1904813; GO:1905370
evm.TU.HiC_scaffold_57.216	GO:0005519; GO:0005768; GO:0005794; GO:0007318; GO:0015031; GO:0031532
evm.TU.HiC_scaffold_57.217	GO:0006886; GO:0007271; GO:0007617; GO:0007626; GO:0008022; GO:0008104; GO:0016082; GO:0030421; GO:0030424; GO:0031267; GO:0032224; GO:0040011; GO:0040018; GO:0042391; GO:0042734; GO:0043051; GO:0044325; GO:0045202; GO:0046872; GO:0048167; GO:0048786; GO:0048788; GO:0048791; GO:0050806; GO:1905909
evm.TU.HiC_scaffold_57.218	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_57.219	GO:0006886; GO:0006887; GO:0007188; GO:0007269; GO:0010628; GO:0016081; GO:0016082; GO:0017156; GO:0017157; GO:0019904; GO:0030073; GO:0030154; GO:0031267; GO:0032991; GO:0042391; GO:0042734; GO:0042995; GO:0044325; GO:0044877; GO:0045202; GO:0046872; GO:0048167; GO:0048788; GO:0048791; GO:0050806; GO:0060077; GO:0061669; GO:0097151; GO:0098684; GO:0098831; GO:0098882; GO:0098978; GO:0098982; GO:1903861; GO:2000463
evm.TU.HiC_scaffold_56.323	GO:0000902; GO:0005938; GO:0030427; GO:0031175
evm.TU.HiC_scaffold_56.325	GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0046872
evm.TU.HiC_scaffold_58.189	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_19.231	GO:0000981; GO:0003677; GO:0003700; GO:0005634; GO:0006355
evm.TU.HiC_scaffold_92.299	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_59.291	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_59.292	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_59.293	GO:0003964
evm.TU.HiC_scaffold_59.294	GO:0003723; GO:0005739; GO:0070039
evm.TU.HiC_scaffold_86.145	GO:0003964; GO:0006313
evm.TU.HiC_scaffold_86.146	GO:0005178; GO:0005201; GO:0005604; GO:0005606; GO:0005607; GO:0005615; GO:0007162; GO:0009887; GO:0009888; GO:0016477; GO:0030335; GO:0031175; GO:0034446; GO:0043256; GO:0043257; GO:0043259; GO:0048471; GO:0070831
