Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Leukocyte Extravasation Signaling	0.00E+00	-0.40824829	4.90E-01	"ACTC1,ACTG1,AFDN,ARHGAP1,ARHGAP35,ARHGAP6,CDC42,CTTN,EZR,ITGB1,ITGB2,MAP2K4,NCF2,PIK3C2B,PIK3R3,PLCG1,PRKCE,PTK2,PTPN11,PXN,RAC1,RAC2,RAP1GAP,RAPGEF4,RDX"
Lipid Antigen Presentation by CD1	0.00E+00		5.71E-01	"AP2A1,AP2B1,AP2M1,ARF6"
Lipoate Biosynthesis and Incorporation II	0.00E+00		5.00E-01	LIAS
Lymphotoxin β Receptor Signaling	0.00E+00	-1	4.38E-01	"BCL2L1,CYC1,EP300,NFKB1,PDPK1,PIK3C2B,PIK3R3"
MIF Regulation of Innate Immunity	0.00E+00	-2	4.44E-01	"MAP2K4,NFKB1,NOS2,PLA2G6"
MIF-mediated Glucocorticoid Regulation	0.00E+00		3.33E-01	"NFKB1,PLA2G6"
MSP-RON Signaling In Macrophages Pathway	0.00E+00	-1.507556723	4.58E-01	"CREB3L3,ITGB2,KLKB1,MRAS,NFKB1,NOS2,PIK3C2B,PIK3R3,RALA,RASD2,ST14"
MSP-RON Signaling Pathway	0.00E+00		4.67E-01	"ACTC1,ACTG1,ITGB2,KLKB1,NOS2,PIK3C2B,PIK3R3"
MYC Mediated Apoptosis Signaling	0.00E+00	0	3.33E-01	"BCL2L1,CASP2,NFKB1,PRKAG1"
Macropinocytosis Signaling	0.00E+00	-2.110579412	5.17E-01	"ANKFY1,ARF6,CDC42,ITGB1,ITGB2,MRAS,MRC1,PAK1,PIK3C2B,PIK3R3,PLCG1,PRKCE,RAC1,RALA,RASD2"
Melanocyte Development and Pigmentation Signaling	0.00E+00	-3.356585567	4.29E-01	"ADCY1,ADCY8,CREB3L3,EP300,GNAS,GUCY1A1,GUCY1B1,MAP2K1,MRAS,PIK3C2B,PIK3R3,PLCG1,PRKAG1,PTPN11,RALA,RASD2,RPS6KA5,RPS6KB2"
Melanoma Signaling	0.00E+00	-2.449489743	4.44E-01	"BRAF,MAP2K1,MRAS,PIK3C2B,PIK3R3,PTEN,RALA,RASD2"
Melatonin Signaling	0.00E+00	-1.941450687	4.52E-01	"BRAF,CALM1 (includes others),CAMK2D,GNAO1,MAP2K1,MAP2K4,MAP2K7,PLCB1,PLCB3,PLCG1,PLCL2,PRKAG1,PRKCE,RORA"
Mitotic Roles of Polo-Like Kinase	0.00E+00	1	5.00E-01	"ANAPC1,ANAPC2,CCNB2,CCNB3,CDC16,CDC20,CDK1,ESPL1,FZR1,PPP2R1A,PRC1,PTPA,RAD21,SMC1A,SMC3,STAG2"
Molecular Mechanisms of Cancer	0.00E+00		5.53E-01	"ADCY1,ADCY8,APC,ARHGEF1,ARHGEF17,ARHGEF4,ATR,AXIN1,BCL2L1,BMP2,BRAF,CAMK2D,CASP10,CASP7,CCND2,CCNE1,CDC42,CDK1,CDK17,CDK19,CDK20,CDK9,CDKN1B,CHEK1,E2F2,EP300,FZD5,FZD8,GNA11,GNA12,GNAO1,GNAS,GNB5,GSK3B,GUCY1A1,GUCY1B1,HDAC2,HDAC6,HDAC7,HIF1A,HIPK2,ITGA2B,ITGA6,ITGA8,ITGAV,ITGB1,ITGB2,LRP1,LRP6,MAP2K1,MAP2K4,MRAS,NBN,NFKB1,NOTCH1,PA2G4,PAK1,PIK3C2B,PIK3R3,PLCB1,PLCB3,PRKAG1,PRKCE,PTCH1,PTK2,PTPN11,RAC1,RAC2,RALA,RALBP1,RAPGEF1,RASA1,RASD2,RASGRF1,RHOBTB2,RHOT1,SHC2,SMAD1,SMAD4,SMAD9,SMO,SUFU,TAB1,TGFBR1,WNT11,WNT4,WNT5B,WNT9A,ZBTB17"
Molybdenum Cofactor Biosynthesis	0.00E+00		5.00E-01	NFS1
Mouse Embryonic Stem Cell Pluripotency	0.00E+00	-2.064741605	5.71E-01	"APC,AXIN1,DVL3,FZD5,FZD8,GSK3B,MAP2K1,MRAS,PIK3C2B,PIK3R3,PTPN11,RALA,RASD2,SMAD1,SMAD4,SMAD9,SMO,SOX2,TAB1,TCF7L1"
N-acetylglucosamine Degradation I	0.00E+00		5.00E-01	GNPDA2
N-acetylglucosamine Degradation II	0.00E+00		3.33E-01	GNPDA2
NAD Biosynthesis III	0.00E+00		5.00E-01	NAMPT
NAD Biosynthesis from 2-amino-3-carboxymuconate Semialdehyde	0.00E+00		5.00E-01	NADSYN1
NAD Salvage Pathway II	0.00E+00		5.00E-01	"NMRK2,NT5C2,NT5E"
NAD Salvage Pathway III	0.00E+00		5.00E-01	NMRK2
NAD biosynthesis II (from tryptophan)	0.00E+00		2.86E-01	"KYNU,NADSYN1"
NF-κB Activation by Viruses	0.00E+00	-1.507556723	4.29E-01	"EIF2AK2,ITGA6,ITGAV,ITGB1,MRAS,NFKB1,PIK3C2B,PIK3R3,PRKCE,RALA,RASD2,TBP"
NF-κB Signaling	0.00E+00	-3	5.65E-01	"BMP2,BRAF,CSNK2B,EGFR,EIF2AK2,EP300,FGFR1,FGFR3,GSK3B,HDAC2,IGF1R,IGF2R,IRAK4,MAP2K7,MRAS,NFKB1,PDGFRB,PIK3C2B,PIK3R3,RALA,RASD2,TAB1,TBK1,TGFBR1,TLR3,UBE2V1"
NGF Signaling	0.00E+00	-3.577708764	5.12E-01	"CDC42,CREB3L3,MAP2K1,MAP2K4,MAP3K10,MAP3K12,MAP3K9,MRAS,NFKB1,PDPK1,PIK3C2B,PIK3R3,PLCG1,PTPN11,RAC1,RALA,RASD2,RPS6KA5,RPS6KB2,SHC2,SMPD1,SMPD2"
Natural Killer Cell Signaling	0.00E+00	-2.449489743	4.53E-01	"CDC42,COL2A1,HSPA1L,HSPA5,HSPA8,HSPA9,IRAK4,ITGB1,MAP2K1,MAP3K10,MAP3K12,MAP3K9,MRAS,NFKB1,PAK1,PIK3C2B,PIK3R3,PLCG1,PTPN11,PXN,RAC1,RAC2,RALA,RASD2"
Netrin Signaling	0.00E+00	-2.672612419	4.52E-01	"ABLIM3,CACNA1A,CACNA1B,CACNA1G,CACNA2D4,CACNB2,CHP1,ENAH,NTN1,PRKAG1,PRKG1,RAC1,RAC2,UNC5B"
Neuregulin Signaling	0.00E+00	-1.5	5.35E-01	"CDKN1B,EGFR,ITGA2B,ITGA6,ITGA8,ITGAV,ITGB1,ITGB2,MAP2K1,MRAS,NRG1,PDPK1,PIK3R3,PLCG1,PRKCE,PTEN,PTPN11,RALA,RASD2,RPS6,RPS6KB2,STAT5A,STAT5B"
Neuroinflammation Signaling Pathway	0.00E+00	-3	5.00E-01	"ACVR2B,APP,BACE1,BIRC6,CHP1,CREB3L3,GABBR1,GABBR2,GABRR1,GABRR2,GAD1,GLUL,GRIN1,GRIN2D,GRIN3A,GRINA,GSK3B,IDE,IRAK4,MAP2K4,MAPK15,NCF2,NFKB1,NOS2,PIK3C2B,PIK3R3,PLA2G6,PLCG1,RAC1,RAC2,SLC1A2,SOD2,TBK1,TGFBR1,TLR3"
Neuropathic Pain Signaling In Dorsal Horn Neurons	0.00E+00	-4.472135955	4.00E-01	"CAMK2D,GRIA2,GRIA3,GRIN1,GRIN2D,GRIN3A,GRINA,GRM1,GRM3,GRM4,GRM6,KCNN2,PIK3C2B,PIK3R3,PLCB1,PLCB3,PLCG1,PLCL2,PRKAG1,PRKCE"
Neuroprotective Role of THOP1 in Alzheimer's Disease	0.00E+00	2.323790008	5.88E-01	"ACE,APP,ECE1,ECE2,ENDOU,GZMB,IDE,NFYA,PLG,PREP,PRKAG1,PRSS2,PRSS27,PRSS48,PRSS55,ST14,THOP1,Tmprss11b,TMPRSS15,TMPRSS9"
Neurotrophin/TRK Signaling	0.00E+00	-2.886751346	5.20E-01	"CDC42,CREB3L3,MAP2K1,MAP2K4,MAP2K7,MRAS,PDPK1,PIK3C2B,PIK3R3,PLCG1,PTPN11,RALA,RASD2"
Neurovascular Coupling Signaling Pathway	0.00E+00	-2.846049894	4.88E-01	"APP,CACNA1A,CACNA1B,CACNA1G,CACNA2D4,CACNB2,CALM1 (includes others),CTH,DAGLA,ENTPD6,GABBR1,GABBR2,GABRR1,GABRR2,GAD1,GRIA2,GRIA3,GRIN1,GRIN2D,GRIN3A,GRINA,GRM1,GUCY1A1,GUCY1B1,GUCY2C,GUCY2F,Gucy2g,KCNMA1,KCNN2,NOS1,NPR1,ORAI2,PLA2G6,PLCB1,PLCB3,PRDX6,PRKAG1,PRKG1,SLC1A2,STIM1"
Nitric Oxide Signaling in the Cardiovascular System	0.00E+00	-1.941450687	4.13E-01	"ARG2,ATP2A1,CACNA1A,CACNA1B,CACNA2D4,Cacnb1,CACNB2,CALM1 (includes others),GUCY1A1,GUCY1B1,GUCY2C,GUCY2F,MAP2K1,NPR1,PIK3C2B,PIK3R3,PRKAG1,PRKCE,PRKG1"
Non-Small Cell Lung Cancer Signaling	0.00E+00	-2.333333333	4.57E-01	"CCND2,E2F2,EGFR,HDAC2,HDAC6,HDAC7,MAP2K1,MRAS,PA2G4,PDPK1,PIK3C2B,PIK3R3,PLCG1,RALA,RASD2,RASSF1"
Notch Signaling	0.00E+00	1.632993162	4.67E-01	"FURIN,HEY1,JAG1,JAG2,NOTCH1,NOTCH2,NUMB"
Oleate Biosynthesis II (Animals)	0.00E+00		5.00E-01	ALDH6A1
Oncostatin M Signaling	0.00E+00	-1.341640786	5.45E-01	"MAP2K1,MRAS,RALA,RASD2,STAT5A,STAT5B"
Opioid Signaling Pathway	0.00E+00	-2.897472836	5.34E-01	"ADCY1,ADCY8,AP2A1,AP2B1,AP2M1,ARRB2,BLK,BRAF,CACNA1A,CACNA1B,CACNA1G,CACNA2D4,Cacnb1,CACNB2,CALM1 (includes others),CAMK2D,CDC42,CDKN1B,CREB3L3,EP300,FRK,GNA11,GNA12,GNAO1,GNAS,GNB5,GRIN1,GRIN2D,GRIN3A,GRINA,GRK3,GSK3B,GUCY1A1,GUCY1B1,LYN,MAP2K1,MAP2K4,MAP2K7,MAPK15,MRAS,NFKB1,NOS1,PDK1,PLCB1,PRKAG1,PRKCE,RAC1,RAC2,RALA,RASD2,RGS12,RPS6KA5,RPS6KB2,SLC12A5,TCF7L1"
Ovarian Cancer Signaling	0.00E+00	-3.31662479	5.32E-01	"APC,AXIN1,BRAF,BRCA2,E2F2,EGFR,FSHR,FZD5,FZD8,GSK3B,HDAC2,HDAC6,HDAC7,LHCGR,MAP2K1,MRAS,MSH2,MSH6,PA2G4,PIK3C2B,PIK3R3,PRKAG1,PTEN,RAD51,RALA,RASD2,RPS6KB2,SMO,TCF7L1,WNT11,WNT4,WNT5B,WNT9A"
Oxytocin In Brain Signaling Pathway	0.00E+00	-1.460593487	5.56E-01	"CACNA1A,CACNA1B,CACNA1G,CACNA2D4,CACNB2,CALM1 (includes others),CREB3L3,EGFR,EIF2A,GNA11,GNAO1,GNB5,MAP2K1,MEF2C,MRAS,NFKB1,NLRP10,NLRP12,NLRP7,OXTR,PIK3C2B,PIK3R3,PLA2G6,PLCB3,PRDX6,PRKCE,PTPN1,RALA,RASD2,SLC12A5"
Oxytocin Signaling Pathway	0.00E+00	-0.961523948	5.35E-01	"ABCB8,ABCC9,ARRB2,ATP2B2,CACNA1A,CACNA1B,CACNA2D4,Cacnb1,CACNB2,CALM1 (includes others),CHP1,CREB3L3,CTH,EGFR,GAD1,GNA11,GNA12,GNAO1,GNB5,GSK3B,GUCY1A1,GUCY1B1,GUCY2C,GUCY2F,Gucy2g,KCNA5,MAP2K4,MAPK15,MEF2C,MFN2,MRAS,MYH10,MYH11,MYH4,MYH6,MYH7,MYL1,MYL9,MYO18A,MYO1H,NFKB1,NPR1,OXTR,PIK3C2B,PIK3R3,PLA2G6,PLCB1,PLCB3,PRKAG1,PRKCE,PRKG1,RALA,RASD2,SHC2"
P2Y Purigenic Receptor Signaling Pathway	0.00E+00	-3.872983346	4.17E-01	"ADCY1,ADCY8,CREB3L3,GNB5,GUCY1A1,GUCY1B1,ITGA2B,MAP2K1,MRAS,NFKB1,PIK3C2B,PIK3R3,PLCB1,PLCB3,PLCG1,PLCL2,PRKAG1,PRKCE,RALA,RASD2"
PAK Signaling	0.00E+00	-0.5	5.48E-01	"ARHGAP10,CDC42,DSCAM,ITGA2B,ITGA6,ITGA8,ITGAV,ITGB1,ITGB2,MAP2K1,MAP2K4,MRAS,MYL1,MYL9,PAK1,PDGFRB,PIK3C2B,PIK3R3,PTK2,PXN,RAC1,RALA,RASD2"
PCP (Planar Cell Polarity) Pathway	0.00E+00	-0.632455532	5.26E-01	"DVL3,FZD5,FZD8,MAP2K4,RAC1,SMO,WNT11,WNT4,WNT5B,WNT9A"
"PD-1, PD-L1 cancer immunotherapy pathway"	0.00E+00	0	5.65E-01	"BCL2L1,CDKN1B,CSK,CSNK2B,GSK3B,LATS1,PIK3C2B,PIK3R3,PLCG1,PTEN,PTPN11,STAT5A,STAT5B"
PDGF Signaling	0.00E+00	-1.732050808	4.19E-01	"CSNK2B,EIF2AK2,INPP5F,MAP2K1,MAP2K4,MRAS,PDGFRB,PIK3C2B,PIK3R3,PLCG1,RALA,RASA1,RASD2"
PEDF Signaling	0.00E+00	-2.110579412	4.44E-01	"BCL2L1,CASP7,MRAS,NFKB1,PIK3C2B,PIK3R3,RAC1,RALA,RASD2,SOD2,TCF12,TCF7L1"
PFKFB4 Signaling Pathway	0.00E+00	-3.16227766	5.50E-01	"CREB3L3,FBP1,GNAS,GPI,HK1,MAP2K1,MAP2K4,MAP2K7,PFKFB4,PRKAG1,RPS6KA5"
PI3K Signaling in B Lymphocytes	0.00E+00	-0.942809042	4.63E-01	"ATF6B,BLK,CALM1 (includes others),CAMK2D,CHP1,LYN,MAP2K1,MRAS,NFKB1,PDPK1,PLCB1,PLCB3,PLCG1,PLCL2,PTEN,PTPRC,RAC1,RALA,RASD2"
PI3K/AKT Signaling	0.00E+00	0.894427191	4.64E-01	"BCL2L1,CDC37,CDKN1B,GSK3B,GYS2,INPP5F,ITGA2B,ITGA6,ITGA8,ITGAV,ITGB1,ITGB2,MAP2K1,MAPK8IP1,MRAS,NFKB1,PDPK1,PIK3R3,PPP2R1A,PTEN,PTPA,RALA,RASD2,RPS6KB2,TSC2,YWHAB"
PKCθ Signaling in T Lymphocytes	0.00E+00	-3.207134903	4.67E-01	"CACNA1A,CACNA1B,CACNA1G,CACNA2D4,CACNB2,CAMK2D,CHP1,MAP2K4,MAP3K10,MAP3K12,MAP3K9,MRAS,NFKB1,PIK3C2B,PIK3R3,PLCG1,POU2F1,RAC1,RAC2,RALA,RASD2"
PPAR Signaling	0.00E+00	0.333333333	4.17E-01	"EP300,MAP2K1,MRAS,NFKB1,PDGFRB,RALA,RASD2,STAT5A,STAT5B,TAB1"
PPARα/RXRα Activation	0.00E+00	1.632993162	4.80E-01	"ABCA1,ACADL,ACOX1,ACVR2B,ADCY1,ADCY8,ADIPOR1,CAND1,CLOCK,EP300,FASN,GNA11,GNAS,GOT2,GPD2,GUCY1A1,GUCY1B1,MAP2K1,MAP2K4,MAP2K7,MED12,MED23,MED24,MEF2C,MRAS,NFKB1,PLCB1,PLCB3,PLCG1,PLCL2,PRKAG1,RALA,RASD2,SMAD4,STAT5B,TGFBR1"
PXR/RXR Activation	0.00E+00	2.529822128	5.00E-01	"ABCB1,ABCC2,ALDH3A2,CYP2A6 (includes others),CYP2B6,CYP3A5,CYP3A7,PAPSS2,PRKAG1,UGT1A9 (includes others)"
Paxillin Signaling	0.00E+00	0	5.45E-01	"ACTC1,ACTG1,ARF1,ARF6,CDC42,CSK,GIT2,ITGA2B,ITGA6,ITGA8,ITGAV,ITGB1,ITGB2,MAP2K4,MRAS,PAK1,PIK3C2B,PIK3R3,PTK2,PTPN12,PXN,RAC1,RALA,RASD2"
Phagosome Formation	0.00E+00	-1.963961012	5.06E-01	"ACTR2,ADGRA2,ADGRD1,ADGRL3,ADGRL4,ADRA2C,AP1M1,ARF6,ARPC1B,ARPC3,ARPC4,CALCRL,CCKAR,CDC42,CLIP1,CRHR2,FSHR,FZD5,FZD8,GABBR1,GABBR2,GPR139,GPR155,GPR179,GPR180,GPR52,GPR84,GRM1,GRM3,GRM4,GRM6,HTR1A,HTR7,ITGA2B,ITGA6,ITGA8,ITGAV,ITGB1,ITGB2,LHCGR,LYN,MAP2K1,MAP2K4,MAP2K7,MAPK15,MRAS,MRC1,MRC2,MYH10,MYH11,MYH4,MYH6,MYH7,MYL1,MYL9,MYO18A,MYO1H,NMUR2,NPY5R,OXTR,PAK1,PIK3C2B,PIK3R3,PIKFYVE,PLA2G6,PLCG1,PLD1,PRDX6,PRKCE,PTK2,RAC1,RAC2,RALA,RAPGEF1,RAPGEF4,RASD2,RPS6KB2,RXFP1,RXFP2,SCARA5,SMO,TLR3,TTN,WASF1"
Phagosome Maturation	0.00E+00		5.78E-01	"ATP6AP2,ATP6V0B,ATP6V0D1,ATP6V1A,ATP6V1B1,ATP6V1D,ATP6V1E1,ATP6V1G2,ATP6V1H,CTSC,CTSF,CTSL,LPO,NAPA,NAPG,NCF2,NOS1,NSF,PIKFYVE,PRDX6,RAB7A,RAC1,RAC2,STX1B,TPO,TSG101,TUBA1A,TUBA1B,TUBA3C/TUBA3D,TUBA3E,TUBA4A,TUBB2A,TUBB2B,TUBB4A,VAMP3,VPS18,VPS41"
Phenylalanine Degradation I (Aerobic)	0.00E+00		5.00E-01	QDPR
Phosphatidylglycerol Biosynthesis II (Non-plastidic)	0.00E+00	0	4.62E-01	"AGPAT1,GPAT3,GPAT4,LPCAT1,MBOAT7,TAMM41"
Phospholipase C Signaling	0.00E+00	-2.116950987	5.51E-01	"ADCY1,ADCY8,AHNAK,ARHGEF1,ARHGEF17,ARHGEF4,CALM1 (includes others),CDC42,CHP1,CREB3L3,EP300,GNAS,GNB5,GUCY1A1,GUCY1B1,HDAC2,HDAC6,HDAC7,ITGA2B,ITGA6,ITGA8,ITGAV,ITGB1,ITGB2,LYN,MAP2K1,MEF2C,MRAS,MYL1,MYL9,NFKB1,PLA2G6,PLCB1,PLCB3,PLCG1,PLD1,PRKCE,RAC1,RAC2,RALA,RASD2,RHOBTB2,RHOT1"
Phospholipases	0.00E+00	-2.449489743	4.71E-01	"PLA2G15,PLA2G6,PLCB1,PLCB3,PLCG1,PLCL2,PLD1,PRDX6"
Phototransduction Pathway	0.00E+00		4.74E-01	"CNGA3,CNGB3,GNB5,GUCY1A1,GUCY1B1,GUCY2C,GUCY2F,NPR1,PRKAG1"
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	0.00E+00	-2.710687383	4.56E-01	"APOD,ARG2,CAT,CDC42,IRF8,MAP2K1,MAP2K4,MAP2K7,MAP3K10,MAP3K12,MAP3K9,NCF2,NFKB1,NOS2,PIK3C2B,PIK3R3,PLCG1,PPP1CA,PPP1CC,PPP2R1A,PRKCE,PTPA,RAC1,RAC2,RHOBTB2,RHOT1"
Prolactin Signaling	0.00E+00	-1.941450687	5.33E-01	"EP300,KCNMA1,MAP2K1,MRAS,PDPK1,PIK3C2B,PIK3R3,PLCG1,PRKCE,PTPN11,RALA,RASD2,SOCS7,SP1,STAT5A,STAT5B"
Proline Degradation	0.00E+00		5.00E-01	ALDH4A1
Prostate Cancer Signaling	0.00E+00		4.75E-01	"CCNE1,CDKN1B,CREB3L3,E2F2,GSK3B,HDAC2,HDAC6,HDAC7,MAP2K1,MRAS,NFKB1,PA2G4,PDPK1,PIK3C2B,PIK3R3,PTEN,RALA,RASD2,SRD5A1"
Protein Kinase A Signaling	0.00E+00	-0.868243142	5.36E-01	"ADCY1,ADCY8,ADD1,AKAP1,ANAPC1,ANAPC2,APEX1,BRAF,CALM1 (includes others),CAMK2D,CDC16,CHP1,CNGA3,CNGB3,CREB3L3,CREM,DUSP10,DUSP12,DUSP7,DUSP8,EYA2,FLNA,FLNB,FLNC,GNAS,GNB5,GSK3B,GUCY1A1,GUCY1B1,GYS2,KDELR3,MAP2K1,MYH10,MYH4,MYL1,MYL9,NFKB1,NTN1,PDE11A,PDE12,PDE3A,PDE4A,PDE4D,PDE8A,PDE9A,PGP,PLCB1,PLCB3,PLCG1,PLCL2,PPP1CA,PPP1CC,PRKAG1,PRKCE,PTCH1,PTEN,PTK2,PTPN1,PTPN11,PTPN12,PTPN14,PTPN21,PTPN23,PTPN4,PTPN9,PTPRA,PTPRC,Ptprd,PTPRD,PTPRE,PTPRF,PTPRG,PTPRJ,PTPRS,PXN,PYGB,SMAD4,SMO,TCF7L1,TGFBR1,TTN,YWHAB"
Pulmonary Fibrosis Idiopathic Signaling Pathway	0.00E+00	-0.544331054	5.66E-01	"ACTC1,ACTG1,ACVR2B,ADAM10,BRAF,COL15A1,COL2A1,COL4A1,COL4A6,COL5A1,COL6A2,COL7A1,COL9A1,EED,EGFR,EP300,FGFR1,FGFR3,FOXO6,FZD5,FZD8,GLI2,GNA12,GSK3B,ITGAV,ITGB1,JAG1,LATS1,MAP2K1,MAP2K4,MRAS,MRTFA,NFKB1,NOTCH1,NOTCH2,PDGFRB,PIK3C2B,PIK3R3,PLG,PRKN,PTEN,PTK2,RALA,RASD2,RBBP7,RPS6KA5,RPS6KB2,SMAD4,SMO,SNAI1,TCF7L1,TGFBR1,WNT11,WNT4,WNT5B,WNT9A"
Pulmonary Healing Signaling Pathway	0.00E+00	-1.914854216	5.41E-01	"BLK,BRAF,CDC42,CHRNA7,EGFR,EP300,FGFR1,FRK,FZD5,FZD8,HIF1A,JAG1,LYN,MAP2K4,MRAS,NFKB1,NOTCH1,NOTCH2,PRKAG1,PRKCE,RAC1,RALA,RASD2,SMAD1,SMAD9,SMO,STAT5A,STAT5B,TCF7L1,WNT11,WNT4,WNT5B,WNT9A"
Purine Nucleotides Degradation II (Aerobic)	0.00E+00	0	5.00E-01	"ADA,ADA2,ADARB2,NT5C2,NT5E"
Pyridoxal 5'-phosphate Salvage Pathway	0.00E+00	-1.507556723	3.93E-01	"BRAF,CDK1,EIF2AK2,MAK,MAP2K1,MAP2K4,MAP3K9,PAK1,PRKCE,SGK1,TTK"
Pyrimidine Ribonucleotides De Novo Biosynthesis	0.00E+00	2.121320344	5.33E-01	"AK1,CAD,CANT1,DHX9,ENTPD6,NME1,NME7,UMPS"
Pyrimidine Ribonucleotides Interconversion	0.00E+00	1.632993162	5.00E-01	"AK1,CANT1,DHX9,ENTPD6,NME1,NME7"
Pyroptosis Signaling Pathway	0.00E+00	-0.707106781	4.44E-01	"DHX9,NEK7,NFKB1,NLRP10,NLRP12,NLRP7,PRKAG1,TLR3"
RAC Signaling	0.00E+00	-1	5.86E-01	"ACTR2,ANK1,ARPC1B,ARPC3,ARPC4,BAIAP2,CDC42,IQGAP1,ITGA2B,ITGA6,ITGA8,ITGAV,ITGB1,ITGB2,MAP2K1,MAP2K4,MAP2K7,MRAS,NCF2,NCKAP1,NFKB1,PAK1,PARD3,PIK3C2B,PIK3R3,PIKFYVE,PLD1,PTK2,RAC1,RAC2,RALA,RASD2,TIAM1,WASF1"
RANK Signaling in Osteoclasts	0.00E+00	-2.713602101	4.07E-01	"CALM1 (includes others),CHP1,MAP2K1,MAP2K4,MAP2K7,MAP3K10,MAP3K12,MAP3K9,NFKB1,PIK3C2B,PIK3R3"
RAR Activation	0.00E+00		5.79E-01	"ADCY1,ADCY8,AKR1B1,AKR1B10,ALDH1A3,CCNH,CSK,CSNK2B,DHRS4,EP300,ERCC2,GTF2H2,GTF2H3,GTF2H4,GUCY1A1,GUCY1B1,LRAT,MAP2K1,MAP2K4,MAPKAPK2,NFKB1,PARP1,PBRM1,PDPK1,PIK3R3,PRKAG1,PRKCE,PRMT1,PTEN,RAC1,RDH11,RDH13,RDH16,RPL7A,SDR16C5,SMAD1,SMAD4,SMAD9,SMARCA4,SMARCC1,SMARCD1,STAT5A,STAT5B,TAF4"
Reelin Signaling in Neurons	0.00E+00	-2.611164839	5.81E-01	"ACTR2,AFDN,APP,ARHGEF1,ARHGEF10L,ARHGEF17,ARHGEF25,ARHGEF4,ARPC1B,ARPC3,ARPC4,BLK,CAMK2D,CDC42,FRK,GRIN1,GRIN2D,GRIN3A,GRINA,GSK3B,ITGB1,LRP8,LYN,MAP2K1,MAP2K4,MAP2K7,MAP3K10,MAP3K9,MAPK8IP1,PAFAH1B1,PDK1,PIK3C2B,PIK3R3,RAC1,RAPGEF1,WASF1"
Regulation Of The Epithelial Mesenchymal Transition By Growth Factors Pathway	0.00E+00	-3	5.00E-01	"BRAF,CDC42,EGFR,ETS1,FGF20,FGFR1,FGFR3,GSK3B,HSF1,LATS1,MAP2K1,MAP2K4,MAP2K7,MRAS,NFKB1,PDGFRB,PIK3C2B,PIK3R3,PTPN11,RAC1,RALA,RASD2,SHC2,SMAD4,SNAI1,TAB1,TGFBR1"
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	0.00E+00	-1.386750491	4.48E-01	"CALM1 (includes others),CHP1,MAP2K1,MAP2K4,MAP2K7,MRAS,NFKB1,PLCG1,RAC1,RALA,RASD2,SMAD4,TGFBR1"
Regulation of eIF4 and p70S6K Signaling	0.00E+00	-0.632455532	5.62E-01	"AGO1,AGO3,EIF2A,EIF2B4,EIF2S2,EIF3B,EIF3D,EIF3F,EIF3H,EIF4A3,EIF4G1,ITGA2B,ITGA6,ITGA8,ITGAV,ITGB1,ITGB2,MAP2K1,MRAS,PDPK1,PIK3C2B,PIK3R3,PPP2R1A,PTPA,RALA,RASD2,RPS11,RPS12,RPS13,RPS15,RPS15A,RPS17,RPS18,RPS2,RPS24,RPS26,RPS27A,RPS3,RPS4X,RPS5,RPS6,RPS7,RPS8,RPS9,RPSA"
Regulation of the Epithelial-Mesenchymal Transition Pathway	0.00E+00		5.69E-01	"APC,AXIN1,BRAF,DVL3,EGFR,ETS1,FGF20,FGFR1,FGFR3,FZD5,FZD8,GSK3B,HIF1A,JAG1,JAG2,MAP2K1,MAP2K4,MAP2K7,MRAS,NFKB1,NOTCH1,NOTCH2,PDGFRB,PIK3C2B,PIK3R3,PTPN11,RALA,RASD2,SMAD4,SMO,SNAI1,TCF7L1,TGFBR1,WNT11,WNT4,WNT5B,WNT9A"
Relaxin Signaling	0.00E+00	-3.299831646	4.71E-01	"ADCY1,ADCY8,APEX1,BRAF,CTH,GAD1,GNA11,GNA12,GNAO1,GNAS,GNB5,GUCY1A1,GUCY1B1,GUCY2C,GUCY2F,Gucy2g,MAP2K1,MRAS,NFKB1,NOS2,NPR1,PDE11A,PDE12,PDE3A,PDE4A,PDE4D,PDE8A,PDE9A,PIK3C2B,PIK3R3,PRKAG1,RXFP1"
Renin-Angiotensin Signaling	0.00E+00	-2.840187787	4.17E-01	"ACE,ADCY1,ADCY8,GUCY1A1,GUCY1B1,MAP2K1,MAP2K4,MRAS,NFKB1,PAK1,PIK3C2B,PIK3R3,PLCG1,PRKAG1,PRKCE,PTK2,RAC1,RALA,RASD2,SHC2"
Role of CHK Proteins in Cell Cycle Checkpoint Control	0.00E+00	0.632455532	5.60E-01	"ATR,CDK1,CHEK1,E2F2,MRE11,NBN,PCNA,PPP2R1A,PTPA,RAD50,RFC2,RFC3,RPA1,TLK2"
Role of IL-17A in Arthritis	0.00E+00		3.89E-01	"MAP2K1,MAP2K4,MAPKAPK2,NFKB1,NOS2,PIK3C2B,PIK3R3"
Role of JAK family kinases in IL-6-type Cytokine Signaling	0.00E+00		5.71E-01	"MAP2K4,PTPN11,STAT5A,STAT5B"
Role of JAK1 and JAK3 in γc Cytokine Signaling	0.00E+00		4.44E-01	"MRAS,PIK3C2B,PIK3R3,PTPN11,RALA,RASD2,STAT5A,STAT5B"
"Role of JAK1, JAK2 and TYK2 in Interferon Signaling"	0.00E+00		5.00E-01	NFKB1
