© 2000-2022 QIAGEN. All rights reserved.

Analysis Details for My Projects->Spencer - RKC pH->ipa_upload.p3 - 2022-04-26 04:04 PM->MM.brown
Workspace	My Projects
Project	Spencer - RKC pH
Analysis	MM.brown
Date	Tue Apr 26 16:05:16 PDT 2022
Analysis ID	39446106

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression pvalue
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression other	--
Cutoff for Expression pvalue	0.05
Reference set	User Dataset
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(confidence = Experimentally Observed) AND
(mol. types = biologic drug OR canonical pathway OR chemical - endogenous mammalian OR chemical - endogenous non-mammalian OR chemical - kinase inhibitor OR chemical - other OR chemical - protease inhibitor OR chemical drug OR chemical reagent OR chemical toxicant OR complex OR cytokine OR disease OR enzyme OR function OR fusion gene/product OR G-protein coupled receptor OR group OR growth factor OR ion channel OR kinase OR ligand-dependent nuclear receptor OR mature microRNA OR microRNA OR other OR peptidase OR phosphatase OR transcription regulator OR translation regulator OR transmembrane receptor OR transporter)

Canonical Pathways for My Projects->Spencer - RKC pH->ipa_upload.p3 - 2022-04-26 04:04 PM->MM.brown
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
ENSDART00000108718	POLR2D	0.319782293205559	0.319782293205559	0.0389760441024485
ENST00000215587	POLR2E	0.454904052731596	0.454904052731596	0.00247202586284791
P52434	POLR2H	-0.374261023094415	-0.374261023094415	0.0146157484569845
ENSDART00000189528	POLR2I	0.432126348448097	0.432126348448097	0.00426611569792103
ENSDART00000050902	POLR2J	0.306749953987176	0.306749953987176	0.0481665406018887
ENSDART00000182835	POLR2L	0.422532494168632	0.422532494168632	0.00531070804168495
ENSDART00000160726	POLR3A	0.404623575151225	0.404623575151225	0.00786401437348455
ENSDART00000091466	POLR3B	0.652751401727769	0.652751401727769	2.80162481387989E-6
Q9D483	POLR3C	0.554682974609814	0.554682974609814	1.37884900939459E-4
Q9NVU0	POLR3E	0.718552089950972	0.718552089950972	8.38941060799508E-8
O00411	POLRMT	0.358459467621805	0.358459467621805	0.0197515514046585
Q5EAB6	POMGNT1	0.726989156083824	0.726989156083824	4.98032686271969E-8
Q8BGQ4	POMT2	0.773429812448933	0.773429812448933	1.92048253411433E-9
Q15063	POSTN	0.31929152022753	0.31929152022753	0.0392940487234717
ENSDART00000187413	POU6F1	-0.341805146164834	-0.341805146164834	0.0267255555929918
ENSDART00000040409	PPA1	0.725839153645236	0.725839153645236	5.35320240519964E-8
Q91YU8	PPAN	0.375336909239366	0.375336909239366	0.0143116980146892
ENSDART00000184657	PPCDC	0.541763858457758	0.541763858457758	2.11040590538148E-4
ENSDART00000182316	PPEF1	-0.313598133553281	-0.313598133553281	0.0431404060427069
ENSDART00000123878	PPIA	0.682793276483935	0.682793276483935	6.31267712755878E-7
ENSDART00000074814	PPIB	0.898898984415394	0.898898984415394	6.41516707081641E-16
P45877	PPIC	-0.394545221008001	-0.394545221008001	0.00972053996741662
ENSDART00000124773	PPID	0.727635152051603	0.727635152051603	4.7816234063729E-8
ENSDART00000187423	PPIL1	0.798384940081	0.798384940081	2.38996809568862E-10
Q5ZLV2	PPIL3	0.373581248151423	0.373581248151423	0.0148106651536966
Q8WUA2	PPIL4	0.492190742706271	0.492190742706271	9.30225092054715E-4
ENST00000488768	PPIP5K1	-0.512519588856773	-0.512519588856773	5.20264198033799E-4
Q80TL0	PPM1E	0.511699310776063	0.511699310776063	5.32982570801213E-4
ENSDART00000109665	PPM1G	0.871027981371165	0.871027981371165	6.40394505447951E-14
ENSDART00000016219	PPME1	-0.459792448673739	-0.459792448673739	0.00218809939221687
ENST00000358239	PPP1CA	0.634065856735603	0.634065856735603	6.53508721271372E-6
ENSDART00000165431	PPP1CC	-0.436137399535224	-0.436137399535224	0.00388557894560604
ENSDART00000181524	PPP1R13B	-0.403396891600194	-0.403396891600194	0.00807225642441703
Q9D119	PPP1R27	-0.478819498292289	-0.478819498292289	0.00133751125235003
ENST00000456331	PPP1R9A	-0.540217343084988	-0.540217343084988	2.2181646071756E-4
ENSDART00000075443	PPP2CA	0.474472469225187	0.474472469225187	0.0015004321149514
ENST00000462990	PPP2R1A	0.398664145309725	0.398664145309725	0.00892079385754787
ENSDART00000024127	PPP2R2A	0.622090275604233	0.622090275604233	1.09265896099632E-5
Q06190	PPP2R3A	-0.512752050346877	-0.512752050346877	5.16709691059768E-4
ENSDART00000100324	PPP2R5E	0.390769367743109	0.390769367743109	0.0105068956988573
ENSDART00000171389	PPP4R1	-0.716473581305766	-0.716473581305766	9.51223302377236E-8
ENSDART00000129380	PPP5C	0.355487450921751	0.355487450921751	0.0208698085179706
ENSDART00000171806	PPT1	0.317360507794669	0.317360507794669	0.0405659139956027
ENSDART00000162708	PPT2	0.523725365032418	0.523725365032418	3.71751500531875E-4
ENSDART00000092047	PPWD1	-0.396978178554456	-0.396978178554456	0.00924103955891416
ENSDART00000049230	PQBP1	-0.343221910425818	-0.343221910425818	0.0260620205586681
Q99K43	PRC1	0.464552813419863	0.464552813419863	0.00193963761659508
ENSDART00000083367	PRCP	0.575415066811257	0.575415066811257	6.70647620189133E-5
ENST00000648754	PRDM1	0.362454969005693	0.362454969005693	0.018327853596673
A2A935	PRDM16	-0.36303304728047	-0.36303304728047	0.0181292076108707
ENSDART00000191312	PRDM5	-0.614736146466576	-0.614736146466576	1.48263731111469E-5
ENSDART00000192366	PRDX3	0.674553424921241	0.674553424921241	9.66303222732365E-7
ENSDART00000100061	PRDX4	0.7627660115441	0.7627660115441	4.32597279548075E-9
ENST00000340385	PRDX6	0.77253647576302	0.77253647576302	2.0591051783434E-9
Q9WUQ2	PREB	0.31841758373228	0.31841758373228	0.0398655749133566
ENSDART00000164962	PREP	0.740149206707915	0.740149206707915	2.12284248214694E-8
ENSDART00000059514	PRICKLE1	-0.331903094491309	-0.331903094491309	0.0317654827377681
ENST00000640303	PRICKLE2	-0.564382287687063	-0.564382287687063	9.90070492199448E-5
O43741	PRKAB2	-0.406812192359317	-0.406812192359317	0.00750395375167405
ENSDART00000022179	PRKAG1	-0.57889256012206	-0.57889256012206	5.9143271317944E-5
P16905	PRKAR1A	0.371529424177323	0.371529424177323	0.0154124105859074
P00515	PRKAR2A	-0.335489513052385	-0.335489513052385	0.0298564817796181
Q28034	PRKCSH	0.75077249199952	0.75077249199952	1.02688001631317E-8
Q9WVS6	PRKN	0.562858934131668	0.562858934131668	1.04365142601165E-4
ENSDART00000012630	PRMT1	0.95262584593281	0.95262584593281	2.76334836214576E-22
ENSDART00000180857	PRMT5	0.717172910934111	0.717172910934111	9.1197290541695E-8
ENSDART00000184551	PRMT7	0.797495488484925	0.797495488484925	2.58690125477036E-10
O54990	PROM1	-0.525848480671991	-0.525848480671991	3.48355738537284E-4
ENSDART00000190122	PRPF31	0.632470636688165	0.632470636688165	7.00699671847574E-6
ENSDART00000081326	PRPF40A	0.478315500935628	0.478315500935628	0.00135555938411709
ENSDART00000175022	PRPF8	0.630854676425587	0.630854676425587	7.51679865135346E-6
ENSDART00000007170	PRPSAP2	0.335783730674476	0.335783730674476	0.0297041778949581
ENSDART00000149466	PRSS2	0.583243681181549	0.583243681181549	5.04339571662559E-5
ENST00000568091	PRSS29P	0.413802525372416	0.413802525372416	0.00644748183569784
Q6UWB4	PRSS55	0.36583183517013	0.36583183517013	0.0171929067447235
Q2VWP7	PRTG	-0.409749673529182	-0.409749673529182	0.00704309520670276
Q5E9Y6	PRUNE1	0.770792880785941	0.770792880785941	2.35703098086844E-9
P26779	PSAP	0.403934416520336	0.403934416520336	0.00798042898677914
Q99K85	PSAT1	0.665044314268169	0.665044314268169	1.55378037447469E-6
Q00888	PSG4	-0.451567198036351	-0.451567198036351	0.00268398981043063
Q00887	PSG9	-0.515927612907242	-0.515927612907242	4.7028488156931E-4
ENSDART00000166989	PSIP1	0.323358082696717	0.323358082696717	0.0367219770346982
ENSDART00000160688	PSMA1	0.918419045250964	0.918419045250964	1.05657757513135E-17
ENSDART00000058680	PSMA2	0.902130624360324	0.902130624360324	3.45409390753907E-16
ENSDART00000130105	PSMA3	0.731429124442057	0.731429124442057	3.75588417712294E-8
ENSDART00000067512	PSMA4	0.910138254467775	0.910138254467775	6.7571483379799E-17
P28066	PSMA5	0.851499497587459	0.851499497587459	8.89613453508405E-13
ENSDART00000171628	PSMA6	0.888665592636304	0.888665592636304	4.00344574531071E-15
ENST00000486193	PSMA7	0.753461003049533	0.753461003049533	8.49588854869848E-9
ENSDART00000162952	PSMA8	0.780761953950858	0.780761953950858	1.07081528184976E-9
ENSDART00000099943	PSMB10	0.810191677689653	0.810191677689653	8.03791121091105E-11
ENSDART00000024082	PSMB6	0.854956333476427	0.854956333476427	5.74342693581845E-13
ENSDART00000036668	PSMC1	0.840566002979327	0.840566002979327	3.31186313507081E-12
ENSDART00000019647	PSMC2	0.731963324131588	0.731963324131588	3.62916331443763E-8
ENSDART00000007913	PSMC3	0.829640037681298	0.829640037681298	1.1204731445777E-11
ENSDART00000191785	PSMC4	0.890870581229614	0.890870581229614	2.74033797178515E-15
ENSDART00000106191	PSMC5	0.554019067945806	0.554019067945806	1.4099423889784E-4
ENSDART00000180031	PSMC6	0.711215975186934	0.711215975186934	1.30064008994768E-7
Q9V3P6	PSMD1	0.821843373281372	0.821843373281372	2.53995648446766E-11
ENSDART00000126186	PSMD12	0.556629264156057	0.556629264156057	1.29124104878908E-4
Q9UNM6	PSMD13	0.545910415603143	0.545910415603143	1.8444023623043E-4
ENSDART00000091901	PSMD14	0.75727882519209	0.75727882519209	6.46420577157049E-9
ENSDART00000027158	PSMD3	0.827107199688018	0.827107199688018	1.46823835837768E-11
ENST00000437736	PSMD4	0.762447711927653	0.762447711927653	4.4292368146843E-9
ENSDART00000103987	PSMD6	0.89808982375218	0.89808982375218	7.46646912373144E-16
ENSDART00000159408	PSMD7	0.799672103454271	0.799672103454271	2.12973421073546E-10
ENSDART00000005431	PSMD8	0.621967559605453	0.621967559605453	1.09830811902428E-5
Q9WTV5	PSMD9	0.467338447093982	0.467338447093982	0.00180609969507328
ENSDART00000162528	PSME3	0.702366530946551	0.702366530946551	2.1690224588763E-7
Q1LZD9	PSPC1	0.764304146929358	0.764304146929358	3.8579051052852E-9
O82796	PSPH	-0.36797781836287	-0.36797781836287	0.0165029252239814
A1Z9A8	PTCD3	0.746635546555509	0.746635546555509	1.36828748964845E-8
ENST00000429896	PTCH1	-0.749538249750384	-0.749538249750384	1.11933936457477E-8
Q0EEE2	PTCHD3	-0.74958157334665	-0.74958157334665	1.1159664812841E-8
P60483	PTEN	-0.436286188314662	-0.436286188314662	0.0038720525728249
ENSDART00000184579	PTER	0.400934309698338	0.400934309698338	0.00850467090825236
ENSDART00000193169	PTGR1	0.526201308362815	0.526201308362815	3.44598696713043E-4
ENSDART00000193542	PTPA	-0.3560372313442	-0.3560372313442	0.0206590378924965
ENSDART00000062693	PTPN1	-0.645941318197617	-0.645941318197617	3.84014106076156E-6
Q62130	PTPN14	-0.348015912358094	-0.348015912358094	0.0239175133221916
Q62728	PTPN21	-0.476289390518487	-0.476289390518487	0.00143031298038844
P28191	PTPN4	-0.349897496627832	-0.349897496627832	0.0231170517411818
P16621	PTPRD	-0.398067333547475	-0.398067333547475	0.00903304956097568
Q64487	Ptprd	0.372293791715749	0.372293791715749	0.0151858671299467
P10586	PTPRF	0.311229859475312	0.311229859475312	0.0448279693193606
ENSDART00000092552	PTPRG	-0.651526703089732	-0.651526703089732	2.96679224907079E-6
ENSDART00000109144	PTPRN	-0.32077712855304	-0.32077712855304	0.0383378731336466
ENSDART00000083308	PTPRS	-0.395751523441456	-0.395751523441456	0.00948019519801981
Q8R2Y8	PTRH2	0.516487433459145	0.516487433459145	4.62500111601393E-4
Q94529	PUDP	0.549671483442267	0.549671483442267	1.62974428618874E-4
ENST00000526459	PUF60	-0.470358715195826	-0.470358715195826	0.00167055356996146
ENSDART00000168263	PUM1	-0.547346634832889	-0.547346634832889	1.75958794400987E-4
ENST00000361078	PUM2	-0.562101569204285	-0.562101569204285	1.07125733027881E-4
Q562C7	Pum3/RGD1308750	0.651763299230511	0.651763299230511	2.93420094810759E-6
Q9Y606	PUS1	0.314635539283574	0.314635539283574	0.0424176273000764
Q91VU7	PUS7	0.856126751900328	0.856126751900328	4.93990366653111E-13
ENSDART00000189215	PWP1	0.54198137575484	0.54198137575484	2.09563488065278E-4
ENSDART00000110270	Pwp2	0.405191505875188	0.405191505875188	0.00776918025861685
Q92626	PXDN	-0.77427050530059	-0.77427050530059	1.79804674311316E-9
ENSDART00000138049	PXMP2	0.366696867948075	0.366696867948075	0.0169119070189067
ENST00000405481	PYCR1	-0.659944171827617	-0.659944171827617	1.99078790360518E-6
ENST00000216962	PYGB	0.343256001268944	0.343256001268944	0.0260462245870673
P20742	PZP	0.329325427099554	0.329325427099554	0.0331988067224838
P09417	QDPR	0.446820675660819	0.446820675660819	0.00301296860619417
ENST00000540719	QKI	-0.375660382491536	-0.375660382491536	0.0142213388379424
Q8BJM3	R3HCC1L	-0.459772719123992	-0.459772719123992	0.00218918494664298
Q15032	R3HDM1	-0.530711724004411	-0.530711724004411	2.99678078532637E-4
ENSDART00000050971	RAB14	-0.455036941530243	-0.455036941530243	0.00246389841337202
ENST00000430445	RAB17	0.547971744673992	0.547971744673992	1.72378664229135E-4
ENSDART00000055810	RAB1B	-0.694972817152038	-0.694972817152038	3.27933730513872E-7
ENSDART00000019983	RAB23	-0.420738626108415	-0.420738626108415	0.00552891676792405
ENSDART00000055220	RAB30	-0.492590077844379	-0.492590077844379	9.19982069292036E-4
ENSDART00000140186	RAB38	0.317627029880356	0.317627029880356	0.0403883977969533
ENSDART00000181267	RAB3B	-0.411467202226726	-0.411467202226726	0.00678512306438542
ENSDART00000143805	RAB3D	-0.481687182876111	-0.481687182876111	0.00123881816739152
ENSDART00000170281	RAB3GAP1	-0.613120221264006	-0.613120221264006	1.58384905394558E-5
Q8TBN0	RAB3IL1	-0.30643167426872	-0.30643167426872	0.0484111762869841
ENSDART00000082517	RAB43	-0.307048035000258	-0.307048035000258	0.0479383367348805
ENSDART00000109304	RAB5IF	0.87311142211567	0.87311142211567	4.71715400433971E-14
ENSDART00000186863	RAB6A	-0.368915479190844	-0.368915479190844	0.0162088723684475
ENST00000485280	RAB7A	-0.650181556416358	-0.650181556416358	3.15851655896187E-6
Q9UI14	RABAC1	0.394669937306142	0.394669937306142	0.0096954517217109
ENSDART00000167821	RABGAP1	-0.333787062587113	-0.333787062587113	0.0307504966776562
O18973	RABGEF1	-0.361557435681134	-0.361557435681134	0.0186399039672456
ENSDART00000099248	RABGGTB	0.596988106339684	0.596988106339684	3.00300042822607E-5
ENSDART00000111019	RABL6	0.652978464695526	0.652978464695526	2.77195019769463E-6
ENSDART00000160116	RACGAP1	0.636949692449553	0.636949692449553	5.7553870618822E-6
ENSDART00000061001	RACK1	0.520694680262389	0.520694680262389	4.07596281355258E-4
ENSDART00000185939	RAD51	0.332642143490186	0.332642143490186	0.0313640764576527
Q924H5	RAD51C	-0.382343922514891	-0.382343922514891	0.0124598131604686
ENST00000632792	RALGAPB	-0.43941657965729	-0.43941657965729	0.00359684825601348
ENSDART00000098840	RALGPS1	-0.373852384108738	-0.373852384108738	0.0147326579442103
ENSDART00000128717	RAN	0.883557654954473	0.883557654954473	9.35185788767317E-15
ENST00000418705	RANBP1	0.518495278122808	0.518495278122808	4.35521019630393E-4
ENSDART00000089507	RANBP10	-0.767930863500598	-0.767930863500598	2.93491735007959E-9
ENSDART00000086608	RANBP9	-0.500884022937223	-0.500884022937223	7.28748818571245E-4
ENSDART00000075274	RAP1GAP	-0.424193070756725	-0.424193070756725	0.00511541894758876
Q13905	RAPGEF1	-0.374276956386086	-0.374276956386086	0.0146112060024783
ENSDART00000180973	RAPGEF2	-0.553636564828814	-0.553636564828814	1.42814339597292E-4
ENSDART00000130626	RARS1	0.734091920712729	0.734091920712729	3.16273104884377E-8
Q0P5H7	RARS2	0.476044828453869	0.476044828453869	0.00143957878361391
ENSDART00000052666	RASAL2	-0.603374316139406	-0.603374316139406	2.34084758614162E-5
Q96D21	RASD2	-0.453852542277051	-0.453852542277051	0.00253717205286752
Q22744	RASSF1	-0.414604875243835	-0.414604875243835	0.00633488232363516
Q9HCJ3	RAVER2	-0.356628957458837	-0.356628957458837	0.0204341836206367
ENSDART00000061775	RBBP5	-0.411189308120129	-0.411189308120129	0.00682630047743409
ENSDART00000081335	RBBP7	0.86484500522997	0.86484500522997	1.53933783495746E-13
ENSDART00000181448	RBL2	0.331256077132501	0.331256077132501	0.0321203720215333
ENST00000399300	RBM12B	0.454004819457587	0.454004819457587	0.00252764523333832
Q8JZX4	RBM17	0.629940111006979	0.629940111006979	7.8202114746597E-6
ENSDART00000003983	RBM22	0.361701857238536	0.361701857238536	0.0185893924334064
Q8C5L7	RBM34	0.318508723152004	0.318508723152004	0.0398056576879274
ENSDART00000187740	RBM46	0.518301738195058	0.518301738195058	4.38058631817168E-4
ENSDART00000157621	RBM5	-0.333419841234091	-0.333419841234091	0.0309462070469654
ENSDART00000018253	RBM8A	0.900407382853636	0.900407382853636	4.817825125588E-16
ENSDART00000180359	RBMS2	0.349839516779589	0.349839516779589	0.0231413790352134
ENSDART00000092580	RBPJ	0.363891856947755	0.363891856947755	0.017837443063636
ENSDART00000055432	RBX1	0.677941831680431	0.677941831680431	8.12434710244539E-7
Q4VGL6	RC3H1	0.511732910794841	0.511732910794841	5.32456183229229E-4
ENSDART00000170713	RCC2	0.717964016715477	0.717964016715477	8.69389416865056E-8
ENST00000557331	RDH11	0.594313206161263	0.594313206161263	3.32801549770839E-5
Q8BYK4	RDH12	-0.317760214609192	-0.317760214609192	0.0402999281914093
ENST00000610356	RDH13	0.592935825103908	0.592935825103908	3.50761457190584E-5
Q6AYJ1	RECQL	0.50054654632642	0.50054654632642	7.35776074899684E-4
A0A1B0GV85	REELD1	-0.540018978254652	-0.540018978254652	2.23233973337843E-4
ENSDART00000139237	RET	-0.345998304771149	-0.345998304771149	0.0248013940906203
ENSDART00000102690	RETSAT	0.324434174533975	0.324434174533975	0.0360649434589993
Q17Q97	REX1BD	0.729394578280733	0.729394578280733	4.27722757311701E-8
ENSDART00000193767	REXO4	0.340380366693379	0.340380366693379	0.0274069341013005
ENSDART00000122513	RFC2	0.63159676881498	0.63159676881498	7.27859560427631E-6
ENSDART00000078373	RFC3	0.48812681545169	0.48812681545169	0.00104038903240358
ENSDART00000141641	RGD1563307	0.937734055219192	0.937734055219192	5.69643837763115E-20
Q92546	RGP1	0.549838420394256	0.549838420394256	1.62076304298365E-4
O14924	RGS12	-0.697494518146745	-0.697494518146745	2.8520603422624E-7
Q9Z2H2	RGS6	-0.480154184419204	-0.480154184419204	0.00129074159070335
Q19821	RHBDL2	0.529985762962343	0.529985762962343	3.06531824629555E-4
ENST00000649642	RHCG	-0.497491264415398	-0.497491264415398	8.0220255922747E-4
ENST00000523918	RHOBTB2	-0.670986902583714	-0.670986902583714	1.15704889534547E-6
ENSDART00000090528	RHOC	0.386109719160119	0.386109719160119	0.0115517725012889
Q6PR54	RIF1	0.660676827303678	0.660676827303678	1.92171134793559E-6
ENSDART00000188965	RIMBP2	-0.448465809362196	-0.448465809362196	0.00289514860371373
ENST00000414192	RIMS1	-0.722162576495759	-0.722162576495759	6.72697001594197E-8
Q9UQ26	RIMS2	-0.536003228368826	-0.536003228368826	2.53745578121758E-4
A3KP59	RIOX1	0.508771820843391	0.508771820843391	5.80675193898732E-4
Q5F3L9	RIPOR2	-0.516206348054092	-0.516206348054092	4.66394270102679E-4
E1C1U1	RLBP1	-0.391893047701334	-0.391893047701334	0.0102673855312999
ENST00000349225	RLIM	-0.50640349400351	-0.50640349400351	6.2201571223004E-4
ENSDART00000128744	RMND5B	-0.607979408666793	-0.607979408666793	1.94942186575212E-5
Q5XI59	RNF10	-0.307087921076735	-0.307087921076735	0.0479078672828633
ENST00000432850	RNF144A	-0.7087597215651	-0.7087597215651	1.50182808930204E-7
ENSDART00000054835	RNF175	0.313017192117467	0.313017192117467	0.0435495103124688
ENSDART00000046781	RNF185	-0.328020577101749	-0.328020577101749	0.0339444193327199
ENSDART00000187760	RNF2	0.340051395582895	0.340051395582895	0.0275662906106165
ENST00000377939	RNF207	-0.396919723630836	-0.396919723630836	0.0092523176282815
Q9DCB3	RNF227	0.535471445927292	0.535471445927292	2.58056071608699E-4
ENST00000493683	RNF40	0.790547894952482	0.790547894952482	4.73885498233415E-10
ENSDART00000184728	RNF41	0.377913465993744	0.377913465993744	0.0136052888535803
O55236	RNGTT	0.544135292121377	0.544135292121377	1.9543266570871E-4
Q9VJQ4	RNMT	0.577285128415858	0.577285128415858	6.2692473892674E-5
F1Q8J0	RNPC3	-0.394108973457758	-0.394108973457758	0.00980873483127764
Q9Y6N7	ROBO1	-0.356329702493227	-0.356329702493227	0.0205476417481354
Q7TPD3	ROBO2	0.579980247296884	0.579980247296884	5.68464687082413E-5
Q9VVE2	ROGDI	0.308837078241422	0.308837078241422	0.0465869829730989
ENSDART00000121449	RORA	-0.497934099481541	-0.497934099481541	7.92254608319045E-4
ENST00000380361	RP11-2C24.9	0.719779514249863	0.719779514249863	7.78557507196301E-8
ENST00000512854	RP11_404K52	0.397495501132703	0.397495501132703	0.0091417424651422
ENST00000620151	RP13-347D8.7	0.509024071159612	0.509024071159612	5.76420296008215E-4
ENSDART00000032880	RPA1	0.517189013167455	0.517189013167455	4.52907354318589E-4
ENST00000645032	RPGR	-0.640805104238419	-0.640805104238419	4.84639570917649E-6
ENSDART00000169995	RPIA	0.79483006510962	0.79483006510962	3.2720653736149E-10
ENSDART00000183669	RPL10A	0.707107148707723	0.707107148707723	1.65306294049695E-7
ENSDART00000063870	RPL11	0.525563395248538	0.525563395248538	3.51418293924174E-4
ENSDART00000181118	RPL12	0.551751171073451	0.551751171073451	1.52100439937763E-4
ENSDART00000176368	RPL13	0.632999134208593	0.632999134208593	6.84729191384354E-6
ENST00000488281	RPL13AP2	0.544146754077772	0.544146754077772	1.95359829600953E-4
ENSDART00000034837	RPL15	0.612312759901694	0.612312759901694	1.63676007825476E-5
ENSDART00000187931	RPL17-C18orf32	0.540638209009765	0.540638209009765	2.18835822243147E-4
ENSDART00000191876	RPL18	0.650862234746214	0.650862234746214	3.06011637152973E-6
ENSDART00000030215	RPL18A	0.544487298167011	0.544487298167011	1.93206963999764E-4
ENSDART00000121728	RPL19	0.611643665441346	0.611643665441346	1.68182554355339E-5
ENSDART00000178274	RPL21	0.568387932355349	0.568387932355349	8.60877114091639E-5
ENSDART00000075495	RPL23	0.555515218665096	0.555515218665096	1.34074919796808E-4
ENSDART00000193273	Rpl23a	0.571103168995506	0.571103168995506	7.82222531745692E-5
ENSDART00000167898	RPL24	0.626228419886746	0.626228419886746	9.17068548630507E-6
ENST00000453533	RPL26P30	0.493230060440542	0.493230060440542	9.03775834050371E-4
ENSDART00000020311	RPL27	0.482657950551171	0.482657950551171	0.00120690482071792
P46779	RPL28	0.549152126336937	0.549152126336937	1.65797440311178E-4
ENSDART00000186457	RPL3	0.470564748036542	0.470564748036542	0.00166164386611155
ENST00000520998	RPL30	0.401255659355646	0.401255659355646	0.00844713759552109
ENST00000496160	RPL31P61	0.624161709753377	0.624161709753377	1.00123659362625E-5
ENSDART00000181594	RPL32	0.619737825845136	0.619737825845136	1.20573376715028E-5
ENSDART00000009241	RPL35	0.540070318812181	0.540070318812181	2.22866312486208E-4
P18077	RPL35A	0.547778660417834	0.547778660417834	1.73477403180761E-4
ENSDART00000145377	RPL38	0.534086177166714	0.534086177166714	2.69596320723729E-4
ENSDART00000146274	RPL39	0.562921912103061	0.562921912103061	1.04138520160377E-4
ENSDART00000127695	RPL5	0.500946487989656	0.500946487989656	7.27454706112133E-4
ENST00000583065	RPL6P27	0.502216086624515	0.502216086624515	7.01592865375943E-4
ENSDART00000019149	RPL7	0.525500915794161	0.525500915794161	3.52092710359616E-4
ENSDART00000006948	RPL8	0.549048015992346	0.549048015992346	1.66368633750732E-4
ENSDART00000187813	RPL9	0.459783029047254	0.459783029047254	0.00218861761739174
ENSDART00000073462	RPLP0	0.448060266819311	0.448060266819311	0.00292381047589006
ENSDART00000082409	RPN1	0.820900407775554	0.820900407775554	2.79670645767695E-11
ENSDART00000164283	RPS10-NUDT3	0.538122211252524	0.538122211252524	2.37206793911366E-4
ENSDART00000075028	RPS11	0.490081187921561	0.490081187921561	9.86039968869526E-4
ENSDART00000187214	RPS12	0.597304175741645	0.597304175741645	2.96657606358267E-5
ENSDART00000187620	RPS13	0.462620719543241	0.462620719543241	0.00203730608272247
ENST00000585665	RPS15	0.543695236353177	0.543695236353177	1.9824765897105E-4
ENSDART00000172555	RPS15A	0.601686201553268	0.601686201553268	2.50147285516361E-5
ENSDART00000153983	RPS17	0.603151463721707	0.603151463721707	2.36149749553637E-5
ENSDART00000168004	RPS18	0.471056763268702	0.471056763268702	0.00164053694749866
ENSDART00000110842	RPS2	0.541606537816553	0.541606537816553	2.12114763415963E-4
ENSDART00000139870	RPS21	0.384617137445747	0.384617137445747	0.0119046823880193
ENSDART00000141945	RPS24	0.561800049136011	0.561800049136011	1.08243080140966E-4
ENSDART00000127198	RPS26	0.540664255150402	0.540664255150402	2.18652552687647E-4
ENSDART00000182928	RPS27A	0.489953599446927	0.489953599446927	9.89509373396052E-4
ENSDART00000162657	RPS3	0.59313170572255	0.59313170572255	3.48154511157621E-5
ENSDART00000188228	Rps3a1	0.647420025011172	0.647420025011172	3.58839582700334E-6
ENSDART00000128917	RPS4X	0.617436940634414	0.617436940634414	1.3266179649354E-5
ENSDART00000146054	RPS5	0.581720120438512	0.581720120438512	5.33408239043923E-5
ENSDART00000023336	RPS6	0.573698108483754	0.573698108483754	7.13214112654044E-5
ENST00000489824	RPS6KB1	0.316779215517721	0.316779215517721	0.0409552889926725
ENSDART00000190737	RPS7	0.610180510068523	0.610180510068523	1.78435919988485E-5
ENSDART00000080014	RPS8	0.544127735937076	0.544127735937076	1.95480695624799E-4
ENSDART00000129698	RPS9	0.593061376606663	0.593061376606663	3.49088469064259E-5
ENSDART00000189664	RPSA	0.513230746071802	0.513230746071802	5.09458542351428E-4
P97347	RPTN	-0.496800752490293	-0.496800752490293	8.17936844032627E-4
ENSDART00000183204	RRAGA	0.392186620697171	0.392186620697171	0.0102055865293874
ENSDART00000012091	RRM1	0.771445086594632	0.771445086594632	2.24116104782845E-9
ENSDART00000165841	RRM2	0.830646902981318	0.830646902981318	1.00507884273731E-11
Q6P5B0	RRP12	0.389122265457822	0.389122265457822	0.0108666018781195
ENSDART00000158082	RSBN1	-0.462131255562851	-0.462131255562851	0.00206272721994597
ENSDART00000104717	RSL24D1	0.3129283770169	0.3129283770169	0.0436123315474602
ENSDART00000159034	RSU1	0.368018478566045	0.368018478566045	0.0164900812654903
ENSDART00000168167	RTCB	0.552900085112147	0.552900085112147	1.46378819826719E-4
ENST00000474911	RTN1	0.424055070637065	0.424055070637065	0.00513140693806328
Q7T3C7	RTN4IP1	0.613592846162075	0.613592846162075	1.55361076416636E-5
Q92622	RUBCN	-0.309359328552743	-0.309359328552743	0.0461983696228766
ENSDART00000039973	RUFY3	-0.525151850421562	-0.525151850421562	3.55882053030418E-4
ENST00000399916	RUNX3	-0.394909008151075	-0.394909008151075	0.00964751476767261
Q8N2Y8	RUSC2	-0.428977645620368	-0.428977645620368	0.00458721885880667
ENSDART00000011931	RUVBL1	0.830933896777892	0.830933896777892	9.7429294119904E-12
