Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Role of NFAT in Cardiac Hypertrophy	0.00E+00	-1	3.57E-01	"ADCY1,ADCY8,CACNA1A,CACNA1B,CACNA1D,CACNA1G,CACNA2D4,CALM1 (includes others),CAMK2D,GSK3B,GUCY1A1,HDAC2,HDAC7,MAP2K1,MAP2K6,MRAS,PLCB1,PLCB3,PLCD3,PLCG1,PLCZ1,PPP3CA,PRKAR1A,PRKAR2A,PRKAR2B,PRKCE,RAP1A,RASD2,SOS1,TGFBR1"
Role of NFAT in Regulation of the Immune Response	0.00E+00	-0.277350098	3.27E-01	"CALM1 (includes others),CSNK1D,GNA11,GSK3B,IPO5,KPNA2,KPNA4,KPNB1,MAP2K1,MRAS,PLCB1,PLCB3,PLCG1,PPP3CA,RAP1A,RASD2,SOS1,ZAP70"
Role of OCT4 in Mammalian Embryonic Stem Cell Pluripotency	0.00E+00		3.75E-01	"NR5A1,NR5A2,PARP1,PHB,SOX2,Tdh"
"Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis"	0.00E+00		1.96E-01	"ALPL,CALM1 (includes others),CSNK1D,FZD4,GSK3B,LRP5,LRP6,MAP2K6,PPP3CA,WNT4,WNT5B"
Role of PI3K/AKT Signaling in the Pathogenesis of Influenza	0.00E+00		1.33E-01	"GSK3B,MAP2K1"
Role of PKR in Interferon Induction and Antiviral Response	0.00E+00	-0.447213595	2.73E-01	"CYC1,DNAJC3,EIF2S1,MAP2K6,NLRP10,NLRP12,NLRP7,TARBP2,TLR3"
Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	0.00E+00		1.50E-01	"EIF2S1,PRKCE,TLR3"
Role of Tissue Factor in Cancer	0.00E+00		3.18E-01	"ARRB2,BLK,CCN1,EGFR,GNA11,ITGAV,MRAS,P4HB,PAK1,PLCB1,PTEN,RAP1A,RASD2,STAT5B"
Role of WNT/GSK-3β Signaling in the Pathogenesis of Influenza	0.00E+00	-1	2.38E-01	"CSNK1D,FZD4,GSK3B,WNT4,WNT5B"
Role of p14/p19ARF in Tumor Suppression	0.00E+00		1.11E-01	SF3A1
SAPK/JNK Signaling	0.00E+00	-0.447213595	1.62E-01	"DAXX,MRAS,RAP1A,RASD2,SOS1,TAB1"
SPINK1 General Cancer Pathway	0.00E+00	0	2.94E-01	"EGFR,MAP2K1,MRAS,RAP1A,RASD2"
STAT3 Pathway	0.00E+00	-1.133893419	2.58E-01	"EGFR,FGFR1,MAP2K1,MRAS,NDUFA13,RAP1A,RASD2,TGFBR1"
Salvage Pathways of Pyrimidine Ribonucleotides	0.00E+00	1.154700538	3.24E-01	"AK1,CDK1,CDK8,CSNK1D,MAP2K1,MAP2K6,NME1,PAK1,PKN1,PLK1,PRKCE,UPRT"
Semaphorin Signaling in Neurons	0.00E+00		3.00E-01	"Cdc42,PAK1,PLXNA1,PLXNA2,PLXNB1,RHOC"
Senescence Pathway	0.00E+00	0	3.33E-01	"ANAPC1,ANAPC2,CACNA1A,CACNA1B,CACNA1D,CACNA2D4,CALM1 (includes others),CAPN2,CAPN7,CAT,CCNB2,CCNB3,CDC16,CDK1,CHEK1,DHCR24,DLAT,DLD,ETS1,ITSN2,MAP2K1,MAP2K6,MRAS,NF1,PARP1,PDHA1,PDHX,PPP2R2A,PPP2R3A,PPP3CA,PTEN,RAP1A,RASD2,RNF2,SIRT1,SOD2,TGFBR1"
Serotonin Degradation	0.00E+00	2.236067977	2.50E-01	"ADH5,ALDH2,ALDH3A2,ALDH4A1,SULT1B1"
Serotonin Receptor Signaling	0.00E+00		2.50E-01	"ADCY1,ADCY8,GUCY1A1,HTR1A"
Signaling by Rho Family GTPases	0.00E+00	1.341640786	2.94E-01	"ACTC1,ACTG1,ARPC1B,ARPC3,ARPC4,BAIAP2,Cdc42,CDH11,CIT,CLIP1,GNA11,ITGA8,ITGAV,MAP2K1,MRAS,MYL1,MYL9,PAK1,PI4KA,PIP4K2A,PIP5K1C,PKN1,RHOC,SEPTIN12,SEPTIN7"
Small Cell Lung Cancer Signaling	0.00E+00		1.88E-01	"CYC1,HDAC2,HDAC7,NOS1,PTEN,RXRA"
Sphingosine-1-phosphate Signaling	0.00E+00	0	2.79E-01	"ADCY1,ADCY8,Cdc42,GUCY1A1,PLCB1,PLCB3,PLCD3,PLCG1,PLCZ1,RHOC,SMPD1,SMPD2"
Stearate Biosynthesis I (Animals)	0.00E+00		1.67E-01	"DHCR24,ELOVL1,PTGR1,TECR"
Sumoylation Pathway	0.00E+00	0	3.71E-01	"Cdc42,DAXX,ETS1,HDAC2,PCNA,RAN,RANGAP1,RFC2,RHOC,SIRT1,TDG,UBA2,UBE2I"
Superpathway of Inositol Phosphate Compounds	0.00E+00	0	3.23E-01	"ALPL,ENPP1,FIG4,INPP5F,IP6K2,OCRL,PGAM5,PI4KA,PIP4K2A,PIP5K1C,PLCB1,PLCB3,PLCD3,PLCG1,PLCZ1,PPP1CC,PPP1R7,PPP2R2A,PPP2R3A,PPP3CA,PPP4R1,PPP5C,PPTC7,PRUNE1,PTEN,PTPN13,SACM1L,SET,SSH3,WBP11"
Superpathway of Melatonin Degradation	0.00E+00		5.26E-02	SULT1B1
Superpathway of Serine and Glycine Biosynthesis I	0.00E+00		2.50E-01	PSAT1
Systemic Lupus Erythematosus In B Cell Signaling Pathway	0.00E+00	1.212678125	3.40E-01	"CALM1 (includes others),CD22,FOXO6,GSK3B,INPP5F,IRAK4,MAP2K1,MRAS,OCRL,PIK3AP1,PLAAT4,PPP3CA,PRKCE,RAP1A,RASD2,SOS1,TLR3"
Systemic Lupus Erythematosus In T Cell Signaling Pathway	0.00E+00	0	2.54E-01	"Cdc42,DNMT1,MAP2K1,MAP2K6,MLST8,MRAS,NOS1,NOS2,PLCG1,PPP2R2A,PPP2R3A,PPP3CA,RAP1A,RASD2,RHOC,SOS1"
Systemic Lupus Erythematosus Signaling	0.00E+00		3.67E-01	"CD22,LSM7,MRAS,PLCG1,PRPF3,PRPF38B,PRPF40A,RAP1A,RASD2,SNRNP25,SNRNP40,SNRNP70,SNRPA1,SNRPD1,SNRPD2,SNRPN,SOS1,ZMAT5"
T Cell Exhaustion Signaling Pathway	0.00E+00	0.447213595	2.00E-01	"MRAS,PLCG1,PPP2R2A,PPP2R3A,RAP1A,RASD2,TGFBR1,ZAP70"
T Cell Receptor Signaling	0.00E+00	0.301511345	2.40E-01	"CALM1 (includes others),GSK3B,MAP2K1,MAP2K6,MLST8,MRAS,PLCG1,PPP3CA,RAP1A,RASD2,SOS1,ZAP70"
T Helper Cell Differentiation	0.00E+00		2.50E-01	TGFBR1
TEC Kinase Signaling	0.00E+00	0.632455532	2.69E-01	"ACTC1,ACTG1,BLK,Cdc42,GNA11,ITGA8,ITGAV,MRAS,PAK1,PLCG1,PRKCE,RHOC,STAT5B,TXK"
TGF-β Signaling	0.00E+00	0.377964473	2.81E-01	"MAP2K1,MAP2K6,MRAS,RAP1A,RASD2,SOS1,TAB1,TGFBR1,ZNF423"
TNFR1 Signaling	0.00E+00		8.33E-02	PAK1
TR/RXR Activation	0.00E+00		2.14E-01	"ATP2A1,ENO1,RAB3B,RXRA,SLC16A3,TBL1Y"
Telomerase Signaling	0.00E+00	-0.707106781	2.93E-01	"EGFR,ETS1,HDAC2,HDAC7,MAP2K1,MRAS,PPP2R2A,PPP2R3A,RAP1A,RASD2,SOS1,TERF2"
Telomere Extension by Telomerase	0.00E+00		3.33E-01	"TERF2,TNKS,XRCC6"
Th1 Pathway	0.00E+00		4.76E-02	MAP2K6
Th1 and Th2 Activation Pathway	0.00E+00		1.33E-01	"CHD4,MAP2K6,STAT5B,TGFBR1"
Th17 Activation Pathway	0.00E+00		2.00E-01	"IRAK4,RORA"
Th2 Pathway	0.00E+00		1.03E-01	"CHD4,STAT5B,TGFBR1"
The Visual Cycle	0.00E+00		1.25E-01	RDH13
Thioredoxin Pathway	0.00E+00		3.33E-01	TXNRD3
Thrombin Signaling	0.00E+00	0.242535625	3.25E-01	"ADCY1,ADCY8,ARHGEF25,CAMK2D,Cdc42,EGFR,GATA2,GNA11,GUCY1A1,MAP2K1,MPRIP,MRAS,MYL1,MYL9,PLCB1,PLCB3,PLCD3,PLCG1,PLCZ1,PRKCE,RAP1A,RASD2,RHOC,SOS1,TBP"
Thrombopoietin Signaling	0.00E+00	0.377964473	3.33E-01	"MAP2K1,MRAS,PLCG1,PRKCE,RAP1A,RASD2,SOS1,STAT5B"
Thyroid Cancer Signaling	0.00E+00	0.377964473	3.18E-01	"GSK3B,MAP2K1,MRAS,PTEN,RAP1A,RASD2,RET"
Thyroid Hormone Metabolism II (via Conjugation and/or Degradation)	0.00E+00		1.00E-01	SULT1B1
Transcriptional Regulatory Network in Embryonic Stem Cells	0.00E+00		2.67E-01	"ISL1,SET,SMARCAD1,SOX2"
Triacylglycerol Biosynthesis	0.00E+00		1.58E-01	"ELOVL1,LPIN3,MBOAT1"
Triacylglycerol Degradation	0.00E+00	-0.447213595	3.16E-01	"AARS1,ALDH2,DAGLA,NDST1,PPME1,PRDX6"
"Tryptophan Degradation X (Mammalian, via Tryptamine)"	0.00E+00		3.75E-01	"ALDH2,ALDH3A2,ALDH4A1"
Tumor Microenvironment Pathway	0.00E+00	-0.377964473	2.19E-01	"CSPG4,FOXO6,MAP2K1,MRAS,NOS2,RAP1A,RASD2"
Tumoricidal Function of Hepatic Natural Killer Cells	0.00E+00		3.33E-01	"ENDOG,M6PR"
Type I Diabetes Mellitus Signaling	0.00E+00		2.35E-01	"CYC1,GAD1,MAP2K6,NOS2"
Type II Diabetes Mellitus Signaling	0.00E+00		2.50E-01	"ADIPOR1,CACNA1A,CACNA1B,CACNA1D,CACNA1G,CACNA2D4,NSMAF,PRKAB2,PRKCE,SMPD1,SMPD2"
Tyrosine Degradation I	0.00E+00		3.33E-01	TAT
UDP-N-acetyl-D-galactosamine Biosynthesis II	0.00E+00		3.33E-01	"GALE,GNPDA2"
UDP-N-acetyl-D-glucosamine Biosynthesis II	0.00E+00		3.33E-01	GFPT1
UVA-Induced MAPK Signaling	0.00E+00	-1.666666667	3.49E-01	"EGFR,MRAS,PARP1,PARP3,PLCB1,PLCB3,PLCD3,PLCG1,PLCZ1,RAP1A,RASD2,RPS6KC1,SMPD1,SMPD2,TNKS"
UVB-Induced MAPK Signaling	0.00E+00		1.58E-01	"EGFR,MAP2K1,PRKCE"
Unfolded protein response	0.00E+00	1.632993162	2.95E-01	"CANX,CEBPZ,DNAJA3,DNAJB9,DNAJC1,DNAJC13,DNAJC19,DNAJC21,DNAJC3,EDEM1,EIF2A,P4HB,VCP"
Urate Biosynthesis/Inosine 5'-phosphate Degradation	0.00E+00		3.33E-01	"NT5C3B,PNP"
Uridine-5'-phosphate Biosynthesis	0.00E+00		3.33E-01	CAD
VDR/RXR Activation	0.00E+00		2.00E-01	"CCNC,LRP5,PRKCE,RXRA"
VEGF Family Ligand-Receptor Interactions	0.00E+00	0.377964473	3.08E-01	"MAP2K1,MRAS,PLA2G3,PLCG1,PRKCE,RAP1A,RASD2,SOS1"
VEGF Signaling	0.00E+00	0.377964473	3.16E-01	"ACTC1,ACTG1,EIF1AX,EIF2B1,EIF2B2,EIF2S1,MAP2K1,MRAS,PLCG1,RAP1A,RASD2,SOS1"
Virus Entry via Endocytic Pathways	0.00E+00		3.25E-01	"ACTC1,ACTG1,AP1G1,AP2A1,AP2M1,CLTC,FLNA,FLNC,MRAS,PLCG1,PRKCE,RAP1A,RASD2"
WNT/Ca+ pathway	0.00E+00	-1.666666667	3.60E-01	"FZD4,GSK3B,PLCB1,PLCB3,PLCD3,PLCG1,PLCZ1,PPP3CA,WNT5B"
WNT/β-catenin Signaling	0.00E+00	-0.727606875	3.39E-01	"CSNK1D,CSNK2B,FZD4,GSK3B,LRP5,LRP6,NLK,NR5A2,PPP2R2A,PPP2R3A,RPS27A,RUVBL2,SOX2,SOX6,SOX8,TAB1,TGFBR1,UBA52,WNT4,WNT5B"
Wound Healing Signaling Pathway	0.00E+00	-1.154700538	2.79E-01	"COL11A2,EGFR,KRT17,LAMA1,MAP2K1,MAP2K6,MRAS,RAP1A,RASD2,SOS1,TGFBR1,TRPA1"
Xenobiotic Metabolism AHR Signaling Pathway	0.00E+00	1.897366596	3.45E-01	"ALDH2,ALDH3A2,ALDH4A1,ALDH6A1,ANKRA2,GSTK1,GSTM4,GSTM5,GSTO1,MGST3"
Xenobiotic Metabolism General Signaling Pathway	0.00E+00	0.5	3.33E-01	"CUL3,GSTK1,GSTM4,GSTM5,GSTO1,MAP2K1,MAP2K6,MAP3K15,MGST3,MRAS,NR1I2,PRKCE,RAP1A,RASD2,RBX1,RXRA"
Xenobiotic Metabolism Signaling	0.00E+00		3.65E-01	"ABCC2,ALDH2,ALDH3A2,ALDH4A1,ALDH6A1,ANKRA2,CAMK2D,CAT,CHST10,CHST11,CHST13,CHST4,CUL3,ESD,GSTK1,GSTM4,GSTM5,GSTO1,HS2ST1,MAP2K1,MAP2K6,MAP3K15,MGST3,MRAS,NDST1,NOS2,NR1I2,PPP2R2A,PPP2R3A,PRKCE,RAP1A,RASD2,RBX1,RXRA,SNW1,SULT1B1,SULT1E1,SULT2B1"
dTMP De Novo Biosynthesis	0.00E+00		3.33E-01	TYMS
eNOS Signaling	0.00E+00	-1.386750491	2.93E-01	"ADCY1,ADCY8,CALM1 (includes others),CCNA2,CHRNA7,CHRNA9,CHRNB2,CNGA3,CNGB3,GUCY1A1,PLCG1,PRKAB2,PRKAR1A,PRKAR2A,PRKAR2B,PRKCE,PRKG1"
fMLP Signaling in Neutrophils	0.00E+00	1.507556723	2.83E-01	"ARPC1B,ARPC3,ARPC4,CALM1 (includes others),GNA11,MAP2K1,MRAS,PLCB1,PLCB3,PPP3CA,PRKCE,RAP1A,RASD2"
p38 MAPK Signaling	0.00E+00	0.816496581	3.33E-01	"DAXX,IRAK4,MAP2K6,PLA2G3,RPS6KC1,SRF,TAB1,TGFBR1"
p53 Signaling	0.00E+00	-1.133893419	2.73E-01	"CHEK1,COQ8A,CSNK1D,GSK3B,PCNA,PTEN,SCO2,SIRT1,TOPBP1"
p70S6K Signaling	0.00E+00	-0.25819889	3.54E-01	"EEF2,EGFR,MAP2K1,MRAS,PLCB1,PLCB3,PLCD3,PLCG1,PLCZ1,PPP2R2A,PPP2R3A,PRKCE,RAP1A,RASD2,RPS6,SOS1,YWHAB"
tRNA Splicing	0.00E+00	0.447213595	2.73E-01	"APEX1,ENPP1,PDE10A,PDE12,PDE8A,TSEN2"
α-Adrenergic Signaling	0.00E+00	1.133893419	3.57E-01	"ADCY1,ADCY8,CALM1 (includes others),GNA11,GUCY1A1,MAP2K1,MRAS,PLCG1,PRKAR1A,PRKAR2A,PRKAR2B,PRKCE,PYGB,RAP1A,RASD2"
1D-myo-inositol Hexakisphosphate Biosynthesis II (Mammalian)	1.89E-01		4.00E-01	"INPP5F,OCRL"
Embryonic Stem Cell Differentiation into Cardiac Lineages	1.89E-01		4.00E-01	"ISL1,SOX2"
Folate Transformations I	1.89E-01		4.00E-01	"MTHFR,MTR"
Glucose and Glucose-1-phosphate Degradation	1.89E-01		4.00E-01	"PGM1,RGN"
Glycine Cleavage Complex	1.89E-01		4.00E-01	"DLD,GLDC"
Phosphatidylethanolamine Biosynthesis II	1.89E-01		4.00E-01	"CEPT1,SELENOI"
Tryptophan Degradation to 2-amino-3-carboxymuconate Semialdehyde	1.89E-01		4.00E-01	"AFMID,KMO"
Arginine Degradation VI (Arginase 2 Pathway)	2.02E-01		5.00E-01	ARG2
Biotin-carboxyl Carrier Protein Assembly	2.02E-01		5.00E-01	HLCS
CMP-N-acetylneuraminate Biosynthesis I (Eukaryotes)	2.02E-01		5.00E-01	NAGK
Ceramide Biosynthesis	2.02E-01		5.00E-01	SPTLC3
Cysteine Biosynthesis/Homocysteine Degradation	2.02E-01		5.00E-01	CTH
GDP-L-fucose Biosynthesis I (from GDP-D-mannose)	2.02E-01		5.00E-01	GFUS
Inositol Pyrophosphates Biosynthesis	2.02E-01		5.00E-01	IP6K2
L-cysteine Degradation I	2.02E-01		5.00E-01	GOT2
Methionine Salvage II (Mammalian)	2.02E-01		5.00E-01	MTR
N-acetylglucosamine Degradation I	2.02E-01		5.00E-01	GNPDA2
NAD Biosynthesis from 2-amino-3-carboxymuconate Semialdehyde	2.02E-01		5.00E-01	NADSYN1
Oleate Biosynthesis II (Animals)	2.02E-01		5.00E-01	ALDH6A1
Oxidized GTP and dGTP Detoxification	2.02E-01		5.00E-01	RUVBL2
Phenylalanine Degradation I (Aerobic)	2.02E-01		5.00E-01	PAH
Proline Degradation	2.02E-01		5.00E-01	ALDH4A1
S-adenosyl-L-methionine Biosynthesis	2.02E-01		5.00E-01	MAT1A
Serine Biosynthesis	2.02E-01		5.00E-01	PSAT1
β-alanine Degradation I	2.02E-01		5.00E-01	ALDH6A1
Ethanol Degradation II	2.26E-01	2	4.00E-01	"ADH5,ALDH2,ALDH3A2,ALDH4A1"
Methionine Degradation I (to Homocysteine)	2.26E-01	1	4.00E-01	"EHMT1,MAT1A,PRMT1,PRMT5"
Noradrenaline and Adrenaline Degradation	2.26E-01	2	4.00E-01	"ADH5,ALDH2,ALDH3A2,ALDH4A1"
Purine Nucleotides Degradation II (Aerobic)	2.26E-01		4.00E-01	"ADA2,ADARB2,NT5C3B,PNP"
Heme Biosynthesis II	2.52E-01		4.29E-01	"ALAD,ALAS1,FECH"
Leukotriene Biosynthesis	2.52E-01		4.29E-01	"DPEP1,GSTM4,MGST3"
NAD biosynthesis II (from tryptophan)	2.52E-01		4.29E-01	"AFMID,KMO,NADSYN1"
Putrescine Degradation III	2.52E-01		4.29E-01	"ALDH2,ALDH3A2,ALDH4A1"
Nitric Oxide Signaling in the Cardiovascular System	2.59E-01	-1.386750491	3.91E-01	"ARG2,ATP2A1,CACNA1A,CACNA1B,CACNA1D,CACNA2D4,CALM1 (includes others),GUCY1A1,GUCY2C,GUCY2D,MAP2K1,NPR1,NPR2,PRKAR1A,PRKAR2A,PRKAR2B,PRKCE,PRKG1"
UVC-Induced MAPK Signaling	2.60E-01	0.377964473	4.00E-01	"EGFR,MAP2K1,MRAS,PRKCE,RAP1A,RASD2,SMPD1,SMPD2"
CCR5 Signaling in Macrophages	2.70E-01	1	4.00E-01	"CACNA1A,CACNA1B,CACNA1D,CACNA1G,CACNA2D4,CALM1 (includes others),GNA11,MRAS,PLCG1,PRKCE"
Cysteine Biosynthesis III (mammalia)	2.72E-01	1.341640786	4.17E-01	"CTH,EHMT1,MAT1A,PRMT1,PRMT5"
Synaptogenesis Signaling Pathway	2.77E-01	-2.428571429	3.91E-01	"ADCY1,ADCY8,AFDN,AP2A1,AP2M1,ARPC1B,ARPC3,ARPC4,CACNA1B,CALM1 (includes others),CAMK2D,CDH11,EPHB1,GRIA2,GRIA3,GRIA4,GRIN1,GRIN2C,GRIN2D,GRIN3A,GRINA,GRM1,GRM3,GRM4,GRM6,GSK3B,GUCY1A1,ITSN2,LRP8,MRAS,NAPA,NAPG,NLGN1,NLGN2,NLGN4Y,NRXN1,NSF,PAFAH1B1,PAK1,PLCG1,PRKAR1A,PRKAR2A,PRKAR2B,PRKCE,RAP1A,RASD2,RASGRF1,SOS1,STXBP5,SYT14,TLN1,UNC13A"
Antiproliferative Role of Somatostatin Receptor 2	2.86E-01	0	4.00E-01	"CTH,GAD1,GUCY1A1,GUCY2C,GUCY2D,Gucy2d,Gucy2g,MAP2K1,MRAS,NOS1,NPR1,NPR2,RAP1A,RASD2"
Extrinsic Prothrombin Activation Pathway	2.94E-01		5.00E-01	"F5,SERPINC1"
Glutamate Degradation III (via 4-aminobutyrate)	2.94E-01		5.00E-01	"GAD1,SUCLG2"
Methylmalonyl Pathway	2.94E-01		5.00E-01	"MCEE,PCCA"
Phosphatidylcholine Biosynthesis I	2.94E-01		5.00E-01	"CEPT1,PHKA1"
Sphingomyelin Metabolism	2.94E-01		5.00E-01	"SMPD1,SMPD2"
Tetrapyrrole Biosynthesis II	2.94E-01		5.00E-01	"ALAD,ALAS1"
CDC42 Signaling	2.97E-01	0	4.00E-01	"ARPC1B,ARPC3,ARPC4,BAIAP2,CDC42BPA,CLIP1,DIAPH1,EXOC3,EXOC4,EXOC7,EXOC8,GSK3B,ITGA8,ITGAV,MPRIP,MYL1,MYL9,PAK1"
Coagulation System	3.07E-01	-2	4.44E-01	"F11,F5,KLKB1,SERPINC1"
Ethanol Degradation IV	3.07E-01	2	4.44E-01	"ALDH2,ALDH3A2,ALDH4A1,CAT"
Vitamin-C Transport	3.07E-01	0	4.44E-01	"GSTO1,SLC23A1,SLC23A2,TXNRD3"
Opioid Signaling Pathway	3.24E-01	-0.845154255	3.98E-01	"ADCY1,ADCY8,AP2A1,AP2M1,ARRB2,BLK,CACNA1A,CACNA1B,CACNA1D,CACNA1G,CACNA2D4,CALM1 (includes others),CAMK2D,CLTC,GNA11,GRIN1,GRIN2C,GRIN2D,GRIN3A,GRINA,GRK3,GSK3B,GUCY1A1,MAP2K1,MAP2K6,MRAS,NOS1,PLCB1,PLD2,PPP3CA,PRKAR1A,PRKAR2A,PRKAR2B,PRKCE,RAP1A,RASD2,RGS12,RGS7,SLC12A5,SOS1,SRF"
Amyloid Processing	3.26E-01	-1	4.17E-01	"BACE1,CAPN2,CAPN7,CSNK1D,CSNK2B,GSK3B,PRKAR1A,PRKAR2A,PRKAR2B,PRKCE"
Chondroitin Sulfate Biosynthesis	3.26E-01	0	4.17E-01	"CHST10,CHST11,CHST13,CHST4,HS2ST1,NDST1,SULT1B1,SULT1E1,SULT2B1,XYLT1"
Dermatan Sulfate Biosynthesis	3.26E-01	0	4.17E-01	"CHST10,CHST11,CHST13,CHST4,HS2ST1,NDST1,SULT1B1,SULT1E1,SULT2B1,XYLT1"
BER (Base Excision Repair) Pathway	3.30E-01	1.732050808	4.14E-01	"APEX1,FEN1,MAP2K1,MAP2K6,MPG,NF1,PARP1,PCNA,PNKP,POLE,RFC2,TDG"
Spliceosomal Cycle	3.30E-01	3.464101615	4.14E-01	"BCAS2,CDC5L,CTNNBL1,DDX39B,DHX16,DHX8,EIF4A3,PLRG1,RBM8A,SF3A1,SF3B2,SF3B3"
Antioxidant Action of Vitamin C	3.34E-01	0.333333333	4.12E-01	"GSTO1,PLA2G3,PLAAT4,PLCB1,PLCB3,PLCD3,PLCG1,PLCZ1,PLD2,PRDX6,SLC23A1,SLC23A2,STAT5B,TXNRD3"
Toll-like Receptor Signaling	3.55E-01	1	4.38E-01	"ECSIT,IRAK4,MAP2K6,RPS27A,TAB1,TLR3,UBA52"
Colanic Acid Building Blocks Biosynthesis	3.56E-01	2.236067977	4.55E-01	"GALE,GALK1,GFUS,GMPPA,UGP2"
Xenobiotic Metabolism CAR Signaling Pathway	3.58E-01	0.365148372	4.05E-01	"ABCC2,ALDH2,ALDH3A2,ALDH4A1,ALDH6A1,CHST10,CHST11,CHST13,CHST4,Cyp2b13/Cyp2b9,EGFR,GSTK1,GSTM4,GSTM5,GSTO1,HS2ST1,MAP2K1,MAP2K6,MGST3,NDST1,NOS2,PPP2R2A,PPP2R3A,PRKCE,RACK1,RXRA,SNW1,SULT1B1,SULT1E1,SULT2B1"
cAMP-mediated signaling	3.58E-01	-0.39223227	4.05E-01	"ADCY1,ADCY8,AKAP1,AKAP7,APEX1,CALM1 (includes others),CAMK2D,CNGA3,CNGB3,ENPP1,FSHR,GABBR2,GRM3,GRM4,GRM6,GUCY1A1,HTR1A,LHCGR,MAP2K1,PDE10A,PDE12,PDE8A,PPP3CA,PRKAR1A,PRKAR2A,PRKAR2B,RAP1A,RAP1GAP,RGS12,RGS7"
Chondroitin Sulfate Degradation (Metazoa)	3.61E-01		5.00E-01	"ARSB,Chil3/Chil4,HEXB"
"D-myo-inositol (1,3,4)-trisphosphate Biosynthesis"	3.61E-01		5.00E-01	"INPP5F,OCRL,PTEN"
"D-myo-inositol (1,4,5)-trisphosphate Degradation"	3.61E-01		5.00E-01	"IMPA1,INPP5F,OCRL"
Dermatan Sulfate Degradation (Metazoa)	3.61E-01		5.00E-01	"Chil3/Chil4,FGFRL1,HEXB"
Histamine Degradation	3.61E-01		5.00E-01	"ALDH2,ALDH3A2,ALDH4A1"
Regulation of Actin-based Motility by Rho	3.89E-01	1.386750491	4.21E-01	"ACTC1,ARPC1B,ARPC3,ARPC4,BAIAP2,Cdc42,ITGA8,ITGAV,MPRIP,MYL1,MYL9,PAK1,PI4KA,PIP4K2A,PIP5K1C,RHOC"
Chemokine Signaling	3.91E-01	-0.333333333	4.35E-01	"CALM1 (includes others),CAMK2D,MAP2K1,MPRIP,MRAS,PLCB1,PLCB3,PLCG1,RAP1A,RASD2"
Iron homeostasis signaling pathway	3.91E-01		4.15E-01	"ACO2,ATP6AP2,ATP6V0B,ATP6V0C,ATP6V0D1,ATP6V1A,ATP6V1B1,ATP6V1D,ATP6V1E1,ATP6V1G2,ATP6V1H,CIAO2A,EGFR,FECH,ISCU,MCOLN1,NUBP1,SKP1,STAT5B,STEAP3,TFR2,TMPRSS6"
Pyroptosis Signaling Pathway	3.94E-01	-0.707106781	4.44E-01	"DHX9,NLRP10,NLRP12,NLRP7,PRKAR1A,PRKAR2A,PRKAR2B,TLR3"
DNA Methylation and Transcriptional Repression Signaling	4.01E-01		4.62E-01	"CHD4,DNMT1,HDAC2,MTA3,RBBP7,SUDS3"
SPINK1 Pancreatic Cancer Pathway	4.01E-01	1.632993162	4.62E-01	"CELA1,CELA2B,CTRB2,CTSA,KLKB1,TGFBR1"
4-hydroxybenzoate Biosynthesis	4.08E-01		1.00E+00	TAT
4-hydroxyphenylpyruvate Biosynthesis	4.08E-01		1.00E+00	TAT
4-hydroxyproline Degradation I	4.08E-01		1.00E+00	ALDH4A1
Acetyl-CoA Biosynthesis III (from Citrate)	4.08E-01		1.00E+00	ACLY
Adenine and Adenosine Salvage I	4.08E-01		1.00E+00	PNP
Anandamide Degradation	4.08E-01		1.00E+00	FAAH2
Ascorbate Recycling (Cytosolic)	4.08E-01		1.00E+00	GSTO1
Aspartate Biosynthesis	4.08E-01		1.00E+00	GOT2
Communication between Innate and Adaptive Immune Cells	4.08E-01		1.00E+00	TLR3
Creatine-phosphate Biosynthesis	4.08E-01		1.00E+00	CKM
"Fatty Acid β-oxidation III (Unsaturated, Odd Number)"	4.08E-01		1.00E+00	ECI2
Glutamate Biosynthesis II	4.08E-01		1.00E+00	GLUD1
Glutamate Degradation II	4.08E-01		1.00E+00	GOT2
Glutamate Degradation X	4.08E-01		1.00E+00	GLUD1
Glutamate Dependent Acid Resistance	4.08E-01		1.00E+00	GAD1
Glutamine Biosynthesis I	4.08E-01		1.00E+00	GLUL
Guanine and Guanosine Salvage I	4.08E-01		1.00E+00	PNP
Heme Degradation	4.08E-01		1.00E+00	BLVRB
Interferon Signaling	4.08E-01		1.00E+00	MED14
L-cysteine Degradation II	4.08E-01		1.00E+00	CTH
L-glutamine Biosynthesis II (tRNA-dependent)	4.08E-01		1.00E+00	GATB
Lactose Degradation III	4.08E-01		1.00E+00	GLB1
Lipoate Salvage and Modification	4.08E-01		1.00E+00	LIPT1
NADH Repair	4.08E-01		1.00E+00	GAPDH
Phosphatidylethanolamine Biosynthesis III	4.08E-01		1.00E+00	PTDSS2
Putrescine Biosynthesis III	4.08E-01		1.00E+00	ODC1
Pyruvate Fermentation to Lactate	4.08E-01		1.00E+00	LDHB
Rapoport-Luebering Glycolytic Shunt	4.08E-01		1.00E+00	PGAM2
Role of Lipids/Lipid Rafts in the Pathogenesis of Influenza	4.08E-01		1.00E+00	FDPS
Spermidine Biosynthesis I	4.08E-01		1.00E+00	SRM
