© 2000-2022 QIAGEN. All rights reserved.

Analysis Details for My Projects->Spencer - RKC pH->ipa_upload.p1 - 2022-04-11 02:49 PM - LFC, User Dataset->Amb_vs_Low
Workspace	My Projects
Project	Spencer - RKC pH
Analysis	Amb_vs_Low
Date	Mon Apr 11 14:50:28 PDT 2022
Analysis ID	39401804

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	0.05
Reference set	User Dataset
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(confidence = Experimentally Observed) AND
(mol. types = biologic drug OR canonical pathway OR chemical - endogenous mammalian OR chemical - endogenous non-mammalian OR chemical - kinase inhibitor OR chemical - other OR chemical - protease inhibitor OR chemical drug OR chemical reagent OR chemical toxicant OR complex OR cytokine OR disease OR enzyme OR function OR fusion gene/product OR G-protein coupled receptor OR group OR growth factor OR ion channel OR kinase OR ligand-dependent nuclear receptor OR mature microRNA OR microRNA OR other OR peptidase OR phosphatase OR transcription regulator OR translation regulator OR transmembrane receptor OR transporter)

Canonical Pathways for My Projects->Spencer - RKC pH->ipa_upload.p1 - 2022-04-11 02:49 PM - LFC, User Dataset->Amb_vs_Low
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
DBP	transcription regulator	 	2	 	 	0.686	3.45E-06	1.30E-03	DBP,PPARA	ACAA2,ACADL,ACOX1,ALDH2,ALDH3A2,ASL,ATP5F1B,CAT,CCNA2,CS,CTH,CYP3A5,ECH1,ETHE1,FTCD,GSTM3,HADHA,HSD17B4,KYAT1,MGST3,MPG,MTTP,PBLD,PCNA,PLIN2,PLIN4,PRDX6,PRKN,SARDH,SC5D,SCP2,SORD,SRM,VNN1	34 (2)	2	L-triiodothyronine	NFIL3,SIRT1,TBX2	 	ADH1C,NQO1,PPARA	 	 	 	 	 	
RB1	transcription regulator	 	1	 	 	1.372	3.45E-06	1.30E-03	RB1	ACTC1,ATP5F1A,ATP6V1F,AURKB,CCNA2,CCND1,CDK1,CKM,DLST,DNMT1,GHITM,MCAT,MCM3,MCM5,MCM6,MCM7,MDH1,MRPL12,NDUFA10,NDUFA9,NDUFB8,NDUFS2,NDUFS7,NME1,PARP1,PCNA,PGAM2,PGD,PMPCB,RRM1,SOD2,TYMS,UQCRFS1,UQCRQ	34 (1)	1	1,1-bis(3'-indolyl)-1-(4-trifluoromethyl-phenyl)methane,5-fluorouracil,bilirubin,docosahexaenoic acid,doxazosin,fluvastatin,levamisole,metribolone,mevastatin,nimesulide,PCM1,PPARA,prostaglandin A2,sirolimus,tamoxifen,TO-901317	4-hydroxytamoxifen,BIRC5,CDK6,CEBPD,CHEK2,D-glucose,EHF,IGF1R,KDM2B,L-triiodothyronine,NR1H3,phosphatidic acid,pioglitazone,PTPN2,RRAD,SIRT1	 	COQ7,NDUFV1,NR4A1,PARK7	Esrra,FOS,LIG1,MTOR,MXD1,PER1,PPARG,PPARGC1A,PPARGC1B,TAF1,ZEB1	 	 	 	 	
Relaxin	group	 	2	Activated	 	2.100	3.48E-06	2.00E-03	Akt,PPARG,Relaxin	A2M,ACAA2,ACLY,ACOX1,ARG2,ATP5F1A,ATP5PO,BDH1,CAT,CCND1,CDK1,COPS6,CORIN,CS,CTSL,CYP4B1,EPHX1,GALNT10,GAPDH,GATA4,HADHA,HGSNAT,HSPG2,IDH1,KIRREL1,L1CAM,LHCGR,MCM7,MDH1,MRC1,MTTP,NDUFB8,NOTCH2,NPC1,NPEPPS,NSF,PCNA,PEPD,PLIN2,PLIN4,PMM1,RPSA,SOD2,STT3A,STT3B,TGFBR1,TRIB3,TUSC3,TYMS,UQCRC2,VNN1	51 (3)	3	 	 	 	PPARG	 	 	 	 	 	
pitavastatin	chemical drug	 	2	 	biased	1.890	3.56E-06	9.30E-03	ERK1/2,HMGCR,P38 MAPK,pitavastatin,PPARA,PPARG	ACAA2,ACADL,ACLY,ACOX1,ALDH2,ALDH3A2,ALPL,ANGPT1,ARG2,ASL,ATP1A3,ATP5F1B,ATP5PO,BDH1,CAT,CCN1,CCNA2,CCND1,COL2A1,CORIN,CS,CTH,CTSL,CYP4B1,ECE1,ECH1,ENO1,EPHX1,ETHE1,FTCD,GAPDH,GOLGA2,GSTM3,HADHA,HSD17B4,IDH1,KYAT1,MCM7,MDH1,MGST3,MPG,MRC1,MTTP,NPEPPS,NPR1,NSF,PBLD,PEPD,PLIN2,PLIN4,PMM1,PRDX6,PRKN,RPSA,SARDH,SC5D,SCP2,SORD,SRM,TBP,TGFBR1,TRIB3,VNN1	63 (6)	6	 	 	 	ACOX1,FDFT1,PPARA,PPARG,SIRT1	FOS,HMGCR	 	 	 	 	
puromycin aminonucleoside	chemical reagent	 	1	 	 	-0.775	3.68E-06	3.00E-04	puromycin aminonucleoside	A2M,ACTG1,CAT,CYP3A5,ETFA,ETFB,EXOC3,GPX2,GSTM3,HADHA,MCM3,MRC1,NPHS1,PRDX3,SOD2	15 (1)	1	 	 	 	AQP1,MYC	 	 	 	 	 	
isoquercitrin	chemical drug	 	2	 	 	1.543	3.86E-06	2.90E-03	ACE,AMPK,CTNNB1,isoquercitrin,SREBF2	ACAA2,ACADL,ACE,ACLY,ACTC1,ALDOC,ATP5F1A,ATP5F1B,ATP5PO,CAT,CCN1,CCNA2,CCND1,COL2A1,CTSF,CYC1,CYP2A6 (includes others),FEN1,GAPDH,GLUL,HADHA,HHEX,IDH1,IDH3A,ILF3,L1CAM,LIPA,LMX1B,LRP1,MCM6,NDUFA10,NDUFB8,NDUFS1,NDUFS2,NR5A2,PGK1,PGM1,PLIN2,RGN,SC5D,SMS,YBX1	42 (5)	5	 	 	 	FDFT1,HMGCR,INSIG1	ACE	 	 	 	 	
APC	enzyme	0.021	2	 	 	-0.980	4.08E-06	2.90E-03	APC,CSNK2A1,CTNNB1,MTOR,TCF	ACADL,ACLY,ACTC1,AKR1B1,ATP5PB,ATP5PO,CCNA2,CCND1,CDK1,CHRNA7,CS,CTSF,CYC1,CYP2A6 (includes others),ESRP1,ETFA,FEN1,GAPDH,GLUL,GSTM5,HADHA,HHEX,ILF3,L1CAM,LHCGR,LMX1B,MDH1,MDH2,NDUFA10,NDUFB8,NDUFS1,NDUFS2,NOTCH2,NR5A2,PCNA,PGK1,PGM1,PLIN2,PPIB,PRKN,PYGB,RGN,RPL12,RPL23,RPL32,RPS11,RPS18,SLC8A2,SMS,SND1,UQCRC2	51 (5)	5	 	 	 	PPARD	BIRC5,CDK6,MTOR,MYC,ZEB1	 	 	 	 	
10E,12Z-octadecadienoic acid	chemical - endogenous mammalian	 	2	 	 	1.225	4.13E-06	2.69E-02	10E,12Z-octadecadienoic acid,ERK,ERK1/2,Jnk,JUN,MTOR,NFKBIA,NR1H3,PPARA,PPARD,PPARG	ACAA2,ACADL,ACLY,ACOX1,ADARB1,AKR1B1,ALDH2,ALDH3A2,ALDH6A1,ALPL,ASL,ATP1A3,ATP5F1B,ATP5PB,ATP5PO,ATP6V1B1,AURKB,BCCIP,BDH1,CCN1,CCNA2,CDK1,CLEC4F,CORIN,CS,CTH,CTSF,CYP4B1,DNMT1,EBF1,ECE1,ECH1,ENO1,EPHX1,ETFA,ETHE1,FBP1,FTCD,GAPDH,GATD3A/GATD3B,GOT2,GPX1,GSTM3,HADHA,HSD17B4,IDH1,ITGB2,KYAT1,LHCGR,MCM7,MDH1,MDH2,MGST3,MPG,MTTP,NPEPPS,NPTX1,NR5A2,NSF,PBLD,PDHA1,PEPD,PLIN2,PLIN4,PMM1,PPIB,PRDX6,PRKN,PYGB,RGN,RPL12,RPL23,RPL32,RPL8,RPS11,RPS2,RRM1,SARDH,SC5D,SCP2,SLC8A2,SND1,SNRNP70,SNRPN,SOD2,SORL1,SRM,TARBP2,TBP,TGFBR1,TMEM120A,TRIB3,UQCRC2,USP10,VNN1,XPO5	96 (11)	11	 	 	 	ACOX1,BIRC5,lipid,MTOR,NR4A1,PPARA,PPARD	CEBPA,NAMPT,NR1H3,PNPLA2,PPARG,RORC,SREBF1	 	 	 	 	
TAF1	transcription regulator	-0.053	2	 	 	1.657	4.18E-06	3.04E-02	AR,SUB1,TAF1,TP53	A2M,ABAT,ACAA2,ACADL,ACLY,ADA,ADH5,AKR1B1,ALDH4A1,ALDOA,ARG2,ARPC1B,ASL,ATP1A3,ATP5F1A,ATP5F1C,ATP5PB,AURKB,CACNA1A,CAMK2D,CAT,CDC16,CDK1,Ces1b/Ces1c,CKM,CNN2,COL2A1,COL7A1,COPB1,CORIN,CS,CTSF,CYC1,DAB2IP,DLG1,DLST,DNAJA2,DNMT1,ECH1,EPHX1,ETFA,FEN1,FH,FSHR,FSTL1,GABRR2,GAPDH,GATA4,GLB1,GLUL,GPX1,HADHA,HDAC2,HDLBP,HSPG2,IDH1,IDH3G,KMT2D,KSR1,LAMC1,LHCGR,MCAT,MCCC2,MCM3,MCM4,MCM5,MCM6,MCM7,MRAS,MRC1,MRPL12,NDUFB9,NDUFS1,NME1,NOTCH2,NPC1,NPEPPS,P4HB,PAK1,PCNA,PDHA1,PGAM2,PGD,PLAAT4,POLR3E,POMT2,PRDX6,PRKN,RGN,ROBO1,RORA,RPL12,RPL7,RPN1,RPS18,RPS26,RPS3,RPS5,SCN5A,SERPINC1,SMC2,STEAP3,SUCLG1,SULT1E1,TBP,TBX5,TGFBI,THOP1,TINAGL1,TOMM40,TRIB3,UQCRC2,UQCRFS1,UQCRQ,VCL,XPC,XPNPEP1,YBX1	118 (4)	3	 	RB1,RBL1	 	SUB1	 	 	 	 	 	
WNT7A	cytokine	0.102	2	Activated	biased	2.500	4.34E-06	7.10E-03	CaMKII,CTNNB1,GSK3B,JUN,MAPK7,PAX2,PPARG,SKP2,WNT7A	A2M,ACAA2,ACADL,ACLY,ACOX1,ACTC1,ALDOC,BDH1,CAT,CCN1,CCNA2,CCND1,CHRNA7,CKM,COL2A1,CORIN,CS,CTSF,CYC1,CYP2A6 (includes others),CYP4B1,DLG1,DNMT1,EPHX1,FEN1,GATA4,GLUL,GRIK2,HADHA,HHEX,IDH1,ILF3,KIF3B,L1CAM,LMX1B,MCM7,MDH1,MRC1,MTTP,NDUFA10,NDUFB8,NDUFS1,NDUFS2,NPEPPS,NR5A2,NSF,PCNA,PEPD,PGK1,PGM1,PLIN4,PMM1,RGN,RPSA,SMS,SNRNP70,SNRPN,SOD2,TARBP2,TGFBR1,TRIB3,TUBB4A,VNN1,XPO5	64 (9)	9	FOS,L-triiodothyronine	 	 	PPARG,ZEB1	 	 	 	 	 	
PCGEM1	other	 	1	Activated	biased	3.207	4.78E-06	3.00E-04	PCGEM1	ACLY,ACOX1,ALDOA,CS,ENO1,FH,GAPDH,IDH1,PDHA1,PGAM2,PGD,PGK1,PGLS,SUCLG1	14 (1)	1	 	 	 	ACOX1,MYC,PKM	 	 	 	 	 	
nateglinide	chemical drug	 	2	Activated	biased	2.475	4.86E-06	1.10E-03	ABCC8,CYP2C9,DPP4,nateglinide,PPARG	ACAA2,ACLY,ACOX1,ATP5PO,BDH1,CAT,CCND1,CORIN,CS,CTSL,CYP4B1,EPHX1,GAPDH,GPX2,HADHA,IDH1,LRP1,MCM7,MDH1,MRC1,MTTP,NPEPPS,NSF,PEPD,PLIN2,PLIN4,PMM1,RPSA,SOD2,TGFBR1,TRIB3,VNN1	32 (5)	4	 	 	 	PPARG	ABCC8,D-glucose	 	 	 	 	
PPARA	ligand-dependent nuclear receptor	 	1	 	 	0.522	5.13E-06	1.40E-03	PPARA	ACAA2,ACADL,ACOX1,ALDH2,ALDH3A2,ASL,ATP5F1B,CAT,CCNA2,CS,CTH,ECH1,ETHE1,FTCD,GSTM3,HADHA,HSD17B4,KYAT1,MGST3,MPG,MTTP,PBLD,PCNA,PLIN2,PLIN4,PRDX6,PRKN,SARDH,SC5D,SCP2,SORD,SRM,VNN1	33 (1)	1	1-(carboxymethylthio)tetradecane,10E,12Z-octadecadienoic acid,11,12-epoxyeicosatrienoic acid,12-(3-adamantan-1-yl-ureido) dodecanoic acid,13-hydroxyoctadecadienoic acid,14,15-epoxyeicosatrienoic acid,2-chlorohexadecanoic acid,9-hydroxyoctadecadienoic acid,ABHD5,aleglitazar,atorvastatin,bezafibrate,bilirubin,BMS-690514,chitosan,choline fenofibrate,ciprofibrate,clofenapate,clofibric acid,DBP,dehydroepiandrosterone sulfate,delta-12-prostaglandin J2,delta-tocotrienol,docosahexaenoic acid,eicosanoid,ESRRA,farglitazar,fenoprofen,flufenamic acid,fluvastatin,FSH,gamma-tocotrienol,GW 4064,GW7647,ibuprofen,indeglitazar,INPP5K,INSR,isohumulone,KRP-297,LDL,LEP,linoleic acid,MEF2D,mono-(2-ethylhexyl)phthalate,NFIA,perfluorodecanoic acid,Perm1,pirinixic acid,pitavastatin,polyunsaturated fatty acids,pravastatin,prostaglandin A2,prostaglandin D1,prostaglandin J2,RXRA,SIRT1,steroid,tamoxifen,telmisartan,tesaglitazar,trichloroacetic acid	DUT,mevalonic acid,miR-217-5p (and other miRNAs w/seed ACUGCAU),miR-9-5p (and other miRNAs w/seed CUUUGGU),MLXIPL,NCOR2,NR2F1,TXNIP,ZBTB16	 	ADAM10,APEX1,CA9,ELOVL5,FOS,INSIG1,INSIG2,mir-378,RB1	BCKDK,CCNE1,CEBPA,CEBPD,FDFT1,GCK,glycerol,HMGCR,PRKN,SAT1,SREBF1	 	 	 	 	
glycerol	chemical - endogenous mammalian	 	2	 	 	-1.286	5.24E-06	2.30E-03	Akt,glycerol,PPARG	A2M,ACAA2,ACLY,ACOX1,ATP5F1A,ATP5PO,BDH1,CAT,CCND1,CDK1,COPS6,CORIN,CS,CTSL,CYP4B1,EPHX1,GALNT10,GAPDH,HADHA,HGSNAT,HSPG2,IDH1,KIRREL1,L1CAM,LHCGR,MCM7,MDH1,MRC1,MTTP,NDUFB8,NOTCH2,NPC1,NPEPPS,NSF,PCNA,PEPD,PLIN2,PLIN4,PMM1,RPSA,SOD2,STT3A,STT3B,TGFBR1,TRIB3,TUSC3,TYMS,UQCRC2,VNN1	49 (3)	2	atorvastatin,TO-901317	LEP,pirinixic acid,PPARA,pravastatin,SIRT1	 	creatine kinase,docosahexaenoic acid	PPARG	 	 	 	 	
CEBPA	transcription regulator	 	2	Activated	 	3.108	5.84E-06	1.45E-02	CEBPA,CREBBP,IL6ST,PPARG,PTPN11,SREBF1,STAT3	A2M,ACAA2,ACLY,ACOX1,AKR1B1,ALDOA,ALDOC,ARG2,ASL,ATP5PO,BDH1,CAMK2D,CAP2,CAT,CCNA2,CCND1,CDK1,CKM,COL2A1,COPG2,CORIN,CS,CTH,CTSL,CYP2A6 (includes others),CYP3A5,CYP4B1,DNMT1,EBF1,EDF1,EEF1A2,EPHX1,GAPDH,GLB1,GPR84,Gstm6,HADHA,IDH1,ITGB2,LHCGR,MCM7,MDH1,MIOX,MRC1,MSI2,MTTP,NDUFS2,NPC1,NPEPPS,NSF,PCNA,PEPD,PGD,PGK1,PLIN2,PLIN4,PMM1,RET,RORA,RPSA,SC5D,SLC5A7,SMPD1,SOD2,SPDEF,TGFBR1,TRIB3,VCL,VNN1,ZNF296	70 (7)	7	4-hydroxytamoxifen,8-bromo-cAMP,bardoxolone,BRD4,CCND3,CDK6,docosahexaenoic acid,elaidic acid,ESRRA,IGF1R,medroxyprogesterone acetate,mono-(2-ethylhexyl)phthalate,MTOR,NR1I2,NR4A1,OIP5-AS1,PNPLA2,RXRA,steroid,STK11	10E,12Z-octadecadienoic acid,caffeine,FBXW7,genistein,MAP4K4,mir-326,NCOR2,NQO1,PPARA,sirolimus	 	ADH1C,FOS,FOXO3,GLIPR1,KLF5,LEP,lipid,NFIL3	MYCN,NF2,PAX5,PPARD,RBL1	 	 	 	 	
LANCL2	other	 	2	Activated	 	2.143	6.14E-06	2.30E-03	Akt,LANCL2,PPARG	A2M,ACAA2,ACLY,ACOX1,ATP5F1A,ATP5PO,BDH1,CAT,CCND1,CDK1,COPS6,CORIN,CS,CTSL,CYP4B1,EPHX1,GALNT10,GAPDH,HADHA,HGSNAT,HSPG2,IDH1,KIRREL1,L1CAM,LHCGR,MCM7,MDH1,MRC1,MTTP,NDUFB8,NOTCH2,NPC1,NPEPPS,NSF,PCNA,PEPD,PLIN2,PLIN4,PMM1,RPSA,SOD2,STT3A,STT3B,TGFBR1,TRIB3,TUSC3,TYMS,UQCRC2,VNN1	49 (3)	2	 	 	 	PPARG	 	 	 	 	 	
KDM5A	transcription regulator	-0.117	1	Inhibited	biased	-3.838	6.68E-06	7.00E-04	KDM5A	ACTC1,ATP5F1A,ATP6V1F,CCND1,DLST,GHITM,MCAT,MCM3,MDH1,MRPL12,NDUFA10,NDUFA9,NDUFB8,NDUFS2,NDUFS7,NME1,PGAM2,PGD,PMPCB,SOD2,UQCRFS1,UQCRQ	22 (1)	1	 	 	 	CCNE1	COQ7,MTOR,NDUFV1,PARK7	 	 	 	 	
RAP1A	enzyme	-0.040	2	 	 	0.124	6.76E-06	1.18E-02	AKT1,BRAF,CTNNB1,ITGB1,Jnk,NADPH oxidase,P38 MAPK,RAC1,RAF1,RAP1A	A2M,ACADL,ACTC1,ADARB1,ANGPT1,ARG2,ATP5PO,ATP6V1B1,BCAN,CCNA2,Ces1b/Ces1c,CKM,COL2A1,COL7A1,CTSF,CTSL,CYC1,CYP2A6 (includes others),DNMT1,ENO1,EP300,FEN1,FSTL1,GAPDH,GCSH,GLUL,GOLGA2,GOT2,GSTM5,HADHA,HHEX,HNRNPAB,HSPG2,ILF3,L1CAM,LAMC1,LMX1B,LRP6,MDH1,MRC1,NDUFA10,NDUFB8,NDUFS1,NDUFS2,NOP56,NPHS1,NPR1,NR5A2,OPCML,PAK1,PCNA,PGK1,PGM1,PLIN2,RET,RGN,ROBO1,RPS2,RTCB,SMS,SNRPD1,SOD2,TBP,TOMM40,VCP	65 (10)	9	cAMP-dependent protein kinase,RAPGEF5	 	 	Rac	 	 	 	 	 	
SMARCD3	transcription regulator	 	2	Activated	 	2.263	6.84E-06	3.60E-03	Akt,PPARG,SMARCD3	A2M,ACAA2,ACLY,ACOX1,ATP5F1A,ATP5PO,BDH1,CAT,CCND1,CDK1,COL2A1,COPS6,CORIN,CS,CTSL,CYP4B1,EPHX1,GALNT10,GAPDH,HADHA,HGSNAT,HSPG2,IDH1,KIRREL1,L1CAM,LHCGR,MCM7,MDH1,MRC1,MTTP,NDUFB8,NOTCH2,NPC1,NPEPPS,NSF,PCNA,PEPD,PLIN2,PLIN4,PMM1,RPSA,SOD2,STT3A,STT3B,TGFBR1,TRIB3,TUSC3,TYMS,UQCRC2,VNN1	50 (3)	3	 	 	 	PPARG	 	 	 	 	 	
pravastatin	chemical drug	 	2	Activated	 	2.236	7.03E-06	3.26E-02	Akt,ERK1/2,Fgfr,HMGCR,Jnk,LDLR,MDM2,MTOR,NOS3,PPARG,pravastatin,RAC1,RELA,Srebp	ACAA2,ACADL,ACLY,ACOX1,ADARB1,ADH5,AKR1B1,ALPL,ATP1A3,ATP5F1A,ATP5PB,ATP5PO,BDH1,CAT,CCN1,CCNA2,CDK1,CKM,COPS6,CORIN,CS,CTSL,CYP3A7-CYP3A51P,CYP4B1,ECE1,ENO1,EPHX1,ETFA,FBP1,FGFR1,GALNT10,GAPDH,GSTM5,HADHA,HGSNAT,HSPG2,HTR1A,IDH1,KIRREL1,L1CAM,MCM7,MDH1,MDH2,MRC1,MTTP,NDUFB8,NOTCH2,NPC1,NPEPPS,NPR1,NSF,P4HB,PAK1,PARP1,PBRM1,PEPD,PGD,PLIN2,PLIN4,PMM1,PPIB,PRDX6,PYGB,RPL12,RPL23,RPL32,RPS11,RPS18,RPSA,SLC8A2,SND1,SOD2,STT3A,STT3B,TGFBR1,TRIB3,TUSC3,TYMS,UQCRC2,VNN1	80 (14)	14	 	 	 	creatine kinase,MTOR,NR1H3,PPARA,PPARG,Srebp	CCNE1,glycerol,HMGCR,lipid	 	 	 	 	
LATS	group	 	2	 	 	1.540	7.18E-06	4.66E-02	LATS,LATS1,LATS2,TP53,YAP1	A2M,ABAT,ACAA2,ACADL,ACLY,ACTG1,ADA,ADH5,AKR1B1,ALDH4A1,ALDOA,ALPL,ARPC1B,ASL,ATP5F1A,ATP5F1C,ATP5PB,CAMK2D,CAT,CCN1,CCNA2,CCND1,CDC16,CDK1,Ces1b/Ces1c,CKM,CNN2,COL2A1,COL7A1,COPB1,CS,CTSF,DLG1,DLST,DNAJA2,DNMT1,ECH1,EPHX1,ETFA,FH,FKBP4,FSHR,FSTL1,GAPDH,GATA4,GLB1,GLUL,GPX1,HADHA,HDAC2,HDLBP,HSPG2,IDH1,IDH3G,ITGB2,KMT2D,KSR1,LAMC1,MCAT,MCM3,MCM4,MCM5,MCM6,MCM7,MRC1,MRPL12,NDUFS1,NME1,NOTCH2,NPEPPS,P4HB,PAK1,PCNA,PDHA1,PGAM2,PGD,PLAAT4,POLR3E,PRDX6,PRKN,ROBO1,RPL12,RPL7,RPN1,RPS18,RPS26,RPS3,RPS5,RRM1,SERPINC1,SMC2,STEAP3,SUCLG1,SULT1E1,TBP,TBX5,TGFBI,TGFBR1,THOP1,TINAGL1,TOMM40,TRIB3,TYMS,UQCRFS1,UQCRQ,XPC,XPNPEP1,YBX1	108 (5)	5	WWTR1	 	 	 	BIRC5	 	 	 	 	
AGR2	other	 	2	 	 	-1.540	7.86E-06	4.47E-02	AGR2,TP53,YAP1	A2M,ABAT,ACAA2,ACADL,ACLY,ACTG1,ADA,ADH5,AKR1B1,ALDH4A1,ALDOA,ARPC1B,ASL,ATP5F1A,ATP5F1C,ATP5PB,AURKB,CAMK2D,CAT,CCN1,CCNA2,CCND1,CDC16,CDK1,Ces1b/Ces1c,CKM,CNN2,COL2A1,COL7A1,COPB1,CS,CTSF,DLG1,DLST,DNAJA2,DNMT1,ECH1,EPHX1,ETFA,FH,FKBP4,FSHR,FSTL1,GAPDH,GATA4,GLB1,GLUL,GPX1,HADHA,HDAC2,HDLBP,HSPG2,IDH1,IDH3G,ITGB2,KMT2D,KSR1,LAMC1,MCAT,MCM3,MCM4,MCM5,MCM6,MCM7,MRC1,MRPL12,NDUFS1,NME1,NOTCH2,NPEPPS,P4HB,PAK1,PCNA,PDHA1,PGAM2,PGD,PLAAT4,POLR3E,PRDX6,PRKN,ROBO1,RPL12,RPL7,RPN1,RPS18,RPS26,RPS3,RPS5,RRM1,SERPINC1,SMC2,STEAP3,SUCLG1,SULT1E1,TBP,TBX5,TGFBI,TGFBR1,THOP1,TINAGL1,TOMM40,TRIB3,TYMS,UQCRFS1,UQCRQ,XPC,XPNPEP1,YBX1	108 (3)	2	INSR,metribolone,tamoxifen	atorvastatin,letrozole,sirolimus	 	FOS	 	 	 	 	 	
CEBPD	transcription regulator	 	2	Activated	biased	3.010	8.08E-06	8.60E-03	CEBPD,CREBBP,FANCD2,HIF1A,PPARG,XBP1	ACAA2,ACE,ACLY,ACOX1,ALDOA,ALDOC,BDH1,CAMK2D,CCN1,CCND1,CKM,COL2A1,COPB1,COPE,COPZ1,CORIN,CS,CTSL,CYC1,CYP2A6 (includes others),CYP4B1,DAD1,DDOST,ECE1,ENO1,EPHX1,ERGIC1,GAPDH,GMPPA,GPX1,GPX4,HADHA,IDH1,L1CAM,MCM7,MDH1,MRC1,MTTP,NDUFA10,NDUFB8,NDUFS1,NDUFS2,NPEPPS,NSF,P4HB,PDHA1,PDIA4,PEPD,PGK1,PLIN2,PLIN4,PMM1,PPIB,PRKN,RASSF1,RET,RPN1,RPSA,SCP2,SEC61G,SPCS3,SSR1,STT3A,TBX5,TGFBR1,TMPRSS6,TPI1,TRIB3,VNN1	69 (6)	6	STAT3	KLF5,pioglitazone,PPARA,PPARGC1A,Ptprd,SRF,tamoxifen	 	FOS,IKBKE,LEP,PPARG,PRKDC	BIRC5,FANCD2,RB1	 	 	 	 	
HBA1/HBA2	transporter	 	1	Activated	biased	2.714	8.22E-06	2.00E-04	HBA1/HBA2	ATP5F1C,ATP5PO,CYC1,NDUFA7,NDUFA9,NDUFB8,NDUFB9,NDUFS7,NDUFV2,RET,UQCRC2	11 (1)	1	L-triiodothyronine,MTOR	atorvastatin	 	COX6A2,NDUFV1	 	 	 	 	 	
10,12-tricosadiynoic acid	chemical reagent	 	2	 	 	-0.480	8.35E-06	2.70E-03	10,12-tricosadiynoic acid,ACACA,ACOX1,AMPK,p70 S6k,SIRT1	ACADL,ACE,ACLY,AURKB,CAT,CCND1,CLCA1,COL2A1,CTBS,Cyp3a25 (includes others),EIF2A,EP300,FGFR1,GATA4,GPX4,GSTM4,GSTM5,Gstm6,H2AZ1,IDH3A,PARP1,PCNA,PCSK2,PIPOX,PLIN2,PXMP2,RGN,RPL12,RPS24,SCX,SLC7A10,SNRNP70,SOD2,TRIB3,UQCRC2,UQCRFS1,XPC,YBX1,ZNF296	39 (6)	5	 	 	 	p70 S6k,PPARGC1A,SIRT1	ACOX1,malonyl-coenzyme A	 	 	 	 	
CCND3	kinase	 	2	 	 	-1.386	8.95E-06	1.21E-02	CCND1,CCND3,CEBPA,DMTF1,PPARG,Rb,RBL1,RBL2,RUNX1	A2M,ACAA2,ACOX1,AKR1B1,ANPEP,ARG2,ASL,ATP5PO,AURKB,BDH1,BLK,BRIP1,CAT,CCND1,CORIN,CS,CTSL,CYP2A6 (includes others),CYP3A5,CYP4B1,EBF1,EDF1,EEF1A2,ENO1,EP300,EPHX1,GATA4,GPR84,HADHA,IDH1,ITSN2,KRT1,LHCGR,MCM3,MCM4,MCM5,MCM6,MCM7,MDH1,MRC1,MSI2,MTTP,NPEPPS,NSF,PEPD,PGD,PLIN4,PMM1,RAB3B,RORA,RPL13,RPSA,RRM1,TAPT1,TGFBR1,TPI1,TRIB3,TUBA1B,TUFM,TYMS,VCL,VNN1,ZNF296	63 (9)	8	CD3,D-glucose,MTOR,MYC,p70 S6k,pirinixic acid,RXRA	BMS-690514,lovastatin,MEF2D,MXD1,sirolimus,SIRT1,sunitinib,TCR,torin1	 	CDK14,CEBPA	PPARG,Rb,RBL1	 	 	 	 	
glipizide	chemical drug	 	2	Activated	biased	2.556	1.08E-05	1.40E-03	ABCC8,glipizide,PPARG	ACAA2,ACLY,ACOX1,ATP5PO,BDH1,CAT,CORIN,CS,CTSL,CYP4B1,EPHX1,GAPDH,GPX2,HADHA,IDH1,MCM7,MDH1,MRC1,MTTP,NPEPPS,NSF,PEPD,PLIN2,PLIN4,PMM1,RPSA,SOD2,TGFBR1,TRIB3,VNN1	30 (3)	2	 	 	 	PPARG	ABCC8	 	 	 	 	
RBP1	transporter	 	2	Inhibited	 	-2.734	1.21E-05	7.80E-03	Akt,AKT1,PI3K (complex),PPARG,RBP1	A2M,ACAA2,ACLY,ACOX1,ATP5F1A,ATP5PO,BDH1,CAT,CCND1,CDK1,Ces1b/Ces1c,COPS6,CORIN,CS,CTSL,CYP4B1,ENO1,EP300,EPHX1,FSTL1,GALNT10,GAPDH,GCSH,GOT2,GSTM5,HADHA,HGSNAT,HSPG2,IDH1,ITGB2,KIRREL1,L1CAM,LHCGR,MCM7,MDH1,MRC1,MTTP,NDUFB8,NOTCH2,NPC1,NPEPPS,NSF,PCNA,PEPD,PLIN2,PLIN4,PMM1,RPL23,RPSA,SOD2,STT3A,STT3B,TGFBR1,TRIB3,TUSC3,TYMS,UQCRC2,VCP,VNN1	59 (5)	4	cuprizone,L-triiodothyronine,MYC,PPARD,SREBF1	FOS	 	GCK,PDX1,RXRA	PPARG	 	 	 	 	
