© 2000-2022 QIAGEN. All rights reserved.

Analysis Details for My Projects->Spencer - RKC pH->ipa_upload.p3 - 2022-04-26 04:04 PM->MM.darkgreen
Workspace	My Projects
Project	Spencer - RKC pH
Analysis	MM.darkgreen
Date	Tue Apr 26 16:05:16 PDT 2022
Analysis ID	39446111

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression pvalue
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression other	--
Cutoff for Expression pvalue	0.05
Reference set	User Dataset
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(confidence = Experimentally Observed) AND
(mol. types = biologic drug OR canonical pathway OR chemical - endogenous mammalian OR chemical - endogenous non-mammalian OR chemical - kinase inhibitor OR chemical - other OR chemical - protease inhibitor OR chemical drug OR chemical reagent OR chemical toxicant OR complex OR cytokine OR disease OR enzyme OR function OR fusion gene/product OR G-protein coupled receptor OR group OR growth factor OR ion channel OR kinase OR ligand-dependent nuclear receptor OR mature microRNA OR microRNA OR other OR peptidase OR phosphatase OR transcription regulator OR translation regulator OR transmembrane receptor OR transporter)

Canonical Pathways for My Projects->Spencer - RKC pH->ipa_upload.p3 - 2022-04-26 04:04 PM->MM.darkgreen
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Ncoa-Nr1i3-Rxra	complex	 	2	 	 	-1.990	8.62E-05	3.04E-02	CITED2,CREBBP,EP300,MED1,Ncoa-Nr1i3-Rxra,NCOA1,NR1I3,NRIP1,PPARGC1A,RXRA,SRA1	A2M,ABCA1,ABCB1,ABCC1,ACAA2,ACACA,ACADL,ACADVL,ACAT1,ACHE,ACO2,ACOX1,ACSL6,AGRN,AIG1,AK1,AKR1C1/AKR1C2,ALPI,APOD,ARG2,ARNTL,ASPN,ATP5F1A,ATP5F1B,ATP5PD,ATP5PO,AURKB,BAAT,BBX,BDH1,BTG2,CAD,CAMK2D,CASP7,CAT,CCNA2,CCNB2,CCND2,CD109,CDC20,CDKN1B,CHD9,Chil3/Chil4,CKM,CLOCK,COL6A2,COMMD3-BMI1,COMP,CORO7/CORO7-PAM16,CPT1A,CS,CTSC,CYP24A1,CYP27A1,CYP2A6 (includes others),CYP2B6,CYP3A5,CYP3A7,CYP4B1,DGAT1,DLAT,DYSF,EDF1,EGLN1,EI24,EML1,ENDOG,EPHX1,FAM107B,FDPS,FGFR3,FH,FLT1,FSTL1,FTH1,GCLC,GFI1B,GK,GOT2,GPX1,GRIN1,GRIN2D,GSTM4,GSTM5,GUCY2F,GYS2,HADHB,HK1,HMGCS1,HSD17B12,HSD17B4,IGF2R,IGLON5,ILK,ITGA4,ITGB1,ITGB2,KATNB1,KYAT1,LAMA4,LIN28B,LIPA,LIPE,LPIN1,MAP3K1,MAPK14,MARCHF1,MARCHF5,MCM3,MCM5,MDH2,MFN2,MID1IP1,MPP7,MRC1,MRPS31,MYH11,NADK,NAMPT,NAV2,NCOA2,NDUFB5,NDUFB8,NDUFS1,NDUFV1,NDUFV2,Nedd4,NEFH,NELFCD,NFKB1,NOCT,NPC1L1,NPR1,NR2E3,NR5A1,NR5A2,NRF1,ODC1,OPLAH,OXCT1,PAPSS2,PARP1,PC,PDHA1,PDIA5,PDPK1,PDX1,PGD,PGK1,PGS1,PHYH,PLA2G4A,PLIN2,PRDM16,PRDX3,RAPGEF2,RECQL,RET,SCARB1,SCO2,SCP2,SCPEP1,SESN2,SHOC2,Sik1,SIRT5,SLC10A1,SLC16A10,SLC28A2,SLC29A1,SLC2A1,SLC2A3,SLC6A8,SOD2,SORBS1,SOX2,SPARCL1,STAT5B,SULT1E1,SULT2B1,SUOX,SVEP1,TAGLN,TBXAS1,TFAP2A,TGFBR1,TGS1,TOP1,TRIB3,TUBA4A,U2AF1/U2AF1L5,UQCRC2,UQCRFS1,VDR,VRK2,WDR77,XPC,YAP1	198 (11)	11	 	 	 	CYP3A5	 	 	 	 	 	
1,1-bis(3'-indolyl)-1-(4-trifluoromethyl-phenyl)methane	chemical reagent	 	2	 	 	-1.228	8.65E-05	3.00E-02	1,1-bis(3'-indolyl)-1-(4-trifluoromethyl-phenyl)methane,PPARG,RB1	ABCA1,ABCG1,ABCG2,ACAA2,ACACA,ACADM,ACADS,ACO2,ACOX1,ACTC1,Actn3,ATP5F1A,ATP5PO,ATP6V1F,AURKB,BACE1,BCL6,BDH1,BRCA1,CA2,CASP7,CAT,CCNA2,CCNE1,CDK1,CDKN1B,CDX1,CKM,CORIN,CPT2,CS,CTPS1,CTSL,CUL3,CYP4B1,DGAT1,DLAT,DLST,DNAJC11,DNMT1,EI24,EPHX1,ETS1,EZR,FASN,FDPS,FLT1,GAPDH,GPR179,HADHA,HADHB,HMGCR,IDH1,IDH3B,IRAK4,IVD,IVL,LIG1,LIPE,LRAT,MAP2K7,MCM2,MCM3,MCM5,MCM6,MCM7,MDH1,MFN2,MKNK2,MRC1,MRPL12,MRPL58,MTTP,MYH4,MYL1,NDUFA10,NDUFA13,NDUFA5,NDUFA9,NDUFB8,NDUFS2,NDUFS7,NDUFV1,NFKB1,NME1,NPEPPS,NR1D1,NR4A1,NRF1,NSF,ODC1,OGA,OGT,OPA1,PACS1,PARP1,PC,PCK1,PCNA,PDX1,PGAM2,PGD,PLIN2,PLIN4,PMM1,PMPCB,RRM1,RRM2,RYR1,RYR3,SCARB1,SDHB,SLC27A4,SMO,SOD2,SORBS1,SPRR1A,STAT5B,TAGLN,TBXAS1,TGFBR1,TJP1,TRIB3,TYMS,UQCRFS1,UQCRQ,VDR,VNN1,WWTR1,YWHAE	130 (3)	2	 	 	 	ATF3,PPARG	 	 	 	 	 	
PPARG	ligand-dependent nuclear receptor	 	1	 	 	-1.324	9.32E-05	1.28E-02	PPARG	ABCA1,ABCG1,ABCG2,ACAA2,ACACA,ACADM,ACADS,ACOX1,ATP5PO,BACE1,BCL6,BDH1,BECN1,CA2,CAT,CORIN,CPT2,CS,CTPS1,CTSL,CUL3,CYP4B1,DGAT1,DLAT,EPHX1,ETS1,FASN,FDPS,GAPDH,HADHA,HADHB,HMGCR,IDH1,IRAK4,IVD,LIPE,MCM7,MDH1,MKNK2,MRC1,MTTP,MYH7,NPEPPS,NR1D1,NR4A1,NSF,ODC1,PACS1,PC,PCK1,PDX1,PLIN2,PLIN4,PMM1,SCARB1,SLC27A4,SMO,SORBS1,SPRR1A,STAT5B,TAGLN,TBXAS1,TGFBR1,TJP1,TRIB3,VDR,VNN1,WWTR1,YWHAE	69 (1)	1	1,1-bis(3'-indolyl)-1-(4-trifluoromethyl-phenyl)methane,11,12-epoxyeicosatrienoic acid,12-(3-adamantan-1-yl-ureido) dodecanoic acid,13-hydroxyoctadecadienoic acid,14,15-epoxyeicosatrienoic acid,2-chlorohexadecanoic acid,8,9-epoxyeicosatrienoic acid,8-bromo-cAMP,9-hydroxyoctadecadienoic acid,ABHD5,aleglitazar,alpha-tocopherol,arachidonyl-2-chloroethylamide,ASXL2,ATF4,bardoxolone,bezafibrate,choline fenofibrate,cinnamaldehyde,clofibric acid,D-fructose,D-thioctic acid,delta-12-prostaglandin J2,DGKD,EGR1,eicosanoid,farglitazar,flufenamic acid,glipizide,gliquidone,hexarelin,HNRNPK,Ifn gamma,isohumulone,KLF11,KLF15,L-triiodothyronine,LANCL2,LDL,LG100268,MAP2K5,mono-(2-ethylhexyl)phthalate,NFATC1,nimesulide,NR1H4,NR1I2,oxaprozin,pioglitazone,pirinixic acid,PNPLA2,prostaglandin J2,PTN,reglitazar,Relaxin,rosiglitazone,SIRT7,SMARCD3,SNX27,SOST,SRA1,SREBF2,STK11,T3D-959,tert-butyl-hydroquinone,tesaglitazar,tomelukast,UBE2I,ZNF521	(S)-mevalonic acid,10E,12Z-octadecadienoic acid,acetaminophen,ADH1C,ASXL1,BACH1,berberine,calcitriol,CCND3,drospirenone,DUT,E2F1,ezetimibe,gemfibrozil,glutathione,glycerol,GPS2,kawain,MAP4K4,miR-17-5p (and other miRNAs w/seed AAAGUGC),mir-33,MSX2,N-cor,RBP1,roscovitine,saccharin,sea cucumber body wall meal,SELENOS,ST-4 SEC2 mutant superantigen,TFRC,TXNIP,valproic acid	 	Acox,CASP3,CAVIN2,CUL3,Ins1,INSIG2,LDLR,MOGAT1,MUC1,NDRG1,PDX1,PEPCK,PLIN1,PPARGC1B,STAR,thymidine kinase,WWTR1	COL1A1,GABARAPL2,NR1H2,RORC,RUNX2	 	 	 	 	
PF-4691502	chemical drug	 	2	 	 	-0.249	9.36E-05	3.31E-02	Akt,MTOR,NOTCH1,NOTCH2,PF-4691502,PI3K (complex)	A2M,ABCA1,ACACA,ACADL,ACADM,ADD1,ADIPOR1,AKR1B1,AKR1C1/AKR1C2,ALG9,ANGPT1,ATP5F1A,ATP5PB,AVIL,BCL6,BRCA1,BTG2,CCND2,CCNE1,CDK1,CHKA,CHST1,CKM,COPS6,CPD,CPT1A,CS,CTCF,DCTN1,DLD,DMD,ECHS1,EIF3A,EPRS1,ERAP1,ETFA,ETS1,FASN,FBLN5,FDPS,FGFR3,FLT1,G6PD,GALNT10,GALNT11,GATD3A/GATD3B,GCLC,GCLM,GFI1B,GLS,GLUD1,GRN,GSS,GSTK1,HGSNAT,HIF1A,HK1,HMGCR,HSPG2,IQSEC2,ISLR2,ITGB2,IVL,KCND2,KIRREL1,KRT8,L1CAM,LAMB2,LHCGR,LMF2,MAP2K4,MDH1,MDH2,MFN2,MGAT4B,MRC1,MYH11,MYH7,MYLK,NBN,NCAM1,NDUFB8,NDUFS1,NDUFV1,NDUFV2,Nedd4,NEURL1B,NFKB1,NOTCH1,NPC1,NRF1,NRG1,PCDH1,PCK1,PDGFRB,PDX1,PLA2G4A,PPIB,PRDM16,PRKAR2B,PRX,PTPRF,RAD50,RAD51,RAP1GDS1,RPL12,RRM2,SCARB1,SDHB,SEC22B,SLC22A5,SLC2A1,SLC6A15,SLC6A3,SLC7A5,SLC8A1,SLC8A2,SLC9A1,SMARCC1,SMN1/SMN2,SMURF2,SNAI1,SND1,SOD2,SOX2,SOX9,SQSTM1,SREBF1,STT3A,STT3B,TAGLN,TIE1,TJP1,TK1,TMCC1,TMX3,TPPP,TUSC3,TXNL1,TYMP,TYMS,UGGT1,UQCRC2,WNT4,WTAP	145 (6)	5	 	 	 	 	MTOR	 	 	 	 	
acetaminophen	chemical drug	 	1	 	 	-0.143	9.37E-05	2.70E-03	acetaminophen	A2M,ABCC1,ABCG2,ACADM,ACOX1,ACTG1,AKR1B1,ALPI,APEX1,ASL,BLVRB,BTG2,CBR1,CCNG1,Chil3/Chil4,CYP3A5,EPHX1,FECH,FLT1,FTH1,GLS,GLUD1,GLUL,GPX1,GPX2,GPX4,GSTM5,HIF1A,HMGCR,HMGCS1,HSD17B4,HSPA5,HSPD1,IDH1,IGF1R,ITGB1,LIPH,Mug1 (includes others),ODC1,PCNA,PTGR1,PTPN1,SCP2,SLC10A1,SLC25A5,SLC7A11,TALDO1,TLR3,TUBA1A	49 (1)	1	Cyp2g1	5-methoxypsoralen,methoxsalen	 	Acox,APEX1,bilirubin,CASP3,mir-188,mir-467,RXRA	FABP1,glutathione,GPX1,GSR,IDH1,INSR,mir-122,NFkB (complex),NR1H4,PNPLA2,PPARG,PPARGC1B,SLC27A2	 	 	 	 	
RUNX1-RUNX1T1	fusion gene/product	 	2	 	 	-0.768	9.43E-05	1.47E-02	CEBPA,RUNX1,RUNX1-RUNX1T1,SPI1	A2M,ABCA3,ABCB1,ACACA,ACHE,AKR1B1,AKR1B10,AKR1C1/AKR1C2,ALOX5,ARG2,ASL,BLK,BRCA1,BTG2,CA2,CCNA2,CCNB2,CCND2,CD22,CDK1,CDK9,CDKN1B,CREG1,CYP2A6 (includes others),CYP2B6,CYP3A5,CYP3A7,E2F2,EDF1,EP300,EPHX1,FASN,FAT4,FLT1,FXR2,GAPDH,GGH,GPR84,HPGD,ITGA4,ITGAV,ITGB1,IVL,KRT1,LHCGR,LIMD1,MRC1,MSI2,MYH10,MYL9,NCAM1,OVOL1,OXTR,PAX5,PCK1,PCNA,PGD,PLIN2,POU6F1,PSMB10,PTCH1,PTPN6,PTPRE,PUM1,PUM2,QKI,RAD51,RGL1,RORA,SOD2,SOX9,SPRR1A,SULT1A3/SULT1A4,TBXAS1,TFAP2A,TFR2,TK1,TLX3,UBE2I,UNC5B,VCL,VDR,ZNF296	83 (4)	4	 	 	 	ARG2	ATM,CEBPA,miR-9-5p (and other miRNAs w/seed CUUUGGU)	 	 	 	 	
nebivolol	chemical drug	 	2	Inhibited	 	-3.065	9.52E-05	1.89E-02	ADRB1,ADRB2,NADPH oxidase,nebivolol,Nos,NOS3,PPARGC1A,UCP1	A2M,ACADL,ACADM,ACADVL,ACAT1,ACOX1,ACSL6,ADH5,AGAP1,AK1,ALDH18A1,APOD,ARNTL,ASPN,ATP5F1A,ATP5F1B,ATP5PD,ATP5PO,BDH1,BECN1,BMP2,BTF3,BZW2,CAPN3,CAT,COL2A1,COL6A2,COMP,CPT1A,CS,CTSC,CYP2A6 (includes others),CYP2B6,CYP3A5,DGAT1,DLAT,EGLN1,EML1,ENDOG,ERN1,FDPS,FH,G6PD,GARS1,GK,GNAS,GNMT,GOT2,GPX1,GPX4,GSTO1,GUCY2F,HSPA5,IDE,IDH3A,IGLON5,ITGB1,KYAT1,LAMA4,LIPA,LPIN1,MAP1LC3A,MAP3K1,MAPK14,MCM3,MCM5,MDH2,MFN2,MRPS31,MTHFD1,MYH4,MYH7,NDUFA10,NDUFB5,NDUFB8,NDUFS1,NDUFS3,NDUFV1,NDUFV2,NEFH,NFKB1,NPC1L1,NPHS1,NPR1,NR2E3,NR4A1,NR5A1,NR5A2,NRF1,ODC1,OXCT1,PCK1,PDHA1,PDIA5,PGD,PGLS,PHYH,PHYHD1,PLIN2,PRDX3,PSPH,PYCR1,RAB1B,RAB6A,RECQL,SCARB1,SCO2,SDHB,SESN2,SHMT1,Sik1,SIRT5,SLC2A1,SLC6A9,SLC9A1,SMOX,SMS,SNAI1,SND1,SOD2,SOX2,SPARCL1,SREBF1,SRM,STAT5B,SVEP1,TENM4,TLR3,TPPP,TRIB3,UQCRC2,UQCRFS1,USH1C,WDR77,XPC,XPOT,XPR1,YAP1	138 (8)	7	 	 	 	PPARGC1A	 	 	 	 	 	
TIMD4	other	 	2	 	 	-1.061	9.59E-05	2.10E-03	CASP1,HAVCR1,PRKAA,TIMD4	ACACA,ANPEP,CAPN1,CDKN1B,CHKA,CPT1A,CTPS1,FASN,FGFR3,GLI2,GOT2,H3C11,HIF1A,HLF,HYOU1,LYN,MYH10,NAMPT,NCF2,NEO1,NFKB1,ODC1,PCK1,PLIN2,SESN2,SLC16A4,SLC29A1,SMARCA1,SNAI1,SREBF1,XPC,YBX1	32 (4)	3	 	 	 	HAVCR1	Immunoglobulin	 	 	 	 	
FAM177A1	other	 	3	 	 	-0.962	9.66E-05	4.94E-02	AHR,AMPK,ARNT,ATF2,BECN1,Ca2+,carbon monoxide,CASP3,CASP8,CD40,CEBPB,Creb,CTSB,DLG4,EIF2AK2,ERK,ERK1/2,EZH2,FAM177A1,FYN,GC-GCR dimer,HDAC3,HMOX1,HTT,IKBKB,IKBKG,IL1A,IRAK4,IRF3,IRF5,IRF7,Jnk,JUN,MAP2K1,MAP3K5,MAP3K7,Map3k7,MAP4K4,Mapk,MAPK1,MAPK10,MAPK14,MAPK3,MAPK8,MAPK9,MAVS,MTOR,MYD88,Nfat (family),NFkB (family),NFKB1,NFKBIA,NOS3,NR3C1,P38 MAPK,PI3K (complex),PINK1,PRKAA,PRKCZ,RAC1,RAF1,RELA,RXRA,SOD1,SQSTM1,SRC,STAT3,STAT5a/b,STAT6,TRAF6,ULK1,YAP1	A2M,A4GALT,AASS,ABCB1,ABCC1,ABCG2,ABCG5,ACAA2,ACADL,ACADS,ACADVL,Acan,ACE,ACSBG1,ACTG1,ACVR2B,ADA,ADAM17,ADAP1,ADCY8,ADH5,ADIPOR1,ADK,AGRN,AKR1B1,AKR1B10,AKR1C1/AKR1C2,ALDH1L1,ALDH4A1,ALDH5A1,ALDOC,ALOX5,ANGPTL7,ANK1,ANKRD49,ANPEP,Aox2,APEX1,APIP,APOD,ARHGAP1,ARRB1,ARRDC4,ARSB,ATAD2,ATP1A3,ATP5PB,ATR,AVIL,BACE1,BCCIP,BMP2,BUB1B,BZW2,CAMK2D,CAPN1,CAPN3,CASP2,CASP7,CBR1,CBWD1,CCNL2,CD109,CDC45,CDH11,CDK19,CDKN1B,CEL,CHEK1,CHERP,CHKA,CHRNB2,CHST4,CHST7,CKM,CLCA1,CLCA2,CLCN1,CLOCK,CMIP,CNOT9,COL2A1,COL6A2,COPG2,CPOX,CREB3L3,CRYAB,CS,CSE1L,CSGALNACT2,CSK,CSTF1,CTCF,CTPS1,CTSC,CYB5R2,CYLD,CYP24A1,CYP2A6 (includes others),CYP2B6,CYP2J2,CYP3A7,DAB2IP,DCTN1,DCTPP1,DDAH1,DDX5,DEAF1,DEK,DGAT1,DHRS4,DHX9,DLAT,DLD,DLST,DMD,DNAH2,DNAI1,DNM1L,DNMT1,DPP4,DROSHA,DSCC1,DUOX1,DUSP10,DUT,E2F2,ECE1,EDEM1,EFHD2,EGLN1,EIF2AK3,EIF3A,EIF4G2,ENDOU,EP300,EPC1,EPHX1,EPRS1,ERAP1,ERN1,ESPL1,ETFA,ETS2,EXOSC8,EZR,FBP1,FBXW11,FGFR1,FGFR3,FHDC1,FHOD3,FKBP4,FKBP6,FLNB,FSHR,FSTL1,GABARAPL1,GABBR1,GALNT1,GAPDH,GATA4,GATD3A/GATD3B,GCDH,GDI1,GDPD3,GK,GLI2,GNAO1,GNPAT,GOT2,GPX1,GPX2,GRAMD1B,GRHPR,GRM2,GSTM4,GUCY1B1,GUSB,HADH,HADHA,HADHB,HDAC6,HK1,HMGCS1,HNF4A,HNRNPAB,HSD17B4,HSPA8,HTR7,HYOU1,IDE,IDH3A,IDH3B,IGF1R,IL16,ILK,ING1,INO80,IPO9,IQSEC2,IRAK4,IRF2BP2,ISLR2,ITIH4,IVD,KCND2,KDM5A,KIDINS220,KLF13,KRT1,KSR1,KYAT1,LAMA1,LAMA4,LAMC1,LEMD3,LGMN,LGR4,LIN28B,LIPE,LMO7,LRP2,LRP6,LRP8,LSM5,LYN,MAP1LC3A,MAP2K4,MAPK14,MAST3,MCM4,MCM5,MCM6,MCM7,MCM8,MDH1,MDH2,MELK,MFAP4,MFGE8,MID1IP1,MLLT3,MPDU1,MRC2,MSH3,MTHFR,MTTP,MYH11,MYH4,MYL1,MYL9,MYT1,NAMPT,NASP,NAV2,NAV3,NCAM1,NCAN,NCAPD2,NCF2,NCOA2,NDUFA5,NDUFS1,NEFH,NEURL1B,NOX5,NPC1L1,NPTX1,NR4A1,NR5A2,NRCAM,NT5C2,NUDT21,NUP188,OPA1,OXTR,P4HA1,PA2G4,PAICS,PAK1,PAPSS2,PAQR6,PARP1,PARVB,PAX5,PAX8,PBRM1,PCK1,PCOLCE,PDGFRB,PDHA1,PDHB,PDHX,PDPK1,PFKFB4,PGM1,PGM2,PHB,PHYH,PI4K2A,PIGO,PLD1,PLIN2,PLXNA2,PNP,POLA1,POLA2,POLD1,POLD2,POLE2,POLE3,POLR1C,POLR3C,PPIB,PRDX4,PRDX6,PRKCQ,PRKG1,PRMT1,PRSS2,PRX,PSMA3,PSMA6,PTCH1,PTGR1,PTPN13,PTPN6,PTPRE,PTS,PXDN,PXMP2,PXN,PYCR1,QKI,RAB17,RAB30,RAB6A,RAB7A,RACGAP1,RAN,RAP1GDS1,RBBP7,RDH16,RETSAT,RFC2,RFC3,RGN,RHCG,RPA1,RPL12,RPS6KA5,RPS6KB2,RPTN,RRS1,RTCB,RYR1,SAMD4A,SCAMP2,SCO2,SEC22B,SELENBP1,SELENOT,SEMA5B,SERPINB9,SESN2,SF3B3,SFMBT2,SGPL1,SHMT1,SIRT6,SLC16A10,SLC16A7,SLC25A5,SLC28A2,SLC2A3,SLC6A2,SLC6A3,SLC6A4,SLC6A6,SLC6A8,SLC7A11,SLC8A2,SLC9A1,SMARCC1,SMC1A,SMC3,SMC4,SMN1/SMN2,SNAI1,SND1,SNRNP70,Snrpc,SNRPD1,SNRPN,SOD2,SORL1,SOX6,SOX9,SPARCL1,SPRR1A,SQOR,SRP19,SRP54,Srrm1,SSRP1,STAT5B,STIP1,STK17B,STOM,SUCLG1,SULT1E1,SUN2,SUOX,SYN1,SYVN1,TARBP2,TCF12,TFAP2A,TIAM1,TMBIM6,TMCC1,TMEM131,TNNT3,TOMM40,TOP1,TP63,TPI1,TPPP,TRIP13,TRPA1,TRPV6,TSG101,TSHR,TTC27,TUBA1A,TUBA3E,TUBB4A,TWSG1,TXNL1,U2AF2,UBA1,UBA2,UBE2I,UBE2S,UBE3A,UBR2,UBR7,UGDH,UGGT1,UNC5B,UNG,UQCRFS1,USP10,USP33,USP8,USP9X,VCL,VLDLR,VNN1,VPS29,VPS35,WAS,WASF1,WNT11,WNT4,WWTR1,XPC,XPNPEP2,XPO1,XPO5,YWHAE,ZNF443,ZNF608,ZNF680,ZNF704,ZW10	477 (72)	71	 	 	 	 	 	 	 	 	 	
MALAT1	other	 	2	 	 	1.220	9.88E-05	4.28E-02	Akt,FOXP3,HIF1A,MALAT1,MTOR,PI3K (family),SMAD2	A2M,ABCA1,ABCB1,ABCG1,ACACA,ACADL,ACADM,ACE,ADAM17,ADD1,AKR1B1,AKR1B10,AKR1C1/AKR1C2,ALDOC,ALG9,ALPL,ATP5F1A,ATP5PB,ATP5PO,AVIL,BACE1,BCL6,BECN1,BMP2,BRCA1,BTG2,CARS1,CAT,CCND2,CCNE1,CCNT1,CDK1,CDKN1B,CHKA,CKS1B,COPS6,CPD,CPT1A,CS,CTCF,D2HGDH,DCTN1,DMD,ECE1,EGLN1,EIF3A,EIF4G1,EPRS1,ERAP1,ERGIC1,ETFA,ETS1,FASN,FEN1,FGFR3,FTH1,FTMT,GALNT10,GALNT11,GAPDH,GCLC,GCLM,GLI2,GRIN1,GSS,GSTK1,GSTM5,GZMB,HGSNAT,HIF1A,HK1,HSPG2,HUWE1,IGF1R,IQSEC2,IRF8,ISLR2,ITGAV,ITGB1,KCND2,KDM4B,KIRREL1,L1CAM,LAMB2,LHCGR,LIG1,LMF2,MDH1,MDH2,MFN2,MGAT4B,MUC4,MYH7,NAE1,NCAM1,NDUFA10,NDUFS1,NDUFS2,Nedd4,NEK8,NEURL1B,NFKB1,NPC1,NR4A1,NUDCD2,P4HA1,P4HA2,PCDH1,PCK1,PDHA1,PDK1,PDPK1,PFKFB4,PGK1,PLA2G4A,POLD1,POLD3,POLG,PPIA,PPIB,PRDM16,PRKAR2B,PRX,PTPRF,PXN,QKI,RAD50,RAD51,RAP1GDS1,RASSF1,RET,RIOK3,RPL12,RRM2,SDHB,SEC22B,SESN2,SGK1,SLC16A4,SLC22A5,SLC29A1,SLC2A3,SLC6A15,SLC7A5,SLC8A1,SLC8A2,SMAD4,SMURF2,SNAI1,SND1,SOX2,SOX9,SQSTM1,SRD5A1,SREBF1,STT3A,STT3B,TBX5,TJP1,TK1,TMCC1,TMPRSS6,TMX3,TPI1,TPPP,TTN,TUSC3,TXNL1,TYMS,UGGT1,UQCRC2,WTAP	172 (7)	7	 	 	 	CASP3,SNAI1,SNAI2	MTOR	 	 	 	 	
L-buthionine (SR)-sulfoximine	chemical drug	 	2	Inhibited	 	-4.364	9.89E-05	1.08E-02	DIO3,L-buthionine (SR)-sulfoximine,MAPK8,NFE2L2	ABCA1,ABCB1,ABCC1,ACE,ACP7,ACSS2,ACTG1,AKR1B10,AKR1C1/AKR1C2,ALOX5,AOX1,APOD,ARF1,ATP13A4,BAAT,BMP2,BRCA1,CAT,CBR1,CCNA2,CCT3,CCT7,CDKN1B,CLCA1,CLPP,CPT1A,CREG1,CS,CYP27A1,DAD1,DGAT1,DNAJB11,DNMT1,EIF2AK3,EIF3G,EIF4G2,EPHX1,ESD,ETS1,F5,FASN,FSHR,G6PD,GATA4,GCLC,GCLM,GLS,GLUD1,GNA11,GPX2,GPX4,GSPT1,GSS,GSTM4,GSTM5,Gstm6,GSTO1,HDAC6,HMGCR,HMGCS1,HPCA,HSF1,HSPA9,IDE,IDH1,IRF8,ISLR2,ITGA4,ITGB2,ITIH3,KIF18A,L1CAM,LRP8,M6PR,MAP1LC3A,MAPK10,MGST3,MTHFR,MTTP,NARS1,NCF2,NCKAP1,NOCT,NPR1,NR5A1,NUCB2,OGT,PAQR6,PARVB,PDIA4,PDX1,PGD,PLIN2,PPIB,PREP,PSMA1,PSMA4,PSMA5,PSMA6,PSMA7,PSMB6,PSMC1,PSMC3,PSMD1,PSMD14,PSMD3,PSMD4,PSMD7,PTCH1,PTPN1,Ptprd,RAN,RBBP7,RRS1,RUVBL1,RYR3,SCARB1,SEC23A,SESN2,SLC16A4,SLC2A1,SLC35B1,SLC52A3,SLC6A9,SLC7A11,SLC7A8,SOD2,SQSTM1,SREBF1,STIP1,SULT1E1,TALDO1,TBP,TBXAS1,TFR2,TMED2,TPI1,UBE2K,UGDH,USO1,VCP,WNT4	142 (4)	3	 	 	 	CASP3,NFE2L2	glutathione	 	 	 	 	
IDH1	enzyme	-0.756	2	Activated	 	2.711	9.89E-05	1.20E-03	IDH1,TXNRD1	AOX1,BLVRB,CBR1,CBR3,CYP2B6,FASN,FBP1,GCLC,GLUD1,GPX2,GSTM4,GSTM5,LPIN1,MAPK10,MGST3,MOCOS,PCK1,PGD,PTGR1,SELENOT,SLC2A1,UGDH,UGP2	23 (2)	2	4-nitrobenzoic acid,AI-1,CD300LF,KDM8,NFE2L2,PCGEM1,SREBF1,SREBF2,Srebp,TAZ,TXNIP	acetaminophen,GPS2,HMPL-306,KLF3,PDX1,sterol	 	cholesterol,TXNRD1	G6PC3	 	 	 	 	
