Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
NUR77 Signaling in T Lymphocytes	3.10E-01		2.78E-01	"CALM1 (includes others),HDAC2,HDAC7,PCNA,SIN3B"
Methionine Degradation I (to Homocysteine)	3.18E-01		3.00E-01	"AHCY,EHMT1,FTSJ1"
Thyroid Hormone Metabolism II (via Conjugation and/or Degradation)	3.18E-01		3.00E-01	"B4GAT1,CSGALNACT1,SULT1B1"
Xenobiotic Metabolism PXR Signaling Pathway	3.19E-01		2.60E-01	"ABCC2,ALDH2,ALDH3A2,ALDH4A1,ALDH6A1,CAMK2D,CAT,CHST13,ESD,GRIP1,GSTM3,GSTM4,GSTM5,MGST3,NDST1,NR1I2,SULT1B1,SULT1E1,SULT2B1"
Iron homeostasis signaling pathway	3.26E-01		2.64E-01	"ACO2,ATP6V1B1,ATP6V1F,ATP6V1G2,ATP6V1H,CIAO2B,EGFR,LRP1,NFS1,NUBP1,SKP1,STEAP3,TFR2,TMPRSS6"
"Bile Acid Biosynthesis, Neutral Pathway"	3.27E-01		3.33E-01	"CYP27A1,SCP2"
Chondroitin Sulfate Degradation (Metazoa)	3.27E-01		3.33E-01	"Chil3/Chil4,HEXB"
"D-myo-inositol (1,3,4)-trisphosphate Biosynthesis"	3.27E-01		3.33E-01	"INPP5F,OCRL"
Glycine Betaine Degradation	3.27E-01		3.33E-01	"PIPOX,SARDH"
Ferroptosis Signaling Pathway	3.28E-01		2.65E-01	"BRAF,CTH,EIF2A,FTMT,GPX4,H2AZ1,MRAS,NFS1,PRKAB2,RASD2,SLC7A11,STEAP3,VDAC2"
Acute Myeloid Leukemia Signaling	3.40E-01		2.73E-01	"BRAF,CCND1,IDH1,IDH3G,MRAS,PIM1,RASD2,RPS6KB2,SOS1"
BER (Base Excision Repair) Pathway	3.44E-01		2.76E-01	"APEX1,FEN1,MPG,NF1,PARP1,PCNA,POLE,RFC2"
Xenobiotic Metabolism AHR Signaling Pathway	3.44E-01		2.76E-01	"ALDH2,ALDH3A2,ALDH4A1,ALDH6A1,GSTM3,GSTM4,GSTM5,MGST3"
FXR/RXR Activation	3.48E-01		2.80E-01	"ABCC2,CYP27A1,FBP1,MTTP,NR1I2,NR5A2,SLC4A2"
Corticotropin Releasing Hormone Signaling	3.51E-01		2.67E-01	"ADCY1,BRAF,CACNA1A,CACNA1G,CALM1 (includes others),CTH,GUCY1B1,GUCY2C,GUCY2D,Gucy2d,GUCY2F,IVL,KRT1,NPR1,NPR2,PLCG1"
Tight Junction Signaling	3.51E-01		2.67E-01	"ACTC1,ACTG1,CPSF1,CPSF3,CSTF3,MYL1,MYL9,MYO1H,NAPA,NSF,NUDT21,PATJ,PTPA,SPTAN1,TGFBR1,VCL"
Nucleotide Excision Repair Pathway	3.55E-01		2.86E-01	"CCNH,ERCC6,GTF2H4,POLR2B,POLR2C,XPC"
Polyamine Regulation in Colon Cancer	3.55E-01		2.86E-01	"BRAF,CSNK2B,MLST8,ODC1,SMS,SRM"
Arginine Degradation I (Arginase Pathway)	3.56E-01		5.00E-01	ALDH4A1
Arginine Degradation VI (Arginase 2 Pathway)	3.56E-01		5.00E-01	PYCR1
Choline Degradation I	3.56E-01		5.00E-01	CHDH
Chondroitin and Dermatan Biosynthesis	3.56E-01		5.00E-01	CSGALNACT1
Cysteine Biosynthesis/Homocysteine Degradation	3.56E-01		5.00E-01	CTH
L-cysteine Degradation I	3.56E-01		5.00E-01	GOT2
Lipoate Biosynthesis and Incorporation II	3.56E-01		5.00E-01	LIPT1
Methionine Salvage II (Mammalian)	3.56E-01		5.00E-01	MTR
Molybdenum Cofactor Biosynthesis	3.56E-01		5.00E-01	NFS1
NAD Biosynthesis from 2-amino-3-carboxymuconate Semialdehyde	3.56E-01		5.00E-01	NADSYN1
Oleate Biosynthesis II (Animals)	3.56E-01		5.00E-01	ALDH6A1
Proline Biosynthesis I	3.56E-01		5.00E-01	PYCR1
Proline Degradation	3.56E-01		5.00E-01	ALDH4A1
Threonine Degradation II	3.56E-01		5.00E-01	GCAT
Huntington's Disease Signaling	3.64E-01		2.62E-01	"ARFIP2,ATP5F1A,ATP5F1B,ATP5F1C,ATP5PB,CAPN3,CAPN7,CASP2,CASQ1,DNM1,DNM1L,EGFR,HDAC2,HDAC7,HSPA8,NAPA,NSF,POLR2B,POLR2C,PSMA1,PSMA2,PSMA6,PSMB10,PSMC2,PSMC4,PSME4,RASA1,RPS27A,SHC2,SOS1,TBP,TCERG1,UBA52"
Glioma Signaling	3.64E-01		2.73E-01	"CALM1 (includes others),CAMK2D,CCND1,EGFR,HDAC2,HDAC7,IDH1,IDH3G,MRAS,PLCG1,RASD2,SOS1"
Paxillin Signaling	3.64E-01		2.73E-01	"ACTC1,ACTG1,ARFIP2,GIT2,ITGA2B,ITGA8,MRAS,PAK1,RASD2,SOS1,TLN1,VCL"
Heparan Sulfate Biosynthesis	3.80E-01		2.81E-01	"AARS1,ALDH2,Ces1b/Ces1c,CHST13,NDST1,PRDX6,SULT1B1,SULT1E1,SULT2B1"
Renal Cell Carcinoma Signaling	3.80E-01		2.81E-01	"ETS1,FH,MRAS,PAK1,PTPN11,RASD2,RPS27A,SOS1,UBA52"
Sperm Motility	3.86E-01		2.67E-01	"BLK,CACNA1G,CALM1 (includes others),CLK2,CNGA3,CNGB3,EGFR,EPHB1,FGFR1,GUCY1B1,MRAS,NPR1,PDE1B,PLAAT4,PLCD3,PLCG1,PLCZ1,PRDX6,PRKG1,RET,SRMS,TIE1,TXK"
Agrin Interactions at Neuromuscular Junction	3.87E-01		2.86E-01	"ACTC1,ACTG1,AGRN,EGFR,LAMC1,MRAS,PAK1,RASD2"
Glycogen Degradation III	3.93E-01		3.33E-01	"MGAM,PGM1,PYGB"
Inhibition of Angiogenesis by TSP1	3.93E-01		3.33E-01	"GUCY1B1,HSPG2,TGFBR1"
Intrinsic Prothrombin Activation Pathway	3.93E-01		3.33E-01	"COL2A1,F11,SERPINC1"
Chondroitin Sulfate Biosynthesis	3.96E-01		2.92E-01	"CHST13,CHST9,CSGALNACT1,NDST1,SULT1B1,SULT1E1,SULT2B1"
Dermatan Sulfate Biosynthesis	3.96E-01		2.92E-01	"CHST13,CHST14,CSGALNACT1,NDST1,SULT1B1,SULT1E1,SULT2B1"
Wound Healing Signaling Pathway	4.01E-01		2.79E-01	"COL2A1,COL4A1,COL5A1,COL9A1,EGFR,LAMC1,MRAS,RASD2,SHC2,SOS1,TGFBR1,TRPA1"
NRF2-mediated Oxidative Stress Response	4.03E-01		2.68E-01	"ABCC1,ABCC2,ACTC1,ACTG1,AOX1,CAT,CBR1,CUL3,CYP2A6 (includes others),Cyp2j9,CYP2U1,Cyp3a25 (includes others),DNAJA2,DNAJC13,DNAJC3,GPX2,GSTM3,GSTM4,GSTM5,MGST3,MRAS,PPIB,RASD2,SOD2,UBE2E3,VCP"
UVC-Induced MAPK Signaling	4.08E-01		3.00E-01	"BRAF,EGFR,MRAS,RASD2,SMPD1,SMPD2"
1D-myo-inositol Hexakisphosphate Biosynthesis II (Mammalian)	4.30E-01		4.00E-01	"INPP5F,OCRL"
2-oxobutanoate Degradation I	4.30E-01		4.00E-01	"DLD,MCEE"
Airway Pathology in Chronic Obstructive Pulmonary Disease	4.30E-01		4.00E-01	"FGF20,FGF6"
Embryonic Stem Cell Differentiation into Cardiac Lineages	4.30E-01		4.00E-01	"GATA4,ISL1"
GDP-mannose Biosynthesis	4.30E-01		4.00E-01	"GMPPA,PMM1"
Glucose and Glucose-1-phosphate Degradation	4.30E-01		4.00E-01	"PGM1,RGN"
Histidine Degradation III	4.30E-01		4.00E-01	"FTCD,HAL"
Leucine Degradation I	4.30E-01		4.00E-01	"MCCC1,MCCC2"
Cysteine Biosynthesis III (mammalia)	4.47E-01		3.33E-01	"AHCY,CTH,EHMT1,FTSJ1"
Pyrimidine Ribonucleotides Interconversion	4.47E-01		3.33E-01	"DHX9,ENTPD6,NME1,NUDT18"
Superpathway of Melatonin Degradation	4.69E-01		3.16E-01	"B4GAT1,CSGALNACT1,CYP2A6 (includes others),CYP2U1,CYP4B1,SULT1B1"
Triacylglycerol Degradation	4.69E-01		3.16E-01	"AARS1,ALDH2,Ces1b/Ces1c,NDST1,PNLIP,PRDX6"
LPS/IL-1 Mediated Inhibition of RXR Function	4.78E-01		2.78E-01	"ABCC2,ALAS1,ALDH2,ALDH3A2,ALDH4A1,ALDH6A1,CAT,CHST13,CYP2A6 (includes others),Cyp2j9,CYP2U1,GSTM3,GSTM4,GSTM5,HMGCS1,MGST3,NDST1,NR1I2,NR5A2,SULT1B1,SULT1E1,SULT2B1"
"NER (Nucleotide Excision Repair, Enhanced Pathway)"	4.86E-01		2.86E-01	"CCNH,COPS6,COPS8,DDB1,DNA2,ERCC6,GTF2H4,PCNA,POLD1,POLD3,POLE,POLR2B,POLR2C,RFC2,TOP2B,XPC"
Antiproliferative Role of TOB in T Cell Signaling	4.86E-01		3.75E-01	"CCNA2,SKP1,TGFBR1"
Bupropion Degradation	4.86E-01		3.75E-01	"CYP2A6 (includes others),CYP2U1,CYP4B1"
DNA damage-induced 14-3-3σ Signaling	4.86E-01		3.75E-01	"CCNB2,CCNB3,CDK1"
Fatty Acid α-oxidation	4.86E-01		3.75E-01	"ALDH2,ALDH3A2,ALDH4A1"
"Tryptophan Degradation X (Mammalian, via Tryptamine)"	4.86E-01		3.75E-01	"ALDH2,ALDH3A2,ALDH4A1"
Eicosanoid Signaling	4.95E-01		3.33E-01	"DPEP1,DPEP2,HPGDS,PLAAT4,PRDX6"
GABA Receptor Signaling	4.95E-01		2.88E-01	"ABAT,ADCY1,AP2A1,CACNA1A,CACNA1G,DNM1,GABBR2,GABRA6,GABRR2,GUCY1B1,KCNN2,MRAS,NSF,RPS27A,UBA52"
Circadian Rhythm Signaling	5.22E-01		2.78E-01	"ADCY1,BLK,BRAF,CACNA1A,CACNA1G,CAMK2D,CTH,GRIA2,GRIA3,GRIA4,GRIN2D,GUCY1B1,GUCY2C,Gucy2d,GUCY2D,GUCY2F,HLF,MKNK2,MLST8,MRAS,NPR1,NPR2,PLCD3,PLCG1,PLCZ1,PRKAB2,PRKG1,RACK1,RASD2,RORA"
Calcium Signaling	5.22E-01		2.81E-01	"ACTC1,ATP2A1,ATP2C1,CACNA1A,CACNA1G,CALM1 (includes others),CAMK2D,CAMKK1,CASQ1,CHRNA7,CHRNA9,CHRNB2,GRIA2,GRIA3,GRIA4,GRIK1,GRIN2D,HDAC2,HDAC7,MYL1,MYL9,MYO1H,SLC8A2,TP63,TRPC5"
Amyotrophic Lateral Sclerosis Signaling	5.25E-01		2.91E-01	"CACNA1A,CAPN3,CAPN7,CAT,GLUL,GPX1,GRIA2,GRIA3,GRIA4,GRID1,GRID2,GRIK1,GRIK2,GRIN2D,NAIP,PAK1"
Dopamine Degradation	5.34E-01		3.64E-01	"ALDH2,ALDH3A2,ALDH4A1,SULT1B1"
Dermatan Sulfate Biosynthesis (Late Stages)	5.39E-01		3.33E-01	"CHST13,CHST14,NDST1,SULT1B1,SULT1E1,SULT2B1"
Melatonin Degradation I	5.39E-01		3.33E-01	"B4GAT1,CSGALNACT1,CYP2A6 (includes others),CYP2U1,CYP4B1,SULT1B1"
Hepatic Fibrosis / Hepatic Stellate Cell Activation	5.47E-01		3.06E-01	"A2M,COL2A1,COL4A1,COL5A1,COL9A1,EGFR,FGFR1,MYL1,MYL9,MYO1H,TGFBR1"
UVA-Induced MAPK Signaling	5.64E-01		3.02E-01	"EGFR,MRAS,PARP1,PARP11,PARP2,PLCD3,PLCG1,PLCZ1,RASD2,RPS6KB2,SMPD1,SMPD2,TNKS2"
Granzyme A Signaling	5.77E-01		5.00E-01	"APEX1,NME1"
Granzyme B Signaling	5.77E-01		5.00E-01	"LMNB2,PARP1"
Phosphatidylcholine Biosynthesis I	5.77E-01		5.00E-01	"CEPT1,PHKA1"
Sphingomyelin Metabolism	5.77E-01		5.00E-01	"SMPD1,SMPD2"
T Helper Cell Differentiation	5.77E-01		5.00E-01	"BCL6,TGFBR1"
Tetrapyrrole Biosynthesis II	5.77E-01		5.00E-01	"ALAD,ALAS1"
Necroptosis Signaling Pathway	5.81E-01		3.08E-01	"CAMK2D,CAPN3,CAPN7,CYLD,DNM1L,GLUD1,GLUL,SLC25A10,SLC25A3,SLC25A5,TOMM40,VDAC2"
Heparan Sulfate Biosynthesis (Late Stages)	5.89E-01		3.21E-01	"AARS1,ALDH2,Ces1b/Ces1c,CHST13,NDST1,PRDX6,SULT1B1,SULT1E1,SULT2B1"
4-hydroxyproline Degradation I	5.99E-01		1.00E+00	ALDH4A1
Acetyl-CoA Biosynthesis III (from Citrate)	5.99E-01		1.00E+00	ACLY
Alanine Biosynthesis III	5.99E-01		1.00E+00	NFS1
Aspartate Biosynthesis	5.99E-01		1.00E+00	GOT2
Ceramide Degradation	5.99E-01		1.00E+00	ASAH2
Creatine-phosphate Biosynthesis	5.99E-01		1.00E+00	CKM
"Fatty Acid β-oxidation III (Unsaturated, Odd Number)"	5.99E-01		1.00E+00	ECI2
Glutamate Biosynthesis II	5.99E-01		1.00E+00	GLUD1
Glutamate Degradation II	5.99E-01		1.00E+00	GOT2
Glutamate Degradation X	5.99E-01		1.00E+00	GLUD1
Glutamine Biosynthesis I	5.99E-01		1.00E+00	GLUL
Glycine Biosynthesis III	5.99E-01		1.00E+00	AGXT2
Interferon Signaling	5.99E-01		1.00E+00	MED14
L-cysteine Degradation II	5.99E-01		1.00E+00	CTH
L-glutamine Biosynthesis II (tRNA-dependent)	5.99E-01		1.00E+00	GATB
Lactose Degradation III	5.99E-01		1.00E+00	GLB1
Lipoate Salvage and Modification	5.99E-01		1.00E+00	LIPT1
Methylthiopropionate Biosynthesis	5.99E-01		1.00E+00	ADI1
NADH Repair	5.99E-01		1.00E+00	GAPDH
Phosphatidylethanolamine Biosynthesis III	5.99E-01		1.00E+00	PTDSS2
Proline Biosynthesis II (from Arginine)	5.99E-01		1.00E+00	PYCR1
Putrescine Biosynthesis III	5.99E-01		1.00E+00	ODC1
Rapoport-Luebering Glycolytic Shunt	5.99E-01		1.00E+00	PGAM2
Sorbitol Degradation I	5.99E-01		1.00E+00	SORD
Spermidine Biosynthesis I	5.99E-01		1.00E+00	SRM
Spermine Biosynthesis	5.99E-01		1.00E+00	SMS
Sphingosine and Sphingosine-1-phosphate Metabolism	5.99E-01		1.00E+00	ASAH2
Cyclins and Cell Cycle Regulation	6.01E-01		3.14E-01	"CCNA2,CCNB2,CCNB3,CCND1,CCNH,CDK1,HDAC2,HDAC7,MYT1,PTPA,SKP1"
Estrogen-mediated S-phase Entry	6.06E-01		4.29E-01	"CCNA2,CCND1,CDK1"
Putrescine Degradation III	6.06E-01		4.29E-01	"ALDH2,ALDH3A2,ALDH4A1"
Neurovascular Coupling Signaling Pathway	6.36E-01		2.93E-01	"CACNA1A,CACNA1G,CALM1 (includes others),CTH,ENTPD6,GABBR2,GABRA6,GABRR2,GRIA2,GRIA3,GRIA4,GRIN2D,GUCY1B1,GUCY2C,GUCY2D,Gucy2d,GUCY2F,KCNN2,NPR1,NPR2,ORAI2,PLAAT4,PRDX6,PRKG1"
Ethanol Degradation II	6.41E-01		4.00E-01	"ADH5,ALDH2,ALDH3A2,ALDH4A1"
Noradrenaline and Adrenaline Degradation	6.41E-01		4.00E-01	"ADH5,ALDH2,ALDH3A2,ALDH4A1"
Purine Nucleotides Degradation II (Aerobic)	6.41E-01		4.00E-01	"ADA,ADA2,ADARB2,NT5C3B"
Chondroitin Sulfate Biosynthesis (Late Stages)	6.57E-01		3.50E-01	"CHST13,CHST9,CSGALNACT1,NDST1,SULT1B1,SULT1E1,SULT2B1"
Serotonin Degradation	6.57E-01		3.50E-01	"ADH5,ALDH2,ALDH3A2,ALDH4A1,B4GAT1,CSGALNACT1,SULT1B1"
Hereditary Breast Cancer Signaling	6.59E-01		3.02E-01	"CCND1,CDK1,FANCM,HDAC2,HDAC7,MRAS,MSH2,MSH6,PBRM1,POLR2B,POLR2C,RAD50,RAD51,RASD2,RFC2,RPS27A,SMARCA4,UBA52,XPC"
Valine Degradation I	6.76E-01		3.85E-01	"ABAT,ALDH6A1,BCKDHA,DLD,HSD17B4"
Glutamate Receptor Signaling	6.96E-01		3.24E-01	"CALM1 (includes others),GLUL,GRIA2,GRIA3,GRIA4,GRID1,GRID2,GRIK1,GRIK2,GRIN2D,GRIP1,GRM6"
Nicotine Degradation II	7.10E-01		3.75E-01	"AOX1,B4GAT1,CSGALNACT1,CYP2A6 (includes others),CYP2U1,CYP4B1"
Nicotine Degradation III	7.10E-01		3.75E-01	"AOX1,B4GAT1,CSGALNACT1,CYP2A6 (includes others),CYP2U1,CYP4B1"
Role of BRCA1 in DNA Damage Response	7.26E-01		3.33E-01	"BRIP1,FANCM,MSH2,MSH6,PBRM1,PLK1,POU2F1,RAD50,RAD51,RFC2,SMARCA4"
GM-CSF Signaling	7.29E-01		3.46E-01	"CAMK2D,CCND1,ETS1,MRAS,PIM1,PTPN11,RACK1,RASD2,SOS1"
Assembly of RNA Polymerase III Complex	7.63E-01		5.00E-01	"GTF3C1,SF3A1,TBP"
Dermatan Sulfate Degradation (Metazoa)	7.63E-01		5.00E-01	"Chil3/Chil4,FGFRL1,HEXB"
Histamine Degradation	7.63E-01		5.00E-01	"ALDH2,ALDH3A2,ALDH4A1"
Endothelin-1 Signaling	7.65E-01		3.09E-01	"ADCY1,BRAF,CASP2,CASQ1,ECE2,GUCY1B1,GUCY2C,GUCY2D,GUCY2F,MRAS,NPR1,NPR2,PLAAT4,PLCD3,PLCG1,PLCZ1,PLD1,PRDX6,RASD2,SHC2,SOS1"
Coagulation System	7.71E-01		4.44E-01	"A2M,F11,PLG,SERPINC1"
Ethanol Degradation IV	7.71E-01		4.44E-01	"ALDH2,ALDH3A2,ALDH4A1,CAT"
Pyrimidine Deoxyribonucleotides De Novo Biosynthesis I	7.71E-01		4.44E-01	"NME1,RRM1,RRM2,TYMS"
Superpathway of Methionine Degradation	7.78E-01		3.64E-01	"AHCY,CTH,DLD,EHMT1,FTSJ1,GOT2,MCEE,MTR"
Cellular Effects of Sildenafil (Viagra)	7.85E-01		3.12E-01	"ACTC1,ACTG1,ADCY1,CACNA1A,CALM1 (includes others),GUCY1B1,GUCY2C,GUCY2D,GUCY2F,KCNN2,MYL1,MYL9,MYO1H,NPR1,NPR2,PDE1B,PLCD3,PLCG1,PLCZ1,PRKG1"
DNA Double-Strand Break Repair by Non-Homologous End Joining	7.91E-01		4.17E-01	"PARP1,RAD50,WRN,XRCC5,XRCC6"
5-aminoimidazole Ribonucleotide Biosynthesis I	8.00E-01		6.67E-01	"PFAS,PPAT"
Arginine Biosynthesis IV	8.00E-01		6.67E-01	"ASL,GLUD1"
Branched-chain α-keto acid Dehydrogenase Complex	8.00E-01		6.67E-01	"BCKDHA,DLD"
Calcium Transport I	8.00E-01		6.67E-01	"ATP2A1,ATP2C1"
Myo-inositol Biosynthesis	8.00E-01		6.67E-01	"IMPA1,INPP5F"
Pentose Phosphate Pathway (Non-oxidative Branch)	8.00E-01		6.67E-01	"RPIA,TKTL2"
Pentose Phosphate Pathway (Oxidative Branch)	8.00E-01		6.67E-01	"PGD,PGLS"
Superoxide Radicals Degradation	8.00E-01		6.67E-01	"CAT,SOD2"
Estrogen Biosynthesis	8.16E-01		4.00E-01	"CYP2A6 (includes others),CYP2U1,CYP4B1,HSD17B12,HSD17B4,HSD17B8"
Antiproliferative Role of Somatostatin Receptor 2	8.30E-01		3.43E-01	"BRAF,CTH,GUCY1B1,GUCY2C,Gucy2d,GUCY2D,GUCY2F,MRAS,NPR1,NPR2,PTPN11,RASD2"
Synaptic Long Term Depression	8.34E-01		3.09E-01	"CACNA1A,CACNA1G,CTH,GRIA2,GRIA3,GRIA4,GRID1,GRID2,GRM6,GUCY1B1,GUCY2C,Gucy2d,GUCY2D,GUCY2F,MRAS,NPR1,NPR2,PLAAT4,PLCD3,PLCG1,PLCZ1,PRDX6,PRKG1,PTPA,RASD2"
Bladder Cancer Signaling	8.43E-01		3.57E-01	"CCND1,EGFR,FGF20,FGF6,HDAC2,HDAC7,MMP17,MRAS,RASD2,RASSF1"
Apoptosis Signaling	8.62E-01		3.42E-01	"ACIN1,AIFM1,CAPN3,CAPN7,CASP2,CDK1,CYC1,MRAS,NAIP,PARP1,PLCG1,RASD2,SPTAN1"
Cell Cycle: G2/M DNA Damage Checkpoint Regulation	8.72E-01		3.81E-01	"CCNB2,CCNB3,CDK1,CKS1B,PLK1,SKP1,TOP2B,TRIP12"
Glucocorticoid Receptor Signaling	9.28E-01		2.99E-01	"A2M,ATP5F1A,ATP5F1B,ATP5F1C,ATP5PB,CCNH,CYC1,EGFR,FBP1,FKBP4,GTF2H4,HSPA8,KRT1,KRT3,MED14,MRAS,NDUFA10,NDUFA13,NDUFA7,NDUFA8,NDUFA9,NDUFB5,NDUFB8,NDUFB9,NDUFS1,NDUFS2,NDUFS3,NDUFS7,NDUFV2,PBRM1,POLR2B,POLR2C,PRKAB2,RASD2,SMARCA4,SOS1,TAF2,TBP,TGFBR1,UQCRC2,UQCRFS1"
Adenosine Nucleotides Degradation II	9.34E-01		5.00E-01	"ADA,ADA2,ADARB2,NT5C3B"
Cleavage and Polyadenylation of Pre-mRNA	9.34E-01		5.00E-01	"CPSF1,CPSF3,CSTF3,NUDT21"
Retinoic acid Mediated Apoptosis Signaling	9.34E-01		5.00E-01	"PARP1,PARP11,PARP2,TNKS2"
"Superpathway of D-myo-inositol (1,4,5)-trisphosphate Metabolism"	9.34E-01		5.00E-01	"BPNT1,IMPA1,INPP5F,OCRL"
Induction of Apoptosis by HIV1	9.39E-01		4.29E-01	"CYC1,DAXX,NAIP,SLC25A10,SLC25A3,SLC25A5"
Oxidative Ethanol Degradation III	9.39E-01		4.29E-01	"ALDH2,ALDH3A2,ALDH4A1,CYP2A6 (includes others),Cyp2j9,CYP2U1"
Phospholipases	9.56E-01		4.12E-01	"PLA2G15,PLAAT4,PLCD3,PLCG1,PLCZ1,PLD1,PRDX6"
Acetyl-CoA Biosynthesis I (Pyruvate Dehydrogenase Complex)	9.76E-01		6.00E-01	"DLD,PDHA1,PDHB"
Choline Biosynthesis III	9.76E-01		6.00E-01	"CEPT1,PHKA1,PLD1"
"Phenylalanine Degradation IV (Mammalian, via Side Chain)"	9.76E-01		6.00E-01	"ALDH2,ALDH3A2,GOT2"
Purine Ribonucleosides Degradation to Ribose-1-phosphate	9.76E-01		6.00E-01	"ADA,ADA2,ADARB2"
Sucrose Degradation V (Mammalian)	9.76E-01		6.00E-01	"ALDOA,ALDOC,TPI1"
Systemic Lupus Erythematosus Signaling	1.06E+00		3.47E-01	"CD22,LSM4,LSM5,MRAS,PLCG1,PRPF40A,RASD2,SNRNP200,SNRNP25,SNRNP35,SNRNP40,SNRNP70,SNRPA1,SNRPD1,SNRPN,SOS1,ZMAT5"
Phototransduction Pathway	1.10E+00		4.21E-01	"CNGA3,CNGB3,GUCY1B1,GUCY2C,GUCY2D,GUCY2F,NPR1,NPR2"
Inhibition of Matrix Metalloproteases	1.14E+00		5.71E-01	"A2M,HSPG2,LRP1,MMP17"
Leukotriene Biosynthesis	1.14E+00		5.71E-01	"DPEP1,DPEP2,GSTM4,MGST3"
Formaldehyde Oxidation II (Glutathione-dependent)	1.20E+00		1.00E+00	"ADH5,ESD"
Phenylethylamine Degradation I	1.20E+00		1.00E+00	"ALDH2,ALDH3A2"
β-alanine Degradation I	1.20E+00		1.00E+00	"ABAT,ALDH6A1"
Mismatch Repair in Eukaryotes	1.25E+00		5.00E-01	"FEN1,MSH2,MSH6,PCNA,POLD1,RFC2"
Caveolar-mediated Endocytosis Signaling	1.28E+00		4.00E-01	"ACTC1,ACTG1,ARCN1,COPB1,COPE,COPG2,COPZ1,EGFR,FLNA,FLNC,ITGA2B,ITGA8"
2-ketoglutarate Dehydrogenase Complex	1.29E+00		7.50E-01	"DHTKD1,DLD,DLST"
Adenine and Adenosine Salvage III	1.29E+00		7.50E-01	"ADA,ADA2,ADARB2"
Glutathione Redox Reactions I	1.30E+00		5.56E-01	"GPX1,GPX2,GPX4,MGST3,PRDX6"
Telomere Extension by Telomerase	1.30E+00		5.56E-01	"RAD50,TERF2,TNKS2,XRCC5,XRCC6"
Regulation of Cellular Mechanics by Calpain Protease	1.31E+00		3.89E-01	"CAPN3,CAPN7,CCNA2,CCND1,CDK1,CNGA3,CNGB3,EGFR,ITGA2B,ITGA8,MRAS,RASD2,TLN1,VCL"
"D-myo-inositol (1,4,5)-trisphosphate Degradation"	1.41E+00		6.67E-01	"BPNT1,IMPA1,INPP5F,OCRL"
Pentose Phosphate Pathway	1.41E+00		6.67E-01	"PGD,PGLS,RPIA,TKTL2"
Glutathione-mediated Detoxification	1.45E+00		5.45E-01	"ANPEP,GSTM3,GSTM4,GSTM5,HPGDS,MGST3"
Gap Junction Signaling	1.49E+00		3.45E-01	"ACTC1,ACTG1,ADCY1,CTH,EGFR,GRIA2,GRIA3,GRIA4,GRIK1,GRIK2,GUCY1B1,GUCY2C,Gucy2d,GUCY2D,GUCY2F,MRAS,NPR1,NPR2,PLCD3,PLCG1,PLCZ1,PRKG1,RASD2,SOS1,TUBA1A,TUBA1B,TUBA3E,TUBA4A,TUBB2B,TUBB4A"
Purine Nucleotides De Novo Biosynthesis II	1.55E+00		6.25E-01	"ADSL,ATIC,PAICS,PFAS,PPAT"
Remodeling of Epithelial Adherens Junctions	1.66E+00		4.17E-01	"ACTC1,ACTG1,ARPC1B,ARPC3,ARPC4,DNM1,DNM1L,NME1,TUBA1A,TUBA1B,TUBA3E,TUBA4A,TUBB2B,TUBB4A,VCL"
Glycine Cleavage Complex	1.79E+00		8.00E-01	"AMT,DLD,GCSH,GLDC"
Aspartate Degradation II	1.80E+00		1.00E+00	"GOT2,MDH1,MDH2"
Inosine-5'-phosphate Biosynthesis II	1.80E+00		1.00E+00	"ADSL,ATIC,PAICS"
Estrogen Receptor Signaling	1.84E+00		3.36E-01	"ADCY1,ATP5F1A,ATP5F1B,ATP5F1C,ATP5PB,CACNA1A,CCNC,CCND1,CDK8,CYC1,EGFR,EIF2B2,GUCY1B1,MED12,MED14,MMP17,MRAS,MYL1,MYL9,NDUFA10,NDUFA13,NDUFA7,NDUFA8,NDUFA9,NDUFB5,NDUFB8,NDUFB9,NDUFS1,NDUFS2,NDUFS3,NDUFS7,NDUFV2,NOTCH1,PAK1,PCNA,PLCD3,PLCG1,PLCZ1,POLR2B,PRKAB2,RASD2,RPS6KB2,SHC2,SOD2,SOS1,TBL1Y,UQCRC2,UQCRFS1"
Crosstalk between Dendritic Cells and Natural Killer Cells	1.88E+00		7.14E-01	"ACTC1,ACTG1,CAMK2D,FSCN2,TLN1"
Coronavirus Pathogenesis Pathway	1.92E+00		3.85E-01	"CCND1,EEF1A2,EIF2A,HDAC2,HDAC7,KPNB1,NPC1,RPS11,RPS15,RPS15A,RPS17,RPS18,RPS2,RPS24,RPS26,RPS27A,RPS3,RPS4X,RPS5,RPS6,RPS7,RPS8,RPS9,RPSA,TGFBR1"
Death Receptor Signaling	1.95E+00		4.80E-01	"ACIN1,ACTC1,ACTG1,CASP2,CYC1,DAXX,NAIP,PARP1,PARP11,PARP2,SPTAN1,TNKS2"
mTOR Signaling	2.17E+00		3.75E-01	"EIF3B,EIF3C,EIF3D,EIF3F,EIF3H,EIF3L,EIF4G1,MLST8,MRAS,PLD1,PRKAB2,PTPA,RASD2,RHOT1,RPS11,RPS15,RPS15A,RPS17,RPS18,RPS2,RPS24,RPS26,RPS27A,RPS3,RPS4X,RPS5,RPS6,RPS6KB2,RPS7,RPS8,RPS9,RPSA,TSC2"
