© 2000-2022 QIAGEN. All rights reserved.

Analysis Details for My Projects->Spencer - RKC pH->ipa_upload.p3 - 2022-04-26 04:04 PM->GS.pco2
Workspace	My Projects
Project	Spencer - RKC pH
Analysis	GS.pco2
Date	Tue Apr 26 16:05:16 PDT 2022
Analysis ID	39446105

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression pvalue
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression other	--
Cutoff for Expression pvalue	0.05
Reference set	User Dataset
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(confidence = Experimentally Observed) AND
(mol. types = biologic drug OR canonical pathway OR chemical - endogenous mammalian OR chemical - endogenous non-mammalian OR chemical - kinase inhibitor OR chemical - other OR chemical - protease inhibitor OR chemical drug OR chemical reagent OR chemical toxicant OR complex OR cytokine OR disease OR enzyme OR function OR fusion gene/product OR G-protein coupled receptor OR group OR growth factor OR ion channel OR kinase OR ligand-dependent nuclear receptor OR mature microRNA OR microRNA OR other OR peptidase OR phosphatase OR transcription regulator OR translation regulator OR transmembrane receptor OR transporter)

Canonical Pathways for My Projects->Spencer - RKC pH->ipa_upload.p3 - 2022-04-26 04:04 PM->GS.pco2
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Cancer, Hematological Disease, Organismal Injury and Abnormalities	hematologic cancer	Relapsed hematologic cancer	1.88E-02	 	 	 	 	ADA,FGFR1,TYMS,DNMT1,CHD1,POLD1,RET,CD22,TOP2B,RRM2,TUBA1A,ACTG1,RPL3,EGFR,HDAC2,NOTCH1,PPAT,HDAC7,TUBB4A,BCL6,RRM1,BRAF,CCND1,POLE,TUBA4A,IDH1,PSMB10,PLK1	28	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	T acute lymphoblastic leukemia	T acute lymphoblastic leukemia	1.89E-02	 	 	 	 	ACHE,TYMS,DNMT1,RET,POLD1,ANPEP,SMARCA4,CD22,CTCF,TOP2B,TUBA1A,PTPN11,HSPA8,RPL3,ARID5B,ATRX,NF1,BCOR,HDAC2,NOTCH1,PPAT,SMC2,TUBB4A,BRAF,RRM1,EBF1,POLE,KMT2D,TUBA4A,RASA1,IDH1	31	
Cancer, Organismal Injury and Abnormalities	benign neoplasia	Benign Tumors	1.93E-02	 	-0.598	 	-0.933	PBLD,LAMC3,ATP2A1,SMARCA4,ALDOA,NR5A2,CCNB2,SLC5A3,TUBA1A,TINAGL1,ATP2C1,MDH1,RPL19,CORIN,SCRIB,TP63,PRKN,FAXC,NDUFS7,PSMA6,SORD,SOD2,RRM1,AGRN,CTSC,TUBA4A,MED12,NDST1,SUPT5H,ACHE,CCN1,NPR1,RUVBL1,DNMT1,PBRM1,POLD1,DPEP1,SF3A1,PCNA,SERPINC1,ODF1,TGFBI,NOTCH2,NR2E3,ATP6V1F,PTPN11,GSTM5,DCC,BYSL,NDUFV2,NR5A1,HDAC2,RAD50,NOTCH1,FUBP1,SOS1,SND1,DAXX,NCAM1,KMT2D,PLCG1,IDH1,AURKB,CCKAR,CDK1,FGFR1,TYMS,TRIB3,KCNH1,RREB1,PRDX6,MLX,RRM2,CCNC,DICER1,TSC2,CKM,FLNC,ANGPT1,NF1,DDOST,BCOR,PCSK2,CYLD,ROBO2,SLC7A5,EGFR,RPS6,COL4A1,KRT1,CRYAB,FLNA,GRIK2,BDH1,DAD1,ODC1,PXMP2,COL5A1,COL9A1,RORA,TRIM33,BRIP1,SLIT2,BRAF,RASSF1,CCND1,MUS81,POLE,ADARB1,ALDOC,STT3A,VCP,XPC,RPL27,MSH2,SLC5A8,RPS15,GLUL,DAB2IP,RET,ACTC1,SPARCL1,ABAT,TUSC3,TOP2B,TIE1,DNM1L,ETHE1,RPL9,MSH6,GRIA2,ALDH2,NUP37,LHCGR,NEGR1,FH,IVL,STK25,GIGYF1,FANCM,WRN,HDAC7,TUBB4A,RPN1,PTPRD,COL2A1,ERCC6,NR1I2	148	
Cancer, Endocrine System Disorders, Organismal Injury and Abnormalities	anaplastic thyroid cancer	Anaplastic thyroid cancer	1.98E-02	 	 	 	 	FGFR1,LAMC3,MCM7,RET,SMARCA4,ALDOA,CCNB2,NUP93,TOP2B,TUBA1A,TPI1,DICER1,KCNH7,CAT,TSC2,PGK1,PAX8,TGFBR1,TBX3,NF1,KLHL17,ENO1,CORIN,CADPS,EGFR,HDAC2,RTN1,KNTC1,AIFM3,ABCC1,COL5A1,TUBB4A,DAXX,BRAF,PDIA4,DNAH5,CD109,CTSC,GALNT10,TUBA4A,GAPDH,NAB1,MSH2,MINDY3,SPTAN1	45	
Cancer, Organismal Injury and Abnormalities	embryonal tumor	Embryonal tumor	1.98E-02	 	-0.731	 	-0.753	VCL,SMARCA4,ALDOA,GLB1,RPTN,NBEA,CAPN3,TUBA1A,CNTNAP2,ZNF536,CTDNEP1,TP63,MYT1,PDXDC1,RRM1,BARHL1,HSPG2,MED12,TUBA4A,ZNF91,CLCN4,PBRM1,CSRP1,NOM1,SEC61G,SLC20A1,TGFBI,METTL14,RPL5,DSCAM,GUCY2F,PTPN11,GATA4,ARID5B,RAD50,NOTCH1,PRX,TNNI3K,ABCC1,NME1,EEF2K,ZNF729,SLC25A32,NCAM1,PARP1,DDX1,ARL13B,KMT2D,IDH1,APEX1,FGFR1,TYMS,RRM2,DICER1,TSC2,FBXO9,ATRX,NF1,FAT1,BCOR,NKX2-2,COL4A1,EGFR,HLF,FLNA,SMPD1,CDK8,LIN28B,SIDT1,UPF3A,BRAF,RASSF1,CCND1,POLE,ADARB1,SRMS,ATIC,MCM3,MSH2,NLGN4Y,RET,CTCF,TUSC3,TOP2B,TIE1,MRTFA,DNM1L,MSH6,XRCC5,USH1C,PGK1,ALDH2,COPZ1,CASP2,LMNB2,CLK2,SMS,GLDC,RAPGEF4,NPTX1,WRN,CAP2,TUBB4A,IDE,PTPRD,BCCIP,PARP2	107	
Cell Morphology, Cellular Function and Maintenance	repair	Repair of cells	1.99E-02	 	0.165	 	0.899	FEN1,THOC1,TERF2,PBRM1,SMARCA4,USP5,PCNA,XRCC6,XRCC5,YBX1,BRD9,EGFR,RAD50,FANCM,WRN,TRIM33,DEK,BRIP1,CECR2,PARP1,MUS81,CCND1,UCHL3,EIF3H,RAD51,VCP,XPC,APEX1,COPS6,EIF3F,SMN1/SMN2,ZMYND8,ERCC6	33	
Hereditary Disorder, Neurological Disease, Organismal Injury and Abnormalities, Psychological Disorders, Skeletal and Muscular Disorders	Huntington disease	Huntington Disease	2.01E-02	 	 	 	 	NDUFA10,ALAS1,ATP5PB,GUCY1B1,ATP2A1,TUFM,EEF1A2,NBEA,OTOF,PRDX6,TUBA1A,NDUFA8,SCN5A,KCNH7,IMPA1,SORL1,NDUFA7,GRIN2D,AOX1,ATP5F1A,CORO2B,ATRX,ATP5F1C,ATP5F1B,LSAMP,MCTP1,SLC7A10,RAD54L,CRYAB,NDUFS7,GRIK2,ALDH6A1,DAD1,KCNIP4,COX15,P4HA1,CYC1,BCL6,UQCRC2,BBOX1,SLIT2,ALDOC,AIFM1,PGAM2,ZMYND8,THBS3,ACHE,NDUFB9,TBP,NAPA,CHAT,B4GAT1,PCNA,NOTCH2,FKBP4,NDUFAF4,A2M,METTL9,NDUFA13,ATP5PO,XRCC6,TPI1,HSPA8,TCERG1,PGK1,ALDH2,SRM,CASP2,UQCRFS1,NDUFV2,IVNS1ABP,AHCY,VAMP1,GHITM,NDUFAF7,ETFB,ROBO1,PDE1B,CASQ1,NME1,RPSA,NDUFS1,IDH3A,NDUFS2,PARP1,PDE8A,UQCRQ,RASD2,NDUFS3,PHACTR1,DDX1,PLAAT4,GABRA6,GAPDH,ATP5PD,NDUFB5	96	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	myeloid leukemia	Myeloid leukemia	2.01E-02	 	0.346	 	0.460	GDI2,RPS24,ANPEP,CD22,ADCY1,TUBA1A,ATP5F1A,LRP1,DNAH17,HMCN1,BRD9,ABCC2,RPS18,GIT2,SUGP1,DNAH5,TUBA4A,AIFM1,SUPT5H,TSPEAR,MCM7,ATP13A4,PBRM1,POLD1,EPHB1,ODF1,GOLGA4,TPI1,GUCY2F,ACSM3,ARID5B,NPR2,IGHMBP2,TENM3,PRX,NASP,DHTKD1,CACNA1A,ZFP69,STAU1,ALDH4A1,DEK,UNC5C,PARP1,NCAM1,GTPBP6,DDX1,KMT2D,GABRA6,TFR2,SLC49A4,APEX1,AURKB,GCC2,FGFR1,RASAL2,FTCD,SLC13A2,EEF1A2,DHDH,ADA2,RRM2,PARP11,ANGPT1,NF1,BCOR,MGST3,TMTC1,ROBO2,EGFR,COL4A1,STK40,B3GALT1,RPL11,GRIK2,SMPD1,ALDH6A1,MELK,SLC25A5,ACP7,SLIT2,CCND1,TBP,ZRSR2,TRIP13,GRIA3,XRCC6,KIF5B,UPF2,ZNF676,CSNK2B,MSI2,TUBB4A,ZYG11B,PTPRD,PLK1,CTNND2,ADA,KIF21A,SNRNP40,BTBD10,HERC1,CNTNAP2,RPS11,PHF8,WIF1,ZNF536,GOLGA2,CDT1,TP63,HERC2,CNTN3,PGM1,DIS3L2,MUC4,TLN1,MYT1,DNAH9,COX15,PDXDC1,GABBR2,RRM1,HSPG2,MED12,NELFCD,CKS1B,ETS1,PSMB10,ZXDC,CCNB3,DNMT1,LOXL3,DPEP1,SF3A1,PCNA,NOTCH2,ITGA2B,MRC1,PTPN11,ABCB8,GATA4,ZC3H18,YBX1,SLC5A12,EIF4G1,HDAC2,INPP5F,NOTCH1,RACK1,TNNI3K,PDE1B,MOCS1,FAT2,NALCN,ABCC1,MMP17,CLCN2,ZNF99,OTOP2,CCNA2,RPS4X,RAD51,IDH1,CDK1,ATP6V1H,TYMS,ARIH1,TRIP12,KCNH1,POMGNT1,SUCLG1,EBF3,DICER1,XKR4,TSC2,FLNC,DOP1A,DRC3,ATRX,FAT1,PCSK2,KIRREL1,MTR,SVEP1,FLNA,XPO7,KAT5,NLK,EIF3L,KRT3,SPEN,ANK3,BRAF,POLE,TUBA1B,NCAN,EIF3C,SRP72,PGAM2,MSH2,SLC5A8,NLGN4Y,PRDX4,RPS26,PLSCR1,RET,ACTC1,ETFA,CTCF,SNRNP70,TOP2B,ZSWIM8,MRTFA,PLIN4,HYPK,NPHS1,RPL3,MRPS5,UBE3C,GCN1,PPAT,PRDM15,SCYL2,PDHA1,TENM2,IPO7,COG3,SLC34A2,EIF3D,PIGT,PHACTR1,DTNB,RASA1,ERCC6	234	
Cancer, Organismal Injury and Abnormalities, Reproductive System Disease, Tumor Morphology	HER2-positive breast cancer	Advanced stage progressive HER2-positive breast cancer	2.02E-02	 	 	 	 	TUBB4A,RRM2,EGFR,TUBA1A,RRM1,TYMS,CHD1,TUBA4A,TOP2B	9	
Cancer, Organismal Injury and Abnormalities, Reproductive System Disease	HER2 negative hormone receptor positive breast adenocarcinoma	HER2 negative hormone receptor positive breast adenocarcinoma	2.02E-02	 	 	 	 	TUBB4A,PARP1,TUBA1A,TYMS,CHD1,TUBA4A,LHCGR,PARP2,TOP2B	9	
Cancer, Organismal Injury and Abnormalities, Renal and Urological Disease	invasive malignant bladder tumor	Invasive malignant bladder tumor	2.02E-02	 	 	 	 	TP63,RRM2,FGFR1,RRM1,TYMS,RET,CHD1,CASP2,TOP2B	9	
Cancer, Organismal Injury and Abnormalities, Reproductive System Disease	HER2-negative breast carcinoma	Metastatic HER2-negative breast carcinoma	2.02E-02	 	 	 	 	TUBB4A,RRM2,TUBA1A,RRM1,TYMS,CHD1,TUBA4A,LHCGR,TOP2B	9	
Cancer, Organismal Injury and Abnormalities	advanced cancer	Primary advanced cancer	2.02E-02	 	 	 	 	TUBB4A,PARP1,TUBA1A,TYMS,CHD1,TUBA4A,LHCGR,PARP2,TOP2B	9	
Cancer, Organismal Injury and Abnormalities, Reproductive System Disease	hormone receptor positive invasive breast cancer	Primary hormone receptor positive invasive breast cancer	2.02E-02	 	 	 	 	TUBB4A,PARP1,TUBA1A,TYMS,CHD1,TUBA4A,LHCGR,PARP2,TOP2B	9	
Cancer, Organismal Injury and Abnormalities, Respiratory Disease	non-small cell lung carcinoma	Resectable non-small cell lung carcinoma	2.02E-02	 	 	 	 	BLK,TUBB4A,RRM2,EGFR,TUBA1A,RRM1,TYMS,TUBA4A,ATIC	9	
Cancer, Organismal Injury and Abnormalities, Respiratory Disease	nonsquamous non-small cell lung carcinoma	Stage II nonsquamous non-small cell lung carcinoma	2.02E-02	 	 	 	 	TUBB4A,BLK,RRM2,EGFR,TUBA1A,RRM1,TYMS,ATIC,TUBA4A	9	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	T-cell non-Hodgkin lymphoma	Stage II-IV T-cell non-Hodgkin lymphoma	2.02E-02	 	 	 	 	TUBB4A,RRM2,TUBA1A,RRM1,TYMS,PPAT,POLD1,TUBA4A,TOP2B	9	
Cancer, Organismal Injury and Abnormalities, Reproductive System Disease	breast carcinoma	Stage III-IV breast carcinoma	2.02E-02	 	 	 	 	TUBB4A,RRM2,TUBA1A,RRM1,TYMS,CHD1,TUBA4A,LHCGR,TOP2B	9	
Cancer, Gastrointestinal Disease, Organismal Injury and Abnormalities	colorectal adenocarcinoma	Stage IV colorectal adenocarcinoma	2.02E-02	 	 	 	 	FGFR1,AMY2A,PARP1,EGFR,AMY2B,BRAF,TYMS,RET,PARP2	9	
Cancer, Gastrointestinal Disease, Organismal Injury and Abnormalities	metastatic colorectal carcinoma	Stage IV metastatic colorectal carcinoma	2.02E-02	 	 	 	 	FGFR1,PARP1,AMY2A,EGFR,AMY2B,BRAF,TYMS,RET,PARP2	9	
Cell-To-Cell Signaling and Interaction, Nervous System Development and Function	synaptic transmission	Synaptic transmission of synapse	2.02E-02	 	 	 	 	GRIK1,GRIK2,CACNA1G,CHRNB2,CHAT,ADARB1,CHRNA7,SLC5A7,CACNA1A	9	
Cancer, Organismal Injury and Abnormalities, Respiratory Disease	non-squamous non-small cell lung cancer	TNM stage N2 non-squamous non-small cell lung cancer	2.02E-02	 	 	 	 	BLK,TUBB4A,RRM2,EGFR,TUBA1A,RRM1,TYMS,TUBA4A,ATIC	9	
Cancer, Organismal Injury and Abnormalities, Respiratory Disease	metastatic non-squamous non-small cell lung cancer	Unresectable metastatic non-squamous non-small cell lung cancer	2.02E-02	 	 	 	 	TUBB4A,BLK,PARP1,EGFR,TUBA1A,TYMS,ATIC,TUBA4A,PARP2	9	
Hematological Disease, Organismal Injury and Abnormalities	progressive hematopoietic disorder	Progressive hematopoietic disorder	2.02E-02	 	 	 	 	NOTCH1,POLD1,GPX1,FANCM,RAD51C,PRDX3,TOP2B,TUBB4A,BRIP1,RRM2,TUBA1A,RRM1,CCND1,CAT,TUBA4A,RAD51,PSMB10,PLK1	18	
Organismal Injury and Abnormalities, Respiratory Disease, Respiratory System Development and Function, Tissue Morphology	abnormal morphology	Abnormal morphology of respiratory epithelium	2.04E-02	 	 	 	 	LIPA,TP63,EGFR,NPC2,NDST1,FSTL1	6	
Organ Morphology, Organismal Development, Organismal Injury and Abnormalities, Reproductive System Development and Function, Reproductive System Disease	abnormal morphology	Abnormal morphology of vagina	2.04E-02	 	 	 	 	DLG1,PAX8,FSHR,LHCGR,TBX3,PLG	6	
Hereditary Disorder, Neurological Disease, Organismal Injury and Abnormalities, Psychological Disorders, Skeletal and Muscular Disorders	Parkinson disease	Autosomal dominant Parkinson disease	2.04E-02	 	 	 	 	PRKN,TBP,DNAJC13,LOXL3,GBA,EIF4G1	6	
Cell-To-Cell Signaling and Interaction	binding	Binding of cell surface	2.04E-02	 	1.698	 	2.224	NCAM1,SLC20A1,LRP6,NDST1,PLG,XPR1	6	
Amino Acid Metabolism, Small Molecule Biochemistry	catabolism	Catabolism of neutral amino acid	2.04E-02	 	 	 	 	GCSH,MCCC2,GLDC,AMT,ALDH6A1,MCCC1	6	
Drug Metabolism	catabolism	Catabolism of xenobiotic	2.04E-02	 	 	 	 	ABCC2,GSTM5,GSTM3,GSTM4,CYP2A6 (includes others),NR1I2	6	

Tox Functions for My Projects->Spencer - RKC pH->ipa_upload.p3 - 2022-04-26 04:04 PM->GS.pco2
Categories	Functions	Diseases or Functions Annotation	p-Value	Predicted Activation State	Activation z-score	Notes	Bias-corrected z-score	Molecules	# Molecules	
Hepatocellular carcinoma, Liver Hyperplasia/Hyperproliferation	hepatitis B virus-related hepatocellular carcinoma	Hepatitis B virus-related hepatocellular carcinoma	4.38E-04	 	 	 	 	FTCD,POLD1,ALDOA,GALK1,HSPA8,SARDH,CAT,TSC2,PGK1,RGN,ENO1,CYP27A1,ABCC2,RACK1,NME1,ALDH4A1,RPSA,RASSF1,CCND1,HSD17B4,CS,ACLY,CCNA2,VCP,PLK1,CDK1	26	
Cardiac Dilation, Cardiac Enlargement	idiopathic dilated cardiomyopathy	Idiopathic dilated cardiomyopathy	7.87E-03	 	 	 	 	SOD2,SLC25A1,TPI1,VDAC2,ACTC1,PGK1,SUCLG1	7	
Hepatocellular carcinoma, Liver Hyperplasia/Hyperproliferation	hepatocellular carcinoma	Hepatocellular carcinoma	8.34E-03	 	-1.215	 	-1.410	LAMC3,TMC7,SMARCA4,ALDOA,GLRA1,LRP1,SLCO5A1,DNAH17,HMCN1,CDC6,TGFBRAP1,ABCC2,RCHY1,NOVA1,SMC2,PELI2,DNAH5,CS,TSPEAR,RECQL,CCN1,MCM7,PBRM1,GRID1,POLD1,NPY5R,GPX1,TGFBI,SFRP5,GALK1,TPI1,HSPA8,DCHS1,HNRNPAB,ACSM3,ENO1,POLD3,GTF3C1,NASP,REPS1,NME1,ALDH4A1,NPLOC4,SND1,PARP1,SLC7A11,KMT2D,GABRA6,PRPF40A,THOC5,FGFR1,RASAL2,FTCD,TMPRSS6,RRM2,ACTG1,CAT,RGN,RPGR,ROBO2,EGFR,COL4A1,MELK,COL5A1,COL9A1,H3C11,MGAM,SLIT2,RASSF1,NCL,CCND1,VCP,GLUL,DLD,TBP,FGF6,PHTF2,HOXC4,VPS52,ABAT,TMEM62,NXF1,DNM1L,FGF20,MSH6,KIF18A,ADH5,ALDH2,KIF5B,CASP2,NRBP2,VAMP1,KIF26B,SRSF7,ADARB2,CAP2,RPSA,IDE,UBR3,ACLY,ILF2,CLEC4F,HGSNAT,PLK1,CTNND2,ADA,DPEP2,PTPA,GLB1,NBEA,OCRL,HERC1,SARDH,ME3,KCND2,AOX1,LRP6,WIF1,ZNF536,AGXT2,HERC2,RAD54L,DIS3L2,MCM10,MUC4,DNAH9,PDXDC1,RRM1,GRHPR,EIF3H,DMXL1,MED12,CKS1B,ETS1,RASEF,ZNF91,CCNB3,NAPA,ORC6,KIF3C,LOXL3,SERPINC1,DSCAM,MRC1,LAMA4,HDAC2,RAD50,NOTCH1,RACK1,PAK1,FTMT,TMEM41A,IDH3G,NALCN,HAL,HSD17B4,CD109,CACNA1G,CCNA2,IDH1,CDK1,TYMS,CHD1,KCNH1,PLG,PATJ,GLUD1,GUSB,HTR7,RDM1,TSC2,SYF2,GPX2,STRN,CYP27A1,SVEP1,XPO7,KAT5,NLK,RORA,BRAF,VPS13A,MSH2,RET,CTCF,TOP2B,POLR2B,NLGN1,GRIA2,PGK1,FBP1,SRM,ESYT2,HMGCS1,GHITM,GLDC,NTN1,ERC2,CA13,IPO7,PAX7,RPS3,COG3,SMYD4,DNAJA2,ILF3,TEFM,ALAD,DHX9	209	
Cardiac Pulmonary Embolism	acute pulmonary embolism	Acute pulmonary embolism	1.60E-02	 	 	 	 	CKM,SERPINC1,PLG	3	
Renal Dysplasia	renal adysplasia	Renal adysplasia	1.60E-02	 	 	 	 	FGF20,RET,ITGA8	3	
Hepatocellular carcinoma, Liver Hyperplasia/Hyperproliferation	hepatitis B surface antigen-negative hepatitis C virus negative hepatocellular carcinoma	Hepatitis B surface antigen-negative hepatitis C virus negative hepatocellular carcinoma	2.82E-02	 	 	 	 	GLUD1,DLD,RACK1,SARDH,HSPA8,VCP,NME1,ENO1	8	
Cardiac Dilation, Cardiac Enlargement	dominant dilated cardiomyopathy	Dominant dilated cardiomyopathy	3.97E-02	 	 	 	 	SCN5A,ABCC9,VCL,CRYAB,ACTC1,FLNC,LAMA4	7	
Cardiac Arrythmia	hereditary Wolff-Parkinson-White syndrome	Hereditary Wolff-Parkinson-White syndrome	4.26E-02	 	 	 	 	SCN5A,TBX20,ABCC9,VCL,FLNA,TBX5,ACTC1,LAMC1,FLNC,LAMA4	10	
Liver Hyperplasia/Hyperproliferation	hepatosplenic T-cell lymphoma	Hepatosplenic T-cell lymphoma	4.26E-02	 	 	 	 	TUBB4A,RRM2,NCAM1,TUBA1A,RRM1,INO80,TYMS,TUBA4A,TOP2B	9	
Renal Hypoplasia	familial renal agenesis or hypodysplasia	Familial renal agenesis or hypodysplasia	5.19E-02	 	 	 	 	FGF20,RET,ITGA8	3	
Nephrosis	familial steroid-resistant nephrotic syndrome	Familial steroid-resistant nephrotic syndrome	5.19E-02	 	 	 	 	NPHS1,XPO5,NUP93	3	
Cardiac Enlargement	hypertrophy	Hypertrophy of cardiac-like myocytes	5.19E-02	 	 	 	 	TBX5,GATA4,HAND2	3	
Renal Dysplasia, Renal Hypoplasia	hypodysplasia	Hypodysplasia of kidney	5.19E-02	 	 	 	 	FGF20,RET,ITGA8	3	
Hepatocellular carcinoma, Liver Hyperplasia/Hyperproliferation	mixed hepatocellular carcinoma	Mixed hepatocellular carcinoma	5.19E-02	 	 	 	 	RASSF1,PBRM1,IDH1	3	
Renal Necrosis/Cell Death	survival	Survival of podocytes	5.19E-02	 	 	 	 	NPHS1,FAT1,KIRREL1	3	
Renal Damage, Renal Tubule Injury	damage	Damage of renal tubule	5.62E-02	 	-0.128	 	-0.022	POU2F1,DICER1,SLC22A1,CAT,CHRNA7,YBX1	6	
Cardiac Damage	cardiotoxicity	Cardiotoxicity	5.70E-02	 	 	 	 	TUBB4A,TUBA1A,ABCC2,CBR1,PPAT,CAT,POLD1,TUBA4A,ABCC1,TOP2B	10	
