Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	0.00E+00	1	2.00E-01	"MAPK3,NFKB1,NLRP3,PIK3CA"
Role of Tissue Factor in Cancer	0.00E+00		3.18E-01	"BLK,CCN1,EGFR,FRK,ITGAV,ITGB1,LYN,MAPK3,MRAS,P4HB,PAK1,PIK3CA,RAC1,STAT5A"
Role of WNT/GSK-3β Signaling in the Pathogenesis of Influenza	0.00E+00		1.43E-01	"CSNK1G1,NCOA2,WNT9A"
Role of p14/p19ARF in Tumor Suppression	0.00E+00		3.33E-01	"PIK3CA,RAC1,SF3A1"
SAPK/JNK Signaling	0.00E+00	1.341640786	1.62E-01	"GNB5,MAP3K10,MRAS,PIK3CA,RAC1,RAC2"
SPINK1 General Cancer Pathway	0.00E+00	0.447213595	2.94E-01	"EGFR,MAPK3,MRAS,PIK3CA,PRSS2"
Salvage Pathways of Pyrimidine Ribonucleotides	0.00E+00	2.333333333	2.43E-01	"AK1,CDK1,CDK7,CDK8,MAK,MAPK3,NME1,PAK1,SGK1"
Semaphorin Neuronal Repulsive Signaling Pathway	0.00E+00	-1.885618083	3.22E-01	"Acan,CSPG4,GUCY1A1,ITGA7,ITGAV,ITGB1,ITGB2,MYL1,MYL9,PAK1,PDE4A,PDE4D,PIK3CA,PLXNA2,PRKAG1,RAC1,SEMA6B,SEMA6C,SEMA6D"
Sertoli Cell-Sertoli Cell Junction Signaling	0.00E+00		3.42E-01	"A2M,ACTG1,AFDN,GUCY1A1,ITGA7,ITGAV,ITGB1,ITGB2,MAP3K10,MAPK3,MRAS,NOS1,NOS2,PRKAG1,RAC1,SORBS1,SPTAN1,SYMPK,TJAP1,TUBA1B,TUBA1C,TUBA3C/TUBA3D,TUBA4A,TUBB2B,TUBB4A,VCL"
Sonic Hedgehog Signaling	0.00E+00	-1	2.94E-01	"CDK1,PRKAG1,PTCH1,PTCH2,SUFU"
Sperm Motility	0.00E+00	0	3.26E-01	"BLK,CALM1 (includes others),CLK2,CSK,DDR2,DSTYK,EGFR,EPHB1,FGFR1,FGFR3,FLT1,FRK,GNAO1,GNB5,GUCY1A1,ITPR1,LYN,MRAS,NPR1,PDE4A,PDE4D,PDGFRB,PLAAT4,PRDX6,PRKAG1,SLC12A2,SLC16A10,SRMS"
Sphingomyelin Metabolism	0.00E+00		2.50E-01	SMPD1
Spliceosomal Cycle	0.00E+00	2.529822128	3.45E-01	"CTNNBL1,DDX23,EIF4A3,RBM8A,SF3A1,SF3B1,SF3B2,SF3B3,SNRNP200,U2AF1/U2AF1L5"
Sumoylation Pathway	0.00E+00	-1.632993162	3.43E-01	"ARHGDIA,Cdc42,EP300,HDAC2,NFKB1,PCNA,RAC1,RAC2,RAN,RHOC,RPA1,UBA2"
Superpathway of Inositol Phosphate Compounds	0.00E+00	0	2.47E-01	"ALPL,ENTPD6,FIG4,INPP5F,IP6K2,NOCT,OCRL,PGAM5,PIK3CA,PPIP5K1,PPP1CA,PPP1CC,PPP2R3A,PPP2R5E,PPP3CA,PRUNE1,PTPN1,PTPN23,PTPRF,PTPRJ,PTPRN,SACM1L,STYX"
Superpathway of Melatonin Degradation	0.00E+00	1.133893419	3.68E-01	"CSGALNACT1,CYP2A6 (includes others),CYP2U1,CYP3A5,CYP4B1,SMOX,SULT1B1"
Synaptic Long Term Depression	0.00E+00	-1.8	3.46E-01	"CACNA1A,CACNA1B,CACNA2D1,CACNB2,GNAO1,GRIA1,GRIA2,GRIA3,GRIA4,GRID1,GRID2,GRM4,GRM6,GUCY1A1,GUCY2F,Gucy2g,ITPR1,LYN,MAPK3,MRAS,NOS1,NOS2,NPR1,PLAAT4,PPP2R3A,PPP2R5E,PRDX6,SLC39A7"
Synaptic Long Term Potentiation	0.00E+00	-1.605910137	3.22E-01	"ADCY1,CALM1 (includes others),CAMK2D,EP300,GRIA1,GRIA2,GRIA3,GRIA4,GRIN2D,GRIN3A,GRM4,GRM6,ITPR1,MAPK3,MRAS,PPP1CA,PPP1CC,PPP3CA,PRKAG1"
Systemic Lupus Erythematosus In T Cell Signaling Pathway	0.00E+00	-0.727606875	2.86E-01	"CASP10,CASP2,CASQ1,Cdc42,EZR,ITPR1,MAPK3,MRAS,NOS1,NOS2,PIK3CA,PPP2R3A,PPP2R5E,PPP3CA,RAC1,RAC2,RDX,RHOC"
Systemic Lupus Erythematosus Signaling	0.00E+00		3.27E-01	"CD22,LSM1,LSM5,LYN,MAPK3,MRAS,PIK3CA,PPIH,PRPF31,PRPF8,SNRNP200,SNRNP25,SNRNP70,SNRPD1,SNRPN,ZMAT5"
T Cell Exhaustion Signaling Pathway	0.00E+00	-1.341640786	2.00E-01	"GZMB,MAPK3,MRAS,PIK3CA,PPP2R3A,PPP2R5E,PRDM1,TGFBR1"
T Cell Receptor Signaling	0.00E+00	1.666666667	2.00E-01	"CALM1 (includes others),CSK,ITGB1,ITGB2,MAPK3,MRAS,NFKB1,PIK3CA,PPP3CA,RAC1"
T Helper Cell Differentiation	0.00E+00		2.50E-01	TGFBR1
TEC Kinase Signaling	0.00E+00	2.713602101	3.65E-01	"ACTG1,BLK,Cdc42,FRK,GNAO1,GNB5,ITGA7,ITGAV,ITGB1,ITGB2,LYN,MRAS,NFKB1,PAK1,PIK3CA,RAC1,RAC2,RHOC,STAT5A"
TGF-β Signaling	0.00E+00	-0.377964473	2.50E-01	"EP300,MAPK3,MRAS,RUNX3,SMAD1,SMAD9,TGFBR1,ZFYVE9"
TNFR1 Signaling	0.00E+00	0	3.33E-01	"CASP2,NAIP,NFKB1,PAK1"
TR/RXR Activation	0.00E+00		3.21E-01	"EP300,NCOA2,PIK3CA,RXRA,SCARB1,SREBF1,SYT12,SYT2,TBL1Y"
Telomerase Signaling	0.00E+00	0.707106781	2.68E-01	"EGFR,ELF2,ETS2,HDAC2,HDAC7,MAPK3,MRAS,PDPK1,PIK3CA,PPP2R3A,PPP2R5E"
Telomere Extension by Telomerase	0.00E+00		2.22E-01	"TNKS2,XRCC5"
Tetrapyrrole Biosynthesis II	0.00E+00		2.50E-01	ALAD
Th1 Pathway	0.00E+00	0	2.38E-01	"ITGB2,NFKB1,NOTCH1,PIK3CA,RUNX3"
Th1 and Th2 Activation Pathway	0.00E+00		2.67E-01	"CHD4,ITGB2,NFKB1,NOTCH1,PIK3CA,RUNX3,STAT5A,TGFBR1"
Th2 Pathway	0.00E+00	1.632993162	2.76E-01	"CHD4,ITGB2,NFKB1,NOTCH1,PIK3CA,RUNX3,STAT5A,TGFBR1"
Thioredoxin Pathway	0.00E+00		3.33E-01	TXNRD3
Thrombin Signaling	0.00E+00	0.5	3.38E-01	"ADCY1,ADCY6,ADCY9,ARHGEF1,ARHGEF10L,ARHGEF25,CAMK2D,Cdc42,EGFR,GATA2,GATA4,GNAO1,GNB5,GUCY1A1,ITPR1,MAPK3,MRAS,MYL1,MYL9,NFKB1,PDPK1,PIK3CA,RAC1,RAC2,RHOC,TBP"
Thrombopoietin Signaling	0.00E+00	2	1.67E-01	"MAPK3,MRAS,PIK3CA,STAT5A"
Thyroid Cancer Signaling	0.00E+00	2	1.82E-01	"CCND1,MAPK3,MRAS,PIK3CA"
Thyroid Hormone Metabolism II (via Conjugation and/or Degradation)	0.00E+00		2.00E-01	"CSGALNACT1,SULT1B1"
Toll-like Receptor Signaling	0.00E+00		2.50E-01	"ECSIT,IRAK4,NFKB1,UBA52"
Triacylglycerol Biosynthesis	0.00E+00		1.58E-01	"LPIN1,LPIN3,PLPP3"
Triacylglycerol Degradation	0.00E+00	2.236067977	3.16E-01	"ABHD2,ALDH2,Ces1b/Ces1c,PNLIPRP2,PNLIPRP3,PRDX6"
Tryptophan Degradation to 2-amino-3-carboxymuconate Semialdehyde	0.00E+00		2.00E-01	TDO2
Tumor Microenvironment Pathway	0.00E+00	0.301511345	3.44E-01	"CCND1,CSPG4,FGF20,FOXO6,MAPK3,MRAS,NFKB1,NOS2,PIK3CA,RAC1,TIAM1"
UDP-N-acetyl-D-glucosamine Biosynthesis II	0.00E+00		3.33E-01	UAP1
UVA-Induced MAPK Signaling	0.00E+00	1	1.86E-01	"EGFR,MAPK3,MRAS,PARP1,PARP3,PIK3CA,SMPD1,TNKS2"
UVB-Induced MAPK Signaling	0.00E+00		1.58E-01	"EGFR,MAPK3,PIK3CA"
UVC-Induced MAPK Signaling	0.00E+00	1	2.50E-01	"ATR,EGFR,MAPK3,MRAS,SMPD1"
Ubiquinol-10 Biosynthesis (Eukaryotic)	0.00E+00		1.25E-01	BCKDHA
Unfolded protein response	0.00E+00	0	2.50E-01	"CANX,DNAJA3,DNAJC13,DNAJC19,DNAJC7,EIF2A,EIF2AK3,ERN1,P4HB,SREBF1,VCP"
Urea Cycle	0.00E+00		3.33E-01	ASL
VDR/RXR Activation	0.00E+00		2.50E-01	"EP300,NCOA2,PSMC5,RXRA,TRPV6"
VEGF Family Ligand-Receptor Interactions	0.00E+00	2	1.54E-01	"FLT1,MAPK3,MRAS,PIK3CA"
VEGF Signaling	0.00E+00	1.632993162	1.58E-01	"ACTG1,FLT1,MAPK3,MRAS,PIK3CA,VCL"
Virus Entry via Endocytic Pathways	0.00E+00		2.75E-01	"ACTG1,AP1S1,AP2A1,AP2M1,FLNA,ITGB1,ITGB2,MRAS,PIK3CA,RAC1,RAC2"
Vitamin-C Transport	0.00E+00		3.33E-01	"SLC23A1,STOM,TXNRD3"
WNT/Ca+ pathway	0.00E+00		8.00E-02	"NFKB1,PPP3CA"
WNT/β-catenin Signaling	0.00E+00	1.697749375	3.39E-01	"APPL1,CCND1,CSNK1G1,CSNK2B,EP300,GNAO1,LRP1,LRP6,NR5A2,PPP2R3A,PPP2R5E,SOX14,SOX2,SOX21,SOX3,SOX6,TGFBR1,UBA52,WIF1,WNT9A"
White Adipose Tissue Browning Pathway	0.00E+00	-2.138089935	3.57E-01	"ADCY1,ADCY6,ADCY9,CACNA1A,CACNA1B,CACNA2D1,CACNB2,FGFR1,FGFR3,FGFRL1,GUCY1A1,ITPR1,NPR1,PRKAG1,RXRA"
Xenobiotic Metabolism General Signaling Pathway	0.00E+00	1.603567451	2.92E-01	"EIF2AK3,EP300,GCLC,GSTK1,GSTM3,GSTM5,Gstm6,GSTT1,MAP3K10,MAPK3,MGST3,MRAS,PIK3CA,RXRA"
cAMP-mediated signaling	0.00E+00	-1	3.65E-01	"ADCY1,ADCY6,ADCY9,AKAP1,APEX1,CALM1 (includes others),CAMK2D,FSHR,GABBR2,GDPD1,GNAO1,GRM4,GRM6,GUCY1A1,HTR1A,LHCGR,MAPK3,PDE12,PDE3A,PDE4A,PDE4D,PDE7A,PDE9A,PPP3CA,PTGER4,RGS12,RGS7"
eNOS Signaling	0.00E+00	1.264911064	2.24E-01	"ADCY1,ADCY6,ADCY9,CALM1 (includes others),CCNA2,CHRNA7,FLT1,GUCY1A1,ITPR1,NOSTRIN,PDPK1,PIK3CA,PRKAG1"
fMLP Signaling in Neutrophils	0.00E+00	2.496150883	3.48E-01	"ACTR2,ARPC1B,ARPC2,ARPC3,ARPC4,CALM1 (includes others),GNAO1,GNB5,ITPR1,MAPK3,MRAS,NFKB1,PIK3CA,PPP3CA,RAC1,RAC2"
mTOR Signaling	0.00E+00	2.886751346	3.18E-01	"Cdc42,DGKZ,EIF3B,EIF3D,EIF4A3,EIF4B,EIF4G1,MAPK3,MRAS,PDPK1,PIK3CA,PLD1,PPP2R3A,PPP2R5E,PRKAG1,RAC1,RAC2,RHOC,RPS12,RPS13,RPS15A,RPS17,RPS2,RPS3,RPS4X,RPS5,RPS6,RPS9"
nNOS Signaling in Neurons	0.00E+00	-1.341640786	2.73E-01	"CALM1 (includes others),CAPN2,GRIN2D,GRIN3A,NOS1,PPP3CA"
p38 MAPK Signaling	0.00E+00		1.25E-01	"IRAK4,MKNK2,TGFBR1"
p53 Signaling	0.00E+00	0.447213595	3.03E-01	"ATR,BRCA1,CCND1,CCND2,CHEK1,EP300,PCNA,PIK3CA,ST13,TP63"
p70S6K Signaling	0.00E+00	2.333333333	2.29E-01	"EGFR,LYN,MAPK3,MRAS,PDPK1,PIK3CA,PLD1,PPP2R3A,PPP2R5E,RPS6,YWHAB"
tRNA Splicing	0.00E+00	-0.707106781	3.64E-01	"APEX1,GDPD1,PDE12,PDE3A,PDE4A,PDE4D,PDE7A,PDE9A"
α-Adrenergic Signaling	0.00E+00	2.236067977	3.10E-01	"ADCY1,ADCY6,ADCY9,CALM1 (includes others),GNAO1,GNB5,GUCY1A1,GYS2,ITPR1,MAPK3,MRAS,PRKAG1,SLC8A2"
γ-glutamyl Cycle	0.00E+00		2.50E-01	"ANPEP,GCLC"
Activation of IRF by Cytosolic Pattern Recognition Receptors	2.09E-01		3.75E-01	"NFKB1,PPIB,TBK1"
Adenosine Nucleotides Degradation II	2.09E-01		3.75E-01	"ADA,ADA2,ADARB2"
Cleavage and Polyadenylation of Pre-mRNA	2.09E-01		3.75E-01	"CPSF1,CSTF1,NUDT21"
1D-myo-inositol Hexakisphosphate Biosynthesis II (Mammalian)	2.16E-01		4.00E-01	"INPP5F,OCRL"
Assembly of RNA Polymerase I Complex	2.16E-01		4.00E-01	"POLR1A,TBP"
Embryonic Stem Cell Differentiation into Cardiac Lineages	2.16E-01		4.00E-01	"GATA4,SOX2"
Folate Transformations I	2.16E-01		4.00E-01	"MTHFR,MTR"
TWEAK Signaling	2.16E-01		4.00E-01	"NAIP,NFKB1"
All-trans-decaprenyl Diphosphate Biosynthesis	2.20E-01		5.00E-01	PDSS2
Arginine Degradation I (Arginase Pathway)	2.20E-01		5.00E-01	ALDH4A1
Arginine Degradation VI (Arginase 2 Pathway)	2.20E-01		5.00E-01	PYCR1
Choline Degradation I	2.20E-01		5.00E-01	CHDH
Cysteine Biosynthesis/Homocysteine Degradation	2.20E-01		5.00E-01	CBS/CBSL
GDP-L-fucose Biosynthesis I (from GDP-D-mannose)	2.20E-01		5.00E-01	GMDS
Geranylgeranyldiphosphate Biosynthesis	2.20E-01		5.00E-01	FNTB
L-cysteine Degradation I	2.20E-01		5.00E-01	GOT2
Lipoate Biosynthesis and Incorporation II	2.20E-01		5.00E-01	LIAS
Methionine Salvage II (Mammalian)	2.20E-01		5.00E-01	MTR
NAD Salvage Pathway III	2.20E-01		5.00E-01	NMRK2
Oleate Biosynthesis II (Animals)	2.20E-01		5.00E-01	ALDH6A1
Palmitate Biosynthesis I (Animals)	2.20E-01		5.00E-01	CBR4
Proline Degradation	2.20E-01		5.00E-01	ALDH4A1
"Role of JAK1, JAK2 and TYK2 in Interferon Signaling"	2.20E-01		5.00E-01	NFKB1
Sulfate Activation for Sulfonation	2.20E-01		5.00E-01	PAPSS2
Taurine Biosynthesis	2.20E-01		5.00E-01	CSAD
"Tetrahydrofolate Salvage from 5,10-methenyltetrahydrofolate"	2.20E-01		5.00E-01	GART
Threonine Degradation II	2.20E-01		5.00E-01	Tdh
Thyroid Hormone Biosynthesis	2.20E-01		5.00E-01	TPO
Trehalose Degradation II (Trehalase)	2.20E-01		5.00E-01	HK1
UDP-D-xylose and UDP-D-glucuronate Biosynthesis	2.20E-01		5.00E-01	UGDH
β-alanine Degradation I	2.20E-01		5.00E-01	ALDH6A1
Lymphotoxin β Receptor Signaling	2.40E-01	1	3.75E-01	"CYC1,EP300,MAPK3,NFKB1,PDPK1,PIK3CA"
Nicotine Degradation II	2.40E-01	1.632993162	3.75E-01	"Aox2,CSGALNACT1,CYP2A6 (includes others),CYP2U1,CYP3A5,CYP4B1"
Nicotine Degradation III	2.40E-01	1.632993162	3.75E-01	"Aox2,CSGALNACT1,CYP2A6 (includes others),CYP2U1,CYP3A5,CYP4B1"
Serotonin Receptor Signaling	2.40E-01		3.75E-01	"ADCY1,ADCY6,ADCY9,GUCY1A1,HTR1A,SMOX"
Chondroitin Sulfate Biosynthesis	2.56E-01	3	3.75E-01	"B4GALT7,CHST4,CHST7,CHST9,CSGALNACT1,CSGALNACT2,SULT1B1,SULT1E1,SULT2B1"
Kinetochore Metaphase Signaling Pathway	2.56E-01	1.386750491	3.71E-01	"AURKB,BOD1,BUB3,CDC16,CDC20,CDK1,ESPL1,H2AZ1,KNTC1,PPP1CA,PPP1CC,PPP2R5E,ZW10"
Sphingosine-1-phosphate Signaling	2.65E-01	0.577350269	3.72E-01	"ADCY1,ADCY6,ADCY9,ASAH2,CASP10,CASP2,CASQ1,Cdc42,GUCY1A1,MAPK3,PDGFRB,PIK3CA,RAC1,RAC2,RHOC,SMPD1"
Small Cell Lung Cancer Signaling	2.67E-01	0	3.75E-01	"CCND1,CCND2,CCNE1,CKS1B,CYC1,E2F2,HDAC2,HDAC7,NFKB1,NOS1,PIK3CA,RXRA"
Glycolysis I	2.69E-01	2	4.00E-01	"ALDOC,GAPDH,PGK1,TPI1"
Methionine Degradation I (to Homocysteine)	2.69E-01	2	4.00E-01	"AHCY,AHCYL2,FTSJ1,PRMT1"
Th17 Activation Pathway	2.69E-01	0	4.00E-01	"IRAK4,NFKB1,PTGER4,RORA"
Gαq Signaling	2.71E-01	0.534522484	3.73E-01	"ARHGEF25,AVPR1A,CALM1 (includes others),Cdc42,CSK,GNAO1,GNB5,GYS2,ITPR1,MAPK3,MRAS,NFKB1,PIK3CA,PLD1,PPP3CA,RAC1,RAC2,RGS7,RHOC"
Cardiac β-adrenergic Signaling	2.74E-01	-0.242535625	3.71E-01	"ADCY1,ADCY6,ADCY9,AKAP1,APEX1,CACNA1A,CACNA1B,CACNA2D1,CACNB2,GDPD1,GNAO1,GNB5,GUCY1A1,MRAS,PDE12,PDE3A,PDE4A,PDE4D,PDE7A,PDE9A,PPP1CA,PPP1CC,PPP2R3A,PPP2R5E,PRKAG1,SLC8A2"
IL-15 Production	2.75E-01	-0.774596669	3.75E-01	"BLK,CLK2,CSK,DDR2,DSTYK,EGFR,EPHB1,FGFR1,FGFR3,FLT1,FRK,LYN,NFKB1,PDGFRB,SRMS"
CREB Signaling in Neurons	2.77E-01	-3.328201177	3.70E-01	"ADCY1,ADCY6,ADCY9,ADGRD1,ADGRL1,AVPR1A,CACNA1A,CACNA1B,CACNA2D1,CACNB2,CALCRL,CALM1 (includes others),CAMK2D,CCKAR,EGFR,EP300,FGFR1,FGFR3,FLT1,FSHR,GABBR2,GNAO1,GNB5,GPR84,GRIA1,GRIA2,GRIA3,GRIA4,GRID1,GRID2,GRIK1,GRIK2,GRIK3,GRIK4,GRIK5,GRIN2D,GRM4,GRM6,GUCY1A1,HTR1A,ITPR1,LGR4,LGR5,LHCGR,MAPK3,MRAS,NPY2R,NPY5R,PDGFRB,PIK3CA,POLR2B,POLR2D,POLR2H,PRKAG1,PTGER4,RXFP1,RXFP2,SHC2,TACR2,TBP,TGFBR1"
Actin Cytoskeleton Signaling	2.83E-01	2.6	3.72E-01	"ACTG1,ACTR2,ARHGEF1,ARPC1B,ARPC2,ARPC3,ARPC4,CSK,EZR,FGF20,FLNA,IQGAP1,ITGA7,ITGAV,ITGB1,ITGB2,MAPK3,MRAS,MYH10,MYH11,MYH4,MYL1,MYL9,MYO1H,PAK1,PIK3CA,RAC1,RAC2,RDX,TIAM1,TTN,VCL"
Crosstalk between Dendritic Cells and Natural Killer Cells	2.90E-01		4.29E-01	"ACTG1,CAMK2D,NFKB1"
Inhibition of Matrix Metalloproteases	2.90E-01		4.29E-01	"A2M,HSPG2,LRP1"
Mevalonate Pathway I	2.90E-01		4.29E-01	"ACAA2,HADHA,HADHB"
Role of JAK2 in Hormone-like Cytokine Signaling	2.90E-01		4.29E-01	"PTPN1,SOCS7,STAT5A"
TNFR2 Signaling	2.90E-01		4.29E-01	"NAIP,NFKB1,TBK1"
Cellular Effects of Sildenafil (Viagra)	2.91E-01		3.75E-01	"ACTG1,ADCY1,ADCY6,ADCY9,CACNA1A,CACNA1B,CACNA2D1,CACNB2,CALM1 (includes others),GUCY1A1,GUCY2F,ITPR1,KCNN2,MYH10,MYH11,MYH4,MYL1,MYL9,MYO1H,NPR1,PDE3A,PDE4A,PDE4D,PRKAG1"
Ephrin B Signaling	3.08E-01	1.414213562	3.91E-01	"EPHB1,GNAO1,GNB5,ITSN2,MAPK3,MRAS,PAK1,RAC1,RAC2"
HER-2 Signaling in Breast Cancer	3.08E-01	1.341640786	3.77E-01	"ARF1,BLK,CCND1,CCNE1,COPS6,COX15,EGFR,ELF2,ETS2,FRK,ITGB1,ITGB2,LYN,MAPK3,MRAS,NFKB1,NUP133,NUP155,NUP160,NUP188,NUP43,NUP85,NUP93,PARD3,PIK3CA,RPS6,SEC13,TP53RK,TPR"
STAT3 Pathway	3.13E-01	0	3.87E-01	"EGFR,FGFR1,FGFR3,FLT1,MAP3K10,MAPK3,MRAS,NDUFA13,PDGFRB,RAC1,SOCS7,TGFBR1"
Cysteine Biosynthesis III (mammalia)	3.24E-01	2.236067977	4.17E-01	"AHCY,AHCYL2,CBS/CBSL,FTSJ1,PRMT1"
Pyrimidine Ribonucleotides Interconversion	3.24E-01	2.236067977	4.17E-01	"AK1,CTPS1,DHX9,ENTPD6,NME1"
Chondroitin Sulfate Biosynthesis (Late Stages)	3.26E-01	2.828427125	4.00E-01	"CHST4,CHST7,CHST9,CSGALNACT1,CSGALNACT2,SULT1B1,SULT1E1,SULT2B1"
PXR/RXR Activation	3.26E-01	0	4.00E-01	"ABCB1,ALDH3A2,CPT1A,CYP2A6 (includes others),CYP3A5,PAPSS2,PRKAG1,RXRA"
Semaphorin Signaling in Neurons	3.26E-01		4.00E-01	"Cdc42,ITGB1,MAPK3,PAK1,PLXNA2,RAC1,RAC2,RHOC"
Acyl-CoA Hydrolysis	3.26E-01		5.00E-01	"ACOT4,PPT1"
GDP-glucose Biosynthesis	3.26E-01		5.00E-01	"HK1,PGM2"
Glutamate Degradation III (via 4-aminobutyrate)	3.26E-01		5.00E-01	"ALDH5A1,SUCLG2"
Methylmalonyl Pathway	3.26E-01		5.00E-01	"PCCA,PCCB"
Phosphatidylcholine Biosynthesis I	3.26E-01		5.00E-01	"CEPT1,PCYT1B"
Role of Hypercytokinemia/hyperchemokinemia in the Pathogenesis of Influenza	3.26E-01		5.00E-01	"NFKB1,NLRP3"
Agrin Interactions at Neuromuscular Junction	3.29E-01	2.333333333	3.93E-01	"ACTG1,CTTN,DAG1,EGFR,ITGB1,LAMC1,MAPK3,MRAS,PAK1,RAC1,RAC2"
Type II Diabetes Mellitus Signaling	3.33E-01	1.632993162	3.86E-01	"ACSBG1,ACSBG2,ACSF2,CACNA1A,CACNA1B,CACNA2D1,CACNB2,ITPR1,MAPK3,NFKB1,PDPK1,PDX1,PIK3CA,PRKAG1,SLC27A4,SMPD1,SOCS7"
GABA Receptor Signaling	3.35E-01		3.85E-01	"ADCY1,ADCY6,ADCY9,ALDH5A1,ALDH9A1,AP2A1,AP2M1,CACNA1A,CACNA1B,CACNA2D1,CACNB2,GABBR2,GNAO1,GNB5,GUCY1A1,ITPR1,KCNN2,MRAS,NSF,UBA52"
Gustation Pathway	3.35E-01	-0.229415734	3.85E-01	"ADCY1,ADCY6,ADCY9,CACNA1A,CACNA1B,CACNA2D1,CACNB2,GUCY1A1,HTR1A,ITPR1,KCNJ12,KCNN2,LIPA,LIPH,PDE3A,PRKAG1,SCN5A,SCN8A,SCNN1G,SLC5A1"
Role of BRCA1 in DNA Damage Response	3.47E-01	0.707106781	3.94E-01	"ATR,BRCA1,CHEK1,E2F2,FANCM,MSH2,MSH6,RAD51,RPA1,SMARCA4,SMARCB1,SMARCC1,SMARCD1"
Coagulation System	3.56E-01	-1	4.44E-01	"A2M,F13B,F5,SERPINC1"
Pyrimidine Deoxyribonucleotides De Novo Biosynthesis I	3.56E-01	2	4.44E-01	"AK1,NME1,RRM1,RRM2"
Oxytocin In Brain Signaling Pathway	3.62E-01	0.654653671	3.89E-01	"CACNA1A,CACNA1B,CACNA2D1,CACNB2,CALM1 (includes others),EGFR,EIF2A,GNAO1,GNB5,ITPR1,MAPK3,MRAS,NFKB1,NLRP10,NLRP3,PIK3CA,PLAAT4,PRDX6,PTGS1,PTPN1,SLC12A5"
Apoptosis Signaling	3.63E-01	0.534522484	3.95E-01	"ACIN1,AIFM1,BIRC6,CAPN2,CASP10,CASP2,CDK1,CYC1,ENDOG,MAPK3,MRAS,NAIP,NFKB1,PARP1,SPTAN1"
Cancer Drug Resistance By Drug Efflux	3.69E-01		4.09E-01	"ABCB1,ABCC1,ABCG2,FOXO6,MAPK3,MRAS,NFKB1,PIK3CA,YBX1"
Androgen Signaling	3.76E-01	0	3.90E-01	"CACNA1A,CACNA1B,CACNA2D1,CACNB2,CALM1 (includes others),CCND1,CDK7,EP300,ERCC2,GNAO1,GNB5,ITPR1,MAPK3,MRAS,NCOA2,NFKB1,POLR2B,POLR2D,POLR2H,PRKAG1,TAF2,TAF6,TBP"
Induction of Apoptosis by HIV1	3.77E-01	-0.447213595	4.29E-01	"CYC1,NAIP,NFKB1,SLC25A10,SLC25A3,SLC25A5"
Xenobiotic Metabolism Signaling	3.87E-01		3.85E-01	"ABCB1,ALDH18A1,ALDH1A3,ALDH2,ALDH3A2,ALDH3B2,ALDH4A1,ALDH5A1,ALDH6A1,ALDH9A1,CAMK2D,CAT,CES4A,CHST4,CHST7,CYP3A5,DNAJC7,EIF2AK3,EP300,ESD,GCLC,GSTK1,GSTM3,GSTM5,Gstm6,GSTT1,MAP3K10,MAPK3,MGST3,MRAS,NFKB1,NOS2,PIK3CA,PPP2R3A,PPP2R5E,RXRA,SMOX,SULT1B1,SULT1E1,SULT2B1"
Apelin Liver Signaling Pathway	4.06E-01		5.00E-01	"COL11A2,COL2A1,PDGFRB"
Assembly of RNA Polymerase III Complex	4.06E-01		5.00E-01	"GTF3C1,SF3A1,TBP"
"Bile Acid Biosynthesis, Neutral Pathway"	4.06E-01		5.00E-01	"BAAT,CYP27A1,SCP2"
Glycine Betaine Degradation	4.06E-01		5.00E-01	"PIPOX,SARDH,SRR"
IL-17A Signaling in Gastric Cells	4.06E-01		5.00E-01	"EGFR,MAPK3,NFKB1"
Methylglyoxal Degradation III	4.06E-01		5.00E-01	"AKR1B1,AKR1B10,PTGR1"
Iron homeostasis signaling pathway	4.06E-01		3.96E-01	"ABCB10,ACO1,ACO2,ATP6V0C,ATP6V1B1,CIAO2A,CIAO3,EGFR,FECH,FTH1,LRP1,MAPK3,NUBP1,PDGFRB,SKP1,SLC46A1,SMAD1,STAT5A,STEAP3,TFR2,TWSG1"
CDC42 Signaling	4.10E-01	2.713602101	4.00E-01	"ACTR2,ARPC1B,ARPC2,ARPC3,ARPC4,CLIP1,EXOC3,EXOC6,EXOC7,IQGAP1,ITGA7,ITGAV,ITGB1,ITGB2,MYL1,MYL9,PAK1,PARD3"
HIPPO signaling	4.16E-01	0.707106781	4.05E-01	"DLG5,FAT4,LATS1,PARD3,PATJ,PPP1CA,PPP1CC,PPP2R3A,PPP2R5E,SKP1,SMAD1,STK3,WWTR1,YAP1,YWHAB"
Superpathway of Cholesterol Biosynthesis	4.16E-01	2	4.55E-01	"ACAA2,DHCR24,FDPS,HADHA,HADHB"
Estrogen-Dependent Breast Cancer Signaling	4.25E-01	1.133893419	4.14E-01	"AKR1B10,CCND1,EGFR,HSD17B10,HSD17B12,HSD17B4,HSD17B8,MAPK3,MRAS,NFKB1,PIK3CA,STAT5A"
Calcium-induced T Lymphocyte Apoptosis	4.28E-01	-0.447213595	4.38E-01	"CALM1 (includes others),CAPN2,EP300,HDAC2,ITPR1,NR4A1,PPP3CA"
