© 2000-2022 QIAGEN. All rights reserved.

Analysis Details for My Projects->Spencer - RKC pH->ipa_upload.p3 - 2022-04-26 04:04 PM->MM.lightcyan1
Workspace	My Projects
Project	Spencer - RKC pH
Analysis	MM.lightcyan1
Date	Tue Apr 26 16:05:16 PDT 2022
Analysis ID	39446108

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression pvalue
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression other	--
Cutoff for Expression pvalue	0.05
Reference set	User Dataset
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(confidence = Experimentally Observed) AND
(mol. types = biologic drug OR canonical pathway OR chemical - endogenous mammalian OR chemical - endogenous non-mammalian OR chemical - kinase inhibitor OR chemical - other OR chemical - protease inhibitor OR chemical drug OR chemical reagent OR chemical toxicant OR complex OR cytokine OR disease OR enzyme OR function OR fusion gene/product OR G-protein coupled receptor OR group OR growth factor OR ion channel OR kinase OR ligand-dependent nuclear receptor OR mature microRNA OR microRNA OR other OR peptidase OR phosphatase OR transcription regulator OR translation regulator OR transmembrane receptor OR transporter)

Canonical Pathways for My Projects->Spencer - RKC pH->ipa_upload.p3 - 2022-04-26 04:04 PM->MM.lightcyan1
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Neurological Disease, Organismal Injury and Abnormalities, Psychological Disorders	disorder of basal ganglia	Disorder of basal ganglia	7.76E-03	 	-0.152	 	0.073	SLIT3,NDUFA5,ACADM,OTOF,GRN,SDHB,CSE1L,GRM4,SCARB2,NDUFA7,ATP5F1A,ITPR1,CORO2B,GRIN3A,SRD5A1,PRKN,ZNF239,NDUFS7,ATP1A3,GBA,UQCRC2,SOD2,GNB5,SGK1,TUBA4A,AIFM1,ACHE,GNAO1,RAB6A,NR1D1,DCTN1,TBK1,TPI1,PSMC1,FRMD4B,ADGRD1,AHCY,AK1,FGFR3,FUBP1,SLC6A2,WWTR1,PPP3CA,NME1,NRXN1,NDUFS1,PARP1,SLC7A11,MYO5A,UQCRQ,DDX1,TUBB2B,PTPRE,PLAAT4,GLRB,ATP5PD,FTH1,DNAJC13,Cdc42,EEF1A2,LRP1B,ATP2B2,SCN5A,SOX2,ATP5F1B,GRIK2,SCN8A,ITIH3,ALDH6A1,DAD1,KCNIP4,PPP1R9A,ETNPPL,PSMB6,SLC17A7,TBP,COASY,NDUFAF4,CAPZB,A2M,FGF20,HIP1,ALDH2,PARL,ARL3,CASP2,IVNS1ABP,TUBA3C/TUBA3D,SGTB,NDUFAF7,PPIA,CAMKV,NDUFV1,TUBB4A,RDH12,NDUFS3,GAPDH,SLC12A1,NDUFA10,AP1S1,IGFALS,ATP5PB,SYT2,NBEA,DGKB,IMPA1,GRIN2D,ATP5F1C,MDH1,LGR5,LSAMP,RAD54L,SCUBE2,APOD,EZR,CHRNA7,COX15,CYC1,GAL3ST1,SLC16A9,RPL15,AIG1,SAMHD1,STOM,PDE4A,NAPA,CACNA1B,PCNA,FKBP4,ATP5PO,PDE4D,RAN,UQCRFS1,NDUFV2,EIF4G1,LRP4,PDGFRB,PAK1,VPS35,NR4A1,BBS4,ROBO1,KAZN,CASQ1,HADHB,IDH3A,ARIH2,ARHGEF1,ARHGAP32,RPS4X,NDUFB5,AADAT,CDR1,IP6K2,TRIB3,SHANK3,TUFM,TUBA1C,PRDX6,NDUFAF5,ATPAF1,DDX42,ELOVL7,ARSA,P4HA1,KHDRBS1,BBOX1,COPE,VPS13A,TUBA1B,ALDOC,ABCB1,THBS3,SPARCL1,NDUFA13,NOS1,PGK1,PSAP,INO80D,SRM,MAN2B1,NFKB1,HTR1A,GHITM,GRIA1,ETFB,TOMM70,SDHA,HADH,RPL13,SLC20A2,XPR1,NOS2,PHACTR1,RUNX3	195	
Cancer, Organismal Injury and Abnormalities	benign connective or soft tissue neoplasm	Benign connective or soft tissue neoplasm	7.91E-03	 	 	 	 	FGFR1,COL7A1,IQGAP1,CLEC16A,FDPS,KCNH1,NR5A2,TUBA1C,TINAGL1,PTGR1,FLT1,SLC7A3,RXRA,ANGPT1,MDH1,RPL19,CORIN,EGFR,COL4A1,CCND2,NDUFS7,FLNA,PSMA6,BDH1,PTGER4,COL6A2,COL5A1,RORA,REST,SOD2,CCND1,NPEPPS,ADARB1,CTSC,TUBA4A,SETD2,VCP,SUPT5H,AIG1,LYN,LGR4,ACHE,CCN1,PTCH1,SPARCL1,SF3A1,PCNA,SERPINC1,LAMA5,NR2E3,COL12A1,PIK3CA,DLGAP4,CALCRL,ASH2L,GRIA2,POPDC2,PRPF8,CCNE1,E2F2,PCCA,FRMD4B,LHCGR,NDUFV2,NR5A1,LAMB2,PTGS1,TUBA3C/TUBA3D,NEGR1,MAPK3,RAB23,FGFR3,PDGFRB,HSD17B10,ASPN,FH,NR4A1,DDX24,SDHA,MYH10,SEC22B,ERAL1,CDC7,POSTN,TUBB4A,ARIH2,CLUH,NR2F1,COL2A1,IDH1,COL11A2,FTH1,AURKB,DDR2	94	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	leukemia	Recurrent leukemia	7.95E-03	 	 	 	 	ABCB1,ADA,FGFR1,SF3B1,POLA1,POLD1,CD22,TUBA1C,RRM2,POLE3,ACTG1,FLT1,RXRA,TUBA3C/TUBA3D,NFKB1,PDGFRB,EGFR,NOTCH1,PPIA,PPP3CA,TUBB4A,RRM1,CSK,CCND1,PSMD1,POLE2,TUBA4A,IDH1,DDR2,LYN	30	
Connective Tissue Disorders, Developmental Disorder, Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	hypoplasia	Hypoplasia of skeleton	8.41E-03	 	-0.128	bias	0.590	Ptprd,FGFR3,NPR1,LMX1B,RBM8A,CSGALNACT1,NKX3-2,PTPRS,FGFRL1	9	
Infectious Diseases, Organismal Injury and Abnormalities	infectivity	Infectivity of virus	8.41E-03	 	-0.373	 	-0.116	SAMHD1,IRF8,RAB7A,ITGAV,MARCHF1,PPIA,PRSS2,PLAAT4,FCN3	9	
Small Molecule Biochemistry	metabolism	Metabolism of 2-oxoglutaric acid	8.41E-03	 	 	 	 	IDH3A,DLD,IDH3B,DLST,IDH3G,D2HGDH,IDH1,AADAT,PHYH	9	
Cell Death and Survival, Connective Tissue Disorders, Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	necrosis	Necrosis of bone	8.41E-03	 	 	 	 	POSTN,ABCB1,PDE7A,PDE4A,FDPS,PDE4D,COL2A1,PDE3A,PTGS1	9	
Neurological Disease, Organismal Injury and Abnormalities	neuralgia	Neuralgia	8.41E-03	 	 	 	 	SCN5A,GRIA1,ALDH5A1,CACNA2D1,SLC6A2,CACNA1B,CACNA1A,GRIN3A,PTGS1	9	
Molecular Transport, RNA Trafficking	nuclear export	Nuclear export of RNA	8.48E-03	 	 	 	 	SRSF3,NUP133,THOC1,THOC2,YTHDC1,THOC3,THOC6,TPR,NUP160,KHDRBS1,NXF1,NXT1,NCBP2,XPO5,THOC5,NUP155,THOC7,HHEX	18	
Amino Acid Metabolism, Small Molecule Biochemistry	metabolism	Metabolism of amino acids	8.49E-03	 	-0.563	 	-1.150	HIBCH,PIPOX,SARDH,CAD,CKM,SRR,ASL,IVD,DDO,MTR,HIBADH,ALDH6A1,ALDH18A1,UROC1,SLC25A21,VNN1,TDO2,PYCR1,MCCC2,ATP7A,CNDP2,ALDH5A1,CS,Tdh,CBS/CBSL,RRAGA,GLUL,DLD,FPGS,GOT2,ETFA,MTHFR,RHOC,SEPHS2,DPEP1,PEPD,NOS1,SLC6A8,BAAT,GGH,PCCA,GNMT,SLC25A44,ECHS1,SMS,GCLC,HSD17B10,GLDC,ETFB,ALDH4A1,GCSH,BCKDHA,NOS2,GART,CSAD,NIT2,IDH1,PCCB,AADAT,MCCC1	60	
Hereditary Disorder, Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	hereditary myopathy	Hereditary myopathy	8.77E-03	 	-1.912	bias	-1.247	NDUFA10,HIBCH,ACOX3,ALG2,IGFALS,VCL,DPP6,HADHA,FIG4,SYT2,ITGA7,CHMP1A,GARS1,SLC25A11,SDHB,TBX20,MYL1,TTC19,MYH11,PSMA2,NDUFA9,TAGLN,NUP155,NUBPL,GRIN3A,TP63,TBCD,PSMA4,MYT1,NDUFS7,ATP1A3,COX15,MYL9,HAND2,VWA1,RRM1,PUS1,ATP7A,OPA1,AIFM1,LIAS,L1CAM,UBA1,SAMHD1,PDSS2,STOM,SLC25A1,DLAT,TSFM,CACNB2,DCTN1,TBK1,DNAJC19,AGK,ATP5PO,FBLN5,ITGB1,GATA4,KCNJ12,CPT2,INF2,LAMA4,NDUFV2,CCT5,LRP4,AMY2B,ASPN,PRX,CASQ1,DHTKD1,FOXRED1,HADHB,NDUFS1,NEFH,SLC7A11,UQCRQ,FECH,KARS1,SPG7,SLC25A12,CSRP3,HK1,DDR2,POMT2,ADCY6,POMGNT1,PDHX,SUCLG1,GYS2,PRDX6,LPIN1,RRM2,RAB7A,EBF3,SCN5A,NDUFAF5,CAT,PRICKLE2,PTPRF,MYOT,IARS2,CPQ,FAT1,COL4A1,DYNC1H1,LRPPRC,CLPB,OXCT1,ALDH18A1,NDUFB8,NAGLU,COL6A2,COL5A1,REST,ARF1,ZMPSTE24,CACNA2D1,PTCD3,CNTNAP1,VCP,TANGO2,ECI2,SMN1/SMN2,SUN2,PDHB,DLD,AP4E1,CYP2U1,HSPD1,ANO5,ACE,HPGDS,ETFDH,NDUFAF4,NDUFA13,DNM1L,ETHE1,COL12A1,ACOX1,CANX,PSAP,PARL,LHCGR,PITX1,ECHS1,HTR1A,ACADVL,ARRDC2,GBE1,SDHA,ANK2,NDUFV1,DSTYK,PDHA1,SQOR,HARS1,AKR1B10,NDUFS3,SYNE1,KIDINS220,PTRH2,DAG1,TTN,MPV17,SUCLG2	165	
Neurological Disease, Organismal Injury and Abnormalities	movement disorder	Movement Disorders	8.82E-03	 	-1.295	 	0.562	SLC6A9,HEXB,FDPS,SLIT3,ELF2,NDUFA5,TWSG1,ITGA7,ACADM,OTOF,GRN,SDHB,CSE1L,GRM4,SCARB2,NDUFA7,GLRA1,ATP5F1A,ITPR1,LRP1,CORO2B,NFASC,SCP2,GRIN3A,SRD5A1,PRKN,ZNF239,NDUFS7,ATP1A3,GBA,UQCRC2,SOD2,GRIK1,GNB5,SGK1,BTBD9,YIF1B,TUBA4A,DECR1,AIFM1,ATCAY,KCNC2,ACHE,GNAO1,NPC2,RAB6A,NR1D1,TPI1,PSMC1,FRMD4B,DGKZ,ADGRD1,AHCY,AK1,FGFR3,BRSK1,PRSS48,PRX,FUBP1,SLC6A2,WWTR1,ATAD1,PPP3CA,CACNA1A,NME1,NRXN1,PHYH,NDUFS1,PARP1,NCAM1,MYO5A,UQCRQ,PAX6,MYO6,DDX1,NPTX2,TUBB2B,PTPRE,PLAAT4,GLRB,ATP5PD,FTH1,DNAJC13,Cdc42,EEF1A2,LRP1B,ATP2B2,SCN5A,BRSK2,DCPS,RGN,SOX2,ATP5F1B,GRIK2,SCN8A,ITIH3,SMPD1,ALDH6A1,SLC6A5,DAD1,KCNIP4,PPP1R9A,SYNGAP1,ETNPPL,GZMB,ARF1,MEIS1,CACNA2D1,CNTNAP1,XPC,SMN1/SMN2,PSMB6,SLC17A7,TBP,NDUFAF4,CAPZB,A2M,ETHE1,GRIA3,UNC79,FGF20,HIP1,ALDH2,PARL,ARL3,CASP2,IVNS1ABP,PLXNA2,TUBA3C/TUBA3D,SGTB,SEMA6B,NDUFAF7,PPIA,CAMKV,NDUFV1,ATXN3,TUBB4A,RDH12,NDUFS3,PTPRD,CPE,FUCA1,GAPDH,CCDC88C,SLC12A1,RTN4IP1,NDUFA10,AP1S1,IGFALS,LGMN,PPT1,ATP5PB,GLB1,SYT2,NBEA,DGKB,IMPA1,KCND2,GRIN2D,TGFBR1,GRIA4,ATP5F1C,MDH1,RAPGEF2,LGR5,LSAMP,RAD54L,SCUBE2,APOD,EZR,CHRNA7,COX15,CYC1,GAL3ST1,GABBR2,SLC16A9,GRID2,OPA1,RPL15,AIG1,L1CAM,SPTAN1,STOM,PDE4A,NAPA,PITPNA,CACNA1B,PCNA,SLC12A2,FGFRL1,FKBP4,DNAJC19,NR2E3,ATP5PO,QKI,PDE4D,KCNJ12,RAN,LAMA4,UQCRFS1,CDH11,NDUFV2,PTGS1,EIF4G1,LRP4,AMY2B,PAK1,VPS35,NR4A1,ROBO1,KAZN,PUM1,CASQ1,HADHB,IDH3A,ARIH2,HSD17B4,ARHGEF1,ARHGAP32,RPS4X,RAD51,NDUFB5,CDR1,NPC1,SARS1,IP6K2,TRIB3,TUFM,TUBA1C,PRDX6,EBF3,NDUFAF5,DICER1,PRICKLE2,VPS41,ATPAF1,BACE1,DDX42,PMPCA,ELOVL7,ARSA,DYNC1H1,EFL1,P4HA1,RORA,ANK3,KHDRBS1,DIXDC1,BBOX1,ZMPSTE24,COPE,VPS13A,ALDH5A1,TUBA1B,ALDOC,SUN2,ABCB1,THBS3,VLDLR,SPARCL1,NDUFA13,NOS1,CTSF,GRIA2,PGK1,Sacs,PSAP,CANX,INO80D,SRM,LMNB2,M6PR,SLC4A2,NFKB1,HTR1A,GHITM,GRIA1,ETFB,TOMM70,SDHA,HADH,RPL13,CA13,NOS2,PDPK1,NLRP3,SYNE1,PHACTR1,CERK,PTRH2,ILF3,RUNX3,TENM4	293	
Hereditary Disorder, Organismal Injury and Abnormalities, Psychological Disorders	familial psychiatric disease	Familial psychiatric disease	8.84E-03	 	 	 	 	SLIT3,NDUFA5,ACADM,OTOF,CHMP1A,GRN,SDHB,GRM4,SCARB2,NDUFA7,ATP5F1A,ITPR1,CORO2B,GRIN3A,SRD5A1,PRKN,ZNF239,NDUFS7,ATP1A3,GBA,UQCRC2,SOD2,GRIK1,GNB5,SGK1,YIF1B,TUBA4A,DECR1,SETD2,AIFM1,ACHE,GNAO1,RAB6A,NR1D1,DCTN1,TBK1,TPI1,RARS1,FRMD4B,ADGRD1,CDH23,GRIK3,AHCY,POLR3B,AK1,FGFR3,SLC6A2,WWTR1,PPP3CA,CACNA1A,NME1,NRXN1,PHYH,NDUFS1,PARP1,MYO5A,UQCRQ,DDX1,PTPRE,PLAAT4,GLRB,ATP5PD,ALDH1A3,DNAJC13,Cdc42,EEF1A2,LRP1B,ATP2B2,SCN5A,SOX2,ATP5F1B,EXOC7,EMC1,COL4A1,GRIK2,SCN8A,ITIH3,ALDH6A1,DAD1,KCNIP4,PPP1R9A,ETNPPL,VCP,CLP1,PSMB6,SLC17A7,TBP,AP4E1,COASY,NDUFAF4,A2M,HIP1,ALDH2,PARL,ARL3,CASP2,IVNS1ABP,LIPA,SGTB,SOX6,SEMA6B,NDUFAF7,PPIA,CAMKV,GIGYF1,NDUFV1,TUBB4A,RDH12,NDUFS3,GAPDH,NDUFA10,CNTN4,AP1S1,IGFALS,ATP5PB,FIG4,SYT2,NBEA,DGKB,IMPA1,CNTNAP2,GRIN2D,ATP5F1C,ABCA7,LGR5,LSAMP,TBCD,RAD54L,SCUBE2,APOD,EZR,CNOT2,CHRNA7,ACO2,COX15,CYC1,GABBR2,SLC16A9,GRID2,OPA1,AIG1,EXOSC8,SAMHD1,STOM,NAPA,CACNA1B,PCNA,FKBP4,ATP5PO,SLC6A8,UQCRFS1,NDUFV2,EIF4G1,LRP4,PDGFRB,PAK1,VPS35,NR4A1,ROBO1,KAZN,PUM1,CASQ1,PUS7,HADHB,IDH3A,NEFH,ARIH2,ARHGEF1,ARHGAP32,NDUFB5,DNAJC7,CDR1,COG4,IP6K2,FAM126A,SHANK3,TUFM,TMLHE,POMGNT1,PRDX6,NDUFAF5,PRICKLE2,PCDH15,ATPAF1,BACE1,CYP27A1,DDX42,ARSA,UNC13A,DYNC1H1,P4HA1,ANK3,KHDRBS1,BBOX1,VPS13A,ALDOC,ACBD5,THBS3,SLC10A1,HSPD1,MTHFR,ACE,NDUFA13,NOS1,GRIA2,PGK1,PSAP,INO80D,SRM,NFKB1,HTR1A,GHITM,ETFB,TOMM70,SDHA,MED17,ANK2,HADH,CA13,SLC20A2,XPR1,SYNE1,PHACTR1,RUNX3,VARS1,TENM4,WAC	227	
Molecular Transport, RNA Trafficking	export	Export of mRNA	8.89E-03	 	-0.475	bias	-1.120	SRSF3,NUP133,THOC1,THOC2,YTHDC1,SRSF7,THOC3,THOC6,NUP160,KHDRBS1,NXF1,NXT1,NCBP2,THOC5,NUP155,THOC7,HHEX	17	
Cell-To-Cell Signaling and Interaction, Molecular Transport, Small Molecule Biochemistry	concentration	Concentration of 5-hydroxytryptamine	9.27E-03	 	-0.679	 	-0.863	HTR1A,PRKN,NOTCH1,GRIA1,PTPRN,Celf6,MAGED1,GPX1,CACNA1B,TDO2,NOS1,TRPA1,SLC6A8,GSTM5,RAB27A,PTPRS	16	
DNA Replication, Recombination, and Repair, Energy Production, Nucleic Acid Metabolism, Small Molecule Biochemistry	hydrolysis	Hydrolysis of ATP	9.27E-03	Increased	2.927	bias	1.937	UBA1,RUVBL1,HSPD1,EIF4B,ATAD2,SMARCA4,ABCC1,SMARCA5,ABCG2,ENTPD6,SNRNP200,PSMC2,CKM,VCP,CCT5,CDK1	16	
Auditory Disease, Neurological Disease, Ophthalmic Disease, Organismal Injury and Abnormalities	hearing loss and retinitis pigmentosa	Hearing loss and retinitis pigmentosa	9.29E-03	 	 	 	 	WHRN,RPGR,ESPN,HARS1,USH1C,PCDH15,PSAP,CDH23,USH1G,ATP6V1B1	10	
Cancer, Neurological Disease, Organismal Injury and Abnormalities	central nervous system tumor	Primary central nervous system tumor	9.31E-03	 	 	 	 	ACHE,DLAT,POLA1,GOT2,POLD1,SLIT3,TUBA1C,KHDRBS3,COL12A1,MYH11,DGKZ,CDIN1,GRIN3A,SMS,TUBA3C/TUBA3D,EGFR,GRIA1,SORD,COL6A2,FOXRED1,PRDM1,KANK2,HOOK3,TUBB4A,GART,MYO7B,FCHO2,ATIC,TUBA4A,MIOX,ALAD,TPO	32	
Cell-To-Cell Signaling and Interaction, Nervous System Development and Function	evoked potential	Evoked potential	9.49E-03	 	0.000	bias	-1.298	LRP2,FGFR3,SLC7A8,GRID1,CORO1C,EPS8L2,GPX1,NAGLU,TENM2,SLC12A2,TBX1,OTOF,ATP2B2,FGF20,ACTG1,USH1C,SCARB2,RGN,PAX8,PSAP,COL11A2,USH1G,ARSA	23	
Hereditary Disorder, Ophthalmic Disease, Organismal Injury and Abnormalities	recessive retinitis pigmentosa	Recessive retinitis pigmentosa	9.49E-03	 	 	 	 	EMC1,ARL6,WHRN,ESPN,RPGR,LRAT,IDH3B,POMGNT1,ATP6V1B1,IDH3A,NR2E3,IFT172,RDH12,HARS1,PRPF8,USH1C,PSAP,PCDH15,BEST1,CDH23,MAK,USH1G,DYNC2H1	23	
Cellular Development, Cellular Growth and Proliferation, Reproductive System Development and Function	proliferation	Proliferation of gonadal cell lines	9.60E-03	 	-1.070	 	-0.869	EGFR,CSNK2B,FPGS,GNAO1,PCYT1B,YAP1,PTPN1,PTPRJ,NOS1,CCND1,ITGB1,ABTB1,PLAAT4,LRP1,NR5A1	15	
Ophthalmic Disease, Organismal Injury and Abnormalities	syndromic cataract	Syndromic cataract	9.60E-03	 	 	 	 	STOM,SLC25A1,ACOX3,RDH11,AGK,PRDX6,ETHE1,GARS1,SLC25A11,SDHB,PAX6,ACOX1,CAT,SLC25A12,ECI2	15	
Cell Cycle, Connective Tissue Development and Function	cell cycle progression	Arrest in cell cycle progression of fibroblast cell lines	9.79E-03	 	 	 	 	METTL14,TP63,CCND2,SSRP1,CCND1,EP300,DGKZ,ING1,SMARCC1,AK1,SMARCB1	11	
Cell Death and Survival, Reproductive System Development and Function	cell viability	Cell viability of breast cell lines	9.79E-03	 	-0.447	 	-0.878	BRCA1,CSE1L,FGFR1,EGFR,PIK3CA,CHD4,CAT,KIF18A,CLCA2,EIF4G1,ETS2	11	
Lipid Metabolism, Molecular Transport, Small Molecule Biochemistry	clearance	Clearance of lipid	9.79E-03	 	0.342	bias	-0.432	ABCB1,PRDX4,NPC1,VLDLR,APOD,CYP3A5,LRP1,PTGER4,SCARB1,PLIN2,XPC	11	
Developmental Disorder, Organismal Injury and Abnormalities	hypoplasia	Hypoplasia of cells	9.79E-03	 	-0.714	bias	0.256	TP63,RPS6,FAM20C,ACOX1,CALCRL,ARHGDIA,SPRR3,FSHR,LHCGR,PTPRJ,HHEX	11	
Small Molecule Biochemistry	quantity	Quantity of creatinine in blood	9.79E-03	 	1.077	 	1.656	LGR4,SLC34A2,PARP1,EGFR,NOS2,NOS1,LGMN,ITGB1,ARHGDIA,PPP3CA,SLC12A1	11	
Organismal Injury and Abnormalities, Reproductive System Disease	spontaneous abortion	Spontaneous abortion	9.79E-03	 	 	 	 	CCNB3,SGK1,PPIA,FLT1,MTHFR,PTGER4,F5,LHCGR,PPP3CA,SERPINC1,PTGS1	11	
Lipid Metabolism, Small Molecule Biochemistry, Vitamin and Mineral Metabolism	metabolism	Metabolism of retinoid	9.86E-03	 	1.926	 	1.520	LRP2,RDH16,AKR1B1,LRAT,RETSAT,RDH11,SDR16C5,RDH12,AKR1B10,CYP3A5,ADH5,LRP1,ALDH1A3,BCO1	14	
Lipid Metabolism, Small Molecule Biochemistry	removal	Removal of lipid	9.86E-03	 	0.923	bias	0.148	ABCB1,PRDX4,NPC1,VLDLR,APOD,PPT1,ABCG1,PTGER4,SCARB1,NR5A2,PLIN2,CYP3A5,LRP1,XPC	14	
Cardiovascular Disease, Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	syndromic hypertrophic cardiomyopathy	Syndromic hypertrophic cardiomyopathy	9.86E-03	 	 	 	 	STOM,ACOX3,SLC25A1,AGK,PRDX6,GARS1,ETHE1,SLC25A11,SDHB,ACOX1,MYO6,CAT,SLC25A12,ECI2	14	
Lipid Metabolism, Small Molecule Biochemistry	synthesis	Synthesis of glycosphingolipid	9.86E-03	 	1.182	bias	0.323	ABCB1,B4GALT6,B4GALT4,ABCB10,SGPL1,B3GALT1,ABCC1,TM9SF2,GBA,B4GALT1,GAL3ST1,FUT6,ABCA3,ARSA	14	
Cancer, Organismal Injury and Abnormalities, Respiratory Disease	ALK translocation negative EGFR mutation negative non-squamous non-small cell lung cancer	ALK translocation negative EGFR mutation negative non-squamous non-small cell lung carcinoma	1.00E-02	 	 	 	 	TUBB4A,FGFR3,FGFR1,EGFR,PDGFRB,GART,FLT1,TUBA4A,ATIC,TUBA1C,LYN,TUBA3C/TUBA3D	12	
Lipid Metabolism, Small Molecule Biochemistry	catabolism	Catabolism of sphingolipid	1.00E-02	Increased	2.391	bias	1.685	ALDH3A2,HEXB,SGPL1,PPT1,ACSBG1,SMPD1,ASAH2,PSAP,SLC27A4,GBA,GLB1,ARSA	12	
Cell-To-Cell Signaling and Interaction, Reproductive System Development and Function	binding	Binding of sperm	1.00E-02	 	0.684	 	0.284	CCT6A,TCP1,ACE,CCT2,CCT3,B4GALT1,PRSS55,CCT8,CCT7,DICER1,VDAC2,CCT5,ARSA	13	
Hereditary Disorder, Neurological Disease, Organismal Injury and Abnormalities	neuropathy	Autosomal dominant neuropathy	1.01E-02	 	 	 	 	TBP,DNAJC13,HSPD1,FIG4,DCTN1,TBK1,DNM1L,GARS1,GRN,RAB7A,PSAP,INF2,EIF4G1,PRKN,DYNC1H1,PRX,VPS35,SDHA,ATP1A3,ALDH18A1,NAGLU,DHTKD1,GBA,NEFH,PAX6,HARS1,KIDINS220,NR2F1,TUBA4A,OPA1,VCP	31	
Cancer, Organismal Injury and Abnormalities	rhabdoid cancer	Rhabdoid tumor	1.02E-02	 	 	 	 	VCL,SRPK3,ANK2,SMARCA4,TUBA1C,CSMD3,KHDRBS3,ZNF729,SMARCB1,TUBB4A,SIDT1,METTL14,PDXDC1,DSCAM,GUCY2F,CCND1,NAE1,VPS41,TUBA4A,ZNF91,TUBA3C/TUBA3D,BAP1	22	
DNA Replication, Recombination, and Repair	damage	DNA damage	1.05E-02	Decreased	-3.422	 	-2.515	FBH1,SF3B1,SF3B2,NOX5,LMX1B,SMARCB1,RRM2,DESI2,DICER1,CCT7,CAT,ATR,RPA1,LRP1,CDT1,BRD9,ERCC2,EGFR,SMOX,LRPPRC,IPO4,ACO2,RCC2,LIN28B,PRMT1,KDM6A,SOD2,ZMPSTE24,RRM1,REXO4,SMARCA1,CCND1,AIFM1,SUN2,RECQL,SSRP1,POLD1,SEPTIN12,USP5,PCNA,NOS1,PIK3CA,MSH6,XRCC5,STAT5A,CCNE1,E2F2,ALDH2,PSMD14,LMNB2,EIF4G1,BRCA1,GCLC,HDAC2,BUB3,NR4A1,EP300,NME1,PARP1,NOS2,NLRP3,DUOX1,EBF1,U2AF1/U2AF1L5,GAPDH,KAT2A,RAD51,IDH1,APEX1,RAC1,CDK1,CHEK1	72	
