Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Glutaryl-CoA Degradation	1.14E+00		3.33E-01	"ACAA2,HADHA,HSD17B4,HSD17B8"
Cell Cycle Control of Chromosomal Replication	1.22E+00	3	2.43E-01	"CDK1,CDK8,MCM3,MCM4,MCM5,MCM6,MCM7,ORC3,PCNA"
Crosstalk between Dendritic Cells and Natural Killer Cells	1.22E+00		4.29E-01	"ACTC1,ACTG1,CAMK2D"
Estrogen-mediated S-phase Entry	1.22E+00		4.29E-01	"CCNA2,CCND1,CDK1"
Inhibition of Matrix Metalloproteases	1.22E+00		4.29E-01	"A2M,HSPG2,LRP1"
Ketolysis	1.22E+00		4.29E-01	"ACAA2,BDH1,HADHA"
Putrescine Degradation III	1.22E+00		4.29E-01	"ALDH2,ALDH3A2,ALDH4A1"
Nicotine Degradation II	1.23E+00	2.236067977	3.12E-01	"AOX1,B4GAT1,CYP2A6 (includes others),CYP3A5,CYP4B1"
Nicotine Degradation III	1.23E+00	2.236067977	3.12E-01	"AOX1,B4GAT1,CYP2A6 (includes others),CYP3A5,CYP4B1"
Inosine-5'-phosphate Biosynthesis II	1.28E+00		6.67E-01	"ATIC,PAICS"
Pentose Phosphate Pathway (Oxidative Branch)	1.28E+00		6.67E-01	"PGD,PGLS"
Superoxide Radicals Degradation	1.28E+00		6.67E-01	"CAT,SOD2"
Urea Cycle	1.28E+00		6.67E-01	"ARG2,ASL"
Regulation of Cellular Mechanics by Calpain Protease	1.29E+00	-1	2.50E-01	"CCNA2,CCND1,CDK1,CNGA3,CNGB3,ITGA8,ITGB2,MRAS,VCL"
GABA Receptor Signaling	1.32E+00		2.31E-01	"ABAT,ADCY1,AP2A1,CACNA1A,GABRA6,GABRR2,GUCY1B1,KCNN2,MRAS,NSF,RPS27A,UBA52"
Gustation Pathway	1.32E+00	-0.904534034	2.31E-01	"ADCY1,CACNA1A,GABRA6,GABRR2,GUCY1B1,HTR1A,KCNN2,LIPA,LIPJ,ORAI2,PNLIP,SCN5A"
Cyclins and Cell Cycle Regulation	1.36E+00	2.449489743	2.57E-01	"CCNA2,CCNB3,CCND1,CCNH,CDK1,HDAC2,HDAC7,PTPA,SKP1"
LPS/IL-1 Mediated Inhibition of RXR Function	1.41E+00	-1	2.15E-01	"ACOX1,ALDH2,ALDH3A2,ALDH4A1,ALDH6A1,CAT,CHST13,CYP2A6 (includes others),Cyp2j9,CYP3A5,GSTM3,GSTM4,GSTM5,Gstm6,MGST3,NR5A2,SULT1E1"
Ethanol Degradation II	1.42E+00	2	4.00E-01	"ADH5,ALDH2,ALDH3A2,ALDH4A1"
Noradrenaline and Adrenaline Degradation	1.42E+00	2	4.00E-01	"ADH5,ALDH2,ALDH3A2,ALDH4A1"
Xenobiotic Metabolism PXR Signaling Pathway	1.42E+00	3.5	2.19E-01	"ALDH2,ALDH3A2,ALDH4A1,ALDH6A1,CAMK2D,CAT,CHST13,CYP3A5,EP300,ESD,GSTM3,GSTM4,GSTM5,Gstm6,MGST3,SULT1E1"
Histamine Degradation	1.42E+00		5.00E-01	"ALDH2,ALDH3A2,ALDH4A1"
Pentose Phosphate Pathway	1.42E+00		5.00E-01	"PGD,PGLS,TKTL2"
Oxidative Ethanol Degradation III	1.47E+00		3.57E-01	"ALDH2,ALDH3A2,ALDH4A1,CYP2A6 (includes others),Cyp2j9"
NUR77 Signaling in T Lymphocytes	1.54E+00	0.816496581	3.33E-01	"CALM1 (includes others),EP300,HDAC2,HDAC7,PCNA,SIN3B"
Ethanol Degradation IV	1.59E+00	2	4.44E-01	"ALDH2,ALDH3A2,ALDH4A1,CAT"
Phagosome Maturation	1.60E+00		2.34E-01	"ATP6V1B1,ATP6V1F,ATP6V1G2,CTSC,CTSF,CTSL,DYNLRB1,NAPA,NSF,PRDX6,TUBA1B,TUBA3C/TUBA3D,TUBA3E,TUBB2B,TUBB4A"
NRF2-mediated Oxidative Stress Response	1.66E+00	2.121320344	2.16E-01	"ACTC1,ACTG1,AOX1,CAT,CYP2A6 (includes others),Cyp2j9,Cyp3a25 (includes others),CYP3A5,DNAJA2,EP300,EPHX1,GPX2,GSTM3,GSTM4,GSTM5,Gstm6,MGST3,MRAS,PPIB,SOD2,VCP"
"Phenylalanine Degradation IV (Mammalian, via Side Chain)"	1.67E+00		6.00E-01	"ALDH2,ALDH3A2,GOT2"
Purine Ribonucleosides Degradation to Ribose-1-phosphate	1.67E+00		6.00E-01	"ADA,ADA2,ADARB2"
Sucrose Degradation V (Mammalian)	1.67E+00		6.00E-01	"ALDOA,ALDOC,TPI1"
Arginine Degradation I (Arginase Pathway)	1.72E+00		1.00E+00	"ALDH4A1,ARG2"
Arginine Degradation VI (Arginase 2 Pathway)	1.72E+00		1.00E+00	"ARG2,PYCR1"
Formaldehyde Oxidation II (Glutathione-dependent)	1.72E+00		1.00E+00	"ADH5,ESD"
Phenylethylamine Degradation I	1.72E+00		1.00E+00	"ALDH2,ALDH3A2"
β-alanine Degradation I	1.72E+00		1.00E+00	"ABAT,ALDH6A1"
Caveolar-mediated Endocytosis Signaling	1.78E+00		3.00E-01	"ACTC1,ACTG1,COPB1,COPE,COPG2,COPZ1,FLNC,ITGA8,ITGB2"
Estrogen Biosynthesis	1.95E+00	2.449489743	4.00E-01	"CYP2A6 (includes others),CYP3A5,CYP4B1,HSD17B12,HSD17B4,HSD17B8"
Adenine and Adenosine Salvage III	2.03E+00		7.50E-01	"ADA,ADA2,ADARB2"
mTOR Signaling	2.13E+00		2.39E-01	"EIF3B,EIF3D,MLST8,MRAS,PTPA,RPS11,RPS15,RPS15A,RPS17,RPS18,RPS2,RPS24,RPS26,RPS27A,RPS3,RPS4X,RPS5,RPS7,RPS8,RPS9,RPSA"
Estrogen Receptor Signaling	2.26E+00	2.523573073	2.18E-01	"ADCY1,ARG2,ATP5F1A,ATP5F1B,ATP5F1C,ATP5PB,CACNA1A,CCND1,CDK8,CYC1,EP300,GUCY1B1,MED14,MRAS,NDUFA10,NDUFA7,NDUFA9,NDUFB5,NDUFB8,NDUFB9,NDUFS1,NDUFS2,NDUFS7,NDUFV2,PAK1,PCNA,PLCZ1,SOD2,SOS1,UQCRC2,UQCRFS1"
Xenobiotic Metabolism AHR Signaling Pathway	2.40E+00	2.529822128	3.45E-01	"ALDH2,ALDH3A2,ALDH4A1,ALDH6A1,EP300,GSTM3,GSTM4,GSTM5,Gstm6,MGST3"
Glutathione Redox Reactions I	2.41E+00	1.341640786	5.56E-01	"GPX1,GPX2,GPX4,MGST3,PRDX6"
Aspartate Degradation II	2.58E+00		1.00E+00	"GOT2,MDH1,MDH2"
Remodeling of Epithelial Adherens Junctions	2.64E+00		3.33E-01	"ACTC1,ACTG1,ARPC1B,ARPC3,ARPC4,NME1,TUBA1B,TUBA3C/TUBA3D,TUBA3E,TUBB2B,TUBB4A,VCL"
Aryl Hydrocarbon Receptor Signaling	2.64E+00	2	3.00E-01	"ALDH2,ALDH3A2,ALDH4A1,ALDH6A1,CCNA2,CCND1,Cyp3a25 (includes others),CYP3A5,EP300,GSTM3,GSTM4,GSTM5,Gstm6,MCM7,MGST3"
Glucocorticoid Receptor Signaling	2.81E+00		2.34E-01	"A2M,ARG2,ATP5F1A,ATP5F1B,ATP5F1C,ATP5PB,CCNH,CYC1,EP300,FBP1,FKBP4,GTF2H4,KRT1,MED14,MRAS,NDUFA10,NDUFA7,NDUFA9,NDUFB5,NDUFB8,NDUFB9,NDUFS1,NDUFS2,NDUFS7,NDUFV2,PBRM1,SOS1,TAF2,TBP,TGFBR1,UQCRC2,UQCRFS1"
Glutathione-mediated Detoxification	3.73E+00	1.632993162	6.36E-01	"ANPEP,GSTM3,GSTM4,GSTM5,Gstm6,HPGDS,MGST3"
TCA Cycle II (Eukaryotic)	3.82E+00	3	5.29E-01	"CS,DHTKD1,DLST,FH,IDH3A,IDH3G,MDH1,MDH2,SUCLG1"
Regulation of eIF4 and p70S6K Signaling	3.91E+00		3.00E-01	"EIF2A,EIF3B,EIF3D,ITGA8,ITGB2,MRAS,PTPA,RPS11,RPS15,RPS15A,RPS17,RPS18,RPS2,RPS24,RPS26,RPS27A,RPS3,RPS4X,RPS5,RPS7,RPS8,RPS9,RPSA,SOS1"
Coronavirus Replication Pathway	4.86E+00	3.464101615	5.22E-01	"ACE,COPB1,COPE,COPG2,COPZ1,CTSL,DDX1,TUBA1B,TUBA3C/TUBA3D,TUBA3E,TUBB2B,TUBB4A"
Glycolysis I	5.35E+00	2.828427125	8.00E-01	"ALDOA,ALDOC,ENO1,FBP1,GAPDH,PGAM2,PGK1,TPI1"
Sirtuin Signaling Pathway	6.31E+00	-1.224744871	3.24E-01	"ACADL,ACLY,ARG2,ATP5F1A,ATP5F1B,ATP5F1C,ATP5PB,CYC1,GOT2,NDUFA10,NDUFA7,NDUFA9,NDUFB5,NDUFB8,NDUFB9,NDUFS1,NDUFS2,NDUFS7,NDUFV2,PARP1,PDHA1,PGAM2,PGK1,SF3A1,SIRT7,SLC25A5,SOD2,TOMM40,TUBA1B,TUBA3C/TUBA3D,TUBA3E,UQCRC2,UQCRFS1,VDAC2,XPC"
Coronavirus Pathogenesis Pathway	6.85E+00	-3	4.00E-01	"ACE,CCND1,CTSL,EEF1A2,EIF2A,EP300,HDAC2,HDAC7,NPC1,RPS11,RPS15,RPS15A,RPS17,RPS18,RPS2,RPS24,RPS26,RPS27A,RPS3,RPS4X,RPS5,RPS7,RPS8,RPS9,RPSA,TGFBR1"
Gluconeogenesis I	7.64E+00	3.16227766	9.09E-01	"ALDOA,ALDOC,ENO1,FBP1,GAPDH,MDH1,MDH2,ME3,PGAM2,PGK1"
Mitochondrial Dysfunction	8.62E+00		4.58E-01	"ATP5F1A,ATP5F1B,ATP5F1C,ATP5PB,ATP5PD,ATP5PO,CAT,CYC1,GPX4,NDUFA10,NDUFA7,NDUFA9,NDUFB5,NDUFB8,NDUFB9,NDUFS1,NDUFS2,NDUFS7,NDUFV2,PDHA1,PRDX3,PRKN,SOD2,UQCRC2,UQCRFS1,UQCRQ,VDAC2"
Oxidative Phosphorylation	9.97E+00	4.472135955	6.18E-01	"ATP5F1A,ATP5F1B,ATP5F1C,ATP5PB,ATP5PD,ATP5PO,CYC1,ENOX1,NDUFA10,NDUFA7,NDUFA9,NDUFB5,NDUFB8,NDUFB9,NDUFS1,NDUFS2,NDUFS7,NDUFV2,UQCRC2,UQCRFS1,UQCRQ"
EIF2 Signaling	1.55E+01	4.746928832	4.62E-01	"ACTC1,CCND1,EIF2A,EIF3B,EIF3D,MRAS,RPL10A,RPL11,RPL12,RPL13,RPL15,RPL18,RPL18A,RPL19,RPL23,RPL24,RPL27,RPL28,RPL3,RPL30,RPL32,RPL35,RPL35A,RPL38,RPL39,RPL7,RPL7A,RPL8,RPL9,RPLP0,RPS11,RPS15,RPS15A,RPS17,RPS18,RPS2,RPS24,RPS26,RPS27A,RPS3,RPS4X,RPS5,RPS7,RPS8,RPS9,RPSA,SOS1,TRIB3,UBA52"
