Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Prostate Cancer Signaling	0.00E+00		3.50E-01	"CCND1,CCNE1,CHUK,E2F2,HDAC2,HDAC7,HSP90AA1,HSP90AB1,MAP2K1,MRAS,PDPK1,PIK3C2B,RASD2,SOS1"
Protein Kinase A Signaling	0.00E+00	0.301511345	3.79E-01	"ADCY1,ADCY4,ADCY5,ADCY8,ADCY9,ADD1,AKAP1,AKAP7,ANAPC1,APEX1,BRAF,CALM1 (includes others),CAMK2D,CDC16,CHUK,CNGA3,CNGB3,DCC,DUSP12,FLNA,FLNC,GNAS,GUCY1B1,GYS2,ITPR1,KDELR3,MAP2K1,MTMR3,MYH10,MYH4,MYL1,MYL9,NTN1,PDE11A,PDE8A,PGP,PHKG2,PLCD3,PLCG1,PLCZ1,PPP1R3D,PPP1R7,PPP2CA,PRKAR1A,PRKCE,PTCH1,PTPN11,PTPN13,PTPRD,PTPRF,PTPRQ,PTPRS,PXN,PYGB,SMO,TGFBR1,TNS2,UBASH3B"
Pulmonary Fibrosis Idiopathic Signaling Pathway	0.00E+00	-0.538815906	3.43E-01	"ACTC1,ACTG1,BRAF,CCND1,COL15A1,COL2A1,COL4A1,COL5A1,EGFR,FGFR1,FGFRL1,FOXO6,FZD8,ITGAV,ITGB1,MAP2K1,MAP2K6,MAPK14,MMP17,MMP2,MRAS,NOTCH2,PIK3C2B,POLR2A,PRKN,RASD2,RBBP7,RPS6KB2,SMO,SOS1,TGFBR1,WNT4,WWTR1,YY1"
Pulmonary Healing Signaling Pathway	0.00E+00	0.426401433	3.61E-01	"BLK,BRAF,CCND1,CELA1,CELA2B,CHRNA7,EGFR,FGFR1,FRK,FZD8,MAPK14,MMP17,MMP2,MRAS,NOTCH2,PRKAB2,PRKCE,RASD2,SMO,SOS1,WNT4,WWTR1"
Purine Nucleotides Degradation II (Aerobic)	0.00E+00		4.00E-01	"ADA2,ADARB2,IMPDH1,NT5C3B"
Pyridoxal 5'-phosphate Salvage Pathway	0.00E+00	0.301511345	3.93E-01	"BRAF,CDK1,CDK8,CSNK1D,DAPK1,LIMK1,MAP2K1,MAP2K6,PAK1,PLK1,PRKCE"
Pyroptosis Signaling Pathway	0.00E+00	1	2.22E-01	"DHX9,MAPK14,NLRP10,PRKAR1A"
RAC Signaling	0.00E+00	-1.290994449	3.62E-01	"ABI2,ANK1,ARFIP2,ARPC1B,ARPC3,ARPC4,CYFIP2,ITGA2B,ITGA8,ITGAV,ITGB1,LIMK1,MAP2K1,MRAS,PAK1,PARD3,PI4KA,PIK3C2B,PLD1,RASD2,TIAM1"
RAN Signaling	0.00E+00	-2	4.00E-01	"KPNA4,KPNB1,RAN,RANBP1"
RANK Signaling in Osteoclasts	0.00E+00	0.377964473	2.96E-01	"CALM1 (includes others),CHUK,ELP1,MAP2K1,MAP2K6,MAP3K15,MAPK14,PIK3C2B"
RAR Activation	0.00E+00		3.82E-01	"ADCY1,ADCY4,ADCY5,ADCY8,ADCY9,AKR1B1,CCNH,CSNK2B,GTF2H2,GTF2H3,GTF2H4,GUCY1B1,MAP2K1,MAPK14,PARP1,PBRM1,PDPK1,PRKAR1A,PRKCE,PRMT1,PSMC5,RDH11,RDH13,RPL7A,SMARCA4,SMARCB1,SMARCC1,SMARCD1,SNW1"
Reelin Signaling in Neurons	0.00E+00	0.242535625	2.90E-01	"ARHGEF11,ARHGEF25,ARPC1B,ARPC3,ARPC4,BLK,CAMK2D,CRKL,FRK,GRIN2C,GRIN2D,ITGB1,LIMK1,MAP2K1,MAP2K6,PAFAH1B1,PDK1,PIK3C2B"
Regulation Of The Epithelial Mesenchymal Transition By Growth Factors Pathway	0.00E+00	1.341640786	4.07E-01	"BRAF,CHUK,DOCK10,EGFR,ETS1,FGF20,FGF6,FGFR1,FGFRL1,MAP2K1,MAP2K6,MAPK14,MMP2,MRAS,PARD6G,PIK3C2B,PTPN11,RASD2,SOS1,TAB1,TGFBR1,WWTR1"
Regulation Of The Epithelial Mesenchymal Transition In Development Pathway	0.00E+00	0	1.94E-01	"AXIN1,FZD8,PSEN1,PTCH1,SMO,WNT4"
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	0.00E+00	0.904534034	3.79E-01	"CALM1 (includes others),CHUK,ELP1,MAP2K1,MRAS,PLCG1,RASD2,SOS1,TGFBR1,VAV1,ZAP70"
Regulation of the Epithelial-Mesenchymal Transition Pathway	0.00E+00		3.54E-01	"AXIN1,BRAF,EGFR,ETS1,FGF20,FGF6,FGFR1,FGFRL1,FZD8,MAP2K1,MAP2K6,MMP2,MRAS,NOTCH2,PARD6G,PIK3C2B,PSEN1,PTPN11,RASD2,SMO,SOS1,TGFBR1,WNT4"
Relaxin Signaling	0.00E+00	0.5	3.38E-01	"ADCY1,ADCY4,ADCY5,ADCY8,ADCY9,APEX1,BRAF,CTH,GAD1,GNA11,GNAS,GUCY1B1,GUCY2C,Gucy2d,MAP2K1,MRAS,NOS2,NPR2,PDE11A,PDE8A,PIK3C2B,PRKAR1A,SLC39A7"
Renal Cell Carcinoma Signaling	0.00E+00	1.133893419	3.75E-01	"ETS1,FH,MAP2K1,MRAS,PAK1,PIK3C2B,PTPN11,RASD2,RBX1,RPS27A,SOS1,UBA52"
Renin-Angiotensin Signaling	0.00E+00	0.632455532	3.54E-01	"ADCY1,ADCY4,ADCY5,ADCY8,ADCY9,GUCY1B1,ITPR1,MAP2K1,MAPK14,MRAS,PAK1,PIK3C2B,PLCG1,PRKAR1A,PRKCE,RASD2,SOS1"
Retinoate Biosynthesis I	0.00E+00		2.50E-01	"AKR1B1,RDH11,RDH13"
Retinol Biosynthesis	0.00E+00	-0.816496581	3.33E-01	"BCO1,CEL,CES4A,ESD,RDH11,RDH13"
Role of CHK Proteins in Cell Cycle Checkpoint Control	0.00E+00	0	3.60E-01	"CDK1,CHEK1,E2F2,PCNA,PLK1,PPP2CA,PTPA,RFC1,RFC2"
Role of IL-17A in Arthritis	0.00E+00		2.78E-01	"MAP2K1,MAP2K6,MAPK14,NOS2,PIK3C2B"
Role of IL-17F in Allergic Inflammatory Airway Diseases	0.00E+00		1.67E-01	MAP2K1
Role of JAK family kinases in IL-6-type Cytokine Signaling	0.00E+00		2.86E-01	"MAPK14,PTPN11"
Role of JAK1 and JAK3 in γc Cytokine Signaling	0.00E+00		2.22E-01	"MRAS,PIK3C2B,PTPN11,RASD2"
Role of JAK2 in Hormone-like Cytokine Signaling	0.00E+00		1.43E-01	PTPN11
Role of MAPK Signaling in Inhibiting the Pathogenesis of Influenza	0.00E+00	-0.447213595	3.53E-01	"BRAF,MAP2K1,MAP2K6,MAPK14,PLAAT4,PRDX6"
Role of MAPK Signaling in the Pathogenesis of Influenza	0.00E+00		3.33E-01	"MAP2K1,MAP2K6,MAPK14,MRAS,PLAAT4,PRDX6,RASD2"
"Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis"	0.00E+00		3.62E-01	"AXIN1,CALM1 (includes others),CAMK2D,CCND1,CHUK,CSNK1D,CSNK1E,DAAM1,ELP1,FZD8,IRAK4,LRP1,LRP5,LRP6,MAP2K1,MAP2K6,MAPK14,MRAS,NLK,NOS2,PIK3C2B,PLCD3,PLCG1,PLCZ1,PRKCE,RASD2,SFRP5,SMO,WNT4"
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	0.00E+00	0	2.68E-01	"AXIN1,FZD8,GATA4,MAP2K1,MRAS,PIK3C2B,RASD2,RIF1,SMO,SOS1,WNT4"
Role of NFAT in Cardiac Hypertrophy	0.00E+00	0.39223227	3.69E-01	"ADCY1,ADCY4,ADCY5,ADCY8,ADCY9,CACNA1A,CACNA1B,CACNA1D,CACNA1G,CALM1 (includes others),CAMK2D,GATA4,GNAS,GUCY1B1,HDAC2,HDAC7,ITPR1,MAP2K1,MAP2K6,MAPK14,MRAS,PIK3C2B,PLCD3,PLCG1,PLCZ1,PRKAR1A,PRKCE,RASD2,SLC8A2,SOS1,TGFBR1"
Role of NFAT in Regulation of the Immune Response	0.00E+00	0.277350098	3.27E-01	"CALM1 (includes others),CHUK,CSNK1D,CSNK1E,ELP1,GATA4,GNA11,GNAS,ITPR1,KPNA4,KPNB1,MAP2K1,MRAS,PIK3C2B,PLCG1,RASD2,SOS1,ZAP70"
Role of OCT4 in Mammalian Embryonic Stem Cell Pluripotency	0.00E+00		2.50E-01	"NR5A1,NR5A2,PARP1,SH3GLB1"
"Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis"	0.00E+00		3.04E-01	"ALPL,AXIN1,CALM1 (includes others),CHUK,CSNK1D,CSNK1E,ELP1,FZD8,LRP1,LRP5,LRP6,MAP2K6,MAPK14,PIK3C2B,SFRP5,SMO,WNT4"
Role of PI3K/AKT Signaling in the Pathogenesis of Influenza	0.00E+00		2.67E-01	"CRKL,MAP2K1,MLH1,PIK3C2B"
Role of PKR in Interferon Induction and Antiviral Response	0.00E+00	1.889822365	3.03E-01	"CHUK,CYC1,ELP1,HSP90AA1,HSP90AB1,HSPA8,MAP2K6,MAPK14,NLRP10,TARBP2"
Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	0.00E+00		1.00E-01	"PIK3C2B,PRKCE"
Role of RIG1-like Receptors in Antiviral Innate Immunity	0.00E+00		1.67E-01	CHUK
Role of Tissue Factor in Cancer	0.00E+00		3.41E-01	"BLK,CCN1,EGFR,FRK,GNA11,ITGAV,ITGB1,LIMK1,MAPK14,MRAS,P4HB,PAK1,PIK3C2B,PTPN11,RASD2"
Role of WNT/GSK-3β Signaling in the Pathogenesis of Influenza	0.00E+00		2.86E-01	"AXIN1,CSNK1D,CSNK1E,FZD8,SMO,WNT4"
Role of p14/p19ARF in Tumor Suppression	0.00E+00		2.22E-01	"PIK3C2B,SF3A1"
SAPK/JNK Signaling	0.00E+00	0.816496581	1.89E-01	"CRKL,DAXX,MRAS,PIK3C2B,RASD2,SOS1,TAB1"
SPINK1 General Cancer Pathway	0.00E+00	-1	2.94E-01	"EGFR,MAP2K1,MRAS,PIK3C2B,RASD2"
STAT3 Pathway	0.00E+00	0.377964473	2.58E-01	"EGFR,FGFR1,MAP2K1,MAPK14,MRAS,NDUFA13,RASD2,TGFBR1"
Salvage Pathways of Pyrimidine Ribonucleotides	0.00E+00	-0.774596669	4.05E-01	"AK1,BRAF,CDK1,CDK8,CSNK1D,DAPK1,LIMK1,MAP2K1,MAP2K6,NME1,PAK1,PLK1,PRKCE,UCK2,UPRT"
Selenocysteine Biosynthesis II (Archaea and Eukaryotes)	0.00E+00		3.33E-01	SEPHS2
Semaphorin Neuronal Repulsive Signaling Pathway	0.00E+00	1.414213562	3.39E-01	"Acan,FARP2,GUCY1B1,ITGA2B,ITGA8,ITGAV,ITGB1,LIMK1,MAP2K1,MAP2K6,MYL1,MYL9,NCAN,PAK1,PIK3C2B,PLCG1,PLXNA1,PLXNB1,PRKAR1A,PRKG1"
Semaphorin Signaling in Neurons	0.00E+00		4.00E-01	"Cdc42,ITGB1,LIMK1,PAK1,PLXNA1,PLXNB1,RHOC,RHOT1"
Senescence Pathway	0.00E+00	0.973328527	3.78E-01	"ANAPC1,BRAF,CACNA1A,CACNA1B,CACNA1D,CALM1 (includes others),CAPN2,CAPN7,CAT,CCNB3,CCND1,CCNE1,CDC16,CDK1,CHEK1,CHUK,DHCR24,DLAT,DLD,E2F2,ETS1,GATA4,ITSN2,MAP2K1,MAP2K6,MAPK14,MRAS,NF1,PARP1,PDHA1,PDHB,PDHX,PDK1,PHF1,PIK3C2B,PPP2CA,PTPA,RASD2,RNF2,SIRT1,SOD2,TGFBR1"
Sertoli Cell-Sertoli Cell Junction Signaling	0.00E+00		3.95E-01	"ACTC1,ACTG1,AXIN1,CTNNA2,DLG1,GUCY1B1,ITGA2B,ITGA8,ITGAV,ITGB1,JUP,MAP2K1,MAP3K15,MAPK14,MRAS,NOS2,PRKAR1A,PRKG1,RASD2,SPTAN1,SPTBN1,TUBA1A,TUBA1B,TUBA3E,TUBB2A,TUBB2B,TUBB4A,TUBG1,WAS,YBX3"
Signaling by Rho Family GTPases	0.00E+00	-1.4	3.76E-01	"ACTC1,ACTG1,ARFIP2,ARHGEF11,ARPC1B,ARPC3,ARPC4,Cdc42,CDH11,CIT,CLIP1,GNA11,GNAS,ITGA2B,ITGA8,ITGAV,ITGB1,LIMK1,MAP2K1,MRAS,MYL1,MYL9,PAK1,PARD3,PI4KA,PIK3C2B,PLD1,RHOC,RHOT1,SEPTIN12,SEPTIN7,WAS"
Small Cell Lung Cancer Signaling	0.00E+00		2.50E-01	"CCND1,CCNE1,CHUK,CYC1,E2F2,HDAC2,HDAC7,PIK3C2B"
Sonic Hedgehog Signaling	0.00E+00		2.35E-01	"CDK1,PRKAR1A,PTCH1,SMO"
Sperm Motility	0.00E+00	-1.069044968	3.60E-01	"BLK,CACNA1G,CALM1 (includes others),CLK2,CNGA3,CNGB3,DDR2,EGFR,EPHB1,FGFR1,FRK,GNA11,GNAS,GUCY1B1,ITPR1,MAP2K1,MAP2K6,MRAS,PLAAT4,PLCD3,PLCG1,PLCZ1,PRDX6,PRKAR1A,PRKCE,PRKG1,RET,SRMS,TIE1,TXK,ZAP70"
Stearate Biosynthesis I (Animals)	0.00E+00		2.08E-01	"ACOT4,ACSF2,DHCR24,PTGR1,TECR"
Sumoylation Pathway	0.00E+00	0	4.00E-01	"Cdc42,DAXX,DNMT3A,ETS1,HDAC2,PCNA,RAN,RFC1,RFC2,RHOC,RHOT1,SIRT1,UBA2,UBE2I"
Superpathway of Inositol Phosphate Compounds	0.00E+00	1.460593487	3.44E-01	"ALPL,DOT1L,DUSP12,DUSP13,INPP5F,IP6K2,MTMR7,NUDT11,NUDT9,OCRL,PGAM5,PI4K2A,PI4KA,PIK3C2B,PLCD3,PLCG1,PLCZ1,PPFIA3,PPP1R3D,PPP1R7,PPP2CA,PPP4R1,PPP5C,PPTC7,PRUNE1,PTPA,PTPN11,PTPN13,PTPRF,RASA1,RNGTT,WBP11"
Superpathway of Melatonin Degradation	0.00E+00	0	3.16E-01	"B3GAT3,B4GAT1,CSGALNACT1,CYP4B1,SMOX,SULT1B1"
Synaptic Long Term Depression	0.00E+00	1.511857892	4.07E-01	"CACNA1A,CACNA1B,CACNA1D,CACNA1G,CTH,GAD1,GNA11,GNAS,GRIA2,GRID1,GRID2,GRM1,GRM4,GRM6,GUCY1B1,GUCY2C,Gucy2d,ITPR1,MAP2K1,MRAS,NOS2,NPR2,PLAAT4,PLCD3,PLCG1,PLCZ1,PPP2CA,PRDX6,PRKCE,PRKG1,PTPA,RASD2,SLC39A7"
Synaptic Long Term Potentiation	0.00E+00	0.654653671	3.73E-01	"ADCY1,ADCY8,CALM1 (includes others),CAMK2D,GNA11,GRIA2,GRIN2C,GRIN2D,GRM1,GRM4,GRM6,ITPR1,MAP2K1,MRAS,PLCD3,PLCG1,PLCZ1,PPP1R3D,PPP1R7,PRKAR1A,PRKCE,RASD2"
Systemic Lupus Erythematosus In B Cell Signaling Pathway	0.00E+00	-1.697749375	3.40E-01	"CALM1 (includes others),CCND1,CD22,FOXO6,INPP5F,IRAK4,MAP2K1,MRAS,OCRL,PDPK1,PIK3C2B,PLAAT4,PRKCE,PTPN11,RASD2,SOS1,VAV1"
Systemic Lupus Erythematosus In T Cell Signaling Pathway	0.00E+00	1.459600898	3.65E-01	"CASP2,CASP7,CASQ1,Cdc42,DNMT1,ITPR1,MAP2K1,MAP2K6,MLST8,MRAS,NOS2,PDK1,PIK3C2B,PLCG1,PPP2CA,PTPA,RASD2,RHOC,RHOT1,RPS6KB2,SOS1,STIM1,VAV1"
T Cell Exhaustion Signaling Pathway	0.00E+00	-0.707106781	2.50E-01	"MRAS,PDK1,PIK3C2B,PLCG1,PPP2CA,PTPA,PTPN11,RASD2,TGFBR1,ZAP70"
T Cell Receptor Signaling	0.00E+00	0.942809042	3.80E-01	"CALM1 (includes others),CHUK,ELP1,ITGB1,MAP2K1,MAP2K6,MAPK14,MLST8,MRAS,NCK1,PDK1,PIK3C2B,PLCG1,PTPN11,RASA1,RASD2,SOS1,VAV1,ZAP70"
T Helper Cell Differentiation	0.00E+00		2.50E-01	TGFBR1
TEC Kinase Signaling	0.00E+00	0	4.04E-01	"ACTC1,ACTG1,BLK,Cdc42,FRK,GNA11,GNAS,ITGA2B,ITGA8,ITGAV,ITGB1,MRAS,PAK1,PIK3C2B,PLCG1,PRKCE,RHOC,RHOT1,TXK,VAV1,WAS"
TGF-β Signaling	0.00E+00	0	2.81E-01	"MAP2K1,MAP2K6,MAPK14,MRAS,RASD2,SMURF2,SOS1,TAB1,TGFBR1"
TNFR1 Signaling	0.00E+00	2	3.33E-01	"CASP2,CASP7,CHUK,PAK1"
TNFR2 Signaling	0.00E+00		1.43E-01	CHUK
TR/RXR Activation	0.00E+00		2.86E-01	"ATP2A1,ENO1,GPS2,PFKP,PIK3C2B,RAB3B,SLC16A3,TBL1Y"
TREM1 Signaling	0.00E+00		3.00E-01	"ITGB1,NLRP10,PLCG1"
TWEAK Signaling	0.00E+00		4.00E-01	"CASP7,CHUK"
Telomerase Signaling	0.00E+00	-0.904534034	3.66E-01	"EGFR,ETS1,HDAC2,HDAC7,HSP90AA1,HSP90AB1,MAP2K1,MRAS,PDPK1,PIK3C2B,PPP2CA,PTPA,RASD2,SOS1,TERF2"
Telomere Extension by Telomerase	0.00E+00		3.33E-01	"TERF2,TNKS2,XRCC6"
Th1 Pathway	0.00E+00	0	2.86E-01	"DLL1,MAP2K6,NOTCH2,PIK3C2B,PSEN1,VAV1"
Th1 and Th2 Activation Pathway	0.00E+00		2.67E-01	"CHD4,DLL1,MAP2K6,NOTCH2,PIK3C2B,PSEN1,TGFBR1,VAV1"
Th17 Activation Pathway	0.00E+00	1	4.00E-01	"HSP90AA1,HSP90AB1,IRAK4,RORA"
Th2 Pathway	0.00E+00	0	2.41E-01	"CHD4,DLL1,NOTCH2,PIK3C2B,PSEN1,TGFBR1,VAV1"
The Visual Cycle	0.00E+00		2.50E-01	"RDH11,RDH13"
Thioredoxin Pathway	0.00E+00		3.33E-01	NXN
Thrombopoietin Signaling	0.00E+00	0.377964473	3.33E-01	"MAP2K1,MRAS,PIK3C2B,PLCG1,PRKCE,PTPN11,RASD2,SOS1"
Thyroid Cancer Signaling	0.00E+00	0.707106781	3.64E-01	"BRAF,CCND1,MAP2K1,MRAS,PDK1,PIK3C2B,RASD2,RET"
Thyroid Hormone Metabolism II (via Conjugation and/or Degradation)	0.00E+00	0	4.00E-01	"B3GAT3,B4GAT1,CSGALNACT1,SULT1B1"
Transcriptional Regulatory Network in Embryonic Stem Cells	0.00E+00		3.33E-01	"GATA4,ISL1,LHX5,OTX1,RIF1"
Triacylglycerol Biosynthesis	0.00E+00		1.05E-01	"AGPAT4,MBOAT1"
Triacylglycerol Degradation	0.00E+00	0.816496581	3.68E-01	"AARS1,ALDH2,CEL,DAGLA,NDST1,PPME1,PRDX6"
Tryptophan Degradation to 2-amino-3-carboxymuconate Semialdehyde	0.00E+00		4.00E-01	"AFMID,KMO"
Tumor Microenvironment Pathway	0.00E+00	0.277350098	4.06E-01	"BRAF,CCND1,FGF20,FGF6,FOXO6,MAP2K1,MMP17,MMP2,MRAS,NOS2,PIK3C2B,RASD2,TIAM1"
Type I Diabetes Mellitus Signaling	0.00E+00		4.12E-01	"CHUK,CYC1,GAD1,HSPD1,MAP2K6,MAPK14,NOS2"
Type II Diabetes Mellitus Signaling	0.00E+00	-0.447213595	3.18E-01	"ACSF2,CACNA1A,CACNA1B,CACNA1D,CACNA1G,CHUK,ITPR1,NSMAF,PDPK1,PIK3C2B,PRKAB2,PRKCE,SMPD1,SMPD2"
UVA-Induced MAPK Signaling	0.00E+00	0.377964473	3.72E-01	"EGFR,MAPK14,MRAS,PARP1,PARP11,PARP2,PARP3,PIK3C2B,PLCD3,PLCG1,PLCZ1,RASD2,RPS6KB2,SMPD1,SMPD2,TNKS2"
UVB-Induced MAPK Signaling	0.00E+00	-0.447213595	2.63E-01	"EGFR,MAP2K1,MAPK14,PIK3C2B,PRKCE"
Unfolded protein response	0.00E+00	-0.377964473	2.73E-01	"CANX,DNAJA2,DNAJB12,DNAJB9,DNAJC19,EDEM1,EIF2A,EIF2AK3,ERN1,HSPA8,P4HB,VCP"
Urate Biosynthesis/Inosine 5'-phosphate Degradation	0.00E+00		3.33E-01	"IMPDH1,NT5C3B"
Uridine-5'-phosphate Biosynthesis	0.00E+00		3.33E-01	DHODH
VDR/RXR Activation	0.00E+00		2.50E-01	"CCNC,LRP5,PRKCE,PSMC5,YY1"
VEGF Family Ligand-Receptor Interactions	0.00E+00	0	2.69E-01	"MAP2K1,MRAS,PIK3C2B,PLCG1,PRKCE,RASD2,SOS1"
VEGF Signaling	0.00E+00	-1	2.89E-01	"ACTC1,ACTG1,EIF2B2,MAP2K1,MRAS,PIK3C2B,PLCG1,PTPN11,PXN,RASD2,SOS1"
Virus Entry via Endocytic Pathways	0.00E+00		4.00E-01	"ACTC1,ACTG1,AP1G1,AP1M1,AP2A1,AP2M1,CLTC,DNM1,FLNA,FLNC,ITGB1,MRAS,PIK3C2B,PLCG1,PRKCE,RASD2"
Vitamin-C Transport	0.00E+00		2.22E-01	"GSTO1,NXN"
WNT/Ca+ pathway	0.00E+00	0.816496581	2.40E-01	"AXIN1,FZD8,PLCD3,PLCG1,PLCZ1,SMO"
WNT/β-catenin Signaling	0.00E+00	0	3.56E-01	"AXIN1,CCND1,CSNK1D,CSNK1E,CSNK2B,FZD8,LRP1,LRP5,LRP6,NLK,NR5A2,PPP2CA,PTPA,RPS27A,SFRP5,SMO,SOX8,TAB1,TGFBR1,UBA52,WNT4"
Wound Healing Signaling Pathway	0.00E+00	-0.774596669	3.49E-01	"CHUK,COL15A1,COL2A1,COL4A1,COL5A1,EGFR,ITGB1,LAMC1,MAP2K1,MAP2K6,MRAS,RASD2,SOS1,TGFBR1,TRPA1"
Xenobiotic Metabolism General Signaling Pathway	0.00E+00	-0.5	3.33E-01	"EIF2AK3,GSTM3,GSTM4,GSTM5,Gstm6,GSTO1,MAP2K1,MAP2K6,MAP3K15,MAPK14,MGST3,MRAS,PIK3C2B,PRKCE,RASD2,RBX1"
Xenobiotic Metabolism Signaling	0.00E+00		4.13E-01	"ABCC2,ALDH18A1,ALDH2,ALDH3A2,ALDH4A1,ALDH5A1,ALDH6A1,ANKRA2,CAMK2D,CAT,CES4A,CHST10,CHST13,CHST4,EIF2AK3,ESD,GSTM3,GSTM4,GSTM5,Gstm6,GSTO1,HS2ST1,HSP90AA1,HSP90AB1,MAP2K1,MAP2K6,MAP3K15,MAPK14,MGST3,MRAS,NDST1,NOS2,PIK3C2B,PPP2CA,PRKCE,PTPA,RASD2,RBX1,SMOX,SNW1,SULT1B1,SULT1E1,SULT2B1"
cAMP-mediated signaling	0.00E+00	-0.208514414	3.51E-01	"ADCY1,ADCY4,ADCY5,ADCY8,ADCY9,AKAP1,AKAP7,APEX1,BRAF,CALM1 (includes others),CAMK2D,CNGA3,CNGB3,FSHR,GNAS,GRM4,GRM6,GUCY1B1,HTR1A,LHCGR,MAP2K1,PDE11A,PDE8A,PRKAR1A,RAP1GAP,RGS7"
dTMP De Novo Biosynthesis	0.00E+00		3.33E-01	TYMS
fMLP Signaling in Neutrophils	0.00E+00	-1.507556723	2.83E-01	"ARPC1B,ARPC3,ARPC4,CALM1 (includes others),GNA11,GNAS,ITPR1,MAP2K1,MRAS,PIK3C2B,PRKCE,RASD2,WAS"
nNOS Signaling in Neurons	0.00E+00		2.73E-01	"CALM1 (includes others),CAPN2,CAPN7,GRIN2C,GRIN2D,PRKCE"
p38 MAPK Signaling	0.00E+00	0	3.33E-01	"DAXX,IRAK4,MAP2K6,MAPK14,MKNK2,RPS6KB2,TAB1,TGFBR1"
p53 Signaling	0.00E+00	-0.447213595	3.03E-01	"CCND1,CCNK,CHEK1,CSNK1D,MAPK14,PCNA,PIK3C2B,SIRT1,TOPBP1,TP63"
p70S6K Signaling	0.00E+00	-1.290994449	3.33E-01	"EEF2,EGFR,MAP2K1,MRAS,PDPK1,PIK3C2B,PLCD3,PLCG1,PLCZ1,PLD1,PPP2CA,PRKCE,PTPA,RASD2,RPS6,SOS1"
tRNA Splicing	0.00E+00		1.36E-01	"APEX1,PDE11A,PDE8A"
γ-glutamyl Cycle	0.00E+00		3.75E-01	"ANPEP,GGT1,OPLAH"
γ-linolenate Biosynthesis II (Animals)	0.00E+00		1.67E-01	ACSF2
Antigen Presentation Pathway	1.82E-01		5.00E-01	CANX
Arsenate Detoxification I (Glutaredoxin)	1.82E-01		5.00E-01	GSTO1
Biotin-carboxyl Carrier Protein Assembly	1.82E-01		5.00E-01	HLCS
CMP-N-acetylneuraminate Biosynthesis I (Eukaryotes)	1.82E-01		5.00E-01	NAGK
Chondroitin and Dermatan Biosynthesis	1.82E-01		5.00E-01	CSGALNACT1
Cysteine Biosynthesis/Homocysteine Degradation	1.82E-01		5.00E-01	CTH
Geranylgeranyldiphosphate Biosynthesis	1.82E-01		5.00E-01	FNTB
Inositol Pyrophosphates Biosynthesis	1.82E-01		5.00E-01	IP6K2
L-cysteine Degradation I	1.82E-01		5.00E-01	GOT2
Lipoate Biosynthesis and Incorporation II	1.82E-01		5.00E-01	LIAS
Methionine Salvage II (Mammalian)	1.82E-01		5.00E-01	MTR
Molybdenum Cofactor Biosynthesis	1.82E-01		5.00E-01	NFS1
N-acetylglucosamine Degradation I	1.82E-01		5.00E-01	GNPDA2
NAD Biosynthesis from 2-amino-3-carboxymuconate Semialdehyde	1.82E-01		5.00E-01	NADSYN1
NAD Salvage Pathway III	1.82E-01		5.00E-01	NMRK2
Oleate Biosynthesis II (Animals)	1.82E-01		5.00E-01	ALDH6A1
Proline Degradation	1.82E-01		5.00E-01	ALDH4A1
Spermine and Spermidine Degradation I	1.82E-01		5.00E-01	SMOX
Sulfate Activation for Sulfonation	1.82E-01		5.00E-01	PAPSS1
Taurine Biosynthesis	1.82E-01		5.00E-01	CSAD
Threonine Degradation II	1.82E-01		5.00E-01	GCAT
Trehalose Degradation II (Trehalase)	1.82E-01		5.00E-01	HK1
UDP-D-xylose and UDP-D-glucuronate Biosynthesis	1.82E-01		5.00E-01	UGDH
NAD biosynthesis II (from tryptophan)	2.13E-01		4.29E-01	"AFMID,KMO,NADSYN1"
Cysteine Biosynthesis III (mammalia)	2.20E-01	-1.341640786	4.17E-01	"AHCYL2,CTH,EHMT1,PRMT1,PRMT5"
Amyloid Processing	2.44E-01	0.447213595	4.17E-01	"BACE1,CAPN2,CAPN7,CSNK1D,CSNK1E,CSNK2B,MAPK14,PRKAR1A,PRKCE,PSEN1"
Dermatan Sulfate Biosynthesis	2.44E-01	0	4.17E-01	"B3GAT3,CHST10,CHST13,CHST4,CSGALNACT1,HS2ST1,NDST1,SULT1B1,SULT1E1,SULT2B1"
Endometrial Cancer Signaling	2.44E-01	-0.707106781	4.17E-01	"AXIN1,CCND1,CTNNA2,MAP2K1,MLH1,MRAS,PDPK1,PIK3C2B,RASD2,SOS1"
PPAR Signaling	2.44E-01	1.414213562	4.17E-01	"CHUK,ELP1,HSP90AA1,HSP90AB1,MAP2K1,MRAS,RASD2,SNW1,SOS1,TAB1"
Cell Cycle Regulation by BTG Family Proteins	2.52E-01		4.29E-01	"CCND1,CCNE1,E2F2,PPP2CA,PRMT1,PTPA"
4-1BB Signaling in T Lymphocytes	2.56E-01	1	4.44E-01	"CHUK,ELP1,MAP2K1,MAPK14"
Ethanol Degradation IV	2.56E-01	-2	4.44E-01	"ALDH2,ALDH3A2,ALDH4A1,CAT"
