© 2000-2022 QIAGEN. All rights reserved.

Analysis Details for My Projects->Spencer - RKC pH->ipa_upload.p3 - 2022-04-26 04:04 PM->MM.green
Workspace	My Projects
Project	Spencer - RKC pH
Analysis	MM.green
Date	Tue Apr 26 16:05:16 PDT 2022
Analysis ID	39446110

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression pvalue
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression other	--
Cutoff for Expression pvalue	0.05
Reference set	User Dataset
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(confidence = Experimentally Observed) AND
(mol. types = biologic drug OR canonical pathway OR chemical - endogenous mammalian OR chemical - endogenous non-mammalian OR chemical - kinase inhibitor OR chemical - other OR chemical - protease inhibitor OR chemical drug OR chemical reagent OR chemical toxicant OR complex OR cytokine OR disease OR enzyme OR function OR fusion gene/product OR G-protein coupled receptor OR group OR growth factor OR ion channel OR kinase OR ligand-dependent nuclear receptor OR mature microRNA OR microRNA OR other OR peptidase OR phosphatase OR transcription regulator OR translation regulator OR transmembrane receptor OR transporter)

Canonical Pathways for My Projects->Spencer - RKC pH->ipa_upload.p3 - 2022-04-26 04:04 PM->MM.green
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
GNE-495	chemical drug	 	2	Inhibited	 	-3.569	1.73E-04	4.00E-04	GNE-495,MAP4K4	ACAA2,ACADS,ACADVL,ACLY,ACO2,AGL,ALDH4A1,ALG9,CYC1,DHODH,DLAT,DLD,DLST,FAR1,GCDH,GLUL,GRHPR,HADH,HADHA,HADHB,IMPDH1,IVD,LDHB,MPI,NDUFA5,NDUFS1,OGDH,PCNA,PDHX,PGM1,PHYH,PIGO,PTDSS2,PTS,PXMP2,RPS6KB2,SUCLG1,UQCRFS1	38 (2)	2	 	 	 	 	MAP4K4	 	 	 	 	
chlorpyrifos	chemical toxicant	 	2	 	 	-0.120	1.75E-04	4.00E-04	ACHE,CAT,chlorpyrifos,GSR,Sod,testosterone	Abcb1b,ABCC2,ALDOA,ANGPT1,ANPEP,ARG2,ATP5PB,ATP6V1F,BNIP1,CAT,CBR1,CBR3,CCNC,CCND1,CCNE1,CHAT,CLCA1,CTSD,DHCR24,DNMT3A,EIF2AK3,FGFR1,FSHR,GDI2,GGT1,GPX2,GPX4,GSTM4,GSTM5,GUSB,HSP90AB1,HSPD1,ITGB1,LHCGR,LZTFL1,MGST3,MMP2,NOS2,NR5A2,NRXN1,ODC1,PARP1,PCNA,PDIA4,PGD,PPP2CA,PRKCE,PSEN1,PSMA1,PSMA2,PSMC3,PTCH1,PTGR1,PXN,RIMS2,RPS11,SIRT1,SLC25A10,SLC5A7,SMARCC1,SNRNP25,SOD2,SULT1E1,TAGLN,TGFBR1,TK1,TUBB2A,UGDH,UGP2	69 (6)	5	 	 	 	choline	GABA,testosterone	 	 	 	 	
RASSF7	other	 	2	Activated	 	5.603	1.79E-04	4.60E-03	MYC,RASSF7	ABCC1,ABCF1,ABCG4,ADARB1,ADD1,AFMID,AKAP1,ALDH18A1,ALDOA,ANGPT1,ANKRD17,ANXA4,APEX1,ATP13A2,AURKB,AXIN1,BOP1,BUB1B,CANX,CAPN2,CCNA2,CCND1,CCNE1,CCT3,CDK1,CIAO2A,CNTNAP2,COL15A1,COL2A1,COL4A1,COL5A1,COMMD3-BMI1,CPT1A,CRYAB,CSDE1,CTSD,CYFIP2,CYP3A7-CYP3A51P,DNMT1,DROSHA,E2F2,EBF1,EEF2,EIF3D,EIF4A1,ENO1,ERAP1,FBLN2,FGFR1,FLNA,GAPDH,GATA2,GATA4,GCSH,GDI2,GGT1,GLUD1,GOT2,GPT,H2AZ1,HADHA,HADHB,HSP90AA1,HSPD1,IPO7,IRAG2,ITGB1,ITPR1,KAT2A,LDHB,LHX5,LIN28B,MAP4,MCM5,MCM6,MCM7,METAP1,MGST3,MRPL12,MSH2,MTHFR,MYH7,MYL9,NAT10,NCAM1,NCL,NME1,NOP56,NOP58,NUDT21,ODC1,PAICS,PAK1,PARP1,PDHA1,PDK1,PFAS,PGK1,PLK1,POLDIP3,PPAT,PPP2CA,PRDX3,PRDX4,PREP,PRMT1,PUS7,PYCR1,RANBP1,RARS1,RPL10A,RPL11,RPL12,RPL13,RPL15,RPL18,RPL18A,RPL19,RPL23,Rpl23a,RPL24,RPL27,RPL28,RPL3,RPL30,RPL35,RPL35A,RPL38,RPL39,RPL4,RPL7,RPL7A,RPL8,RPL9,RPLP0,RPS11,RPS15,RPS15A,RPS17,RPS18,RPS2,RPS21,RPS24,RPS26,RPS27A,RPS3,Rps3a1,RPS5,RPS6,RPS7,RPS8,RPS9,RPSA,RRM2,SIRT1,SLC16A3,SLC25A21,SLC25A5,SLC7A5,SMOX,SMS,SNRPD1,SNRPD2,SNRPN,SOD2,SPRR3,SUCLA2,TGM1,TIAM1,TLN1,TPI1,TRAP1,TRIP12,TSPO,TYMS,UBA2,UBE2I,UQCRQ,USP54,VDAC2,WRN,YBX1,YBX3,YTHDC1	184 (2)	2	 	 	 	 	CDKN1A,MYC	 	 	 	 	
TRRAP	transcription regulator	-0.307	2	Inhibited	 	-5.455	1.79E-04	4.00E-03	CDK1,MYC,TRRAP	ABCC1,ABCF1,ABCG4,ADARB1,ADD1,AFMID,AKAP1,ALDH18A1,ALDOA,ANGPT1,ANKRD17,ANXA4,APEX1,ATP13A2,AURKB,AXIN1,BOP1,BUB1B,CANX,CAPN2,CCNA2,CCNE1,CCT3,CDK1,CHEK1,CIAO2A,CNTNAP2,COL15A1,COL2A1,COL4A1,COL5A1,COMMD3-BMI1,CPT1A,CRYAB,CSDE1,CTSD,CYFIP2,CYP3A7-CYP3A51P,DNMT1,DROSHA,E2F2,EBF1,EEF2,EIF3D,EIF4A1,ENO1,ERAP1,FBLN2,FGFR1,FLNA,GAPDH,GATA2,GATA4,GCSH,GDI2,GGT1,GLUD1,GOT2,GPT,H2AZ1,HADHA,HADHB,HSP90AA1,HSPD1,IPO7,IRAG2,ITGB1,ITPR1,KAT2A,LDHB,LHX5,LIN28B,MAP4,MCM5,MCM6,MCM7,METAP1,MGST3,MRPL12,MSH2,MTHFR,MYH7,MYL9,NAT10,NCAM1,NCL,NME1,NOP56,NOP58,NUDT21,ODC1,PAICS,PAK1,PARP1,PDHA1,PDK1,PFAS,PGK1,PLK1,POLDIP3,PPAT,PPP2CA,PRDX3,PRDX4,PREP,PRMT1,PUS7,PYCR1,RANBP1,RARS1,RPL10A,RPL11,RPL12,RPL13,RPL15,RPL18,RPL18A,RPL19,RPL23,Rpl23a,RPL24,RPL27,RPL28,RPL3,RPL30,RPL35,RPL35A,RPL38,RPL39,RPL4,RPL7,RPL7A,RPL8,RPL9,RPLP0,RPS11,RPS15,RPS15A,RPS17,RPS18,RPS2,RPS21,RPS24,RPS26,RPS27A,RPS3,Rps3a1,RPS5,RPS6,RPS7,RPS8,RPS9,RPSA,RRM2,SIRT1,SLC16A3,SLC25A21,SLC25A5,SLC7A5,SMOX,SMS,SNRPD1,SNRPD2,SNRPN,SOD2,SPRR3,SUCLA2,TGM1,TIAM1,TLN1,TPI1,TRAP1,TRIP12,TSPO,TYMS,UBA2,UBE2I,UQCRQ,USP54,VDAC2,WRN,YBX1,YBX3,YTHDC1	184 (3)	2	 	 	 	MDM2,MYC,TP53	 	 	 	 	 	
CTDSP1	phosphatase	 	2	Activated	 	5.456	1.80E-04	3.60E-03	CTDSP1,MYC,TWIST1	ABCC1,ABCF1,ABCG4,Acan,ADARB1,ADD1,AFMID,AKAP1,ALDH18A1,ALDOA,ANGPT1,ANKRD17,ANXA4,AOPEP,APEX1,ATP13A2,AURKB,AXIN1,BOP1,BUB1B,CANX,CAPN2,CCNA2,CCNE1,CCT3,CDK1,CELSR1,CIAO2A,CNTNAP2,COL15A1,COL4A1,COL5A1,COMMD3-BMI1,CPT1A,CRYAB,CSDE1,CTSD,CYFIP2,CYP3A7-CYP3A51P,DDR2,DNM1,DNMT1,DROSHA,DSPP,E2F2,EBF1,EEF2,EIF3D,EIF4A1,ENO1,ERAP1,ETS1,FAT4,FBLN2,FGFR1,FLNA,GAPDH,GATA2,GATA4,GCSH,GDI2,GGT1,GLUD1,GOT2,GPT,H2AZ1,HADHA,HADHB,HSP90AA1,HSPD1,IPO7,IRAG2,ITGA8,ITGB1,ITPR1,KAT2A,LDHB,LHX5,LIN28B,MAP4,MCM5,MCM6,MCM7,METAP1,MFGE8,MGST3,MRPL12,MSH2,MTHFR,MYH7,MYL9,NAT10,NCL,NME1,NOP56,NOP58,NUDT21,ODC1,PAICS,PAK1,PARP1,PDHA1,PDK1,PFAS,PGK1,PLK1,POLDIP3,PPAT,PPP2CA,PRDX3,PRDX4,PREP,PRMT1,PUS7,PXDN,PYCR1,RANBP1,RARS1,RHOC,RPL10A,RPL11,RPL12,RPL13,RPL15,RPL18,RPL18A,RPL19,RPL23,Rpl23a,RPL24,RPL27,RPL28,RPL3,RPL30,RPL35,RPL35A,RPL38,RPL39,RPL4,RPL7,RPL7A,RPL8,RPL9,RPLP0,RPS11,RPS15,RPS15A,RPS17,RPS18,RPS2,RPS21,RPS24,RPS26,RPS27A,RPS3,Rps3a1,RPS5,RPS6,RPS7,RPS8,RPS9,RPSA,RRM2,SIRT1,SLC16A3,SLC25A21,SLC25A5,SLC7A5,SMOX,SMS,SNRPD1,SNRPD2,SNRPN,SOD2,SPRR3,SUCLA2,TGFBI,TGM1,TIAM1,TLN1,TPI1,TRAP1,TRIP12,TSPO,TYMS,UBA2,UBE2I,UNC5B,UQCRQ,USP54,VDAC2,WRN,YBX3,YTHDC1	194 (3)	2	 	 	 	 	E2F1,MYC,TWIST1	 	 	 	 	
FNIP1	other	 	2	 	 	1.270	1.83E-04	7.00E-04	AMPK,caspase,FNIP1,MTOR,RPS6KB1	ACADL,ACLY,ACO2,AKR1B1,ATP5PB,AVIL,CAT,CDK1,CLTC,CS,CTCF,DAG1,DCTN1,DHCR24,DMD,EGFR,EIF3A,ETFA,FDPS,GLUL,GSTM5,HSP90AB1,IDH3A,IRF8,KCND2,LDHB,LHCGR,MDH1,MDH2,MFN2,MYH11,MYH7,NCAM1,NOS2,PAX3,PCNA,PDHB,PFKP,PGP,PLD2,PPIB,PRX,PYGB,RPL12,RPL23,RPL32,RPS11,RPS18,RPS6,RPS6KB2,SIRT1,SLC16A3,SLC6A8,SLC8A2,SND1,STX12,TK1,TXNL1,UQCRC2,UTRN,YBX1,ZAP70	62 (5)	5	 	beta-estradiol	 	 	MTOR,ZBTB16	 	 	 	 	
GLIPR1	other	 	2	Inhibited	 	-4.698	1.84E-04	7.40E-03	CTNNB1,GLIPR1,MYC	ABCC1,ABCF1,ABCG4,ACADL,ACADS,ACADVL,ACTC1,ADARB1,ADD1,AFMID,AKAP1,ALDH18A1,ALDOA,ANGPT1,ANKRD17,ANXA4,APEX1,ATP13A2,ATP5PO,AURKB,AXIN1,BOP1,BUB1B,CACNA1G,CANX,CAPN2,CCNA2,CCND1,CCNE1,CCT3,CDH11,CDK1,CIAO2A,CNTNAP2,COL15A1,COL2A1,COL5A1,COMMD3-BMI1,CPT1A,CRYAB,CSDE1,CTSD,CTSF,CYC1,CYFIP2,CYP3A7-CYP3A51P,DNMT1,DROSHA,E2F2,EBF1,EEF2,EGFR,EIF3D,EIF4A1,ENO1,ERAP1,FGF20,FGFR1,FLNA,GATA2,GATA4,GCSH,GDI2,GGT1,GLUD1,GLUL,GOT2,GPT,H2AZ1,HADHB,HHEX,HMGCS1,HSP90AA1,HSPD1,ILF3,IPO7,IRAG2,IRF8,ISL1,ITGB1,ITPR1,JUP,KAT2A,LDHB,LHX5,LIN28B,LMX1B,MAP4,MCM5,MCM6,MCM7,METAP1,MGST3,MMP2,MRPL12,MSH2,MTHFR,MTMR7,MYH6,MYH7,MYL9,NAT10,NCL,NDUFA10,NDUFB8,NDUFS1,NDUFS2,NKD1,NME1,NOP56,NOP58,NOS2,NR5A2,NUDT21,ODAD2,ODC1,OSBPL1A,PAICS,PAK1,PARD3,PARP1,PAX3,PAX7,PAX8,PCDH15,PDHA1,PDK1,PFAS,PGM1,PLIN2,PLK1,POLDIP3,PPAT,PPP2CA,PRDX3,PRDX4,PREP,PRMT1,PRX,PTCH1,PUS7,PYCR1,RANBP1,RARS1,RGN,RPL10A,RPL11,RPL12,RPL13,RPL15,RPL18,RPL18A,RPL19,RPL23,Rpl23a,RPL24,RPL27,RPL28,RPL3,RPL30,RPL35,RPL35A,RPL38,RPL39,RPL4,RPL7,RPL7A,RPL8,RPL9,RPLP0,RPS11,RPS15,RPS15A,RPS17,RPS18,RPS2,RPS21,RPS24,RPS26,RPS27A,RPS3,Rps3a1,RPS5,RPS6,RPS7,RPS8,RPS9,RPSA,RRM2,SIRT1,SLC16A3,SLC25A21,SLC25A5,SLC7A5,SMOX,SMS,SNRPD1,SNRPD2,SNRPN,SOD2,SPRR3,SRPK1,SUCLA2,TGM1,TIAM1,TLN1,TP63,TPI1,TRAP1,TRIP12,TSPO,TYMS,UBA2,UBE2I,UQCRQ,USP54,VDAC2,WNT4,WRN,YBX1,YBX3,YTHDC1	222 (3)	2	TP53	 	 	 	MYC	 	 	 	 	
pyrimidin-2-one beta-ribofuranoside	chemical reagent	 	2	Activated	 	3.441	1.85E-04	4.00E-04	CDK1,pyrimidin-2-one beta-ribofuranoside,Rb	ARX,CCNA2,CCNE1,CDC6,CDK1,CDT1,CHEK1,DNMT1,GAD1,MCM3,MCM4,MCM5,MCM7,PCNA,POLD1,RASSF1,SOD2,TPO,TYMS	19 (3)	3	 	 	 	CDKN1A,CDKN2A,Rb,TP53	 	 	 	 	 	
ESRRA	transcription regulator	 	2	 	 	1.562	2.07E-04	1.30E-03	CTNNB1,CYP19A1,ESRRA,MTOR,PPARGC1A,PPARGC1B	ACADS,ACADVL,ACLY,ACTC1,AK1,AKR1B1,ALAS1,ALDOC,ANGPT1,ATP5F1A,ATP5F1B,ATP5PB,ATP5PD,AVIL,BACE1,BDH1,CACNA1G,CAT,CCNA2,CCNE1,CDH11,CLTC,COL4A1,CPT1A,CSAD,CTCF,CTSC,CTSF,CYC1,DAG1,DAXX,DCTN1,DHCR24,DLAT,DMD,DR1,EIF2AK3,EIF3A,ENDOG,ENO1,EPHB1,ETFA,ETFDH,ETS1,FANCD2,FBLN2,FGF20,FH,GAPDH,GATA2,GLUL,GOT2,GPX1,GRIN2C,GSTM5,Gucy2d,HADHA,HDAC7,HHEX,HK1,HMGCS1,HSD17B4,HSP90AB1,IDH3A,IGLON5,ILF3,IMPA1,IRF8,ISL1,ITGB1,JUP,KCND2,KYAT1,LAMA4,LDHB,LHCGR,LMX1B,MAP2K6,MAPK14,MCM3,MCM4,MCM5,MDH1,MFGE8,MFN2,MMP2,MRPS31,MTMR7,MTTP,MYH6,MYH7,NDUFA10,NDUFB5,NDUFB8,NDUFS1,NDUFS2,NEFH,NKD1,NOS2,NPC1L1,NR1D1,NR5A1,NR5A2,ODAD2,ODC1,OSBPL1A,PARD3,PAX3,PAX8,PCDH15,PCNA,PDHA1,PFKP,PGK1,PGM1,PGP,PHYH,PLD2,PLIN2,PPIB,PPM1B,PRDX3,PTCH1,PXN,PYGB,RECQL5,RGN,RPL12,RPL23,RPL32,RPS11,RPS18,RPS6,SDHB,SLC16A3,SLC25A14,SLC25A5,SLC8A2,SMARCA4,SMS,SND1,SOD2,SPARCL1,SPRED1,SRPK1,SSTR4,STARD3,STX12,SVEP1,TCHP,TGM1,TIE1,TK1,TP63,TPI1,TRIB3,TXNL1,UNC5B,UQCRC2,UQCRFS1,UTRN,WNT4,XPC,ZAP70	164 (6)	6	ERK,Perm1,PLA2R1,SIRT1	NR4A1	 	EPAS1,HAMP,MTOR,NRIP1,PKM,PPP2R2B	 	 	 	 	 	
PPP2R2B	phosphatase	 	2	Activated	 	5.661	2.09E-04	3.80E-03	CCNE1,FURIN,MYC,PPP2R2B	ABCC1,ABCF1,ABCG4,ADARB1,ADD1,AFMID,AKAP1,ALDH18A1,ALDOA,ANGPT1,ANKRD17,ANXA4,APEX1,ATP13A2,AURKB,AXIN1,BOP1,BUB1B,CANX,CCNA2,CCNE1,CCT3,CDC6,CDK1,CIAO2A,CNTNAP2,COL15A1,COL2A1,COL4A1,COL5A1,COMMD3-BMI1,CPT1A,CRYAB,CSDE1,CTSD,CYFIP2,CYP3A7-CYP3A51P,DNMT1,DROSHA,E2F2,EBF1,EEF2,EIF3D,EIF4A1,ENO1,ERAP1,FBLN2,FGFR1,FLNA,GAPDH,GATA2,GATA4,GCSH,GDI2,GGT1,GLUD1,GOT2,GPT,H2AZ1,HADHA,HADHB,HSP90AA1,HSPD1,IPO7,IRAG2,ITPR1,KAT2A,LDHB,LHX5,LIN28B,MAP4,MCM2,MCM4,MCM5,MCM6,MCM7,METAP1,MGST3,MRPL12,MSH2,MTHFR,MYH7,MYL9,NAT10,NCAM1,NCL,NME1,NOP56,NOP58,NUDT21,ODC1,PAICS,PAK1,PARP1,PCNA,PDHA1,PDK1,PFAS,PGK1,PLK1,POLDIP3,PPAT,PPP2CA,PRDX3,PRDX4,PREP,PRMT1,PUS7,PYCR1,RANBP1,RARS1,RPL10A,RPL11,RPL12,RPL13,RPL15,RPL18,RPL18A,RPL19,RPL23,Rpl23a,RPL24,RPL27,RPL28,RPL3,RPL30,RPL35,RPL35A,RPL38,RPL39,RPL4,RPL7,RPL7A,RPL8,RPL9,RPLP0,RPS11,RPS15,RPS15A,RPS17,RPS18,RPS2,RPS21,RPS24,RPS26,RPS27A,RPS3,Rps3a1,RPS5,RPS6,RPS7,RPS8,RPS9,RPSA,RRM2,SIRT1,SLC16A3,SLC25A21,SLC25A5,SLC7A5,SMOX,SMS,SNRPD1,SNRPD2,SNRPN,SOD2,SPRR3,SUCLA2,TGM1,TIAM1,TLN1,TPI1,TRAP1,TRIP12,TSPO,TYMS,UBA2,UBE2I,UQCRQ,USP54,VDAC2,WRN,YBX1,YBX3,YTHDC1	185 (4)	3	ESRRA	PPARG	 	 	CCNE1,MYC	 	 	 	 	
PUF60	other	0.245	2	Activated	 	5.455	2.17E-04	4.50E-03	MYC,PUF60	ABCC1,ABCF1,ABCG4,ADARB1,ADD1,AFMID,AKAP1,ALDH18A1,ALDOA,ANGPT1,ANKRD17,ANXA4,APEX1,ATP13A2,AURKB,AXIN1,BOP1,BUB1B,CANX,CAPN2,CCNA2,CCNE1,CCT3,CDK1,CIAO2A,CNTNAP2,COL15A1,COL2A1,COL4A1,COL5A1,COMMD3-BMI1,CPT1A,CRYAB,CSDE1,CTSD,CYFIP2,CYP3A7-CYP3A51P,DNMT1,DROSHA,E2F2,EBF1,EEF2,EIF3D,EIF4A1,ENO1,ERAP1,FBLN2,FGFR1,FLNA,GAPDH,GATA2,GATA4,GCSH,GDI2,GGT1,GLUD1,GOT2,GPT,H2AZ1,HADHA,HADHB,HSP90AA1,HSPD1,IPO7,IRAG2,ITGB1,ITPR1,KAT2A,LDHB,LHX5,LIN28B,MAP4,MCM5,MCM6,MCM7,METAP1,MGST3,MRPL12,MSH2,MTHFR,MYH7,MYL9,NAT10,NCAM1,NCL,NME1,NOP56,NOP58,NUDT21,ODC1,PAICS,PAK1,PARP1,PDHA1,PDK1,PFAS,PGK1,PLK1,POLDIP3,PPAT,PPP2CA,PRDX3,PRDX4,PREP,PRMT1,PUS7,PYCR1,RANBP1,RARS1,RPL10A,RPL11,RPL12,RPL13,RPL15,RPL18,RPL18A,RPL19,RPL23,Rpl23a,RPL24,RPL27,RPL28,RPL3,RPL30,RPL35,RPL35A,RPL38,RPL39,RPL4,RPL7,RPL7A,RPL8,RPL9,RPLP0,RPS11,RPS15,RPS15A,RPS17,RPS18,RPS2,RPS21,RPS24,RPS26,RPS27A,RPS3,Rps3a1,RPS5,RPS6,RPS7,RPS8,RPS9,RPSA,RRM2,SIRT1,SLC16A3,SLC25A21,SLC25A5,SLC7A5,SMOX,SMS,SNRPD1,SNRPD2,SNRPN,SOD2,SPRR3,SUCLA2,TGM1,TIAM1,TLN1,TPI1,TRAP1,TRIP12,TSPO,TYMS,UBA2,UBE2I,UQCRQ,USP54,VDAC2,WRN,XRCC6,YBX1,YBX3,YTHDC1	184 (2)	2	 	ammonium	 	XRCC5,XRCC6	MYC	 	 	 	 	
EPAS1	transcription regulator	 	2	Inhibited	 	-5.277	2.23E-04	1.24E-02	Akt,ARG2,CTNNB1,EGFR,EPAS1,ERBB4,ERK1/2,IGF1R,MTORC1,MYC	Abcb1b,ABCC1,ABCF1,ABCG4,ACADL,ACADS,ACADVL,ACTC1,ACY1,ADARB1,AFMID,AKAP1,ALDH18A1,ALDOA,ALG9,ALPL,ANGPT1,ANKRD17,ANXA4,APEX1,ARG2,ATP13A2,ATP1A3,ATP5F1B,ATP5PD,AURKB,AXIN1,BOP1,BUB1B,CACNA1A,CACNA1G,CANX,CAT,CCN1,CCNA2,CCND1,CCNE1,CCT3,CCT5,CD109,CDH11,CIAO2A,CKM,CNTNAP2,COL15A1,COL5A1,COMMD3-BMI1,COPS6,CPT1A,CSDE1,CTSF,CYBRD1,CYC1,CYFIP2,CYP3A7-CYP3A51P,DAG1,DAPK1,DNMT1,DROSHA,E2F2,EBF1,EEF2,EGFR,EIF2AK3,EIF3D,EIF4A1,ENO1,ETS1,EXOSC5,FDPS,FGF20,FGFR1,FLNA,GAD1,GALNT10,GATA2,GATA4,GBE1,GCSH,GDI2,GGT1,GLB1,GLUD1,GLUL,GNPTAB,GOT2,GPT,GPX1,GYS2,H2AZ1,HADHB,HHEX,HIRA,HMGCS1,HSP90AA1,HSPD1,HSPG2,ILF3,IPO7,IRAG2,IRF8,ISL1,ITGA2B,ITGAV,ITGB1,ITPR1,JUP,KAT2A,KCNA5,KCNH2,KIRREL1,KPNB1,LAMA4,LAMB2,LDHB,LHCGR,LHX5,LIN28B,LMX1B,MAN2A2,MAP4,MAPK14,MCM5,MCM6,MCM7,METAP1,MGST3,MMP2,MRPL12,MSH2,MTHFR,MTMR7,MYH4,MYH6,MYH7,MYL9,NAT10,NCL,NDUFA10,NDUFA9,NDUFB8,NDUFB9,NDUFS1,NDUFS2,NDUFV2,NFE2L1,NKD1,NME1,NOP56,NOP58,NOTCH2,NR5A1,NR5A2,NSF,NUDC,NUDT21,ODAD2,ODC1,OMA1,OSBPL1A,PAICS,PAK1,PARD3,PARP1,PAX3,PAX7,PAX8,PBX1,PCDH15,PDHA1,PDK1,PDPK1,PECR,PFAS,PFKP,PGM1,PLCG1,PLIN2,POLDIP3,PPAT,PPP2CA,PRDM16,PRDX3,PRDX4,PREP,PRKAR1A,PRKN,PRMT1,PRX,PSEN1,PSMB10,PTCH1,PTPRF,PTPRS,PUS7,PYCR1,RANBP1,RARS1,RASA3,RASSF1,RBBP7,RGN,RHOC,RPL10A,RPL11,RPL12,RPL13,RPL15,RPL18,RPL18A,RPL19,RPL23,Rpl23a,RPL24,RPL27,RPL28,RPL3,RPL30,RPL35,RPL35A,RPL38,RPL39,RPL4,RPL7,RPL7A,RPL8,RPL9,RPLP0,RPS11,RPS15,RPS15A,RPS17,RPS18,RPS2,RPS21,RPS24,RPS26,RPS27A,RPS3,Rps3a1,RPS5,RPS6,RPS7,RPS8,RPS9,RPSA,RRM2,SDHB,SFMBT2,SIRT1,SLC11A2,SLC16A3,SLC22A5,SLC25A21,SLC25A32,SLC25A5,SLC7A11,SLC7A5,SMOX,SMS,SMURF2,SNRPD1,SNRPD2,SNRPN,SOD2,SPARCL1,SPRR3,SRPK1,STAG2,STIM1,STT3A,STT3B,SUCLA2,TBP,TGFBI,TGM1,TIAM1,TIMM10,TLN1,TMPRSS6,TNXB,TOP1,TP63,TPI1,TPO,TRAP1,TRIP12,TSPO,TUBG1,TUSC3,TYMS,UBA1,UBA2,UBE2I,UGP2,UQCRQ,USP54,UTRN,VDAC2,WRN,XRN2,YBX1,YBX3,YTHDC1	304 (10)	10	ARNT,ERK,ESRRA,Esrra,FOS,mercaptopropionylglycine,MTOR,SIRT1	pioglitazone,PT-2385,RUNX1,SIRT7	 	BNIP3,Collagen type IV,EPO,GPX1,HSPA5,IGF1R,ITGAV,MYC,NAMPT,NEK8,OMA1,PDPK1,SLC40A1,SOD2,WNT10B,YAP1	CDKN1A,SREBF1	 	 	 	 	
