© 2000-2022 QIAGEN. All rights reserved.

Analysis Details for My Projects->Spencer - RKC pH->ipa_upload.p1 - 2022-04-11 02:49 PM - LFC, User Dataset->Amb_vs_Mod
Workspace	My Projects
Project	Spencer - RKC pH
Analysis	Amb_vs_Mod
Date	Mon Apr 11 14:50:28 PDT 2022
Analysis ID	39401803

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	0.05
Reference set	User Dataset
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(confidence = Experimentally Observed) AND
(mol. types = biologic drug OR canonical pathway OR chemical - endogenous mammalian OR chemical - endogenous non-mammalian OR chemical - kinase inhibitor OR chemical - other OR chemical - protease inhibitor OR chemical drug OR chemical reagent OR chemical toxicant OR complex OR cytokine OR disease OR enzyme OR function OR fusion gene/product OR G-protein coupled receptor OR group OR growth factor OR ion channel OR kinase OR ligand-dependent nuclear receptor OR mature microRNA OR microRNA OR other OR peptidase OR phosphatase OR transcription regulator OR translation regulator OR transmembrane receptor OR transporter)

Canonical Pathways for My Projects->Spencer - RKC pH->ipa_upload.p1 - 2022-04-11 02:49 PM - LFC, User Dataset->Amb_vs_Mod
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
archazolid B	chemical - endogenous non-mammalian	 	2	 	 	0.000	5.05E-03	2.17E-02	archazolid B,BCL2,EIF2S1,HIF1A,PRKAA	ABCB1,ADAM10,ALDOC,CAT,CCN1,CCNG1,CDKN1B,CKM,ENO1,ERGIC1,GAPDH,GOT2,L1CAM,MUC2,NDUFA10,NDUFB8,NDUFS1,NDUFS2,RET,SOD2	20 (5)	4	 	 	 	HIF1A	p70 S6k	 	 	 	 	
Hbb-b1	transporter	 	1	 	biased	1.633	5.11E-03	2.13E-02	Hbb-b1	NDUFA7,NDUFB8,NDUFB9,NDUFS7,RET,UQCRC2	6 (1)	1	EPO,hexamethylene bisacetamide	PPARD	 	NCF2,NDUFV1	HIF1A	 	 	 	 	
ZBTB7B	transcription regulator	 	1	Activated	biased	2.449	5.11E-03	1.06E-02	ZBTB7B	ACAA2,ECH1,HADHA,HSD17B12,NDUFB8,UQCRC2	6 (1)	1	TCR	 	 	UCP1	 	 	 	 	 	
triadimefon	chemical toxicant	 	1	Activated	biased	2.236	5.11E-03	1.00E-02	triadimefon	ABCB1,ADH5,CYP24A1,Cyp3a25 (includes others),GSTM4	5 (1)	1	 	 	 	 	 	 	 	 	 	
Srebp	group	 	2	Activated	 	2.309	5.17E-03	1.60E-02	SREBF1,SREBF2,Srebp	ACAA2,ALDOC,CCN1,CSRP1,CTH,GLB1,LIPA,MIOX,NDUFS2,PGD,SLC22A5,SMPD1	12 (3)	3	EIF2A,mir-122,pravastatin,RPTOR	beta-estradiol,cholesterol,INSIG1	 	IDH1,LDLR	 	 	 	 	 	
NR1I2	ligand-dependent nuclear receptor	0.386	1	Activated	 	2.333	5.42E-03	1.56E-02	NR1I2	ABCB1,CAT,CTH,CYP27A1,CYP2A6 (includes others),GSTM5,GUSB,PGD,SULT1E1	9 (1)	1	beta-estradiol,cafestol,FOXO1,mevastatin,nicardipine,pregnenolone carbonitrile,steroid,tauroursodeoxycholic acid,uranyl nitrate	bexarotene,LG100268	 	CEBPA,cholesterol,INSIG1,INSIG2,PPARG,protoporphyrin IX	ACOX1,APOC2,FABP1,NR1I3,SREBF1	 	 	 	 	
MYZAP	other	 	2	 	 	-0.577	5.56E-03	3.90E-02	CTNNB1,ERK,GSK3B,MYZAP,P38 MAPK	ABCB1,ACADS,ADAM10,ANGPT1,ARG2,CACNA1G,CDKN1B,CHAT,CKM,CYP2A6 (includes others),GAPDH,GATA2,HADHA,ILF3,KDELR3,KIF3B,L1CAM,MUC2,NDUFA10,NDUFB8,NDUFS1,NDUFS2,RGN,SMS,TRAF3IP1,TUBB4A,TYMP	27 (5)	4	 	 	 	 	 	 	 	 	 	
Rb	group	 	2	 	 	1.480	5.56E-03	4.74E-02	ABL1,AR,CDK2,DNMT1,EZR,JUN/JUNB/JUND,MYBL2,PIP5K1A,Rb,RB1,RBL2,RNA polymerase iii,RUNX2	ABCB1,ARG2,ATP1A3,ATP6V1D,CACNA1A,CCN1,CCT3,CHEK1,CKM,CSNK2B,CTSL,CYP24A1,DNMT1,FGFR1,GATA2,GRK6,MCM3,MDH1,NDUFA10,NDUFS2,NDUFS7,NME1,NMRK2,NOP2,PGD,PMPCB,POMT2,RGN,RORA,SMPD1,SOD2,SULT1E1,TMEM8B,TRIB3,TWF2,UQCRC2,XPO1	37 (13)	13	AMBRA1,HIF1A,MAPK8,PPARG,Raf	CDK4/6,FOXF1,FOXF2,mir-155	 	EPO	ABL1,FOXM1,UCP1	 	 	 	 	
CITCO	chemical reagent	 	2	Activated	biased	2.828	5.71E-03	1.49E-02	CITCO,NR1I3	ABCB1,CYP27A1,CYP2A6 (includes others),GSTM4,GSTM5,HSD17B4,PGD,SULT1E1	8 (2)	2	 	 	 	NR1I3	 	 	 	 	 	
MAPK8	kinase	 	1	 	 	0.000	5.71E-03	1.14E-02	MAPK8	ABCB1,BAAT,CAT,CDKN1B,CYP27A1,DNMT1,HDAC6,SOD2	8 (1)	1	5-fluorouracil,ABL1,acetaminophen,beta-estradiol,butylated hydroxyanisol,calyculin A,carmustine,CD 437,cholesterol,cytochalasin D,cytokine,Dishevelled,EPO,Fcer1,FOXM1,Frizzled,gentamicin,GTP,Integrin alpha 3 beta 1,Integrin alpha 6 beta 4,MAP2K1,MAP4K4,MUC1,N-acetylsphingosine,N1,N11-diethylnorspermine,NRG (family),PAK2,PDGFRA,PRKCE,Raf,RIPK1,S-nitrosoglutathione,sirolimus,sodium bisulfide,sorbitol,SPHK1,staurosporine,TCR,VEGFA,vincristine	2,4-dinitrophenol,amino acids,antimycin A,azithromycin,Ba2+,calphostin C,Cdkn1c,dalfampridine,edaravone,eicosapentenoic acid,fumonisin B1,genistein,GRK2,HDAC3,ketoprofen,N-acetyl-L-cysteine,SP600125,Trolox C	 	AQP1,CEBPB,FOXO1,HIF1A,HMOX1,IRS1,LEP,PPARD,PTGES,Rb,RICTOR,RPTOR	INSR,L-triiodothyronine,RBP1	 	 	 	 	
sirolimus	chemical drug	 	1	Inhibited	 	-4.315	5.80E-03	3.94E-02	sirolimus	ATP6V0B,ATP6V1A,ATP6V1D,CDKN1B,CHEK1,CHRNB2,ENO1,MIOX,MRC1,MUC2,RACK1,RPL10A,RPL18,RPL19,RPL3,RPL32,RPL35,RPL7A,RPL8,RPS26,RPS4X,RPS7,RPSA,SLC25A5,SLC6A9,UBA52	26 (1)	1	 	 	 	CCR7,CDA,CEBPB,cholesterol,FOXO1,HMOX1,IDH1,IRS2,MAPK8,mir-1,mir-154,PDGFRA,PRKCE,SLC29A1,TFEB,TMIGD2,TSC2,ULK1	AURKA,beta-estradiol,CEBPA,DGAT1,eicosapentenoic acid,EIF2A,glutamine,HIF1A,hypoxanthine,INSR,IRS1,L-threonine,Ldh (complex),LEP,leukotriene B4,LPIN1,NEDD8,p70 S6k,PDPK1,PKM,PPARD,PPARG,RICTOR,RPTOR,SREBF1,TERT,USP15,VEGFA	 	 	 	 	
KAT2A	enzyme	-0.098	2	 	 	0.649	5.82E-03	4.62E-02	Akt,KAT2A,MTOR,PPARGC1A,Rxr	ADAM10,AKR1B1,ATP5F1B,CAT,CDKN1B,CHEK1,COPS6,CTSC,CYP2A6 (includes others),ENO1,ETFA,GALNT10,GATA2,GOT2,GSTM5,HGSNAT,ISLR2,L1CAM,LIPA,MCM3,MDH1,MRPS31,NDUFB5,NDUFB8,NDUFS1,NOTCH2,RPL12,RPL32,SLC22A5,SLC24A2,SND1,SOD2,STT3A,SYT2,THOP1,TRIB3,UQCRC2,XPO1	38 (5)	5	 	 	 	cytokine,FOXM1,GABARAPL1,SKP2	NR1H3,PTPRO,RELN	 	 	 	 	
daporinad	chemical drug	 	2	Inhibited	 	-3.395	5.84E-03	4.83E-02	CCL2,daporinad,ERK1/2,IKBKG,MAP2K1,MAP2K2,MAP3K7,MAPK1,MMP3,NADPH oxidase,NAMPT,NFKBIA,NOS3,P38 MAPK,TFAM	ABCB1,ACADS,ADH5,ALDH5A1,ALDH6A1,ANGPT1,ANPEP,ARG2,ATP1A3,ATP6V1B1,BCCIP,CAT,CDKN1B,CHAT,CLP1,COL7A1,CSK,DNMT1,ECH1,ECHS1,ENO1,ETFB,GSTM5,GUSB,HADHA,IDH3G,KDELR3,MUC2,NAGLU,NPHS1,PGD,PPIL1,RAP1GAP,RBM8A,RPL8,RPS2,RPSA,SF3A1,SULT1E1,TYMP,USP10,VNN1	42 (15)	14	 	 	 	CEBPB	MAP2K1	 	 	 	 	
NRG (family)	group	 	1	 	biased	0.000	5.95E-03	1.08E-02	NRG (family)	CAMK2D,CHRNA6,CHRNA7,CHRNB2	4 (1)	1	 	 	 	MAPK8,p70 S6k	 	 	 	 	 	
butylated hydroxyanisol	chemical toxicant	 	1	 	 	1.000	5.95E-03	8.40E-03	butylated hydroxyanisol	CYP2A6 (includes others),GSTM4,GSTM5,MIOX	4 (1)	1	 	 	 	MAPK8,NQO1	INSR	 	 	 	 	
Hif	complex	 	2	 	 	0.000	5.98E-03	2.23E-02	ARNT,EPAS1,Hif,HIF1A	ABCB1,ADAM10,ALDOC,ARG2,CACNA1A,CAT,CCN1,CDKN1B,CKM,ENO1,ERGIC1,GAPDH,GLB1,L1CAM,MUC2,NDUFA10,NDUFB8,NDUFS1,NDUFS2,RET	20 (4)	4	mir-155	R59949	 	EPO	 	 	 	 	 	
GGA1	transporter	 	3	 	 	1.414	6.07E-03	2.17E-02	ARAP1,CDC42,CDK5,ERK,GGA1,MAP2K1,Mapk,RAF1,SORL1	ADAM10,ARG2,ATP6V1B1,CAT,CKM,CTSL,DNMT1,ENO1,GLB1,GUSB,KCNMA1,MCM8,NOP56,RAP1GAP,RET,RPS2,SULT1E1,TYMP	18 (9)	6	genistein	 	 	 	 	 	 	 	 	
FCGR1A/2A/3A	group	 	2	Activated	 	2.414	6.15E-03	4.58E-02	Akt,ERK1/2,EZR,FCGR1A/2A/3A,FYN,GAB2,PIP5K1A,Pkc(s),PLCG1,SRC,SYK	ALDOC,ANGPT1,ATP1A3,CAT,CCN1,CDKN1B,COPS6,CYP24A1,CYP2A6 (includes others),ENO1,GALNT10,GATA2,HGSNAT,L1CAM,LIPA,MUC2,NDUFB8,NME1,NOTCH2,RORA,SLC22A5,SLC6A9,SOD2,STT3A,TMEM8B,TRIB3,TYMP,UQCRC2,VNN1	29 (11)	10	 	 	 	FYN,SYK	 	 	 	 	 	
protoporphyrin IX	chemical - endogenous mammalian	 	3	 	 	-0.180	6.27E-03	4.98E-02	26s Proteasome,cyclooxygenase,ELK1,ERK1/2,HIF1A,Ho,Jnk,mitomycin C,NADPH oxidase,Nos,NOS2,PRKCD,protoporphyrin IX	ABCB1,ADAM10,ADH5,ALDOC,ATP1A3,ATP6V1D,CAT,CCN1,CDKN1B,CTSC,DNMT1,ENO1,ERGIC1,GAPDH,KATNB1,L1CAM,MRC1,MUC2,NDUFA10,NDUFB8,NDUFS1,NDUFS2,NOTCH2,NPHS1,PRDX6,PSMC2,RET,SOD2,SRSF7,TYMP,VNN1	31 (13)	11	isoniazid,NR1I2	 	 	HMOX1	Thioredoxin reductase	 	 	 	 	
FERMT2	other	-0.013	2	 	 	1.029	6.30E-03	4.36E-02	Akt,ERK,ERK1/2,FERMT2,GSK3B,ITGB1,Jnk,P38 MAPK,RAC1,RAS	ADAM10,ANGPT1,ANPEP,ARG2,ATP1A3,BCAN,CAT,CDKN1B,CHAT,CKM,COL7A1,COPS6,CYP24A1,DNMT1,ENO1,GALNT10,GATA2,HGSNAT,KDELR3,KIF3B,L1CAM,LRP6,MRC1,MUC2,NDUFB8,NOTCH2,ROBO1,SLC22A5,STT3A,TRAF3IP1,TUBB4A,TYMP,UQCRC2,VNN1	34 (10)	9	 	 	 	 	 	 	 	 	 	
BCKDK	kinase	 	1	 	biased	1.414	6.51E-03	2.60E-03	BCKDK	CAT,SOD2	2 (1)	1	 	PPARA	 	 	 	 	 	 	 	
D-galactose	chemical - endogenous mammalian	 	1	 	biased	1.414	6.51E-03	5.40E-03	D-galactose	AKR1B1,SOD2	2 (1)	1	 	 	 	 	 	 	 	 	 	
PNKD	other	 	1	 	biased	-1.414	6.51E-03	5.50E-03	PNKD	RIMS1,RIMS2	2 (1)	1	metribolone	carboplatin	 	 	 	 	 	 	 	
RXRG	ligand-dependent nuclear receptor	 	1	 	biased	1.414	6.51E-03	1.39E-02	RXRG	ACAA2,CYP24A1	2 (1)	1	adapalene,bexarotene,pirinixic acid	 	 	 	 	 	 	 	 	
UBA3	enzyme	0.037	1	 	biased	1.414	6.51E-03	1.05E-02	UBA3	ETFA,ETFB	2 (1)	1	 	 	 	NEDD8	 	 	 	 	 	
azithromycin	chemical drug	 	1	 	 	0.000	6.51E-03	6.10E-03	azithromycin	MRC1,MUC2	2 (1)	1	 	 	 	 	MAPK8	 	 	 	 	
EHF	transcription regulator	-1.165	1	 	 	0.816	6.55E-03	1.48E-02	EHF	ANPEP,CDKN1B,GATA2,GLB1,NOTCH2,VNN1	6 (1)	1	 	 	 	HMOX1,MUC1,PPARD,TERT	Fcer1,KLF5,VEGFA	 	 	 	 	
Perm1	other	 	2	Activated	 	2.353	6.65E-03	4.14E-02	ESRRA,ESRRB,ESRRG,Perm1,PPARGC1A	ALDOC,ANGPT1,ATP5F1B,CAT,CDKN1B,CTSC,CYP2A6 (includes others),ENO1,GAPDH,GOT2,HADHA,HSD17B4,LIPA,MCM3,MDH1,MRPS31,NDUFB5,NDUFB8,NDUFS1,NPHS1,SLC13A5,SLC24A2,SOD2,SYT2,TRIB3,UQCRC2	26 (5)	5	 	 	 	ACOX1,ESRRA,NDUFV1,PPARA	 	 	 	 	 	
TMPRSS2-ERG	fusion gene/product	 	3	 	 	-1.257	6.65E-03	3.51E-02	Akt,AKT1,EIF4EBP1,FOLH1,MTOR,TMPRSS2-ERG	ABCB1,AKR1B1,ATP6V1E1,CDKN1B,Ces1b/Ces1c,CLPP,COPS6,CTH,CYP2A6 (includes others),ENO1,ETFA,FOXP2,GALNT10,GATA2,GCSH,GOT2,HGSNAT,ISLR2,L1CAM,MDH1,NDUFB8,NOTCH2,ROR1,RPL12,RPL32,SLC22A5,SND1,SOD2,STT3A,TRIB3,UQCRC2	31 (6)	5	metribolone	 	 	ADORA2B,CUL4B,ESRRA,PPARG,ZEB2	CEBPB	 	 	 	 	
8-aminoadenosine	chemical reagent	 	2	 	 	-1.768	6.68E-03	4.26E-02	8-aminoadenosine,Akt,EIF4EBP1,ERK1/2,MTOR,P38 MAPK	AKR1B1,ANGPT1,ARG2,ATP1A3,CAT,CDKN1B,CHAT,CLPP,COPS6,CYP2A6 (includes others),ENO1,ETFA,GALNT10,GATA2,GSTM5,HGSNAT,ISLR2,KDELR3,L1CAM,MDH1,MUC2,NDUFB8,NOTCH2,RPL12,RPL32,SLC22A5,SND1,SOD2,STT3A,TYMP,UQCRC2,VNN1	32 (6)	5	 	 	 	 	 	 	 	 	 	
VEGFA	growth factor	 	1	 	biased	1.604	6.80E-03	2.03E-02	VEGFA	ADH5,ALDH2,ANGPT1,ANPEP,ARG2,CCN1,CDKN1B,ETFA,FGFR1,NME1,NPHS1,SLC25A5,SOD2,TSPO	14 (1)	1	acetaminophen,ADORA2B,beta-estradiol,CRH,EDNRB,ESRRA,FOXM1,ITGA6,L-triiodothyronine,LEP,Lh,metribolone,nandrolone,NR1H2,NR1H3,pirinixic acid,PPARA,PPARD,PPARG,pravastatin,PTHLH,RIPK1,SREBF1,SUB1,SYK,TFEB,vismodegib	2,3 butanedione monoxime,ABL1,ADA,calphostin C,EHF,FLCN,genistein,glutamine,iodide,linoleic acid,mevalonic acid,N-acetyl-L-cysteine,neamine,pyrrolidine dithiocarbamate,sirolimus,SP600125,staurosporine,torin1	 	KLRG1,MAPK8,p70 S6k,PAK2,PDGFRA,PNPLA2,TERT,UCP1	ARG2,FOXO1	 	 	 	 	
BGB-3245	chemical drug	 	2	Inhibited	 	-2.236	6.95E-03	1.04E-02	BGB-3245,BRAF,Raf	ANPEP,CDKN1B,DNMT1,MUC2,RET	5 (3)	2	 	 	 	 	Raf	 	 	 	 	
PPM1G	phosphatase	0.274	2	 	 	-1.342	6.95E-03	2.25E-02	EIF4EBP1,H2AX,PPM1G	ANGPT1,CLPP,CYP2A6 (includes others),NDUFB8,UQCRC2	5 (3)	2	 	ammonium,KLF3	 	 	 	 	 	 	 	
mycophenolic acid	chemical drug	 	1	 	 	0.447	6.95E-03	7.90E-03	mycophenolic acid	ANPEP,CCN1,CDKN1B,MGAM,SOD2	5 (1)	1	 	 	 	 	GTP,HDAC3,LDLR,SYK	 	 	 	 	
rifaximin	chemical drug	 	1	 	 	-0.447	6.95E-03	1.31E-02	rifaximin	RACK1,RPS7,RPSA,SMU1,TUBA1B	5 (1)	1	 	 	 	 	RBBP4	 	 	 	 	
SUN1	other	 	2	 	biased	1.134	6.98E-03	1.41E-02	ATM,H2AX,SUN1	ADH5,ANGPT1,CDKN1B,CHEK1,COMMD3-BMI1,NDUFB8,UQCRC2	7 (3)	2	 	KLF3	 	 	 	 	 	 	 	
SUN2	other	-0.003	2	 	biased	1.134	6.98E-03	1.41E-02	ATM,H2AX,SUN2	ADH5,ANGPT1,CDKN1B,CHEK1,COMMD3-BMI1,NDUFB8,UQCRC2	7 (3)	2	 	 	 	 	 	 	 	 	 	
PRKG2	kinase	 	2	Activated	 	2.611	7.48E-03	4.53E-02	ERK,FOXO1,GSK3B,KRAS,MYRF,NOS3,PRKG2,SOX9	ADAM10,ADH5,AMOTL2,ANGPT1,ANPEP,AOX1,ARG2,ARHGEF25,ATP5F1B,ATP6V0B,ATP6V1D,CAT,CHEK1,CKM,COMMD3-BMI1,CYP27A1,GATA2,GBA,ITM2A,KIF3B,LRP6,MEN1,MUC2,NDUFA7,PRDX4,RPSA,SOD2,TRAF3IP1,TRIB3,TUBB4A,TYMP,UQCRC2,VNN1	33 (8)	7	 	 	 	FOXO1	PDGFRA	 	 	 	 	
GSKIP	other	 	2	 	 	-0.447	7.63E-03	3.02E-02	CTNNB1,GSK3B,GSKIP	ABCB1,ACADS,CACNA1G,CDKN1B,CKM,CYP2A6 (includes others),GAPDH,GATA2,HADHA,ILF3,KIF3B,L1CAM,NDUFA10,NDUFB8,NDUFS1,NDUFS2,RGN,SMS,TRAF3IP1,TUBB4A	20 (3)	2	 	 	 	 	 	 	 	 	 	
NME7	kinase	0.143	2	 	 	-0.447	7.63E-03	3.02E-02	CTNNB1,GSK3B,NME7	ABCB1,ACADS,CACNA1G,CDKN1B,CKM,CYP2A6 (includes others),GAPDH,GATA2,HADHA,ILF3,KIF3B,L1CAM,NDUFA10,NDUFB8,NDUFS1,NDUFS2,RGN,SMS,TRAF3IP1,TUBB4A	20 (3)	2	genistein	 	 	 	 	 	 	 	 	
capivasertib	chemical drug	 	2	 	 	-0.577	7.72E-03	2.77E-02	Akt,AKT1,capivasertib,GSK3B,NOTCH1	ABCB1,ANGPT1,ATP6V1E1,CCN1,CDKN1B,Ces1b/Ces1c,COPS6,ECHS1,ENO1,GALNT10,GCSH,GOT2,GSTM5,HGSNAT,KIF3B,L1CAM,MDH1,MUC2,NDUFB8,NDUFS1,NOTCH2,SLC22A5,SOD2,STT3A,TRAF3IP1,TUBB4A,UQCRC2	27 (5)	4	 	 	 	 	 	 	 	 	 	
MPT0E028	chemical drug	 	2	 	 	-0.218	8.03E-03	2.87E-02	AKT1,ERK,histone deacetylase,MPT0E028,STAT3	ABCB1,ADAM10,ARG2,ATP6V1E1,CAMK2D,CAT,CCN1,CDKN1B,Ces1b/Ces1c,CHEK1,CYP24A1,DNMT1,ENO1,GCSH,GOT2,GSTM5,MDH1,RET,RORA,SOD2,TYMP	21 (5)	4	 	 	 	 	 	 	 	 	 	
hexamethylene bisacetamide	chemical reagent	 	2	 	 	1.528	8.03E-03	4.63E-02	CDK2,ELL2,hexamethylene bisacetamide,RB1	ATP6V1D,CDKN1B,CHEK1,CKM,DNMT1,ERGIC1,FKBP2,FNDC3A,HDLBP,MCM3,MDH1,NDUFA10,NDUFB8,NDUFS2,NDUFS7,NME1,PGD,PMPCB,RACK1,RPL18,SOD2	21 (4)	4	 	 	 	Hbb-b1	 	 	 	 	 	
imidazole	chemical - endogenous mammalian	 	2	 	 	0.218	8.03E-03	4.02E-02	CTNNB1,CYP19A1,imidazole,MAPK14,NADPH oxidase,Nos	ABCB1,ACADS,ADH5,CACNA1G,CDKN1B,CYP2A6 (includes others),GAPDH,GATA2,HADHA,ILF3,L1CAM,LRP6,NDUFA10,NDUFB8,NDUFS1,NDUFS2,NPHS1,RGN,SLC25A5,SMS,SOD2	21 (6)	5	 	 	 	 	 	 	 	 	 	
22(S)-hydroxycholesterol	chemical - endogenous mammalian	 	2	 	 	-1.807	8.59E-03	2.66E-02	22(S)-hydroxycholesterol,NR1H3,RUNX2,SREBF1	ABCB1,ALDOC,ARG2,CAT,CDKN1B,CSNK2B,CSRP1,CTH,FBP1,GLB1,GSTM5,MIOX,NDUFS2,SLC22A5,SMPD1	15 (4)	3	 	 	 	 	NR1H3,SREBF1	 	 	 	 	
HIF1A	transcription regulator	-0.117	1	 	 	-1.000	8.68E-03	2.97E-02	HIF1A	ABCB1,ADAM10,ALDOC,CCN1,CDKN1B,ENO1,ERGIC1,GAPDH,L1CAM,MUC2,NDUFA10,NDUFB8,NDUFS1,NDUFS2,RET,SOD2	16 (1)	1	acetaminophen,antimycin A,archazolid B,beta-estradiol,CEBPD,cytokine,fenofibrate,GPNMB,HSF2,ITGA6,KAT2B,KLF5,L-triiodothyronine,MAPK8,MLXIPL,PARK7,pirinixic acid,RHEB,RICTOR,RPTOR,S-nitrosoglutathione,TCR,TWNK	25-hydroxycholesterol,ADA,amino acids,ARG2,choline fenofibrate,Fe2+,FLCN,FOXO1,genistein,HBA1/HBA2,Hbb-b1,hemin,iodide,N-acetyl-L-cysteine,NSC 644221,pioglitazone,pyrrolidine dithiocarbamate,R59949,SAT1,sirolimus,SIRT7,SP600125,Trolox C,TSC2	 	AURKA,CCR7,Cdkn1c,EPO,fructose-1-phosphate,FYN,HDAC3,HMOX1,HUWE1,INSIG2,IRS2,LEP,NODAL,p70 S6k,PDPK1,PER2,Rb,SOST,TERT,Thioredoxin reductase	AXIN2,CAVIN2,NDUFV1,PHLPP1,RIPK1,SLC29A1	 	 	 	 	
7alpha-hydroxycholesterol	chemical - endogenous mammalian	 	2	 	 	1.000	8.68E-03	2.60E-02	7alpha-hydroxycholesterol,RORA,RORC	ALDH2,CDKN1B,CHEK1,CYP27A1,ENO1,GOT2,IDH3G,MDH1,PRDX6	9 (3)	2	 	 	 	 	 	 	 	 	 	
3,5-diiodothyronine	chemical - endogenous mammalian	 	1	 	biased	1.732	8.70E-03	1.79E-02	3,5-diiodothyronine	CKM,ENO1,GAPDH	3 (1)	1	 	 	 	 	cholesterol	 	 	 	 	
ADM2	other	 	1	 	 	1.732	8.70E-03	7.20E-03	ADM2	MRC1,NDUFB8,UQCRC2	3 (1)	1	beta-estradiol	ammonium	 	UCP1	LEP	 	 	 	 	
TMEM126A	other	0.037	1	 	biased	1.732	8.70E-03	2.06E-02	TMEM126A	NDUFA10,NDUFA7,NDUFS1	3 (1)	1	 	 	 	NDUFV1	 	 	 	 	 	
mannitol	chemical - endogenous mammalian	 	1	 	 	0.577	8.70E-03	1.32E-02	mannitol	AKR1B1,MIOX,SOD2	3 (1)	1	 	 	 	 	 	 	 	 	 	
ABCA12	transporter	 	2	 	biased	1.000	8.76E-03	1.30E-02	ABCA12,Cdc42	ATP6V1A,GATA2,GBA,NPC2	4 (2)	2	 	 	 	 	 	 	 	 	 	
Raf	group	 	1	Activated	 	2.000	8.76E-03	1.12E-02	Raf	ANPEP,CDKN1B,MUC2,RET	4 (1)	1	14-3-3,CAV3,EDNRB,EPO,TCR,vincristine	2-(4-amino-1-isopropyl-1H-pyrazolo[3,4-d]pyrimidin-3-yl)-1H-indol-5-ol,BGB-3245	 	MAP2K1,MAPK8,Rb	ULK1	 	 	 	 	
SYUIQ-5	chemical reagent	 	2	 	 	-1.000	8.76E-03	1.44E-02	SYUIQ-5,TERT	CDKN1B,CHEK1,GLB1,SOD2	4 (2)	2	 	 	 	 	TERT	 	 	 	 	
sodium bisulfide	chemical reagent	 	1	Activated	 	2.000	8.76E-03	1.41E-02	sodium bisulfide	CAT,CCNG1,CTH,SOD2	4 (1)	1	 	 	 	HMOX1,INSR,MAPK8,NQO1	Ldh (complex),MAP2K1	 	 	 	 	
telmisartan	chemical drug	 	1	 	 	1.000	8.76E-03	3.30E-03	telmisartan	CCN1,MRC1,NPHS1,TRPC5	4 (1)	1	 	 	 	PPARA,PPARG	cholesterol,LEP	 	 	 	 	
SREBF2	transcription regulator	 	2	 	 	-0.577	8.76E-03	3.10E-02	Akt,ERK,IRS1,NR5A2,SREBF2,YAP1	ACAA2,ADAM10,ALDOC,AMOTL2,AP2A1,ARG2,CCN1,CDKN1B,COPS6,CPA1,CYP27A1,GALNT10,GATA2,HGSNAT,L1CAM,LIPA,MCM3,MRC1,NDUFB8,NOTCH2,PNLIP,SLC22A5,SOD2,STT3A,SULT1E1,TYMP,UQCRC2	27 (6)	6	(-)-norephedrine,amino acids,fenofibrate,INSR,IRS2,L-triiodothyronine,metribolone,mir-122,NR1H2,NR1H3,RICTOR,RPTOR,ST8SIA1,sterol	2-(4-amino-1-isopropyl-1H-pyrazolo[3,4-d]pyrimidin-3-yl)-1H-indol-5-ol,25-hydroxycholesterol,carnosine,delta-tocotrienol,Fe2+,FOXO1,INSIG2,mevalonic acid,PEX5L,PPARA	 	GTF2I,IDH1,LDLR,PPARG	 	 	 	 	 	
PHLPP1	enzyme	 	2	Inhibited	 	-3.286	8.91E-03	4.95E-02	Akt,ERK1/2,MAP2K1/2,PHLPP1,Pkc(s),PRKCA,RAF1	ARG2,ATP1A3,ATP6V1B1,CAT,CCN1,CDKN1B,COPS6,CTSL,CYP24A1,CYP2A6 (includes others),ENO1,GALNT10,GATA2,GBA,HGSNAT,L1CAM,LIPA,MCM8,NDUFB8,NOP56,NOTCH2,RET,RPS2,SLC22A5,SLC6A9,SOD2,STT3A,TYMP,UQCRC2,VNN1	30 (7)	6	 	HDAC3,HIF1A,TSC2	 	CEBPD,FOXO1,IRS1	CSF1R,PRKCE	 	 	 	 	
AKT inhibitor VII	chemical reagent	 	2	 	 	-0.894	8.92E-03	3.82E-02	AKT inhibitor VII,CTNNB1,GSK3B	ABCB1,ACADS,CACNA1G,CDKN1B,CKM,CYP2A6 (includes others),GAPDH,GATA2,HADHA,ILF3,KIF3B,L1CAM,NDUFA10,NDUFB8,NDUFS1,NDUFS2,RGN,SMS,TRAF3IP1,TUBB4A	20 (3)	2	 	 	 	 	 	 	 	 	 	
AXIN2	other	 	2	 	 	0.894	8.92E-03	3.82E-02	AXIN2,CTNNB1,GSK3B	ABCB1,ACADS,CACNA1G,CDKN1B,CKM,CYP2A6 (includes others),GAPDH,GATA2,HADHA,ILF3,KIF3B,L1CAM,NDUFA10,NDUFB8,NDUFS1,NDUFS2,RGN,SMS,TRAF3IP1,TUBB4A	20 (3)	2	CDX2,FOXM1,LEP,LYPD6,N-acetylmuramyl-L-alanyl-D-isoglutamine,pilocarpine,TSC2	calphostin C,HIF1A,PRKN,SOST	 	 	 	 	 	 	 	
